Task ID,Task Number,Start Time (s),End Time (s),Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs),Concurrent Task Count
1-2,6,0.1417,2.5099,2.3681,1.6411,1.9988,32.88
1-1,6,0.0733,3.0671,2.9938,1.3747,1.7153,16.44
1-6,6,0.7527,3.0992,2.3465,1.4039,1.7153,16.44
1-7,6,0.9459,3.1494,2.2035,1.4558,1.3501,8.22
1-5,6,0.6361,3.1634,2.5273,1.445,0.2835,16.44
1-3,6,0.2115,3.2199,3.0085,1.4054,1.7153,16.44
1-4,6,0.3244,3.376,3.0516,1.3906,3.3407,90.42
2-7,6,0.9795,2.8026,1.8231,1.6114,0.1273,8.22
2-2,6,0.2842,3.256,2.9717,1.4735,0.2835,16.44
2-4,6,0.4666,3.2955,2.8289,1.4119,0.2835,16.44
2-6,6,0.7489,3.4932,2.7443,1.5475,2.2787,49.32
2-5,6,0.5847,3.6085,3.0238,1.5561,2.8789,65.76
2-1,6,0.1268,3.6764,3.5496,1.5281,3.3407,90.42
2-3,6,0.3749,3.6792,3.3043,1.529,3.3407,90.42
3-1,6,0.1219,2.729,2.6071,1.517,1.3501,8.22
3-5,6,0.646,3.2129,2.5669,1.344,0.2835,16.44
3-2,6,0.2597,3.2443,2.9846,1.3469,0.901,32.88
3-6,6,0.7961,3.3809,2.5848,1.3844,1.8506,24.66
3-7,6,1.0499,3.4159,2.366,1.4235,1.9988,32.88
3-4,6,0.4589,3.4665,3.0076,1.4113,2.2787,49.32
3-3,6,0.3412,3.5099,3.1687,1.4168,2.8789,65.76
4-4,6,0.4846,3.3265,2.8419,1.536,0.1273,8.22
4-6,6,0.691,3.3442,2.6532,1.4948,0.2835,16.44
4-3,6,0.3614,3.5017,3.1403,1.4891,1.4491,49.32
4-5,6,0.5843,3.5417,2.9574,1.5337,1.9988,32.88
4-2,6,0.2686,3.6079,3.3393,1.4479,1.9988,32.88
4-7,6,0.8572,3.729,2.8718,1.5054,2.5653,65.76
4-1,6,0.1626,3.7744,3.6118,1.522,3.3407,90.42
5-3,6,0.3153,3.2067,2.8914,1.45,1.8506,24.66
5-4,6,0.5003,3.3909,2.8906,1.4624,0.901,32.88
5-5,6,0.6929,3.4973,2.8043,1.4781,1.9988,32.88
5-6,6,0.866,3.5417,2.6757,1.4292,1.9988,32.88
5-2,6,0.2973,3.5462,3.249,1.4364,1.4491,49.32
5-1,6,0.1755,3.7395,3.564,1.4563,3.3407,90.42
5-7,6,1.0941,3.7816,2.6875,1.4458,3.3407,90.42
6-1,6,0.0332,1.8145,1.7813,1.7087,2.5653,65.76
6-3,6,0.3001,2.58,2.2799,1.3844,1.7153,16.44
6-4,6,0.5834,3.0051,2.4217,1.4581,0.901,32.88
6-6,6,0.829,3.0627,2.2337,1.4986,1.9988,32.88
6-2,6,0.2292,3.2116,2.9823,1.4333,2.8789,65.76
6-7,6,1.0597,3.2249,2.1652,1.4299,2.2787,49.32
6-5,6,0.6899,3.3294,2.6395,1.4431,3.3407,90.42
7-6,6,0.5301,3.0015,2.4714,1.4179,0.2835,16.44
7-1,6,0.1101,3.0785,2.9683,1.4152,0.901,32.88
7-4,6,0.3846,3.1108,2.7262,1.3729,1.9988,32.88
7-7,6,0.7322,3.1651,2.4328,1.4297,1.3501,8.22
7-2,6,0.1865,3.2284,3.0419,1.3996,0.901,32.88
7-5,6,0.4767,3.3221,2.8453,1.3896,2.2787,49.32
7-3,6,0.2616,3.322,3.0604,1.3896,2.2787,49.32
8-1,6,0.1207,2.0326,1.9119,1.9323,0.2835,16.44
8-2,6,0.2828,2.1594,1.8766,1.8727,0.901,32.88
8-5,6,0.692,3.1533,2.4613,1.3758,1.3501,8.22
8-3,6,0.4629,3.2473,2.7844,1.4312,0.901,32.88
8-7,6,0.9741,3.2733,2.2992,1.4596,1.9988,32.88
8-6,6,0.706,3.4034,2.6974,1.5349,2.8789,65.76
8-4,6,0.622,3.4833,2.8612,1.5326,3.3407,90.42
9-1,6,0.0425,1.9134,1.8709,1.8334,2.5653,65.76
9-2,6,0.2085,2.8512,2.6428,1.3234,1.7153,16.44
9-5,6,0.5832,3.1599,2.5767,1.3999,1.3501,8.22
9-7,6,0.8504,3.3041,2.4537,1.4219,1.8506,24.66
9-4,6,0.421,3.4047,2.9837,1.3575,1.4491,49.32
9-3,6,0.3419,3.4559,3.114,1.4431,2.5653,65.76
9-6,6,0.6972,3.5583,2.8611,1.4071,3.3407,90.42
10-2,6,0.1831,2.2392,2.0562,1.7185,0.1273,8.22
10-1,6,0.0963,2.7109,2.6146,1.5344,0.1273,8.22
10-3,6,0.2594,3.0385,2.779,1.5592,0.901,32.88
10-6,6,0.568,3.1722,2.6042,1.5345,1.9988,32.88
10-7,6,0.7613,3.2142,2.4529,1.5416,1.4491,49.32
10-5,6,0.3631,3.3258,2.9627,1.5371,2.5653,65.76
10-4,6,0.287,3.342,3.0551,1.5532,3.3407,90.42
11-1,6,0.1816,3.0207,2.839,1.3161,0.901,32.88
11-3,6,0.4388,3.1694,2.7306,1.4067,1.7153,16.44
11-7,6,1.1279,3.3249,2.197,1.4538,1.3501,8.22
11-5,6,0.7552,3.456,2.7008,1.4698,1.9988,32.88
11-6,6,0.8525,3.4352,2.5826,1.4514,2.1256,41.1
11-4,6,0.5393,3.6274,3.0881,1.4117,3.3407,90.42
11-2,6,0.3107,3.6282,3.3176,1.4099,3.3407,90.42
12-5,6,0.576,3.4808,2.9048,1.3842,1.7153,16.44
12-2,6,0.2473,3.578,3.3307,1.4076,0.901,32.88
12-1,6,0.1737,3.5995,3.4258,1.4253,0.901,32.88
12-3,6,0.3167,3.7191,3.4024,1.4772,1.4491,49.32
12-7,6,0.9182,3.7013,2.7831,1.4372,1.9988,32.88
12-6,6,0.6474,3.8656,3.2182,1.4363,2.8789,65.76
12-4,6,0.471,3.9174,3.4464,1.4302,3.3407,90.42
13-1,6,0.1457,3.1983,3.0526,1.3394,0.2835,16.44
13-3,6,0.3259,3.2264,2.9005,1.3246,1.7153,16.44
13-6,6,0.6799,3.2331,2.5532,1.3839,1.3501,8.22
13-5,6,0.5349,3.4005,2.8657,1.4318,0.901,32.88
13-2,6,0.2277,3.3973,3.1696,1.43,0.901,32.88
13-7,6,0.9386,3.4502,2.5116,1.4382,1.8506,24.66
13-4,6,0.4248,3.501,3.0762,1.4571,2.2787,49.32
14-1,6,0.0282,3.0723,3.0442,1.3484,0.901,32.88
14-5,6,0.5907,3.127,2.5363,1.3969,1.3501,8.22
14-2,6,0.173,3.1683,2.9953,1.4598,1.9988,32.88
14-3,6,0.2888,3.3852,3.0964,1.5057,1.4491,49.32
14-4,6,0.4364,3.3897,2.9533,1.5078,2.1256,41.1
14-7,6,0.7503,3.4575,2.7073,1.5001,2.8789,65.76
14-6,6,0.6197,3.5415,2.9218,1.4794,3.3407,90.42
15-1,6,0.1103,1.9517,1.8413,1.7643,2.2787,49.32
15-2,6,0.2871,2.4706,2.1835,1.3687,2.8789,65.76
15-3,6,0.4849,2.6981,2.2132,1.3857,0.1273,8.22
15-5,6,0.7103,2.8548,2.1445,1.3729,1.7153,16.44
15-4,6,0.6226,2.9219,2.2993,1.3818,1.8506,24.66
15-6,6,0.815,3.0584,2.2434,1.3678,2.2787,49.32
15-7,6,0.9699,3.1707,2.2008,1.3906,3.3407,90.42
16-3,6,0.2542,2.8294,2.5752,1.2835,0.2835,16.44
16-1,6,0.0753,2.9998,2.9245,1.3382,2.8789,65.76
16-5,6,0.6574,3.1704,2.513,1.4505,1.8506,24.66
16-4,6,0.4985,3.2943,2.7959,1.4907,0.901,32.88
16-7,6,0.9959,3.4522,2.4563,1.4891,2.8789,65.76
16-2,6,0.2293,3.5258,3.2965,1.5301,3.3407,90.42
16-6,6,0.8256,3.5525,2.7269,1.4743,3.3407,90.42
17-1,6,0.0232,1.5757,1.5526,1.8486,0.1273,8.22
17-7,6,0.9225,3.093,2.1705,1.3958,0.901,32.88
17-2,6,0.0955,3.1227,3.0272,1.365,2.8789,65.76
17-4,6,0.3768,3.1681,2.7912,1.3876,0.901,32.88
17-6,6,0.5571,3.2373,2.6802,1.3836,1.9988,32.88
17-5,6,0.4691,3.2556,2.7865,1.3755,2.8789,65.76
17-3,6,0.2802,3.4486,3.1685,1.4614,3.3407,90.42
18-2,6,0.1257,2.895,2.7693,1.6201,1.3501,8.22
18-5,6,0.3281,3.0886,2.7606,1.7475,0.2835,16.44
18-1,6,0.0152,3.114,3.0988,1.7076,0.1273,8.22
18-6,6,0.5465,3.2126,2.6662,1.6253,1.7153,16.44
18-3,6,0.1996,3.3054,3.1059,1.5884,0.901,32.88
18-7,6,0.7592,3.3377,2.5786,1.6288,2.2787,49.32
18-4,6,0.3143,3.3934,3.0791,1.5822,2.5653,65.76
19-2,6,0.2668,3.3405,3.0737,1.4001,0.1273,8.22
19-5,6,0.4645,3.549,3.0845,1.363,1.8506,24.66
19-6,6,0.6371,3.5823,2.9452,1.3501,1.8506,24.66
19-7,6,0.866,3.6227,2.7567,1.3858,1.8506,24.66
19-3,6,0.2832,3.7816,3.4984,1.4239,2.2787,49.32
19-1,6,0.1884,3.8044,3.6161,1.4022,2.2787,49.32
19-4,6,0.3571,3.9073,3.5502,1.4698,3.3407,90.42
20-1,6,0.2012,2.6192,2.418,1.3788,1.3501,8.22
20-7,6,1.0794,2.6932,1.6138,1.3469,1.3501,8.22
20-3,6,0.3894,3.0399,2.6505,1.4469,2.2787,49.32
20-2,6,0.3091,3.1515,2.8423,1.4632,2.2787,49.32
20-4,6,0.4949,3.2341,2.7391,1.4088,2.8789,65.76
20-5,6,0.6065,3.2638,2.6573,1.4458,2.8789,65.76
20-6,6,0.784,3.3427,2.5586,1.4803,3.3407,90.42
