Task ID,Task Number,Start Time (s),End Time (s),Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs),Concurrent Task Count
1-4,6,0.4981,4.1067,3.6086,1.5648,6.8019,82.2
1-7,6,0.9722,4.6877,3.7155,1.5198,6.8019,82.2
1-5,6,0.6417,6.9898,6.3481,1.4958,35.3044,312.36
1-2,6,0.1942,7.1865,6.9923,1.5433,61.4555,106.86
1-1,6,0.0714,7.2934,7.222,1.4554,62.6262,131.52
1-3,6,0.3618,7.5792,7.2173,1.5702,62.6262,131.52
1-6,6,0.7787,7.5928,6.8141,1.5802,62.6262,131.52
2-3,6,0.4982,3.8775,3.3793,1.519,6.8019,82.2
2-6,6,0.9281,5.2683,4.3402,1.4531,16.2015,41.1
2-7,6,1.1446,5.4821,4.3375,1.363,11.7294,106.86
2-2,6,0.3725,6.8536,6.4811,1.6448,35.3044,312.36
2-5,6,0.7693,7.5082,6.7388,1.6436,57.8413,106.86
2-4,6,0.637,7.5132,6.8763,1.6239,61.4555,106.86
2-1,6,0.1931,7.7292,7.5361,1.7231,60.5415,123.3
3-3,6,0.4815,4.8984,4.4169,1.5491,6.8019,82.2
3-7,6,1.3569,7.9519,6.595,1.5509,35.3044,312.36
3-2,6,0.3126,8.1663,7.8536,1.6629,61.4555,106.86
3-5,6,0.7713,8.3487,7.5774,1.6182,35.3044,312.36
3-6,6,1.1183,8.6549,7.5367,1.5219,57.8413,106.86
3-1,6,0.1192,8.6629,8.5437,1.5165,62.6262,131.52
3-4,6,0.6003,8.675,8.0747,1.5292,57.8413,106.86
4-6,6,0.7811,4.8202,4.0391,1.4812,6.8019,82.2
4-3,6,0.4816,7.1113,6.6297,1.4948,61.4555,106.86
4-4,6,0.6163,7.5661,6.9498,1.5582,35.3044,312.36
4-7,6,1.1561,7.7178,6.5617,1.5013,35.3044,312.36
4-2,6,0.3653,7.8018,7.4365,1.4679,60.5415,123.3
4-5,6,0.7501,7.9168,7.1667,1.4969,57.8413,106.86
4-1,6,0.1918,7.9519,7.7601,1.5166,35.3044,312.36
5-5,6,0.4872,4.6218,4.1346,1.5852,6.8019,82.2
5-3,6,0.279,5.131,4.852,1.4004,26.1889,73.98
5-4,6,0.4706,5.2491,4.7786,1.4644,16.2015,41.1
5-7,6,0.825,5.4424,4.6174,1.458,26.1889,73.98
5-2,6,0.1656,7.3181,7.1525,1.5297,60.5415,123.3
5-6,6,0.6262,7.3302,6.704,1.5202,57.8413,106.86
5-1,6,0.0225,7.4421,7.4196,1.5934,62.6262,131.52
6-7,6,1.1162,4.4507,3.3345,1.4554,6.8019,82.2
6-1,6,0.1117,4.5947,4.4829,1.4278,6.8019,82.2
6-3,6,0.3499,5.6144,5.2645,1.4808,26.1889,73.98
6-4,6,0.4861,7.1152,6.6291,1.5646,57.8413,106.86
6-5,6,0.6576,7.111,6.4534,1.5646,57.8413,106.86
6-2,6,0.2314,7.1309,6.8995,1.5385,61.4555,106.86
6-6,6,0.8387,7.33,6.4913,1.4833,35.3044,312.36
7-2,6,0.2371,4.149,3.9119,1.5284,6.8019,82.2
7-3,6,0.3482,5.1777,4.8295,1.5054,26.1889,73.98
7-1,6,0.0706,7.0859,7.0153,1.5189,61.4555,106.86
7-5,6,0.4992,7.6526,7.1534,1.4946,61.4555,106.86
7-7,6,1.1244,7.693,6.5686,1.4769,57.8413,106.86
7-6,6,0.7085,8.1262,7.4178,1.4176,61.4555,106.86
7-4,6,0.3863,8.1391,7.7528,1.4146,60.5415,123.3
8-2,6,0.2405,3.9001,3.6596,1.5739,16.2015,41.1
8-6,6,1.0217,4.077,3.0553,1.6206,16.2015,41.1
8-5,6,0.8674,4.5948,3.7274,1.6625,11.7294,106.86
8-4,6,0.7446,4.9259,4.1814,1.6311,26.1889,73.98
8-3,6,0.5413,5.7131,5.1718,1.6541,62.6262,131.52
8-7,6,1.1701,6.0025,4.8324,1.5239,57.8413,106.86
8-1,6,0.0844,6.107,6.0226,1.5385,35.3044,312.36
9-3,6,0.4906,5.4075,4.9169,1.3373,16.2015,41.1
9-4,6,0.6472,5.4566,4.8093,1.3613,11.7294,106.86
9-1,6,0.1724,6.5711,6.3988,1.3829,62.6262,131.52
9-2,6,0.2928,8.0397,7.7469,1.3363,57.8413,106.86
9-6,6,0.9447,8.2001,7.2554,1.4484,61.4555,106.86
9-7,6,1.1853,8.5234,7.3381,1.4308,62.6262,131.52
9-5,6,0.7753,8.5431,7.7678,1.4141,62.6262,131.52
10-6,6,0.7694,4.8947,4.1253,1.4343,16.2015,41.1
10-7,6,1.0241,6.3601,5.336,1.4198,26.1889,73.98
10-5,6,0.609,6.9582,6.3491,1.3767,60.5415,123.3
10-4,6,0.4175,7.401,6.9836,1.4688,57.8413,106.86
10-1,6,0.0167,7.7509,7.7342,1.4276,61.4555,106.86
10-3,6,0.2395,8.0378,7.7982,1.4651,57.8413,106.86
10-2,6,0.136,8.1647,8.0287,1.5607,35.3044,312.36
11-1,6,0.0226,4.2119,4.1893,1.5195,16.2015,41.1
11-6,6,0.7045,4.3486,3.6441,1.4994,6.8019,82.2
