Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Task start times,Task operations (FLOPs)
3,90,0.2048,7.1434,2.0159,30,1.3463,1.4323,"[0.0004, 0.0424, 0.0832]","[0.3178, 0.5142, 14.9304]"
3,84,0.1477,3.228,0.6736,28,0.5142,1.401,"[0.0003, 0.0222, 0.096]","[0.1214, 9.2275, 0.1214]"
3,93,0.2405,11.1597,3.3976,30,1.3463,1.4112,"[0.0004, 0.0169, 0.1237]","[1.3463, 1.3463, 5.7029]"
3,86,0.3525,3.1919,0.1427,26,0.1964,1.5158,"[0.0002, 0.0217, 0.1074]","[0.1964, 2.1783, 0.832]"
3,89,0.2797,5.727,1.9664,29,0.832,1.4159,"[0.0002, 0.0202, 0.1372]","[0.3178, 3.5246, 1.3463]"
3,92,0.2633,9.7231,0.3369,25,0.1214,1.4153,"[0.0002, 0.0446, 0.1667]","[1.3463, 2.1783, 2.1783]"
3,96,0.1648,25.5637,8.8899,32,3.5246,1.4343,"[0.0003, 0.0479, 0.0937]","[0.832, 5.7029, 9.2275]"
3,99,0.1924,30.1498,4.1118,30,1.3463,1.4306,"[0.0004, 0.045, 0.091]","[5.7029, 14.9304, 2.1783]"
3,82,0.3011,1.9431,0.5007,28,0.5142,1.5891,"[0.0004, 0.033, 0.0839]","[0.832, 0.1214, 0.5142]"
3,81,0.2336,1.1382,1.8373,33,5.7029,1.595,"[0.0003, 0.0304, 0.1525]","[0.5142, 0.1964, 0.3178]"
3,86,0.2508,7.7827,6.9778,34,9.2275,1.5997,"[0.0003, 0.0377, 0.0636]","[0.1214, 3.5246, 0.832]"
3,87,0.1431,4.903,0.2671,26,0.1964,1.4512,"[0.0004, 0.0487, 0.1227]","[14.9304, 0.1214, 0.3178]"
3,89,0.1344,11.8131,9.6078,34,9.2275,1.4721,"[0.0004, 0.0329, 0.0686]","[5.7029, 0.832, 0.3178]"
3,93,0.3178,8.6329,0.1723,25,0.1214,1.4523,"[0.0004, 0.0212, 0.1178]","[0.5142, 9.2275, 2.1783]"
3,92,0.2418,17.6837,1.2247,28,0.5142,1.4987,"[0.0003, 0.0385, 0.125]","[5.7029, 0.1214, 9.2275]"
3,90,0.2613,9.2184,5.8005,32,3.5246,1.5973,"[0.0003, 0.0387, 0.1532]","[0.3178, 0.832, 9.2275]"
3,87,0.235,11.7772,8.4544,33,5.7029,1.4832,"[0.0003, 0.0269, 0.1033]","[0.3178, 14.9304, 0.1214]"
3,82,0.137,3.1553,1.9767,30,1.3463,1.4607,"[0.0004, 0.031, 0.0769]","[3.5246, 0.1214, 0.1214]"
3,82,0.1722,2.069,2.1547,33,5.7029,1.5495,"[0.0003, 0.0401, 0.0961]","[0.5142, 0.3178, 0.3178]"
3,93,0.1258,20.34,11.8949,34,9.2275,1.547,"[0.0003, 0.0439, 0.0853]","[5.7029, 3.5246, 0.5142]"
3,86,0.1665,4.6143,2.0653,30,1.3463,1.7215,"[0.0003, 0.0227, 0.094]","[0.1964, 0.1964, 9.2275]"
3,100,0.238,29.801,0.6554,26,0.1964,1.5448,"[0.0004, 0.0246, 0.0859]","[3.5246, 5.7029, 14.9304]"
3,92,0.1669,14.8025,4.5924,31,2.1783,1.545,"[0.0003, 0.0348, 0.0857]","[9.2275, 0.1964, 3.5246]"
3,98,0.205,40.5498,17.6843,34,9.2275,1.4995,"[0.0004, 0.0372, 0.1643]","[14.9304, 1.3463, 5.7029]"
3,84,0.1435,1.979,0.3807,27,0.3178,1.6293,"[0.0003, 0.0263, 0.1127]","[0.1964, 0.1214, 5.7029]"
3,95,0.1272,14.305,4.3603,31,2.1783,1.5996,"[0.0003, 0.0406, 0.0863]","[1.3463, 14.9304, 1.3463]"
3,88,0.2797,7.5762,8.315,35,14.9304,1.5762,"[0.0004, 0.0306, 0.0766]","[0.3178, 0.832, 3.5246]"
3,94,0.1954,30.6336,17.1099,34,9.2275,1.7386,"[0.0003, 0.043, 0.1194]","[9.2275, 5.7029, 0.3178]"
3,96,0.4503,15.7843,1.6981,28,0.5142,1.6873,"[0.0004, 0.0434, 0.2165]","[2.1783, 9.2275, 2.1783]"
3,85,0.2502,8.6546,8.0526,33,5.7029,1.5364,"[0.0003, 0.0361, 0.1074]","[0.3178, 0.1214, 5.7029]"
3,80,0.1499,1.3398,2.8333,34,9.2275,1.4886,"[0.0003, 0.0405, 0.1143]","[0.5142, 0.1214, 0.3178]"
3,86,0.2034,14.3304,13.4301,34,9.2275,1.5689,"[0.0004, 0.051, 0.1122]","[9.2275, 0.3178, 0.1214]"
3,91,0.2434,10.6429,1.0496,28,0.5142,1.5029,"[0.0004, 0.0351, 0.1623]","[14.9304, 2.1783, 0.1214]"
3,92,0.3273,13.9829,6.5602,34,9.2275,1.4721,"[0.0003, 0.0491, 0.1948]","[2.1783, 2.1783, 1.3463]"
3,84,0.2407,2.0496,0.3017,25,0.1214,1.4824,"[0.0003, 0.0238, 0.046]","[0.5142, 2.1783, 0.1214]"
3,97,0.3104,17.2091,0.5096,27,0.3178,1.4924,"[0.0003, 0.0361, 0.1429]","[1.3463, 3.5246, 14.9304]"
3,100,0.2712,31.4532,4.0752,30,1.3463,1.3736,"[0.0004, 0.0423, 0.1086]","[14.9304, 2.1783, 9.2275]"
3,93,0.1643,14.2269,6.4332,31,2.1783,1.5827,"[0.0003, 0.0275, 0.1241]","[0.5142, 5.7029, 3.5246]"
3,91,0.2545,11.8071,7.6721,34,9.2275,1.5009,"[0.0004, 0.021, 0.0516]","[3.5246, 0.832, 1.3463]"
3,86,0.1876,9.2057,8.9773,34,9.2275,1.4168,"[0.0004, 0.025, 0.076]","[0.5142, 0.1214, 5.7029]"
3,89,0.1945,6.7287,1.572,29,0.832,1.4033,"[0.0003, 0.0319, 0.1083]","[3.5246, 1.3463, 0.3178]"
3,98,0.2676,30.3831,0.9928,28,0.5142,1.3837,"[0.0003, 0.0289, 0.1154]","[9.2275, 14.9304, 0.832]"
3,103,0.1275,72.6063,15.4621,33,5.7029,1.4217,"[0.0003, 0.031, 0.0515]","[9.2275, 14.9304, 9.2275]"
3,83,0.1482,5.5904,5.4923,33,5.7029,1.3893,"[0.0004, 0.0446, 0.1209]","[3.5246, 0.1964, 0.1214]"
3,102,0.1733,49.4235,0.1824,25,0.1214,1.422,"[0.0004, 0.026, 0.077]","[14.9304, 9.2275, 5.7029]"
3,85,0.2007,8.8354,9.0922,34,9.2275,1.5678,"[0.0004, 0.0278, 0.0526]","[0.1214, 5.7029, 0.3178]"
3,87,0.2235,3.5902,0.3003,26,0.1964,1.5565,"[0.0003, 0.0434, 0.0995]","[0.5142, 0.1214, 9.2275]"
3,89,0.2311,11.2576,6.1921,32,3.5246,1.3422,"[0.0003, 0.0271, 0.0959]","[0.1964, 3.5246, 2.1783]"
3,81,0.182,1.487,1.4892,31,2.1783,1.5991,"[0.0003, 0.0326, 0.0832]","[0.1214, 0.3178, 0.832]"
3,92,0.1652,14.8022,5.2536,31,2.1783,1.5861,"[0.0004, 0.0386, 0.1455]","[3.5246, 3.5246, 0.5142]"
3,88,0.1475,6.256,0.9704,28,0.5142,1.474,"[0.0004, 0.0311, 0.0971]","[2.1783, 1.3463, 0.3178]"
3,86,0.1329,7.9414,8.3373,35,14.9304,1.6126,"[0.0003, 0.016, 0.0873]","[3.5246, 0.832, 0.1214]"
3,88,0.1536,7.2848,3.8735,31,2.1783,1.4819,"[0.0003, 0.029, 0.1054]","[1.3463, 0.1964, 3.5246]"
3,82,0.1609,2.2591,3.4149,34,9.2275,1.5321,"[0.0002, 0.037, 0.0678]","[0.1214, 0.832, 0.5142]"
3,87,0.1858,5.6339,4.3905,33,5.7029,1.5188,"[0.0003, 0.0394, 0.0752]","[2.1783, 0.5142, 0.5142]"
3,87,0.114,7.0307,3.0715,31,2.1783,1.5959,"[0.0004, 0.0238, 0.0799]","[0.3178, 0.1214, 14.9304]"
3,75,0.112,0.1407,2.2606,34,9.2275,1.5971,"[0.0002, 0.0362, 0.0518]","[0.1214, 0.1214, 0.1214]"
3,90,0.193,7.2456,1.711,29,0.832,1.6308,"[0.0003, 0.04, 0.0611]","[14.9304, 0.832, 0.1964]"
3,93,0.1292,17.2735,9.2228,34,9.2275,1.6609,"[0.0004, 0.0276, 0.0735]","[3.5246, 0.832, 3.5246]"
3,90,0.1338,12.4367,8.3979,34,9.2275,1.4711,"[0.0003, 0.0373, 0.0832]","[3.5246, 0.3178, 2.1783]"
3,96,0.4741,20.9292,1.3636,28,0.5142,1.5806,"[0.0004, 0.0475, 0.2456]","[5.7029, 14.9304, 0.5142]"
3,88,0.1055,5.137,0.6816,27,0.3178,1.5612,"[0.0004, 0.0268, 0.0726]","[2.1783, 0.832, 0.5142]"
3,80,0.1446,1.3532,4.5217,35,14.9304,1.5402,"[0.0004, 0.0362, 0.0722]","[0.1214, 0.832, 0.1964]"
3,85,0.249,3.8188,3.3698,33,5.7029,1.5834,"[0.0004, 0.0289, 0.1352]","[0.1964, 0.832, 1.3463]"
3,87,0.2545,7.0952,4.3081,31,2.1783,1.5184,"[0.0003, 0.0349, 0.0773]","[0.1214, 1.3463, 3.5246]"
3,79,0.1958,0.7308,0.6984,30,1.3463,1.5986,"[0.0005, 0.0427, 0.1141]","[0.3178, 0.1214, 0.3178]"
3,81,0.1689,0.9656,0.1791,25,0.1214,1.6046,"[0.0003, 0.0286, 0.0795]","[0.1964, 1.3463, 0.1214]"
3,91,0.179,9.0287,3.412,31,2.1783,1.6067,"[0.0003, 0.0302, 0.1384]","[5.7029, 0.5142, 1.3463]"
3,88,0.2592,6.035,3.6098,31,2.1783,1.5403,"[0.0005, 0.046, 0.0971]","[1.3463, 0.3178, 2.1783]"
3,92,0.2014,8.916,2.7651,30,1.3463,1.5561,"[0.0002, 0.049, 0.1049]","[0.832, 0.832, 9.2275]"
3,88,0.154,5.2358,2.5521,30,1.3463,1.5033,"[0.0003, 0.0473, 0.1185]","[0.832, 5.7029, 0.1964]"
3,88,0.1323,5.6883,0.7994,27,0.3178,1.3469,"[0.0005, 0.0479, 0.1139]","[3.5246, 1.3463, 0.1964]"
3,85,0.1263,5.3867,1.8553,30,1.3463,1.4785,"[0.0003, 0.0403, 0.0698]","[0.1214, 0.1214, 14.9304]"
3,92,0.4599,21.8442,7.6389,32,3.5246,1.4582,"[0.0004, 0.0482, 0.17]","[5.7029, 5.7029, 0.1964]"
3,84,0.2186,4.0436,3.1022,31,2.1783,1.547,"[0.0004, 0.0461, 0.1529]","[2.1783, 0.5142, 0.1214]"
3,91,0.2892,9.2556,0.3888,26,0.1964,1.4355,"[0.0004, 0.0504, 0.1368]","[2.1783, 1.3463, 1.3463]"
3,84,0.2076,7.5933,8.0763,34,9.2275,1.3734,"[0.0003, 0.0196, 0.1353]","[0.1964, 5.7029, 0.1214]"
3,89,0.1468,7.1365,2.663,29,0.832,1.3351,"[0.0004, 0.0236, 0.0747]","[2.1783, 1.3463, 0.5142]"
3,85,0.1203,3.482,0.5053,27,0.3178,1.3342,"[0.0004, 0.0272, 0.0732]","[2.1783, 0.1214, 0.832]"
3,96,0.2572,15.9745,2.442,29,0.832,1.3239,"[0.0002, 0.0487, 0.1251]","[14.9304, 1.3463, 2.1783]"
3,86,0.1356,3.631,1.7124,29,0.832,1.3786,"[0.0004, 0.0378, 0.0596]","[0.5142, 0.3178, 2.1783]"
3,93,0.1648,13.9204,3.6089,30,1.3463,1.4468,"[0.0003, 0.0276, 0.104]","[0.5142, 3.5246, 5.7029]"
3,98,0.2126,22.5747,1.082,27,0.3178,1.3438,"[0.0004, 0.0351, 0.0911]","[3.5246, 3.5246, 9.2275]"
3,90,0.2058,18.1982,13.871,34,9.2275,1.498,"[0.0003, 0.0298, 0.076]","[0.1214, 1.3463, 14.9304]"
3,91,0.2263,8.4757,0.6919,25,0.1214,1.4744,"[0.0003, 0.0415, 0.0639]","[3.5246, 0.5142, 2.1783]"
3,92,0.1416,12.1581,0.2009,25,0.1214,1.4947,"[0.0003, 0.0382, 0.0793]","[0.1214, 3.5246, 14.9304]"
3,93,0.2443,7.9792,0.2149,25,0.1214,1.3908,"[0.0003, 0.041, 0.1478]","[0.832, 9.2275, 1.3463]"
3,81,0.2488,1.6483,4.3886,35,14.9304,1.4308,"[0.0004, 0.0406, 0.122]","[0.832, 0.1214, 0.3178]"
3,95,0.1827,23.2015,5.3707,31,2.1783,1.574,"[0.0004, 0.0253, 0.1219]","[5.7029, 14.9304, 0.3178]"
3,100,0.1768,39.9756,2.3889,29,0.832,1.5623,"[0.0003, 0.0397, 0.1059]","[9.2275, 9.2275, 3.5246]"
3,92,0.3284,26.8875,21.7197,35,14.9304,1.5198,"[0.0003, 0.0233, 0.0895]","[2.1783, 14.9304, 0.1964]"
3,93,0.3294,9.6876,0.7891,27,0.3178,1.5781,"[0.0004, 0.0395, 0.0854]","[0.5142, 9.2275, 2.1783]"
3,84,0.1236,3.3221,0.3851,26,0.1964,1.5739,"[0.0003, 0.0321, 0.0628]","[0.832, 0.5142, 0.3178]"
3,89,0.2084,8.8276,6.9797,34,9.2275,1.5311,"[0.0002, 0.0407, 0.0865]","[3.5246, 0.5142, 0.832]"
3,95,0.1292,19.7178,0.6381,27,0.3178,1.4921,"[0.0003, 0.0397, 0.0633]","[0.3178, 5.7029, 14.9304]"
3,94,0.1876,15.9538,4.6819,31,2.1783,1.4892,"[0.0004, 0.0353, 0.137]","[5.7029, 1.3463, 2.1783]"
3,89,0.1745,5.2182,0.8173,27,0.3178,1.4544,"[0.0003, 0.0372, 0.1136]","[5.7029, 0.5142, 0.5142]"
3,84,0.1267,4.5044,3.1745,31,2.1783,1.6276,"[0.0004, 0.0348, 0.1062]","[3.5246, 0.1964, 0.1964]"
3,93,0.3098,11.3039,4.0025,31,2.1783,1.5047,"[0.0003, 0.0465, 0.128]","[14.9304, 1.3463, 0.5142]"
3,88,0.2766,6.2195,0.3164,26,0.1964,1.5695,"[0.0004, 0.0479, 0.1193]","[2.1783, 0.1964, 2.1783]"
3,85,0.1259,5.1191,6.8022,35,14.9304,1.6887,"[0.0003, 0.0372, 0.0932]","[0.832, 0.1214, 2.1783]"
3,95,0.2501,13.7208,1.0465,28,0.5142,1.4979,"[0.0003, 0.0367, 0.0826]","[14.9304, 2.1783, 0.832]"
3,84,0.1223,3.3487,1.9789,30,1.3463,1.5647,"[0.0004, 0.0258, 0.0717]","[0.5142, 1.3463, 0.1964]"
3,93,0.1258,10.6795,1.5635,28,0.5142,1.6112,"[0.0003, 0.0336, 0.0599]","[2.1783, 5.7029, 0.832]"
3,93,0.1195,27.1554,22.4078,35,14.9304,1.4496,"[0.0003, 0.028, 0.0587]","[14.9304, 1.3463, 0.5142]"
3,95,0.1932,12.9943,0.4573,27,0.3178,1.5494,"[0.0003, 0.0254, 0.1273]","[9.2275, 3.5246, 0.832]"
3,97,0.2828,23.42,2.847,30,1.3463,1.4498,"[0.0003, 0.049, 0.1355]","[0.832, 5.7029, 14.9304]"
3,91,0.1697,6.401,0.5315,27,0.3178,1.4783,"[0.0003, 0.0275, 0.0684]","[14.9304, 0.1964, 1.3463]"
3,86,0.1503,13.6965,13.4514,34,9.2275,1.4926,"[0.0003, 0.042, 0.069]","[0.3178, 0.1214, 9.2275]"
3,87,0.1955,14.268,14.666,35,14.9304,1.6136,"[0.0003, 0.0258, 0.0686]","[9.2275, 0.3178, 0.1964]"
3,94,0.1405,20.6543,10.5728,33,5.7029,1.5915,"[0.0004, 0.0237, 0.0848]","[0.5142, 3.5246, 9.2275]"
3,94,0.2025,10.2581,0.1606,25,0.1214,1.5882,"[0.0004, 0.035, 0.1164]","[1.3463, 9.2275, 1.3463]"
3,94,0.1723,11.6354,0.6441,26,0.1964,1.5382,"[0.0003, 0.0301, 0.0963]","[14.9304, 2.1783, 0.5142]"
3,95,0.1338,18.2356,0.1087,25,0.1214,1.5133,"[0.0002, 0.0374, 0.0934]","[5.7029, 0.3178, 14.9304]"
3,90,0.0895,11.254,0.2575,27,0.3178,1.4127,"[0.0003, 0.0325, 0.0591]","[0.1214, 3.5246, 5.7029]"
3,84,0.1247,3.5006,2.6941,32,3.5246,1.5136,"[0.0004, 0.0487, 0.0844]","[0.3178, 0.3178, 1.3463]"
3,94,0.2332,24.556,11.933,33,5.7029,1.4534,"[0.0003, 0.04, 0.1419]","[9.2275, 0.3178, 5.7029]"
3,88,0.2777,10.2767,8.4422,33,5.7029,1.6215,"[0.0004, 0.0339, 0.0644]","[0.832, 0.1964, 5.7029]"
3,91,0.0919,16.2126,0.1691,25,0.1214,1.4797,"[0.0003, 0.0229, 0.0432]","[0.1214, 5.7029, 5.7029]"
3,93,0.1475,19.2744,2.9555,30,1.3463,1.5549,"[0.0003, 0.0477, 0.124]","[5.7029, 9.2275, 0.1964]"
3,86,0.2612,3.3213,0.6801,28,0.5142,1.5278,"[0.0003, 0.0264, 0.0872]","[0.1964, 0.1964, 9.2275]"
3,81,0.1723,1.2178,1.0595,29,0.832,1.6027,"[0.0003, 0.0333, 0.0998]","[0.1964, 0.1964, 0.832]"
3,91,0.1907,5.6436,0.2826,25,0.1214,1.5661,"[0.0003, 0.0429, 0.0836]","[5.7029, 0.832, 0.832]"
3,84,0.134,4.1605,2.9915,32,3.5246,1.5204,"[0.0004, 0.0335, 0.0673]","[0.1214, 1.3463, 0.832]"
3,89,0.206,14.669,14.6186,35,14.9304,1.5192,"[0.0003, 0.0233, 0.1353]","[0.832, 0.1964, 9.2275]"
3,83,0.1722,3.1329,3.9577,33,5.7029,1.6743,"[0.0003, 0.0367, 0.1156]","[0.1964, 0.1214, 3.5246]"
3,92,0.1292,14.4341,7.8994,34,9.2275,1.53,"[0.0003, 0.0225, 0.0786]","[1.3463, 1.3463, 3.5246]"
3,89,0.2513,11.7262,8.3446,33,5.7029,1.4513,"[0.0004, 0.038, 0.1042]","[0.5142, 0.1964, 14.9304]"
3,93,0.2954,16.7588,8.7795,34,9.2275,1.4856,"[0.0003, 0.0413, 0.1227]","[1.3463, 3.5246, 2.1783]"
3,90,0.2783,7.8637,2.8059,30,1.3463,1.5438,"[0.0002, 0.0345, 0.1717]","[5.7029, 0.3178, 1.3463]"
3,83,0.1974,2.1892,1.7321,31,2.1783,1.5995,"[0.0003, 0.0425, 0.1036]","[0.832, 0.1214, 0.832]"
3,80,0.1631,0.6364,0.2179,26,0.1964,1.4369,"[0.0003, 0.049, 0.1374]","[0.3178, 0.1214, 0.5142]"
3,101,0.1834,49.4909,3.6022,30,1.3463,1.551,"[0.0003, 0.0359, 0.1275]","[9.2275, 5.7029, 9.2275]"
3,95,0.2485,11.4718,0.6255,26,0.1964,1.4631,"[0.0003, 0.0301, 0.142]","[2.1783, 9.2275, 1.3463]"
3,86,0.3465,4.9693,2.4412,30,1.3463,1.6712,"[0.0002, 0.021, 0.0923]","[0.832, 2.1783, 0.1964]"
3,86,0.1723,11.239,8.7427,33,5.7029,1.5919,"[0.0004, 0.0254, 0.0639]","[0.1214, 14.9304, 0.1964]"
3,91,0.326,12.4294,0.5815,27,0.3178,1.6053,"[0.0004, 0.0235, 0.11]","[3.5246, 9.2275, 0.1214]"
3,92,0.2368,18.0205,2.0801,29,0.832,1.5814,"[0.0004, 0.0288, 0.1556]","[5.7029, 5.7029, 0.1964]"
3,95,0.3023,16.27,1.307,28,0.5142,1.5032,"[0.0003, 0.0496, 0.2157]","[5.7029, 3.5246, 1.3463]"
3,93,0.1302,17.5319,10.2014,33,5.7029,1.5196,"[0.0003, 0.0489, 0.0744]","[0.5142, 9.2275, 2.1783]"
3,87,0.2903,7.2723,4.4388,33,5.7029,1.5226,"[0.0004, 0.0258, 0.1378]","[1.3463, 2.1783, 0.1964]"
3,97,0.1455,17.9888,1.6232,28,0.5142,1.424,"[0.0003, 0.0287, 0.0847]","[14.9304, 2.1783, 2.1783]"
3,82,0.3071,1.5434,0.7022,28,0.5142,1.4996,"[0.0003, 0.0223, 0.112]","[0.3178, 0.1214, 1.3463]"
3,78,0.0697,0.6664,0.0959,25,0.1214,1.5092,"[0.0003, 0.0228, 0.0483]","[0.1214, 0.5142, 0.1214]"
3,88,0.1437,6.7247,5.6661,34,9.2275,1.3776,"[0.0003, 0.032, 0.0779]","[0.832, 2.1783, 0.5142]"
3,84,0.2362,5.7459,4.6283,32,3.5246,1.4881,"[0.0003, 0.0255, 0.1303]","[0.1964, 5.7029, 0.1214]"
3,88,0.1126,8.0565,5.6821,32,3.5246,1.4594,"[0.0003, 0.0266, 0.0878]","[0.832, 0.3178, 3.5246]"
3,98,0.1877,23.7204,6.1509,31,2.1783,1.5319,"[0.0004, 0.0249, 0.1269]","[14.9304, 3.5246, 2.1783]"
3,80,0.2081,0.9701,0.2835,26,0.1964,1.6357,"[0.0003, 0.0422, 0.1621]","[0.3178, 0.3178, 0.1964]"
3,100,0.1127,39.6428,3.7065,30,1.3463,1.5738,"[0.0003, 0.0213, 0.0672]","[5.7029, 5.7029, 9.2275]"
3,93,0.1563,12.1203,0.989,28,0.5142,1.406,"[0.0003, 0.0293, 0.1057]","[0.5142, 3.5246, 5.7029]"
3,83,0.1457,8.0767,10.2069,35,14.9304,1.4877,"[0.0003, 0.0401, 0.0799]","[0.1214, 5.7029, 0.1214]"
3,100,0.1245,50.7974,17.9893,34,9.2275,1.479,"[0.0003, 0.039, 0.0738]","[3.5246, 5.7029, 14.9304]"
3,91,0.1361,11.5428,6.6912,32,3.5246,1.5276,"[0.0003, 0.0243, 0.0703]","[0.5142, 2.1783, 3.5246]"
3,95,0.1205,13.2889,0.5885,27,0.3178,1.6013,"[0.0004, 0.0274, 0.0987]","[2.1783, 1.3463, 9.2275]"
3,89,0.1588,5.6164,0.9587,28,0.5142,1.7371,"[0.0002, 0.0302, 0.1073]","[0.1964, 14.9304, 0.5142]"
3,84,0.114,2.1038,0.2941,25,0.1214,1.5486,"[0.0004, 0.0309, 0.0616]","[2.1783, 0.1214, 0.5142]"
3,96,0.1877,22.252,8.7128,32,3.5246,1.4867,"[0.0003, 0.0506, 0.0864]","[3.5246, 1.3463, 9.2275]"
3,83,0.2465,4.5799,3.0042,31,2.1783,1.448,"[0.0002, 0.0289, 0.0748]","[5.7029, 0.1214, 0.1214]"
3,91,0.17,10.1742,6.495,34,9.2275,1.4756,"[0.0004, 0.0279, 0.1144]","[0.832, 2.1783, 2.1783]"
3,88,0.1593,8.009,5.7363,32,3.5246,1.5385,"[0.0004, 0.0496, 0.1127]","[0.1964, 1.3463, 3.5246]"
3,87,0.2927,5.2169,5.5809,35,14.9304,1.562,"[0.0004, 0.0337, 0.2117]","[1.3463, 0.5142, 0.832]"
3,84,0.2219,5.575,5.4751,33,5.7029,1.4867,"[0.0003, 0.0337, 0.0949]","[3.5246, 0.3178, 0.1214]"
3,99,0.1616,33.9214,2.1166,28,0.5142,1.5596,"[0.0003, 0.0345, 0.1007]","[2.1783, 9.2275, 9.2275]"
3,94,0.1691,20.3963,10.1301,33,5.7029,1.6465,"[0.0004, 0.0268, 0.0727]","[0.832, 9.2275, 2.1783]"
3,89,0.2051,6.8388,0.1581,25,0.1214,1.7177,"[0.0004, 0.0477, 0.1292]","[2.1783, 0.1964, 3.5246]"
3,86,0.1337,5.0437,0.7877,28,0.5142,1.5887,"[0.0004, 0.0472, 0.0981]","[1.3463, 1.3463, 0.1964]"
3,95,0.2427,14.2892,1.0995,28,0.5142,1.5247,"[0.0003, 0.0396, 0.2074]","[3.5246, 0.832, 9.2275]"
3,90,0.2795,5.5159,1.9617,29,0.832,1.5593,"[0.0003, 0.0305, 0.1424]","[0.832, 0.832, 3.5246]"
3,88,0.2019,8.0151,5.1485,32,3.5246,1.6049,"[0.0003, 0.0342, 0.0699]","[5.7029, 0.3178, 0.5142]"
3,90,0.1546,8.6163,2.4766,29,0.832,1.6373,"[0.0004, 0.0328, 0.0939]","[3.5246, 2.1783, 0.3178]"
3,99,0.2308,31.7127,0.3399,26,0.1964,1.5423,"[0.0003, 0.0378, 0.1397]","[9.2275, 1.3463, 14.9304]"
3,95,0.1795,16.1761,3.843,30,1.3463,1.6912,"[0.0004, 0.0476, 0.1391]","[3.5246, 9.2275, 0.832]"
3,87,0.1789,7.0045,8.3184,35,14.9304,1.5964,"[0.0004, 0.044, 0.0677]","[0.3178, 0.5142, 3.5246]"
3,81,0.1646,0.9618,0.6277,28,0.5142,1.5941,"[0.0003, 0.0274, 0.1139]","[0.3178, 0.5142, 0.1964]"
3,96,0.1898,28.002,0.4189,26,0.1964,1.5648,"[0.0002, 0.037, 0.1032]","[0.5142, 9.2275, 9.2275]"
3,102,0.2146,57.9549,6.8801,31,2.1783,1.4935,"[0.0003, 0.0267, 0.1284]","[3.5246, 14.9304, 14.9304]"
3,97,0.2007,19.909,1.1051,27,0.3178,1.5852,"[0.0004, 0.0555, 0.0789]","[9.2275, 2.1783, 3.5246]"
3,89,0.2386,5.7925,0.8977,27,0.3178,1.5006,"[0.0003, 0.0201, 0.1473]","[3.5246, 1.3463, 0.3178]"
3,84,0.1732,2.6483,0.7027,27,0.3178,1.6755,"[0.0004, 0.0412, 0.1074]","[2.1783, 0.5142, 0.1214]"
3,93,0.1424,12.8339,0.1833,25,0.1214,1.5626,"[0.0002, 0.038, 0.0714]","[3.5246, 3.5246, 0.832]"
3,89,0.203,4.8577,1.8106,29,0.832,1.5595,"[0.0004, 0.0456, 0.1118]","[0.5142, 3.5246, 0.832]"
3,84,0.1105,3.8759,4.2619,33,5.7029,1.4775,"[0.0003, 0.0391, 0.0851]","[0.1214, 0.5142, 2.1783]"
