Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Task start times,Task operations (FLOPs)
9,274,0.7962,96.5061,3.507,27,0.3178,1.2917,"[0.0003, 0.0287, 0.0632, 0.1141, 0.1834, 0.2656, 0.3115, 0.3844, 0.6594]","[14.9304, 0.1214, 1.3463, 3.5246, 2.1783, 0.1214, 3.5246, 14.9304, 0.832]"
9,260,1.0767,38.9054,14.3821,35,14.9304,1.2688,"[0.0003, 0.0351, 0.0758, 0.1216, 0.2862, 0.3626, 0.4505, 0.9001, 1.0142]","[1.3463, 0.1964, 0.1214, 1.3463, 3.5246, 1.3463, 5.7029, 0.3178, 0.3178]"
9,267,1.7338,54.1284,0.9607,25,0.1214,1.2438,"[0.0003, 0.0487, 0.13, 0.1656, 0.2521, 0.5569, 0.5974, 1.2434, 1.4079]","[14.9304, 1.3463, 9.2275, 0.3178, 0.3178, 0.5142, 0.3178, 1.3463, 0.832]"
9,264,1.6116,39.8195,4.4394,30,1.3463,1.2021,"[0.0003, 0.0327, 0.0836, 0.2465, 0.8008, 1.0027, 1.0182, 1.1622, 1.5182]","[1.3463, 0.832, 0.3178, 0.5142, 0.3178, 2.1783, 0.1214, 14.9304, 3.5246]"
9,271,1.7383,77.0136,3.8584,29,0.832,1.2302,"[0.0003, 0.0367, 0.0778, 0.1642, 0.5068, 0.5842, 0.8282, 0.8804, 1.1534]","[0.1214, 2.1783, 3.5246, 0.5142, 0.5142, 14.9304, 0.3178, 2.1783, 9.2275]"
9,269,1.2207,94.3665,0.8397,25,0.1214,1.2422,"[0.0002, 0.0253, 0.078, 0.1243, 0.2012, 0.2425, 0.2988, 0.3861, 0.8208]","[0.1964, 14.9304, 0.832, 0.5142, 14.9304, 0.5142, 9.2275, 0.5142, 0.1964]"
9,274,0.7957,73.4568,1.744,28,0.5142,1.2042,"[0.0003, 0.0438, 0.1201, 0.1811, 0.3032, 0.4251, 0.4504, 0.5931, 0.6847]","[3.5246, 0.832, 0.3178, 1.3463, 0.5142, 2.1783, 9.2275, 1.3463, 5.7029]"
9,267,1.1595,82.3216,0.7788,25,0.1214,1.2264,"[0.0003, 0.0458, 0.1323, 0.2494, 0.5824, 0.6652, 0.7235, 0.9635, 1.032]","[0.5142, 3.5246, 14.9304, 0.1214, 0.1214, 2.1783, 1.3463, 0.1964, 14.9304]"
9,265,1.4018,78.0845,29.8049,35,14.9304,1.2611,"[0.0003, 0.0286, 0.0542, 0.1204, 0.2069, 0.3086, 0.3596, 0.9187, 1.2344]","[0.5142, 9.2275, 2.1783, 14.9304, 0.5142, 0.3178, 0.1964, 0.832, 0.3178]"
9,275,0.7824,126.7955,3.057,27,0.3178,1.2333,"[0.0003, 0.0416, 0.0823, 0.1379, 0.1844, 0.2366, 0.3807, 0.6408, 0.7425]","[0.1964, 0.1214, 5.7029, 0.1964, 5.7029, 3.5246, 1.3463, 14.9304, 14.9304]"
9,284,0.6597,145.289,0.4175,25,0.1214,1.2042,"[0.0002, 0.0218, 0.1031, 0.1541, 0.1888, 0.2956, 0.4225, 0.4618, 0.5586]","[1.3463, 2.1783, 9.2275, 0.832, 0.5142, 2.1783, 14.9304, 2.1783, 14.9304]"
9,261,1.1048,37.0166,0.8678,26,0.1964,1.2302,"[0.0003, 0.0383, 0.1349, 0.1848, 0.2765, 0.409, 0.6297, 0.8364, 1.0085]","[5.7029, 2.1783, 0.5142, 1.3463, 0.832, 0.3178, 0.5142, 0.1964, 0.832]"
9,262,0.6944,39.2224,0.8109,26,0.1964,1.2333,"[0.0003, 0.0393, 0.1257, 0.1817, 0.2775, 0.3593, 0.4001, 0.5106, 0.5781]","[0.3178, 0.1214, 2.1783, 0.1964, 0.5142, 1.3463, 5.7029, 0.3178, 14.9304]"
9,277,0.9632,101.4124,6.1641,30,1.3463,1.2333,"[0.0003, 0.0274, 0.0884, 0.1494, 0.2055, 0.2918, 0.5921, 0.7048, 0.8267]","[1.3463, 5.7029, 3.5246, 14.9304, 0.1964, 1.3463, 0.5142, 5.7029, 1.3463]"
9,278,1.5329,107.924,33.2556,35,14.9304,1.255,"[0.0003, 0.0502, 0.1163, 0.1571, 0.2793, 0.5384, 0.9295, 1.0769, 1.3847]","[3.5246, 0.832, 0.3178, 1.3463, 1.3463, 0.832, 9.2275, 14.9304, 3.5246]"
9,262,0.8443,41.7972,0.449,25,0.1214,1.2021,"[0.0004, 0.0389, 0.0749, 0.1787, 0.2348, 0.3066, 0.5013, 0.6079, 0.6646]","[0.1214, 1.3463, 2.1783, 0.3178, 5.7029, 0.5142, 9.2275, 0.1214, 0.832]"
9,273,0.8228,103.1887,5.3846,28,0.5142,1.2333,"[0.0003, 0.0469, 0.1029, 0.1842, 0.2301, 0.2709, 0.3521, 0.6751, 0.8003]","[9.2275, 5.7029, 0.1964, 3.5246, 5.7029, 0.3178, 3.5246, 2.1783, 0.1214]"
9,268,1.427,71.5633,1.1674,27,0.3178,1.2323,"[0.0003, 0.0398, 0.0704, 0.0994, 0.3181, 0.364, 0.5179, 0.7556, 1.1589]","[0.832, 9.2275, 0.1214, 1.3463, 0.1214, 0.832, 0.5142, 14.9304, 5.7029]"
9,276,1.9245,119.0226,36.5676,35,14.9304,1.2349,"[0.0003, 0.0436, 0.0995, 0.1504, 0.4913, 0.705, 1.3405, 1.359, 1.5185]","[3.5246, 1.3463, 1.3463, 1.3463, 0.832, 0.3178, 0.5142, 14.9304, 14.9304]"
9,283,1.6393,158.5822,24.5871,33,5.7029,1.2437,"[0.0003, 0.0498, 0.0956, 0.1566, 0.3751, 0.5123, 0.7761, 1.1215, 1.2231]","[14.9304, 5.7029, 5.7029, 0.832, 5.7029, 0.832, 1.3463, 0.5142, 5.7029]"
9,261,0.6863,59.0257,8.1264,31,2.1783,1.2302,"[0.0003, 0.0357, 0.1018, 0.1476, 0.2253, 0.2616, 0.3129, 0.5196, 0.6033]","[1.3463, 0.1214, 0.1214, 2.1783, 0.1214, 5.7029, 0.3178, 3.5246, 5.7029]"
9,278,3.8895,89.1049,6.3471,31,2.1783,1.2302,"[0.0003, 0.0365, 0.0572, 0.0774, 0.2454, 0.7846, 2.0505, 2.8378, 3.5521]","[3.5246, 0.832, 0.832, 0.832, 2.1783, 14.9304, 1.3463, 0.832, 9.2275]"
9,266,0.8796,86.9744,32.1787,35,14.9304,1.2844,"[0.0003, 0.0504, 0.0928, 0.2177, 0.2796, 0.4617, 0.5077, 0.5891, 0.6502]","[0.1964, 14.9304, 2.1783, 0.1214, 0.1964, 3.5246, 1.3463, 0.3178, 9.2275]"
9,301,1.8751,369.6619,28.5121,32,3.5246,1.2302,"[0.0003, 0.0337, 0.0704, 0.1621, 0.2589, 0.447, 0.604, 0.97, 1.5333]","[2.1783, 14.9304, 2.1783, 5.7029, 14.9304, 14.9304, 9.2275, 9.2275, 5.7029]"
9,260,1.1337,31.6935,1.6165,27,0.3178,1.2719,"[0.0003, 0.0223, 0.1189, 0.3581, 0.4293, 0.7751, 0.9761, 1.0667, 1.1086]","[0.832, 0.5142, 0.1964, 0.1964, 0.1214, 5.7029, 1.3463, 2.1783, 3.5246]"
9,264,0.9528,45.5555,0.8837,26,0.1964,1.2438,"[0.0003, 0.0324, 0.0935, 0.116, 0.1615, 0.2176, 0.4004, 0.5474, 0.889]","[0.5142, 9.2275, 1.3463, 2.1783, 0.1964, 9.2275, 0.1214, 0.1214, 2.1783]"
9,263,1.4203,53.25,19.3295,35,14.9304,1.2979,"[0.0003, 0.0427, 0.0886, 0.1801, 0.2413, 0.3073, 0.6171, 0.9577, 0.9979]","[3.5246, 0.5142, 0.832, 2.1783, 9.2275, 0.832, 0.3178, 0.1214, 0.5142]"
9,274,1.7435,67.8211,3.5784,29,0.832,1.2458,"[0.0003, 0.0382, 0.0842, 0.1554, 0.2827, 0.7723, 1.0928, 1.6624, 1.6865]","[0.5142, 3.5246, 0.832, 5.7029, 2.1783, 0.3178, 2.1783, 0.5142, 14.9304]"
9,287,1.6241,203.9721,8.4724,30,1.3463,1.2854,"[0.0003, 0.0487, 0.1758, 0.2115, 0.2775, 0.5426, 0.8529, 1.4738, 1.5449]","[9.2275, 5.7029, 5.7029, 0.1214, 9.2275, 14.9304, 0.1964, 5.7029, 9.2275]"
9,265,1.3577,82.1721,32.2821,35,14.9304,1.226,"[0.0003, 0.036, 0.1021, 0.2717, 0.3234, 0.4362, 0.72, 0.8325, 0.9504]","[0.3178, 9.2275, 5.7029, 0.1964, 0.832, 0.5142, 0.1214, 14.9304, 0.5142]"
9,265,0.8185,57.3878,0.7032,26,0.1964,1.2323,"[0.0002, 0.0244, 0.0904, 0.1767, 0.3045, 0.4078, 0.4692, 0.5926, 0.7457]","[2.1783, 0.1964, 0.1964, 0.1214, 3.5246, 3.5246, 14.9304, 2.1783, 0.3178]"
9,267,1.2128,65.5898,0.5098,25,0.1214,1.2573,"[0.0003, 0.055, 0.147, 0.2819, 0.4144, 0.4603, 0.5632, 0.7779, 1.1249]","[0.3178, 0.3178, 9.2275, 0.1964, 0.3178, 5.7029, 9.2275, 9.2275, 0.1214]"
9,269,1.4292,56.5556,13.2531,33,5.7029,1.2458,"[0.0003, 0.0371, 0.088, 0.1643, 0.2763, 0.5102, 0.5288, 0.6425, 1.1657]","[0.5142, 14.9304, 0.3178, 0.832, 1.3463, 0.3178, 1.3463, 2.1783, 3.5246]"
9,272,0.9419,117.5585,3.6476,29,0.832,1.2031,"[0.0003, 0.0209, 0.0921, 0.113, 0.3981, 0.622, 0.7275, 0.7746, 0.8291]","[14.9304, 0.3178, 0.1964, 0.1214, 1.3463, 0.3178, 5.7029, 9.2275, 14.9304]"
9,262,1.6788,47.2323,3.8949,30,1.3463,1.2969,"[0.0003, 0.0244, 0.0652, 0.1211, 0.2483, 0.4621, 0.9655, 1.0607, 1.2101]","[14.9304, 0.3178, 0.3178, 0.1964, 5.7029, 3.5246, 0.1964, 1.3463, 0.1964]"
9,275,1.2892,123.3871,0.7258,26,0.1964,1.2594,"[0.0003, 0.0329, 0.0889, 0.1399, 0.5216, 0.5564, 0.7054, 0.8105, 1.0586]","[0.3178, 3.5246, 0.5142, 14.9304, 14.9304, 0.832, 0.5142, 0.1964, 14.9304]"
9,275,1.963,87.8041,1.0063,26,0.1964,1.2417,"[0.0003, 0.0387, 0.0947, 0.1608, 0.3999, 0.8929, 1.213, 1.302, 1.3703]","[1.3463, 14.9304, 0.5142, 0.3178, 3.5246, 0.832, 0.1964, 5.7029, 14.9304]"
9,281,2.3726,118.9587,1.2275,25,0.1214,1.2719,"[0.0003, 0.0445, 0.1512, 0.3395, 0.3648, 0.4209, 1.2597, 1.8693, 1.9152]","[5.7029, 3.5246, 0.832, 9.2275, 0.3178, 9.2275, 3.5246, 0.5142, 3.5246]"
9,250,0.9176,12.5287,0.7055,26,0.1964,1.2281,"[0.0003, 0.0493, 0.1324, 0.1935, 0.2953, 0.4161, 0.5059, 0.6141, 0.7775]","[0.3178, 0.832, 0.5142, 0.3178, 0.3178, 0.3178, 0.5142, 0.5142, 0.832]"
9,263,1.2859,45.9085,18.0487,35,14.9304,1.2958,"[0.0002, 0.0303, 0.0761, 0.1306, 0.3314, 0.3575, 0.4257, 1.089, 1.2398]","[0.1964, 5.7029, 0.1964, 0.5142, 3.5246, 0.1964, 1.3463, 14.9304, 0.3178]"
9,260,1.0652,41.9257,13.2081,35,14.9304,1.226,"[0.0002, 0.0336, 0.0896, 0.2675, 0.4941, 0.5662, 0.6152, 0.6621, 0.8981]","[2.1783, 0.832, 0.1964, 0.5142, 1.3463, 3.5246, 0.1964, 3.5246, 0.1964]"
9,279,1.2204,147.7673,3.2033,27,0.3178,1.2573,"[0.0003, 0.0425, 0.0832, 0.1137, 0.1355, 0.2522, 0.3559, 0.8029, 0.8447]","[14.9304, 3.5246, 0.1214, 2.1783, 1.3463, 14.9304, 14.9304, 2.1783, 0.1214]"
9,279,1.0779,152.7018,2.6975,28,0.5142,1.2656,"[0.0003, 0.026, 0.0921, 0.1634, 0.2601, 0.2931, 0.4789, 0.6717, 0.7843]","[9.2275, 0.3178, 1.3463, 14.9304, 0.1214, 2.1783, 14.9304, 9.2275, 0.5142]"
9,277,1.673,136.3659,4.39,29,0.832,1.2594,"[0.0003, 0.0218, 0.2912, 0.3472, 0.4084, 0.4321, 0.8197, 1.3439, 1.5911]","[1.3463, 9.2275, 9.2275, 0.832, 0.1214, 0.1964, 9.2275, 2.1783, 9.2275]"
9,268,1.5347,76.5528,0.81,27,0.3178,1.2594,"[0.0003, 0.0245, 0.0906, 0.2077, 0.7258, 0.9583, 1.068, 1.1696, 1.3069]","[5.7029, 9.2275, 0.1964, 1.3463, 0.5142, 9.2275, 1.3463, 0.3178, 0.1964]"
9,265,0.96,75.564,10.6045,32,3.5246,1.2438,"[0.0004, 0.0443, 0.0902, 0.1562, 0.1818, 0.2634, 0.4511, 0.5679, 0.6999]","[0.832, 0.3178, 14.9304, 1.3463, 0.5142, 1.3463, 0.1964, 0.1214, 14.9304]"
9,287,2.001,158.1757,1.3823,25,0.1214,1.2427,"[0.0003, 0.0357, 0.0917, 0.1679, 0.3409, 0.4628, 0.5643, 0.7673, 1.4881]","[3.5246, 9.2275, 0.832, 2.1783, 3.5246, 5.7029, 5.7029, 9.2275, 0.832]"
9,270,1.5576,90.6438,2.2766,28,0.5142,1.2437,"[0.0003, 0.022, 0.0628, 0.1441, 0.3934, 0.5004, 0.7302, 1.4155, 1.4444]","[5.7029, 0.5142, 5.7029, 9.2275, 0.5142, 0.1214, 0.1964, 14.9304, 0.5142]"
9,266,1.638,61.8972,11.1429,32,3.5246,1.2583,"[0.0003, 0.0275, 0.0502, 0.1569, 0.4011, 0.452, 0.5484, 0.8025, 1.2404]","[5.7029, 0.832, 5.7029, 0.1964, 1.3463, 0.1214, 1.3463, 1.3463, 1.3463]"
9,260,1.6909,30.7189,1.9963,28,0.5142,1.2719,"[0.0003, 0.0303, 0.0919, 0.1378, 0.214, 0.2752, 1.1687, 1.3108, 1.4124]","[0.5142, 0.3178, 3.5246, 5.7029, 0.5142, 0.5142, 0.3178, 0.832, 0.5142]"
9,285,1.2791,177.723,37.5122,35,14.9304,1.2857,"[0.0003, 0.0428, 0.0886, 0.1649, 0.2009, 0.4854, 0.724, 0.866, 0.9828]","[14.9304, 2.1783, 5.7029, 2.1783, 1.3463, 0.5142, 3.5246, 3.5246, 5.7029]"
9,275,0.9134,99.6092,0.2389,25,0.1214,1.2302,"[0.0002, 0.0216, 0.0545, 0.1054, 0.2073, 0.3443, 0.451, 0.6102, 0.8276]","[2.1783, 0.832, 0.3178, 9.2275, 2.1783, 9.2275, 0.1214, 5.7029, 2.1783]"
9,265,1.4057,80.6759,32.7676,35,14.9304,1.3208,"[0.0003, 0.0458, 0.1322, 0.1881, 0.3408, 0.5588, 0.7567, 1.2429, 1.3265]","[14.9304, 0.832, 0.5142, 0.3178, 2.1783, 0.5142, 0.1214, 14.9304, 0.3178]"
9,269,1.3118,62.4486,0.7459,25,0.1214,1.274,"[0.0003, 0.0414, 0.1073, 0.2886, 0.3397, 0.3701, 0.457, 0.7832, 1.2763]","[14.9304, 3.5246, 0.1964, 0.5142, 0.5142, 0.3178, 0.832, 9.2275, 1.3463]"
9,260,0.8232,45.3319,5.9672,30,1.3463,1.2292,"[0.0003, 0.0251, 0.0841, 0.2351, 0.2712, 0.4806, 0.5115, 0.5832, 0.6955]","[0.1214, 2.1783, 0.832, 0.1214, 5.7029, 0.832, 0.1964, 5.7029, 0.832]"
9,265,1.8483,45.2064,0.5502,25,0.1214,1.2448,"[0.0003, 0.0413, 0.1227, 0.1788, 0.2451, 0.2832, 0.5147, 0.7174, 1.1019]","[2.1783, 0.832, 0.832, 2.1783, 2.1783, 0.1964, 0.3178, 1.3463, 2.1783]"
9,273,1.0193,80.9515,4.846,29,0.832,1.2437,"[0.0003, 0.04, 0.0908, 0.1316, 0.3402, 0.5153, 0.5764, 0.594, 0.7086]","[14.9304, 0.5142, 9.2275, 0.832, 0.832, 1.3463, 0.1964, 3.5246, 1.3463]"
9,263,0.8423,75.4911,2.7305,29,0.832,1.2324,"[0.0003, 0.0287, 0.0681, 0.1334, 0.1993, 0.23, 0.3846, 0.4418, 0.8004]","[0.1214, 0.3178, 0.1214, 0.832, 0.5142, 14.9304, 9.2275, 9.2275, 0.1964]"
9,277,1.0359,121.9797,8.1756,30,1.3463,1.2302,"[0.0003, 0.0452, 0.1113, 0.2181, 0.447, 0.4878, 0.7521, 0.8024, 0.8435]","[1.3463, 5.7029, 1.3463, 14.9304, 0.5142, 14.9304, 5.7029, 0.1214, 0.5142]"
9,253,1.0474,28.3105,5.1869,31,2.1783,1.2552,"[0.0002, 0.0425, 0.1051, 0.1611, 0.2171, 0.2984, 0.3796, 0.4508, 0.8482]","[2.1783, 14.9304, 0.1214, 0.1964, 0.5142, 0.832, 0.832, 0.1214, 0.1214]"
9,263,1.0465,38.3815,4.3988,29,0.832,1.2292,"[0.0002, 0.0477, 0.0833, 0.1064, 0.1624, 0.4317, 0.4978, 0.7151, 0.9591]","[0.832, 0.1964, 0.3178, 0.3178, 0.832, 1.3463, 2.1783, 14.9304, 0.832]"
9,283,2.004,170.1011,0.9625,25,0.1214,1.2,"[0.0002, 0.0488, 0.125, 0.2419, 0.542, 0.9441, 1.1367, 1.4256, 1.583]","[9.2275, 9.2275, 2.1783, 5.7029, 1.3463, 0.1964, 14.9304, 0.1964, 9.2275]"
9,270,0.8498,121.8086,17.614,32,3.5246,1.2594,"[0.0002, 0.0227, 0.0685, 0.1106, 0.3808, 0.4433, 0.4999, 0.5667, 0.6497]","[0.1964, 3.5246, 0.1964, 14.9304, 5.7029, 14.9304, 0.1214, 0.1964, 3.5246]"
9,261,1.6809,35.3685,6.762,31,2.1783,1.2537,"[0.0003, 0.0367, 0.0676, 0.3063, 0.3427, 0.4189, 1.2243, 1.3061, 1.3543]","[0.1214, 1.3463, 1.3463, 1.3463, 0.1964, 0.1214, 1.3463, 1.3463, 14.9304]"
9,260,1.1076,36.7611,3.6762,29,0.832,1.2656,"[0.0003, 0.0352, 0.0813, 0.1384, 0.1898, 0.2662, 0.4189, 0.6431, 0.8232]","[0.1214, 0.832, 0.832, 3.5246, 0.1964, 14.9304, 2.1783, 0.5142, 0.1214]"
