Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Task start times,Task operations (FLOPs)
7,208,0.5739,68.7261,11.0382,34,9.2275,1.4049,"[0.0003, 0.0319, 0.0826, 0.1599, 0.2682, 0.376, 0.4321]","[0.1214, 14.9304, 5.7029, 0.5142, 0.1964, 0.1964, 14.9304]"
7,210,0.6038,52.4686,17.1755,34,9.2275,1.3364,"[0.0003, 0.0467, 0.069, 0.1199, 0.2013, 0.2828, 0.3447]","[2.1783, 2.1783, 0.1214, 5.7029, 0.5142, 0.5142, 9.2275]"
7,207,0.6901,53.6603,6.2123,32,3.5246,1.4195,"[0.0003, 0.0221, 0.0592, 0.1233, 0.3165, 0.3427, 0.3992]","[0.1214, 14.9304, 0.832, 0.1214, 0.1964, 5.7029, 9.2275]"
7,210,0.7622,32.4535,0.6749,26,0.1964,1.4142,"[0.0003, 0.0248, 0.1163, 0.157, 0.2334, 0.5999, 0.6761]","[0.832, 0.3178, 2.1783, 0.1964, 1.3463, 3.5246, 14.9304]"
7,214,0.6953,59.0849,1.9367,27,0.3178,1.3749,"[0.0003, 0.0357, 0.0663, 0.1222, 0.3612, 0.4173, 0.5087]","[3.5246, 0.5142, 3.5246, 14.9304, 5.7029, 0.832, 0.1214]"
7,201,0.5418,21.8643,6.9318,32,3.5246,1.5199,"[0.0002, 0.0391, 0.1101, 0.2218, 0.283, 0.3999, 0.4557]","[1.3463, 1.3463, 0.832, 0.3178, 0.1964, 5.7029, 0.1964]"
7,214,1.2075,60.4656,19.5101,34,9.2275,1.4203,"[0.0002, 0.0243, 0.0599, 0.2123, 0.4207, 0.675, 0.898]","[2.1783, 9.2275, 3.5246, 2.1783, 5.7029, 0.1964, 0.3178]"
7,209,0.6487,31.6859,8.111,32,3.5246,1.4672,"[0.0003, 0.0439, 0.0796, 0.1864, 0.3695, 0.4103, 0.522]","[14.9304, 1.3463, 0.3178, 2.1783, 1.3463, 0.832, 0.3178]"
7,206,0.9305,20.4844,1.1047,27,0.3178,1.3842,"[0.0003, 0.0292, 0.0852, 0.1411, 0.1646, 0.4968, 0.855]","[0.5142, 9.2275, 0.5142, 0.3178, 0.832, 3.5246, 0.5142]"
7,212,0.9759,56.0047,2.1508,28,0.5142,1.3918,"[0.0003, 0.0306, 0.0664, 0.1071, 0.219, 0.6462, 0.9252]","[14.9304, 0.1964, 9.2275, 5.7029, 0.1964, 0.3178, 2.1783]"
7,188,0.4992,5.2588,0.3558,25,0.1214,1.4681,"[0.0003, 0.0387, 0.0813, 0.1326, 0.1586, 0.2245, 0.291]","[0.1964, 0.832, 0.1214, 0.1214, 0.1214, 0.832, 0.832]"
7,210,0.7884,45.574,2.1724,28,0.5142,1.4052,"[0.0002, 0.0389, 0.0594, 0.1672, 0.2335, 0.3153, 0.5344]","[5.7029, 0.3178, 0.1214, 0.3178, 14.9304, 9.2275, 0.832]"
7,204,0.4258,20.5551,0.7894,25,0.1214,1.4554,"[0.0003, 0.0242, 0.0853, 0.1495, 0.2276, 0.2878, 0.3847]","[5.7029, 0.1214, 0.5142, 1.3463, 0.5142, 1.3463, 1.3463]"
7,220,0.7384,69.5442,2.8599,29,0.832,1.4339,"[0.0003, 0.0191, 0.0429, 0.0887, 0.2411, 0.302, 0.3832]","[9.2275, 0.832, 9.2275, 0.832, 0.5142, 3.5246, 9.2275]"
7,209,0.6807,28.4585,0.5068,25,0.1214,1.4262,"[0.0003, 0.0223, 0.0454, 0.0912, 0.5083, 0.6098, 0.6331]","[3.5246, 5.7029, 2.1783, 1.3463, 0.3178, 1.3463, 0.1964]"
7,226,1.7814,121.4833,2.6607,28,0.5142,1.436,"[0.0003, 0.0279, 0.0737, 0.1347, 1.136, 1.1771, 1.6852]","[14.9304, 9.2275, 3.5246, 5.7029, 5.7029, 3.5246, 0.3178]"
7,222,0.4108,102.7262,15.5364,32,3.5246,1.3814,"[0.0002, 0.0461, 0.1138, 0.16, 0.2227, 0.3041, 0.3501]","[0.3178, 14.9304, 14.9304, 2.1783, 5.7029, 5.7029, 0.5142]"
7,204,0.7678,32.2664,12.7459,34,9.2275,1.4427,"[0.0002, 0.0422, 0.1032, 0.1439, 0.2817, 0.5006, 0.7272]","[0.5142, 5.7029, 1.3463, 9.2275, 0.1214, 0.1214, 0.832]"
7,209,0.8484,50.3465,15.1369,33,5.7029,1.4271,"[0.0003, 0.0277, 0.0736, 0.1326, 0.3874, 0.48, 0.6392]","[0.1964, 5.7029, 3.5246, 2.1783, 0.1214, 5.7029, 0.832]"
7,191,0.6322,9.7147,2.2337,31,2.1783,1.4112,"[0.0002, 0.0341, 0.07, 0.1362, 0.2357, 0.3713, 0.5207]","[1.3463, 0.1214, 0.5142, 0.5142, 0.3178, 0.1964, 0.3178]"
7,226,0.695,115.2596,5.9236,30,1.3463,1.5439,"[0.0002, 0.0441, 0.0922, 0.2143, 0.2652, 0.324, 0.4077]","[2.1783, 14.9304, 1.3463, 0.3178, 14.9304, 9.2275, 9.2275]"
7,208,0.9399,31.7118,9.1278,32,3.5246,1.3388,"[0.0003, 0.0434, 0.1653, 0.2719, 0.4541, 0.6247, 0.6756]","[3.5246, 0.3178, 0.5142, 0.5142, 0.1964, 5.7029, 9.2275]"
7,218,0.5273,84.5631,30.2329,35,14.9304,1.5159,"[0.0003, 0.0267, 0.0806, 0.1569, 0.2688, 0.3805, 0.5023]","[9.2275, 5.7029, 0.3178, 2.1783, 1.3463, 14.9304, 0.5142]"
7,211,0.8159,55.8731,5.1724,31,2.1783,1.4542,"[0.0002, 0.0236, 0.0896, 0.1644, 0.2257, 0.4803, 0.6737]","[0.1964, 0.5142, 5.7029, 14.9304, 0.3178, 9.2275, 0.5142]"
7,190,0.4005,6.0013,0.932,27,0.3178,1.4751,"[0.0003, 0.0251, 0.0735, 0.1556, 0.2441, 0.2956, 0.3748]","[0.1214, 5.7029, 0.1964, 0.1214, 0.1964, 0.5142, 0.3178]"
7,203,0.851,19.421,0.393,25,0.1214,1.5111,"[0.0003, 0.0288, 0.1085, 0.1707, 0.2165, 0.4569, 0.6715]","[0.1964, 0.832, 9.2275, 0.3178, 0.1214, 0.3178, 14.9304]"
7,212,0.9825,44.9612,4.8779,31,2.1783,1.4835,"[0.0003, 0.0172, 0.1342, 0.1851, 0.2918, 0.3423, 0.9112]","[0.5142, 14.9304, 0.1964, 5.7029, 0.832, 2.1783, 1.3463]"
7,215,0.9909,37.5496,9.5324,32,3.5246,1.5175,"[0.0002, 0.0503, 0.1113, 0.1774, 0.1993, 0.4076, 0.747]","[0.5142, 0.5142, 0.5142, 2.1783, 3.5246, 14.9304, 5.7029]"
7,234,0.7268,171.5991,3.5846,26,0.1964,1.4564,"[0.0003, 0.0261, 0.0821, 0.1939, 0.387, 0.509, 0.6155]","[5.7029, 5.7029, 9.2275, 14.9304, 3.5246, 9.2275, 5.7029]"
7,213,0.6148,58.9657,22.6681,35,14.9304,1.4708,"[0.0003, 0.0372, 0.0982, 0.2262, 0.2587, 0.427, 0.5084]","[14.9304, 0.1214, 0.832, 1.3463, 3.5246, 5.7029, 0.832]"
7,198,0.5846,30.1719,12.6873,34,9.2275,1.5122,"[0.0004, 0.0267, 0.103, 0.1538, 0.185, 0.2656, 0.5336]","[5.7029, 0.1964, 0.5142, 0.1214, 0.1964, 14.9304, 0.1214]"
7,196,0.5249,25.6331,15.255,34,9.2275,1.3756,"[0.0002, 0.0352, 0.0669, 0.1128, 0.2146, 0.3873, 0.4548]","[0.1214, 2.1783, 14.9304, 0.1214, 0.1214, 1.3463, 0.1214]"
7,220,0.6538,89.8097,2.4756,27,0.3178,1.2879,"[0.0003, 0.0324, 0.1086, 0.1443, 0.18, 0.2133, 0.586]","[9.2275, 5.7029, 9.2275, 0.5142, 3.5246, 3.5246, 0.3178]"
7,208,0.3828,45.3879,8.7694,32,3.5246,1.4299,"[0.0003, 0.0438, 0.0744, 0.1188, 0.1646, 0.2967, 0.345]","[14.9304, 0.832, 0.5142, 0.1214, 9.2275, 0.5142, 0.832]"
7,203,0.7846,21.2327,5.0327,32,3.5246,1.3693,"[0.0003, 0.0269, 0.1235, 0.5326, 0.5633, 0.5789, 0.6908]","[2.1783, 0.1964, 1.3463, 0.5142, 1.3463, 0.832, 0.832]"
7,212,0.604,39.2821,1.2489,27,0.3178,1.5088,"[0.0003, 0.0303, 0.0914, 0.188, 0.2336, 0.3556, 0.4623]","[5.7029, 14.9304, 0.5142, 0.1964, 2.1783, 0.5142, 2.1783]"
7,215,0.8701,86.9043,0.3423,25,0.1214,1.3951,"[0.0003, 0.0334, 0.0792, 0.1403, 0.2215, 0.3281, 0.7048]","[0.5142, 0.1964, 9.2275, 9.2275, 0.1964, 9.2275, 5.7029]"
7,214,0.5421,50.0457,10.8925,33,5.7029,1.302,"[0.0003, 0.043, 0.1295, 0.1754, 0.2247, 0.2411, 0.2617]","[9.2275, 0.832, 2.1783, 0.3178, 1.3463, 1.3463, 5.7029]"
7,221,0.9412,123.5759,0.3358,26,0.1964,1.4657,"[0.0002, 0.0414, 0.1023, 0.1735, 0.2548, 0.5142, 0.6921]","[2.1783, 14.9304, 14.9304, 14.9304, 0.1964, 5.7029, 0.1964]"
7,205,0.6783,27.4096,8.5279,32,3.5246,1.5036,"[0.0003, 0.031, 0.1022, 0.1379, 0.3113, 0.5213, 0.5918]","[0.3178, 3.5246, 0.832, 0.832, 0.1964, 1.3463, 3.5246]"
7,215,2.4199,53.5607,4.6371,30,1.3463,1.4785,"[0.0003, 0.0333, 0.0994, 0.2722, 0.7138, 0.9322, 2.1303]","[0.832, 9.2275, 0.832, 3.5246, 1.3463, 0.3178, 9.2275]"
7,212,0.8173,49.5079,6.2841,31,2.1783,1.4019,"[0.0003, 0.03, 0.096, 0.1723, 0.2131, 0.2844, 0.4417]","[0.5142, 5.7029, 2.1783, 0.3178, 3.5246, 0.1964, 14.9304]"
7,211,0.6919,53.9905,5.7042,31,2.1783,1.4649,"[0.0003, 0.0442, 0.0682, 0.2137, 0.3767, 0.4024, 0.5859]","[3.5246, 0.1964, 3.5246, 2.1783, 5.7029, 2.1783, 0.1964]"
7,208,0.8384,43.8209,3.9947,30,1.3463,1.4102,"[0.0003, 0.0382, 0.0841, 0.1447, 0.2669, 0.4718, 0.7874]","[0.1214, 5.7029, 3.5246, 1.3463, 0.1214, 14.9304, 0.5142]"
7,220,0.5465,62.7594,1.6017,27,0.3178,1.5031,"[0.0003, 0.0393, 0.075, 0.1479, 0.1664, 0.258, 0.3136]","[3.5246, 3.5246, 3.5246, 3.5246, 1.3463, 1.3463, 3.5246]"
7,203,0.6888,22.7857,6.3029,31,2.1783,1.4775,"[0.0002, 0.0217, 0.0473, 0.0982, 0.3121, 0.3631, 0.4799]","[9.2275, 0.1214, 1.3463, 0.5142, 0.1214, 9.2275, 0.3178]"
7,217,0.6486,70.382,0.5998,26,0.1964,1.3967,"[0.0003, 0.0366, 0.0777, 0.1478, 0.2398, 0.4157, 0.4968]","[0.1214, 9.2275, 2.1783, 9.2275, 14.9304, 3.5246, 0.1964]"
7,219,1.0283,69.8621,0.976,28,0.5142,1.4172,"[0.0001, 0.0269, 0.1285, 0.1895, 0.2404, 0.4796, 0.8]","[14.9304, 0.3178, 1.3463, 5.7029, 0.832, 9.2275, 2.1783]"
7,211,1.1431,44.3121,24.0681,35,14.9304,1.6141,"[0.0003, 0.0289, 0.09, 0.1612, 0.2274, 0.5688, 0.7519]","[0.3178, 3.5246, 5.7029, 14.9304, 0.832, 0.5142, 0.3178]"
7,208,0.5518,42.0473,9.9418,32,3.5246,1.3802,"[0.0002, 0.026, 0.0566, 0.1329, 0.2753, 0.4277, 0.4603]","[14.9304, 14.9304, 5.7029, 0.1214, 0.5142, 0.1964, 0.1964]"
7,217,0.8933,62.4718,0.8435,26,0.1964,1.3861,"[0.0003, 0.0493, 0.1357, 0.2272, 0.3276, 0.5162, 0.7194]","[0.5142, 5.7029, 3.5246, 0.1214, 1.3463, 14.9304, 9.2275]"
7,204,0.6487,27.6933,2.3189,28,0.5142,1.4502,"[0.0003, 0.0303, 0.0914, 0.1474, 0.2652, 0.3719, 0.608]","[0.832, 0.1214, 5.7029, 0.1214, 1.3463, 2.1783, 2.1783]"
7,207,0.8081,29.5187,5.3856,31,2.1783,1.5018,"[0.0002, 0.0442, 0.0697, 0.1511, 0.2879, 0.5278, 0.5788]","[0.832, 0.1214, 14.9304, 3.5246, 0.832, 1.3463, 0.3178]"
7,210,0.7504,36.128,0.9267,25,0.1214,1.4252,"[0.0003, 0.0296, 0.0704, 0.1467, 0.3399, 0.5177, 0.6188]","[0.5142, 1.3463, 0.5142, 5.7029, 14.9304, 0.5142, 0.5142]"
7,196,0.7229,11.3089,2.48,29,0.832,1.3959,"[0.0002, 0.0162, 0.1076, 0.1585, 0.2401, 0.3364, 0.6372]","[3.5246, 0.5142, 0.3178, 0.3178, 0.1214, 2.1783, 0.1964]"
7,217,1.7534,62.4576,8.5305,32,3.5246,1.5334,"[0.0002, 0.0234, 0.0536, 0.1096, 0.3285, 0.4862, 0.6489]","[14.9304, 9.2275, 1.3463, 0.832, 1.3463, 3.5246, 0.3178]"
7,205,0.7947,31.1166,7.4779,31,2.1783,1.4075,"[0.0003, 0.0311, 0.0567, 0.2092, 0.3274, 0.6545, 0.6967]","[14.9304, 3.5246, 0.832, 0.1214, 0.1214, 0.5142, 2.1783]"
7,198,0.7891,10.8615,0.8704,26,0.1964,1.4375,"[0.0003, 0.0482, 0.0817, 0.1135, 0.1492, 0.2354, 0.5537]","[0.3178, 0.3178, 0.832, 0.3178, 1.3463, 0.5142, 1.3463]"
7,205,0.7285,43.0706,18.5677,35,14.9304,1.4377,"[0.0003, 0.0213, 0.1025, 0.2041, 0.3925, 0.5231, 0.5489]","[1.3463, 0.1964, 5.7029, 14.9304, 0.1214, 0.1964, 1.3463]"
7,202,0.4535,18.5146,6.3686,32,3.5246,1.5861,"[0.0003, 0.0432, 0.1194, 0.1389, 0.2481, 0.2853, 0.3574]","[0.5142, 0.1214, 0.5142, 1.3463, 0.5142, 1.3463, 5.7029]"
7,215,0.7305,65.2749,14.1192,34,9.2275,1.4456,"[0.0003, 0.0497, 0.0712, 0.1374, 0.2086, 0.4542, 0.5102]","[5.7029, 0.1964, 0.1214, 9.2275, 9.2275, 2.1783, 3.5246]"
7,206,0.5317,28.535,2.7003,29,0.832,1.4106,"[0.0003, 0.0399, 0.0922, 0.1538, 0.2204, 0.2666, 0.455]","[0.1964, 0.3178, 5.7029, 3.5246, 14.9304, 0.1214, 0.5142]"
7,204,0.6426,37.4605,16.7152,34,9.2275,1.4306,"[0.0003, 0.0331, 0.079, 0.1474, 0.2036, 0.3514, 0.409]","[0.1964, 2.1783, 9.2275, 0.3178, 0.832, 2.1783, 0.1964]"
7,223,0.4434,107.5473,26.9891,34,9.2275,1.5114,"[0.0003, 0.0337, 0.0577, 0.1391, 0.1757, 0.2048, 0.267]","[0.832, 9.2275, 14.9304, 0.5142, 5.7029, 3.5246, 3.5246]"
7,203,0.6658,26.0267,15.1947,34,9.2275,1.3854,"[0.0003, 0.0282, 0.0944, 0.1756, 0.322, 0.4799, 0.5189]","[0.5142, 0.5142, 1.3463, 0.1964, 9.2275, 2.1783, 0.1964]"
7,212,0.7054,51.0381,17.7796,34,9.2275,1.411,"[0.0003, 0.0356, 0.0815, 0.1476, 0.3002, 0.3785, 0.5985]","[0.3178, 9.2275, 3.5246, 0.1214, 2.1783, 2.1783, 3.5246]"
7,205,0.6073,18.9318,2.8474,29,0.832,1.4698,"[0.0002, 0.0213, 0.0772, 0.1002, 0.1715, 0.2526, 0.4202]","[1.3463, 0.5142, 0.3178, 9.2275, 2.1783, 0.5142, 0.3178]"
7,214,0.8206,48.8781,18.1286,34,9.2275,1.5489,"[0.0003, 0.0372, 0.0931, 0.1591, 0.4692, 0.6118, 0.6731]","[0.832, 0.3178, 3.5246, 3.5246, 0.5142, 9.2275, 3.5246]"
7,215,0.7636,58.2826,13.4092,34,9.2275,1.5366,"[0.0002, 0.0414, 0.0873, 0.2042, 0.4025, 0.6492, 0.6966]","[0.832, 5.7029, 2.1783, 14.9304, 0.1214, 3.5246, 1.3463]"
7,199,0.6855,20.9036,3.6179,33,5.7029,1.3734,"[0.0003, 0.0402, 0.0962, 0.1877, 0.219, 0.582, 0.6493]","[0.5142, 3.5246, 0.1964, 0.3178, 14.9304, 0.1964, 0.1214]"
7,207,1.7138,31.387,1.1545,27,0.3178,1.4769,"[0.0003, 0.0456, 0.1218, 0.188, 0.2933, 0.9439, 1.3455]","[3.5246, 2.1783, 0.832, 0.5142, 0.832, 0.1214, 5.7029]"
7,204,0.8439,36.5152,14.9366,35,14.9304,1.4879,"[0.0003, 0.0327, 0.0742, 0.1201, 0.4247, 0.4759, 0.6645]","[3.5246, 0.3178, 0.5142, 0.1214, 5.7029, 0.3178, 3.5246]"
7,202,0.2854,24.5765,3.6933,30,1.3463,1.5067,"[0.0003, 0.0247, 0.0605, 0.1116, 0.1476, 0.1884, 0.2242]","[0.1214, 3.5246, 0.3178, 0.3178, 9.2275, 1.3463, 0.3178]"
7,213,0.9014,45.0409,4.8976,30,1.3463,1.4451,"[0.0003, 0.048, 0.109, 0.2513, 0.3073, 0.4955, 0.7494]","[1.3463, 5.7029, 0.3178, 2.1783, 3.5246, 0.5142, 3.5246]"
7,215,1.4881,41.685,0.6898,26,0.1964,1.3563,"[0.0003, 0.0324, 0.0732, 0.1545, 0.2763, 0.3426, 0.3652]","[2.1783, 1.3463, 0.832, 1.3463, 2.1783, 2.1783, 5.7029]"
7,203,0.5058,21.9377,2.1714,28,0.5142,1.4706,"[0.0002, 0.0473, 0.1234, 0.172, 0.2436, 0.2999, 0.4448]","[0.3178, 0.832, 0.1214, 9.2275, 9.2275, 0.832, 0.1214]"
7,212,0.467,72.039,5.0356,30,1.3463,1.4166,"[0.0003, 0.0293, 0.0538, 0.1149, 0.1825, 0.325, 0.3657]","[0.3178, 5.7029, 0.1214, 0.5142, 0.832, 14.9304, 14.9304]"
7,217,0.7309,89.7877,28.3287,34,9.2275,1.4955,"[0.0003, 0.0382, 0.1044, 0.1319, 0.2693, 0.3507, 0.6619]","[14.9304, 3.5246, 14.9304, 3.5246, 0.832, 0.1214, 0.832]"
7,204,0.8441,20.1309,11.0474,35,14.9304,1.4447,"[0.0003, 0.0437, 0.0997, 0.1759, 0.237, 0.7149, 0.7962]","[0.832, 0.3178, 0.3178, 0.3178, 2.1783, 1.3463, 5.7029]"
7,219,0.9965,70.9674,12.9664,32,3.5246,1.4425,"[0.0003, 0.0261, 0.0668, 0.1432, 0.2703, 0.5855, 0.8547]","[9.2275, 0.5142, 5.7029, 5.7029, 1.3463, 3.5246, 0.832]"
7,231,0.7949,160.41,27.348,33,5.7029,1.4176,"[0.0003, 0.0493, 0.1234, 0.1793, 0.2167, 0.3489, 0.5416]","[5.7029, 9.2275, 14.9304, 2.1783, 5.7029, 5.7029, 3.5246]"
7,201,0.7873,23.1039,11.8432,34,9.2275,1.4805,"[0.0003, 0.0326, 0.1096, 0.2028, 0.4619, 0.6504, 0.7113]","[0.1964, 0.5142, 0.832, 1.3463, 0.5142, 0.1964, 9.2275]"
7,205,0.5132,25.6168,7.7304,32,3.5246,1.5671,"[0.0003, 0.032, 0.0828, 0.1591, 0.2253, 0.2557, 0.3319]","[0.832, 1.3463, 0.3178, 0.1964, 3.5246, 1.3463, 2.1783]"
7,218,1.0858,67.3107,16.7793,35,14.9304,1.6051,"[0.0002, 0.0351, 0.0961, 0.152, 0.2181, 0.5735, 0.6951]","[2.1783, 1.3463, 3.5246, 3.5246, 3.5246, 0.5142, 5.7029]"
7,207,1.4028,36.0855,0.926,27,0.3178,1.3819,"[0.0003, 0.0352, 0.0964, 0.2947, 0.478, 0.5998, 1.042]","[3.5246, 3.5246, 2.1783, 2.1783, 0.1964, 0.832, 0.1964]"
7,218,0.4775,72.0541,3.4582,28,0.5142,1.4003,"[0.0003, 0.034, 0.1052, 0.2018, 0.2375, 0.2835, 0.4359]","[0.832, 2.1783, 14.9304, 5.7029, 1.3463, 9.2275, 0.1964]"
7,192,0.4892,9.3429,3.8051,31,2.1783,1.3198,"[0.0003, 0.0308, 0.0631, 0.1774, 0.215, 0.2882, 0.3302]","[0.1214, 5.7029, 0.1214, 0.1214, 0.5142, 0.5142, 0.5142]"
7,201,0.5426,35.2592,23.7287,35,14.9304,1.4205,"[0.0003, 0.021, 0.0668, 0.089, 0.145, 0.2011, 0.237]","[0.3178, 0.5142, 0.5142, 0.1964, 0.1214, 3.5246, 14.9304]"
7,213,1.3301,52.2114,0.5574,25,0.1214,1.3338,"[0.0003, 0.0292, 0.0852, 0.1564, 0.3802, 0.7666, 1.0767]","[0.832, 0.832, 14.9304, 0.832, 3.5246, 0.1214, 9.2275]"
7,203,0.7569,17.8685,0.6632,26,0.1964,1.4564,"[0.0003, 0.0303, 0.0863, 0.1168, 0.2033, 0.2845, 0.6933]","[0.832, 0.3178, 0.832, 0.832, 0.832, 0.5142, 3.5246]"
7,216,0.6057,74.2452,26.1061,35,14.9304,1.5299,"[0.0003, 0.0317, 0.1334, 0.2147, 0.3166, 0.3416, 0.403]","[9.2275, 2.1783, 0.5142, 2.1783, 0.832, 0.832, 9.2275]"
7,208,0.9321,28.005,0.1741,25,0.1214,1.3558,"[0.0003, 0.0214, 0.0774, 0.1393, 0.2562, 0.3022, 0.5766]","[0.3178, 1.3463, 1.3463, 5.7029, 0.832, 0.1964, 5.7029]"
7,205,0.5288,39.1177,1.164,27,0.3178,1.3668,"[0.0003, 0.0446, 0.0905, 0.1363, 0.1923, 0.4628, 0.4864]","[9.2275, 0.1964, 9.2275, 0.1214, 0.832, 0.1964, 2.1783]"
7,199,0.6053,20.277,0.2346,25,0.1214,1.4792,"[0.0003, 0.0503, 0.0915, 0.1694, 0.4266, 0.4778, 0.5337]","[0.1964, 0.3178, 0.3178, 9.2275, 5.7029, 0.1214, 0.3178]"
7,205,0.7004,18.4162,3.7267,30,1.3463,1.3933,"[0.0003, 0.0398, 0.1009, 0.1822, 0.2942, 0.5484, 0.5707]","[0.5142, 0.3178, 2.1783, 2.1783, 0.1964, 14.9304, 0.3178]"
7,207,0.3954,22.8605,1.9,28,0.5142,1.4164,"[0.0003, 0.0366, 0.138, 0.194, 0.2407, 0.2732, 0.3304]","[0.5142, 0.1214, 1.3463, 2.1783, 1.3463, 3.5246, 2.1783]"
7,198,0.4747,13.9413,6.282,32,3.5246,1.3799,"[0.0003, 0.0396, 0.0886, 0.1871, 0.2127, 0.2893, 0.4236]","[0.1964, 0.832, 0.832, 0.3178, 1.3463, 0.1214, 3.5246]"
7,208,0.7339,32.3333,5.9483,30,1.3463,1.3669,"[0.0003, 0.0271, 0.149, 0.2, 0.4055, 0.6116, 0.6424]","[3.5246, 0.1964, 2.1783, 14.9304, 0.5142, 1.3463, 0.1964]"
7,206,0.9851,57.7481,13.0573,34,9.2275,1.5293,"[0.0003, 0.0344, 0.0801, 0.1528, 0.2088, 0.4763, 0.5788]","[5.7029, 0.1214, 0.832, 0.1964, 9.2275, 9.2275, 0.1214]"
7,211,0.5727,60.122,21.6067,34,9.2275,1.3793,"[0.0003, 0.0199, 0.0759, 0.1623, 0.2448, 0.341, 0.388]","[0.832, 0.1964, 0.1964, 9.2275, 2.1783, 5.7029, 3.5246]"
7,204,0.6537,39.9037,0.5414,26,0.1964,1.349,"[0.0003, 0.0305, 0.1006, 0.1607, 0.2383, 0.3105, 0.4021]","[0.1964, 5.7029, 0.1214, 5.7029, 0.3178, 14.9304, 0.1214]"
