Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Avg task start time,Avg task operations (GFLOPs)
5,146,0.4227,12.4169,4.9124,32,3.5246,1.2488,0.099,1.307
5,158,0.3086,44.6584,9.6937,31,2.1783,1.2302,0.0772,3.691
5,158,0.2855,65.2303,4.5411,30,1.3463,1.2604,0.1002,6.907
5,151,0.6683,32.2344,2.856,30,1.3463,1.2318,0.1487,3.9995
5,157,0.7048,40.2557,10.1184,32,3.5246,1.201,0.2313,4.768
5,148,0.3064,14.6022,1.9146,28,0.5142,1.2292,0.1007,1.8455
5,151,0.3134,32.0373,17.9458,35,14.9304,1.2552,0.0834,2.9225
5,141,0.316,16.3773,13.5752,34,9.2275,1.2417,0.1074,2.1147
5,155,0.5322,54.0488,8.0386,33,5.7029,1.249,0.1597,6.4078
5,151,0.4403,27.1311,15.0825,34,9.2275,1.3032,0.1452,3.7545
5,156,0.901,29.6111,0.5038,27,0.3178,1.201,0.123,4.4595
5,158,0.978,60.1704,0.5335,26,0.1964,1.201,0.1213,6.4321
5,156,0.3886,50.7251,11.3658,32,3.5246,1.2594,0.1087,4.1659
5,149,0.6059,35.8321,24.2159,35,14.9304,1.226,0.1282,4.0388
5,149,0.6339,21.148,0.8987,27,0.3178,1.2438,0.1252,1.9876
5,144,0.3094,9.3516,2.6049,29,0.832,1.201,0.1061,2.3054
5,145,0.5886,18.8214,0.4001,26,0.1964,1.2354,0.1119,3.1132
5,145,0.2963,15.2348,1.2786,28,0.5142,1.2479,0.0671,1.6398
5,148,0.3791,29.3976,6.2923,31,2.1783,1.2302,0.0832,2.614
5,143,0.4774,10.6341,5.8362,32,3.5246,1.2594,0.1657,1.1013
5,154,0.412,42.1826,0.8026,26,0.1964,1.2302,0.1313,5.6636
5,159,0.3549,71.135,22.0499,34,9.2275,1.2261,0.1038,6.4471
5,146,0.2924,27.845,0.5634,26,0.1964,1.2792,0.0962,3.8181
5,140,0.8739,6.5152,1.638,29,0.832,1.2469,0.2894,0.9892
5,151,0.4092,37.7523,3.4481,30,1.3463,1.2375,0.1085,4.4595
5,154,0.8113,32.0764,1.4598,26,0.1964,1.2646,0.1309,3.7303
5,150,1.0499,24.5327,12.4908,35,14.9304,1.2823,0.1294,2.2176
5,140,0.3854,5.0632,1.065,27,0.3178,1.2552,0.1175,0.9984
5,135,0.396,3.4546,4.852,35,14.9304,1.251,0.1253,0.3964
5,156,0.3932,51.3327,7.9657,31,2.1783,1.3,0.1501,5.83
5,148,0.2591,18.7448,3.6654,30,1.3463,1.225,0.0968,1.6155
5,149,0.345,27.7102,7.8049,31,2.1783,1.2594,0.0866,1.8698
5,152,0.5149,31.8975,16.7105,34,9.2275,1.2573,0.1428,4.0631
5,148,0.7617,21.2428,4.7873,31,2.1783,1.2219,0.137,2.7954
5,164,0.2988,81.2852,4.5257,30,1.3463,1.2865,0.0858,7.9205
5,161,0.2682,53.3426,0.8371,26,0.1964,1.3156,0.071,4.8316
5,156,0.7492,33.2046,1.3706,26,0.1964,1.2875,0.3008,2.9861
5,144,0.4175,5.9066,0.5489,26,0.1964,1.2438,0.1161,2.2419
5,149,0.4992,27.3901,11.2095,33,5.7029,1.274,0.1366,4.0388
5,153,0.4348,39.1913,0.1595,25,0.1214,1.2823,0.132,3.6124
5,148,0.5628,26.0973,10.4563,34,9.2275,1.3229,0.103,1.9726
5,136,0.2368,3.0973,1.0598,28,0.5142,1.3375,0.0791,0.7778
5,145,0.8203,15.22,4.8977,32,3.5246,1.3115,0.1244,1.1799
5,148,0.4989,15.3141,0.6936,25,0.1214,1.2865,0.1262,2.3597
5,154,0.3023,30.7979,4.2733,30,1.3463,1.2802,0.1211,4.6259
5,158,0.323,65.2181,11.11,32,3.5246,1.3021,0.1199,7.137
5,140,0.5091,4.3244,0.3961,25,0.1214,1.2844,0.1424,0.7442
5,153,0.5106,41.7936,18.575,34,9.2275,1.3205,0.1089,6.2414
5,151,0.4774,32.2026,2.0025,28,0.5142,1.3042,0.1127,3.1132
5,138,0.3131,7.7213,8.0697,35,14.9304,1.3292,0.1008,0.9349
5,152,0.6343,21.863,3.1971,29,0.832,1.2782,0.088,3.1525
5,146,0.4083,11.7224,1.958,29,0.832,1.3177,0.1208,3.461
5,159,0.4053,50.9905,1.6823,28,0.5142,1.2729,0.1099,6.0357
5,151,0.3641,27.9646,11.9493,33,5.7029,1.2688,0.0681,2.4233
5,156,0.2993,50.6534,19.6285,34,9.2275,1.2743,0.1173,3.7938
5,144,0.3793,12.3849,3.0155,29,0.832,1.2646,0.1191,1.3948
5,149,0.4998,21.1292,10.7511,35,14.9304,1.3177,0.0869,2.1783
5,143,0.5695,10.2747,2.0638,29,0.832,1.3042,0.1139,1.7426
5,153,0.4437,34.616,3.6144,29,0.832,1.3,0.0942,3.8817
5,154,0.7612,32.6618,2.7457,27,0.3178,1.2417,0.2232,4.7287
5,141,0.6702,10.2192,2.7664,31,2.1783,1.325,0.1549,0.7049
5,147,0.4374,20.172,12.2519,35,14.9304,1.2979,0.1367,1.8698
5,151,0.4015,20.4984,2.6971,29,0.832,1.2427,0.1325,2.2812
5,149,0.7979,17.5099,0.6291,26,0.1964,1.2865,0.1767,1.537
5,132,0.2285,1.8612,1.6661,32,3.5246,1.275,0.0871,0.2693
5,160,0.6534,48.891,6.5912,31,2.1783,1.2448,0.1058,4.8316
5,149,0.4299,24.1479,7.8908,34,9.2275,1.3052,0.1173,1.4734
5,140,0.4227,8.4564,0.6776,26,0.1964,1.2583,0.1197,1.2527
5,161,0.3824,70.687,4.1488,30,1.3463,1.2823,0.1034,5.6393
5,149,0.5084,28.4481,8.506,32,3.5246,1.2958,0.0855,4.3809
5,148,0.897,16.3807,2.0396,28,0.5142,1.2083,0.1035,1.9726
5,150,0.4963,26.7629,11.2393,35,14.9304,1.301,0.1528,2.0512
5,163,0.3774,78.6579,9.7447,32,3.5246,1.3052,0.101,7.8812
5,160,0.695,103.7404,37.1692,35,14.9304,1.3417,0.1932,8.0476
5,146,0.4652,21.2869,11.5026,34,9.2275,1.3135,0.1568,2.0512
5,148,0.5751,29.7216,8.3274,32,3.5246,1.2885,0.1073,2.2026
5,136,0.2448,5.9454,1.7488,29,0.832,1.2781,0.0936,0.7778
5,151,0.5385,36.5168,5.2447,31,2.1783,1.2469,0.1233,5.1887
5,139,0.3131,8.3394,3.9459,31,2.1783,1.3115,0.0987,0.8228
5,148,0.3314,23.482,5.3954,31,2.1783,1.2847,0.1266,4.0238
5,148,0.6242,13.5612,0.909,26,0.1964,1.2729,0.149,1.7426
5,144,0.2474,15.6985,9.8624,33,5.7029,1.2615,0.0929,2.2812
5,154,0.2889,34.5276,1.6195,27,0.3178,1.2594,0.0931,3.216
5,160,0.9096,58.4311,0.941,27,0.3178,1.2469,0.1715,5.2037
5,156,0.3349,57.0235,7.3329,31,2.1783,1.2302,0.1063,5.1251
5,156,0.418,31.0009,0.3523,25,0.1214,1.2542,0.1027,4.6652
5,152,0.3174,27.7599,7.698,32,3.5246,1.2844,0.0785,2.8832
5,151,0.5126,16.5589,1.3492,28,0.5142,1.2302,0.1186,2.6533
5,154,0.4048,36.3162,2.9272,29,0.832,1.2437,0.1513,3.8967
5,153,0.279,38.9303,1.1159,28,0.5142,1.226,0.1099,4.3173
5,152,0.3333,30.9665,6.1344,31,2.1783,1.2729,0.1133,3.461
5,157,0.2446,58.5849,14.9752,33,5.7029,1.2666,0.1042,5.845
5,154,0.4735,42.3953,15.4656,34,9.2275,1.2552,0.1106,3.1918
5,162,0.5631,123.0992,18.3219,33,5.7029,1.2594,0.2161,8.9825
5,139,0.4473,6.6155,2.5625,30,1.3463,1.2031,0.1323,0.9892
5,150,0.3903,17.2825,1.1066,26,0.1964,1.2729,0.1167,2.0512
5,156,0.4351,59.8473,0.5313,26,0.1964,1.2302,0.0948,5.6786
5,135,0.3212,5.2803,4.1523,34,9.2275,1.3094,0.0965,0.4842
5,157,0.437,44.9674,0.3847,26,0.1964,1.2594,0.1876,5.7664
5,159,0.3905,59.3608,19.4607,35,14.9304,1.3135,0.0983,3.691
5,152,0.3056,32.3485,0.4968,26,0.1964,1.2885,0.0813,4.9101
5,162,0.5918,81.0879,2.4568,29,0.832,1.2885,0.1186,6.3442
5,141,0.4889,10.0536,5.8565,32,3.5246,1.2688,0.1318,1.4341
5,141,0.4666,8.6829,4.2582,32,3.5246,1.3125,0.132,1.1163
5,146,0.3334,11.4999,0.5672,26,0.1964,1.2969,0.0799,1.8698
5,157,0.3156,62.5925,10.9895,32,3.5246,1.2969,0.082,6.1778
5,142,0.3223,9.2082,0.9237,27,0.3178,1.251,0.1007,2.2269
5,156,0.5018,47.2929,1.8304,28,0.5142,1.2969,0.1068,4.7044
5,150,0.6175,27.8232,11.0034,33,5.7029,1.3083,0.1256,2.2176
5,151,0.8535,22.4402,3.9651,30,1.3463,1.2302,0.0773,4.0238
5,143,0.4436,12.9348,6.4466,32,3.5246,1.2677,0.1054,1.307
5,147,0.4072,23.0118,10.7183,33,5.7029,1.2719,0.0711,3.8817
5,151,0.7447,51.4,27.2845,35,14.9304,1.3099,0.097,5.1887
5,137,0.4455,7.6808,5.1741,32,3.5246,1.3229,0.1391,1.3313
5,149,0.3793,19.5869,0.8339,27,0.3178,1.326,0.1324,1.8698
5,149,0.4205,22.4163,0.6896,26,0.1964,1.274,0.1284,4.3809
5,148,0.6038,18.0691,1.7885,28,0.5142,1.2656,0.1569,4.0238
5,152,0.2972,35.5204,13.3343,33,5.7029,1.3323,0.109,2.7411
5,152,0.2854,50.1107,1.0415,28,0.5142,1.2594,0.0913,6.0207
5,155,1.2844,45.2437,14.8796,33,5.7029,1.2646,0.1444,3.9995
5,155,0.3919,54.2069,14.8398,33,5.7029,1.2844,0.0912,3.9845
5,144,0.37,12.2487,2.3637,29,0.832,1.2302,0.1361,1.9969
5,149,0.2017,30.5012,5.6456,31,2.1783,1.2594,0.0759,3.4853
5,164,0.3566,80.8806,8.2089,30,1.3463,1.2906,0.0944,5.9721
5,164,0.567,90.0142,0.5042,25,0.1214,1.2594,0.1181,7.8176
5,151,0.5116,31.6183,0.5826,27,0.3178,1.2573,0.1456,3.9995
5,150,0.2861,38.7419,12.6109,33,5.7029,1.3021,0.1091,3.9602
5,148,0.4204,21.9877,2.2219,29,0.832,1.3083,0.114,2.3597
5,155,0.4791,42.1759,20.0676,35,14.9304,1.2613,0.1218,4.1902
5,139,0.3763,6.2572,0.4536,25,0.1214,1.2437,0.0884,0.8563
5,152,0.5869,56.8366,28.8493,35,14.9304,1.3146,0.2064,5.2279
5,143,0.3301,8.5837,1.8892,28,0.5142,1.2854,0.0789,0.9106
5,146,0.2808,22.6654,1.9903,29,0.832,1.2885,0.1032,3.1525
5,145,0.4491,11.6909,0.7089,26,0.1964,1.2854,0.121,2.369
5,145,0.3518,17.4693,4.1445,31,2.1783,1.301,0.113,3.8181
5,149,0.5075,25.32,4.9511,30,1.3463,1.2406,0.136,1.8698
5,144,0.5673,18.6912,1.269,28,0.5142,1.274,0.1928,2.4083
5,157,0.6525,39.1682,3.2632,29,0.832,1.3292,0.2272,3.4217
5,144,0.4563,15.5593,6.5381,32,3.5246,1.2906,0.1225,1.3313
5,157,0.5566,38.1285,0.4686,26,0.1964,1.3125,0.1241,4.0631
5,148,0.3787,23.0644,0.4083,26,0.1964,1.3156,0.1393,2.6382
5,161,0.3795,57.7072,0.4867,26,0.1964,1.3187,0.1534,6.3442
5,141,0.315,8.083,0.4442,25,0.1214,1.2684,0.1271,1.0135
5,151,0.5254,37.8223,13.6747,33,5.7029,1.2853,0.1911,2.8439
5,146,0.3928,13.3497,3.2171,30,1.3463,1.3083,0.1639,3.3824
5,137,0.2041,4.4895,1.3908,29,0.832,1.325,0.0855,1.9969
5,147,0.3276,18.4736,1.366,28,0.5142,1.2885,0.1107,2.3447
5,146,0.9871,19.6001,6.7485,33,5.7029,1.2844,0.1147,2.0997
5,151,0.6656,26.6832,5.1837,31,2.1783,1.2708,0.1654,3.9995
5,152,0.8442,38.24,23.4551,35,14.9304,1.2844,0.1192,4.1266
5,161,0.4435,47.5869,0.7732,26,0.1964,1.2833,0.1549,6.1385
5,140,0.2894,12.8754,8.7978,33,5.7029,1.275,0.1025,1.4584
5,155,0.244,34.6884,12.6333,33,5.7029,1.2833,0.1049,3.3189
5,140,0.2567,7.5003,1.0395,28,0.5142,1.2896,0.0912,2.354
5,146,0.8724,18.4567,8.4995,35,14.9304,1.2844,0.1326,1.3463
5,148,0.3191,20.1737,0.2944,25,0.1214,1.2865,0.0852,2.369
5,157,0.335,38.1813,2.8138,28,0.5142,1.3406,0.0928,3.8574
5,150,0.3872,40.1768,24.4427,35,14.9304,1.3177,0.107,3.9602
5,147,0.2152,17.3655,9.075,35,14.9304,1.3656,0.0852,1.307
5,145,0.6717,8.9231,1.604,28,0.5142,1.3177,0.1516,1.5762
5,153,0.7118,31.7096,4.4916,30,1.3463,1.3135,0.0863,3.461
5,153,0.2621,39.4114,17.9878,35,14.9304,1.3021,0.0805,2.3447
5,150,0.499,31.2092,14.4046,35,14.9304,1.2896,0.1318,2.4233
5,162,0.3466,80.8511,10.5733,31,2.1783,1.2615,0.0912,7.1127
5,160,0.8163,71.0743,16.8568,33,5.7029,1.2677,0.1633,5.2037
5,140,0.4864,9.9949,8.483,35,14.9304,1.2844,0.1038,1.0863
5,140,0.3512,5.4969,1.3808,29,0.832,1.2946,0.1175,1.0227
5,160,0.3884,74.3641,12.7562,32,3.5246,1.2594,0.1096,5.6
5,154,0.2843,36.2,4.4669,30,1.3463,1.2865,0.0964,4.768
5,154,0.6884,27.6093,2.7388,28,0.5142,1.2802,0.133,3.0496
5,157,0.6292,67.5425,22.4013,34,9.2275,1.2729,0.1089,5.7272
5,155,0.5789,51.0051,0.8784,27,0.3178,1.2771,0.0963,4.9737
5,155,0.6401,37.4504,3.8395,28,0.5142,1.2785,0.1156,3.2553
5,156,0.6415,49.2445,8.2398,32,3.5246,1.2573,0.0919,6.1143
5,144,0.5085,13.6354,10.9386,35,14.9304,1.2964,0.1377,1.6155
5,163,0.5801,113.1932,26.166,34,9.2275,1.2344,0.1195,8.5861
5,168,0.4897,152.1205,34.2608,35,14.9304,1.2969,0.1243,7.8176
5,152,0.2358,34.1256,17.1793,34,9.2275,1.3048,0.0787,3.0496
5,147,0.3158,21.6197,1.8535,29,0.832,1.2135,0.1113,3.216
5,140,0.3028,10.0124,5.0083,33,5.7029,1.2385,0.0755,0.8563
5,161,0.9669,78.631,1.0693,26,0.1964,1.2427,0.0888,7.152
5,145,0.371,13.8011,0.9113,27,0.3178,1.2729,0.1039,1.6155
5,156,0.283,80.7837,7.9427,32,3.5246,1.2323,0.1209,7.8962
5,153,1.093,30.5743,8.9842,32,3.5246,1.3167,0.2695,3.216
5,135,0.2907,4.0644,1.9606,30,1.3463,1.2865,0.0916,0.5235
5,141,0.2814,6.0139,0.7675,27,0.3178,1.3083,0.0854,0.8078
5,158,0.6275,59.0524,21.4933,34,9.2275,1.2979,0.159,5.8057
5,145,0.4295,12.9008,0.3076,26,0.1964,1.2615,0.1019,3.5881
5,164,0.8028,115.8829,37.2298,35,14.9304,1.2615,0.0985,7.9205
5,137,0.3344,6.1173,5.1587,34,9.2275,1.274,0.1113,0.7049
5,161,1.2137,61.9672,0.7606,26,0.1964,1.249,0.0772,6.4078
5,142,0.4909,9.0756,1.5384,29,0.832,1.249,0.1164,3.2796
5,146,0.5063,17.6336,7.1815,32,3.5246,1.3042,0.1239,1.8455
5,143,0.4014,6.0912,0.3523,25,0.1214,1.2594,0.1251,3.3189
5,146,0.6274,11.7868,0.3742,25,0.1214,1.2146,0.1628,1.1406
5,155,1.7061,38.4697,13.0896,33,5.7029,1.3133,0.329,3.3189
5,153,0.8036,62.846,23.4937,34,9.2275,1.2667,0.1161,6.3292
5,144,0.4906,13.6517,2.0718,28,0.5142,1.2438,0.1195,0.9106
5,146,0.7782,27.5504,13.3578,34,9.2275,1.3126,0.1851,2.3297
5,147,0.9297,13.5551,1.3519,28,0.5142,1.2302,0.2962,3.5489
5,150,0.3765,31.7088,16.3365,34,9.2275,1.2927,0.1133,2.8832
5,153,0.3127,27.5855,1.9981,28,0.5142,1.2302,0.1163,4.523
5,146,0.6169,16.1044,0.5386,26,0.1964,1.2594,0.1784,2.0997
5,140,0.9016,5.7021,0.8989,27,0.3178,1.2688,0.1844,1.0377
5,149,0.3127,20.6839,0.1976,25,0.1214,1.2552,0.0887,2.9468
5,139,0.3116,7.8856,3.2938,30,1.3463,1.249,0.0984,0.832
5,156,0.5654,38.0822,2.9399,29,0.832,1.2573,0.0893,5.0373
5,151,0.3982,36.2976,19.0268,35,14.9304,1.325,0.1113,3.1132
5,151,0.9808,26.4966,8.7348,32,3.5246,1.2034,0.1834,2.4476
5,163,0.7918,83.3432,2.5242,29,0.832,1.2583,0.1711,7.2156
5,152,0.6043,33.9915,14.0806,34,9.2275,1.2802,0.1327,2.7561
5,143,0.2648,8.1238,1.3618,28,0.5142,1.2448,0.1004,1.5127
5,150,0.4555,23.7255,3.7837,30,1.3463,1.2448,0.1164,2.5897
5,150,0.409,29.447,9.0908,32,3.5246,1.2302,0.0914,3.3582
5,134,0.3602,2.7083,1.0883,29,0.832,1.2604,0.1136,0.3085
5,148,0.5525,16.2393,2.697,29,0.832,1.2375,0.1539,2.0362
5,147,0.3165,14.3347,2.8067,30,1.3463,1.2438,0.1266,2.5504
5,148,0.4742,24.113,14.2832,34,9.2275,1.3032,0.1274,3.5489
5,149,0.308,18.0292,0.3935,25,0.1214,1.2583,0.091,2.8197
5,148,0.2435,19.1838,10.0413,35,14.9304,1.2552,0.0903,1.4734
5,145,0.432,12.5038,4.2857,31,2.1783,1.2861,0.0943,3.4853
5,143,0.5878,11.2638,2.5402,29,0.832,1.2344,0.1762,0.8078
5,144,0.2273,14.9058,0.5172,26,0.1964,1.201,0.0734,3.8031
5,156,0.4522,41.6132,17.8436,34,9.2275,1.2687,0.1633,5.1401
5,150,0.2589,38.1325,15.5429,35,14.9304,1.2688,0.1034,2.6775
5,146,0.2759,20.2478,10.9767,33,5.7029,1.2969,0.1013,2.5354
5,148,0.5078,15.9522,1.5184,28,0.5142,1.2156,0.1542,3.0496
5,149,0.2852,20.7689,5.497,32,3.5246,1.299,0.1011,2.9225
5,143,0.6729,9.0652,2.8576,30,1.3463,1.2875,0.2447,0.847
5,148,0.5726,20.8975,7.4934,32,3.5246,1.2302,0.1549,2.8982
5,143,0.346,10.93,1.4054,28,0.5142,1.2416,0.1021,0.9349
5,142,0.1924,9.2004,0.8578,25,0.1214,1.2302,0.0766,1.1649
5,140,0.898,4.9998,1.3314,29,0.832,1.2635,0.2255,0.6414
5,144,0.9278,5.5474,0.5293,26,0.1964,1.2792,0.1821,1.552
5,153,0.9899,56.283,24.3042,35,14.9304,1.3125,0.2513,5.1644
5,156,0.882,42.3071,14.948,34,9.2275,1.2917,0.0908,3.1525
5,150,0.6412,17.2292,1.0461,28,0.5142,1.2594,0.2095,1.7819
5,145,0.2398,13.5229,2.8079,30,1.3463,1.2917,0.0856,2.5111
5,154,0.6362,52.0278,3.8192,30,1.3463,1.2583,0.0902,6.06
5,154,1.1451,28.488,4.3964,30,1.3463,1.2552,0.2201,3.6274
5,147,1.4927,7.3338,0.737,27,0.3178,1.2302,0.4934,1.3463
5,144,0.3844,15.0005,6.8727,32,3.5246,1.3297,0.1119,1.6398
5,134,0.3345,2.854,0.5354,25,0.1214,1.2816,0.0944,0.3178
5,165,1.178,92.1646,2.2976,28,0.5142,1.2792,0.4071,7.382
5,150,0.3502,19.278,0.4918,25,0.1214,1.3229,0.101,2.3204
5,141,0.6707,5.5952,0.7308,27,0.3178,1.3344,0.1799,1.4248
5,137,0.4645,4.5928,2.1808,31,2.1783,1.2979,0.1663,0.5142
5,149,0.4496,18.25,2.7975,29,0.832,1.2719,0.1799,2.6775
5,146,0.5169,16.9798,5.7533,32,3.5246,1.3083,0.1177,1.2677
5,157,0.6906,78.2179,23.11,34,9.2275,1.243,0.1819,6.1385
5,147,0.445,15.6888,2.3405,28,0.5142,1.2063,0.1121,2.4718
5,151,0.8374,27.6986,1.8638,28,0.5142,1.2906,0.1322,4.4352
5,142,0.3729,10.4501,4.8994,33,5.7029,1.2271,0.0979,0.9106
5,143,0.3272,12.0417,4.3884,31,2.1783,1.2063,0.1007,2.2812
5,146,0.2077,17.7828,3.2271,30,1.3463,1.2146,0.0885,3.8574
5,166,1.4057,106.5611,0.8738,28,0.5142,1.2896,0.1759,7.5484
5,150,0.3193,38.5152,16.2023,35,14.9304,1.2833,0.12,4.6259
5,142,0.4348,7.0533,0.6007,26,0.1964,1.2729,0.1365,0.8713
5,141,0.6384,9.7331,6.4555,35,14.9304,1.2854,0.1465,0.8863
5,164,0.5072,89.1756,12.5869,32,3.5246,1.2302,0.123,7.2791
5,151,0.2967,28.3625,15.7149,34,9.2275,1.298,0.0893,3.8574
5,158,0.4986,49.9386,14.6025,35,14.9304,1.2844,0.0918,5.6393
5,151,0.4013,46.5291,1.3096,28,0.5142,1.2886,0.1028,6.2264
5,143,0.2585,9.7984,2.8762,30,1.3463,1.3146,0.0947,3.3039
5,148,0.6278,16.7251,0.7789,25,0.1214,1.2594,0.1206,2.8439
5,143,0.947,12.305,1.0357,25,0.1214,1.2594,0.2337,1.1013
5,142,0.5549,10.5416,9.0053,35,14.9304,1.2833,0.1881,1.1649
5,138,0.3818,10.7017,9.2339,34,9.2275,1.2542,0.1475,1.3463
5,147,0.2967,12.0903,1.1784,27,0.3178,1.2292,0.1184,1.8062
5,158,0.3027,42.341,5.9784,30,1.3463,1.2583,0.129,4.998
5,141,0.3683,10.7259,2.8023,30,1.3463,1.201,0.0922,1.2677
5,150,0.4284,32.8352,16.4355,34,9.2275,1.3104,0.1529,2.9618
5,138,0.3762,5.837,0.9409,27,0.3178,1.258,0.0846,0.9106
5,150,0.4418,46.7682,19.6105,34,9.2275,1.274,0.112,4.8801
5,150,0.5599,23.8941,0.6393,27,0.3178,1.2011,0.198,2.6925
5,142,0.2436,12.698,1.2797,28,0.5142,1.2594,0.0704,1.5612
5,159,0.2651,50.9204,14.7477,33,5.7029,1.2844,0.1041,5.1008
5,154,0.2711,96.719,27.2742,34,9.2275,1.201,0.0957,7.8662
5,157,0.282,45.9268,1.227,27,0.3178,1.275,0.082,4.4595
5,152,0.4672,26.2004,0.8636,25,0.1214,1.2761,0.1117,3.461
5,136,0.2756,13.7078,13.1607,34,9.2275,1.2385,0.1015,1.9819
5,148,0.3708,57.67,19.6769,34,9.2275,1.2333,0.1314,6.1235
5,156,0.3052,37.9535,2.3072,29,0.832,1.2625,0.0813,4.0238
5,152,0.4004,22.4085,1.279,27,0.3178,1.2438,0.0853,4.1266
5,146,0.5614,17.0863,5.8989,31,2.1783,1.2739,0.1278,1.6398
5,146,0.522,20.1495,10.1196,33,5.7029,1.2445,0.1118,1.8455
5,150,0.345,26.9798,3.9269,30,1.3463,1.2448,0.1056,3.3824
5,143,0.4209,10.7983,3.2196,30,1.3463,1.3281,0.0903,1.1799
5,157,0.3963,58.0002,7.2308,31,2.1783,1.2594,0.1774,6.2657
5,162,0.6755,64.3519,12.3603,32,3.5246,1.3208,0.1532,5.8057
5,142,0.2435,17.6645,9.8129,33,5.7029,1.2917,0.0925,3.5096
5,167,0.2676,109.0983,5.5434,30,1.3463,1.2767,0.0904,8.2533
5,165,0.6883,96.4778,10.3269,31,2.1783,1.2188,0.1942,7.984
5,138,0.4499,4.0613,0.3514,26,0.1964,1.2969,0.1123,0.7535
5,155,0.2938,49.2723,5.423,30,1.3463,1.2771,0.0949,5.7272
5,158,0.512,45.4928,9.0654,31,2.1783,1.2849,0.1413,3.691
5,145,0.5953,10.6689,0.326,25,0.1214,1.2771,0.0815,3.446
5,152,0.9017,31.2877,1.1628,26,0.1964,1.2479,0.1225,3.6124
5,148,0.2381,16.1067,2.466,29,0.832,1.2771,0.0844,3.7153
5,151,0.8087,36.9609,1.9915,28,0.5142,1.2625,0.3241,3.5096
5,163,0.6589,75.4802,2.9142,28,0.5142,1.2937,0.1347,7.2791
5,146,0.8261,34.095,7.1424,32,3.5246,1.2917,0.1865,3.8088
5,153,0.3062,36.0632,0.4,25,0.1214,1.3208,0.1086,5.2037
5,141,1.01,9.2389,3.5317,31,2.1783,1.3427,0.2076,0.8956
5,156,0.3022,48.0945,10.1111,32,3.5246,1.3938,0.1242,7.2398
5,134,0.2161,5.7938,3.5675,31,2.1783,1.3115,0.0661,0.8413
5,149,0.5108,27.0018,12.2668,34,9.2275,1.3188,0.1404,2.4083
5,156,0.7843,50.3439,10.5879,32,3.5246,1.3021,0.145,3.3189
5,145,0.3971,12.27,1.6706,29,0.832,1.3031,0.1032,1.7819
5,152,0.4854,23.1161,4.5519,30,1.3463,1.3015,0.0957,3.921
5,144,0.5379,11.9906,6.3358,33,5.7029,1.2906,0.1368,1.1406
5,157,0.8107,42.5274,5.3626,30,1.3463,1.3052,0.1067,3.9602
5,141,0.2792,7.3635,1.8051,29,0.832,1.2917,0.0826,1.537
5,142,0.4916,8.0886,0.7008,28,0.5142,1.2673,0.1068,1.0377
5,148,0.288,20.3463,10.0253,34,9.2275,1.2927,0.082,3.6667
5,152,0.2905,24.0688,4.1787,31,2.1783,1.3063,0.0831,4.1659
5,149,0.5475,13.9789,0.4177,25,0.1214,1.2812,0.1291,3.7303
5,152,0.2925,46.2387,26.1181,35,14.9304,1.2531,0.0997,4.4595
5,151,0.5965,32.485,13.9795,35,14.9304,1.2552,0.1165,2.5747
5,147,0.2981,19.8624,0.4576,26,0.1964,1.2865,0.0725,1.9241
5,148,0.393,19.0752,5.914,30,1.3463,1.2292,0.1066,2.8439
5,153,0.644,22.2454,0.8495,27,0.3178,1.2344,0.1614,2.5504
5,151,0.3697,47.4816,1.2082,28,0.5142,1.2438,0.1027,6.2171
5,137,0.201,5.9068,2.3809,30,1.3463,1.2302,0.0729,0.4992
5,132,0.2915,1.4646,0.4957,27,0.3178,1.2869,0.1077,0.2693
5,137,0.3302,4.4642,1.2142,29,0.832,1.3385,0.1109,1.9969
5,138,0.3502,10.3313,8.3525,33,5.7029,1.291,0.1345,1.3463
5,160,0.4198,71.9787,5.4533,30,1.3463,1.2781,0.0913,7.0099
5,159,1.697,50.4071,8.9618,32,3.5246,1.2302,0.2201,4.2931
5,163,0.7383,87.6517,16.5764,33,5.7029,1.2521,0.0985,7.6512
5,149,0.8526,25.1232,10.7428,33,5.7029,1.2771,0.2012,2.1783
5,145,0.2236,15.5947,6.5088,32,3.5246,1.3167,0.0878,2.369
5,144,0.6446,15.2908,5.8156,31,2.1783,1.3354,0.1956,1.6005
5,151,0.6204,45.7545,0.4289,25,0.1214,1.2563,0.1025,6.1778
5,153,0.4768,40.2706,1.3708,27,0.3178,1.2833,0.1292,5.6243
5,159,0.2292,55.8917,1.9833,28,0.5142,1.2594,0.084,4.2295
5,152,0.7582,45.3975,20.3981,35,14.9304,1.3115,0.1163,3.7938
5,152,0.2593,47.8794,27.1059,35,14.9304,1.2052,0.0789,4.6894
5,150,0.3989,23.1589,1.6271,28,0.5142,1.2438,0.1118,3.2553
5,154,0.4265,27.5759,0.574,26,0.1964,1.2302,0.0787,6.3685
5,162,0.8198,101.0488,17.7235,33,5.7029,1.2667,0.1357,8.1504
5,147,0.4942,20.7401,5.6122,30,1.3463,1.3021,0.1352,1.4977
5,167,0.417,140.3008,28.055,34,9.2275,1.2552,0.0568,8.7918
5,153,0.3158,32.2173,7.6004,31,2.1783,1.201,0.119,2.614
5,150,0.5039,33.9699,17.8549,35,14.9304,1.3314,0.1593,3.5003
