Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Task start times,Task operations (FLOPs)
6,196,0.7117,94.845,2.112,30,1.3463,1.4333,"[0.0002, 0.0208, 0.0921, 0.1837, 0.2959, 0.438]","[5.7029, 2.1783, 3.5246, 3.5246, 14.9304, 5.7029]"
6,184,1.1547,36.1351,20.8322,35,14.9304,1.6003,"[0.0003, 0.0429, 0.1953, 0.3122, 0.5306, 0.6475]","[2.1783, 0.5142, 2.1783, 14.9304, 2.1783, 0.5142]"
6,187,0.5322,47.7316,0.75,27,0.3178,1.5585,"[0.0002, 0.039, 0.0544, 0.0901, 0.2122, 0.2784]","[0.1214, 14.9304, 3.5246, 14.9304, 1.3463, 1.3463]"
6,189,0.6098,77.8608,28.0613,35,14.9304,1.4875,"[0.0003, 0.0461, 0.1325, 0.1937, 0.2548, 0.3614]","[3.5246, 14.9304, 5.7029, 0.832, 0.5142, 3.5246]"
6,168,0.3634,7.078,1.1501,28,0.5142,1.4022,"[0.0003, 0.0387, 0.098, 0.155, 0.2416, 0.2781]","[0.1964, 0.5142, 0.1964, 14.9304, 0.3178, 0.1964]"
6,175,0.8326,17.5451,1.2135,28,0.5142,1.4129,"[0.0003, 0.0327, 0.2465, 0.4198, 0.6552, 0.7121]","[1.3463, 0.5142, 0.1964, 0.1214, 3.5246, 9.2275]"
6,179,0.5795,37.7899,15.9337,34,9.2275,1.3841,"[0.0003, 0.0432, 0.0992, 0.2671, 0.355, 0.5265]","[0.5142, 2.1783, 0.1214, 1.3463, 9.2275, 2.1783]"
6,183,0.5626,38.0093,15.387,34,9.2275,1.5424,"[0.0002, 0.0292, 0.1157, 0.192, 0.2478, 0.39]","[3.5246, 2.1783, 0.3178, 14.9304, 1.3463, 0.5142]"
6,166,0.4166,7.7741,1.2214,27,0.3178,1.4951,"[0.0001, 0.0414, 0.1423, 0.1836, 0.2944, 0.3363]","[14.9304, 0.1214, 0.1214, 0.1214, 0.5142, 0.5142]"
6,187,0.4636,69.7083,4.0265,29,0.832,1.4506,"[0.0003, 0.0388, 0.0745, 0.1557, 0.2778, 0.3071]","[5.7029, 14.9304, 0.5142, 0.1214, 5.7029, 5.7029]"
6,165,0.5167,6.3438,2.3201,30,1.3463,1.3303,"[0.0003, 0.0405, 0.0786, 0.1193, 0.2691, 0.3937]","[0.3178, 0.3178, 0.1214, 3.5246, 0.5142, 0.1964]"
6,184,0.5394,34.9618,9.8374,32,3.5246,1.4924,"[0.0003, 0.0416, 0.0774, 0.1232, 0.2097, 0.3619]","[9.2275, 1.3463, 1.3463, 9.2275, 0.5142, 0.5142]"
6,170,0.6293,13.6787,6.612,34,9.2275,1.4765,"[0.0002, 0.0411, 0.0971, 0.1531, 0.2396, 0.4158]","[2.1783, 0.3178, 5.7029, 0.1214, 0.832, 0.1214]"
6,195,0.7927,94.1161,28.1676,35,14.9304,1.6416,"[0.0002, 0.0402, 0.1521, 0.2183, 0.31, 0.4929]","[14.9304, 1.3463, 5.7029, 0.832, 14.9304, 5.7029]"
6,176,0.4586,18.616,5.5468,31,2.1783,1.5325,"[0.0003, 0.0299, 0.0656, 0.1774, 0.2689, 0.3451]","[0.832, 0.1214, 9.2275, 0.832, 2.1783, 0.5142]"
6,186,0.4082,70.8586,7.6831,30,1.3463,1.2987,"[0.0002, 0.0326, 0.109, 0.2006, 0.2661, 0.3219]","[9.2275, 14.9304, 5.7029, 1.3463, 0.1214, 0.832]"
6,189,0.7791,58.7387,2.1247,26,0.1964,1.3073,"[0.0003, 0.0389, 0.1041, 0.16, 0.2464, 0.536]","[2.1783, 1.3463, 9.2275, 14.9304, 2.1783, 0.5142]"
6,170,0.5616,15.7992,10.9306,34,9.2275,1.4815,"[0.0002, 0.0196, 0.101, 0.1519, 0.218, 0.3042]","[9.2275, 0.3178, 0.832, 0.1964, 0.5142, 0.1964]"
6,185,0.607,51.262,9.6003,33,5.7029,1.4683,"[0.0003, 0.0429, 0.0836, 0.2083, 0.3762, 0.4222]","[2.1783, 2.1783, 9.2275, 0.1964, 0.832, 9.2275]"
6,177,0.468,35.697,12.2176,33,5.7029,1.4139,"[0.0003, 0.0492, 0.1052, 0.2017, 0.2499, 0.3009]","[0.5142, 2.1783, 14.9304, 0.1214, 5.7029, 0.1214]"
6,195,0.5544,104.9396,18.5492,33,5.7029,1.4391,"[0.0002, 0.0265, 0.0621, 0.1434, 0.2096, 0.3517]","[2.1783, 3.5246, 14.9304, 14.9304, 0.5142, 9.2275]"
6,182,0.8038,28.7097,0.937,26,0.1964,1.4274,"[0.0002, 0.0449, 0.1261, 0.3152, 0.3869, 0.6411]","[5.7029, 0.1214, 2.1783, 5.7029, 0.5142, 3.5246]"
6,185,0.6897,56.8562,2.0079,26,0.1964,1.5191,"[0.0002, 0.0296, 0.1056, 0.2734, 0.3346, 0.573]","[0.5142, 14.9304, 1.3463, 2.1783, 14.9304, 0.1964]"
6,189,0.3944,60.5389,0.3108,25,0.1214,1.6543,"[0.0003, 0.0188, 0.0646, 0.1661, 0.217, 0.2831]","[5.7029, 9.2275, 3.5246, 0.1214, 1.3463, 14.9304]"
6,177,0.4247,37.5235,5.7386,31,2.1783,1.4699,"[0.0003, 0.0267, 0.0725, 0.1641, 0.2151, 0.2367]","[0.5142, 0.1214, 9.2275, 0.832, 14.9304, 0.1964]"
6,174,0.5643,14.9693,1.6803,28,0.5142,1.5032,"[0.0002, 0.019, 0.0494, 0.08, 0.3585, 0.4399]","[3.5246, 0.1214, 14.9304, 0.1964, 0.5142, 0.5142]"
6,184,0.3518,43.5858,8.3778,31,2.1783,1.4474,"[0.0002, 0.0243, 0.0802, 0.187, 0.2241, 0.2698]","[2.1783, 0.1214, 5.7029, 0.5142, 14.9304, 3.5246]"
6,180,0.6481,41.3764,10.5466,32,3.5246,1.5654,"[0.0003, 0.0233, 0.059, 0.1098, 0.272, 0.4861]","[5.7029, 14.9304, 0.3178, 0.5142, 3.5246, 0.1214]"
6,172,0.4848,16.6477,9.4824,33,5.7029,1.4468,"[0.0003, 0.0321, 0.1084, 0.1593, 0.2204, 0.4027]","[0.832, 0.1964, 1.3463, 0.1214, 0.5142, 9.2275]"
6,179,0.4349,42.4346,23.0538,35,14.9304,1.6251,"[0.0002, 0.0389, 0.0846, 0.1354, 0.2218, 0.2894]","[14.9304, 5.7029, 0.3178, 1.3463, 0.1214, 0.832]"
6,193,0.9254,77.5368,4.8342,30,1.3463,1.5091,"[0.0003, 0.0412, 0.0845, 0.1557, 0.2882, 0.9087]","[2.1783, 1.3463, 2.1783, 5.7029, 14.9304, 5.7029]"
6,190,0.8302,91.5306,24.2875,34,9.2275,1.6177,"[0.0003, 0.0286, 0.0896, 0.283, 0.5355, 0.6069]","[5.7029, 0.1214, 3.5246, 3.5246, 5.7029, 14.9304]"
6,179,0.422,34.3106,0.9746,27,0.3178,1.4268,"[0.0002, 0.049, 0.105, 0.1272, 0.2799, 0.3359]","[14.9304, 0.5142, 0.1964, 0.3178, 9.2275, 0.832]"
6,171,0.6615,10.3889,0.8546,26,0.1964,1.4787,"[0.0002, 0.0323, 0.0819, 0.1228, 0.2569, 0.5958]","[0.1964, 0.3178, 0.1964, 1.3463, 3.5246, 1.3463]"
6,185,0.6685,33.9601,0.2155,25,0.1214,1.4989,"[0.0003, 0.0275, 0.0733, 0.226, 0.4856, 0.5315]","[9.2275, 1.3463, 1.3463, 3.5246, 0.832, 1.3463]"
6,175,0.5416,11.2045,1.2114,28,0.5142,1.5357,"[0.0003, 0.0287, 0.0715, 0.1408, 0.2323, 0.3034]","[0.832, 0.1214, 0.832, 5.7029, 3.5246, 0.3178]"
6,187,0.8044,56.3501,16.4929,33,5.7029,1.3856,"[0.0002, 0.0442, 0.095, 0.1357, 0.3473, 0.6067]","[0.5142, 5.7029, 1.3463, 3.5246, 14.9304, 0.832]"
6,170,0.3501,8.8875,0.8933,27,0.3178,1.4063,"[0.0003, 0.0331, 0.0808, 0.1418, 0.2102, 0.283]","[0.1964, 5.7029, 1.3463, 0.1214, 0.5142, 0.5142]"
6,199,0.4755,197.1083,3.7586,28,0.5142,1.5275,"[0.0003, 0.0332, 0.0993, 0.1705, 0.2316, 0.2534]","[14.9304, 14.9304, 9.2275, 9.2275, 0.1964, 14.9304]"
6,192,0.4737,74.7413,3.6855,29,0.832,1.4217,"[0.0003, 0.0217, 0.0624, 0.1234, 0.2454, 0.347]","[1.3463, 5.7029, 9.2275, 1.3463, 5.7029, 3.5246]"
6,191,1.0294,86.7606,21.5969,34,9.2275,1.3846,"[0.0003, 0.028, 0.061, 0.122, 0.2136, 0.6592]","[2.1783, 2.1783, 9.2275, 9.2275, 9.2275, 0.3178]"
6,174,0.916,21.4987,10.3595,34,9.2275,1.5759,"[0.0003, 0.0307, 0.0867, 0.1579, 0.3512, 0.4579]","[0.832, 1.3463, 5.7029, 0.5142, 0.1214, 0.832]"
6,186,0.8015,54.1464,1.9026,28,0.5142,1.5599,"[0.0003, 0.0333, 0.074, 0.2622, 0.2877, 0.4963]","[9.2275, 14.9304, 0.3178, 0.832, 3.5246, 0.832]"
6,189,0.4186,70.9558,12.4902,32,3.5246,1.4406,"[0.0003, 0.0323, 0.0781, 0.2052, 0.2663, 0.3376]","[0.832, 9.2275, 2.1783, 5.7029, 0.5142, 9.2275]"
6,191,0.441,79.7821,23.3641,34,9.2275,1.4403,"[0.0004, 0.0345, 0.0651, 0.1872, 0.3244, 0.4005]","[14.9304, 3.5246, 0.832, 9.2275, 2.1783, 1.3463]"
6,186,0.7236,54.3854,9.0738,32,3.5246,1.5243,"[0.0003, 0.0171, 0.0985, 0.1443, 0.3222, 0.5206]","[0.832, 9.2275, 2.1783, 1.3463, 0.3178, 14.9304]"
6,178,0.5264,37.8511,6.3791,32,3.5246,1.4926,"[0.0003, 0.042, 0.0878, 0.1488, 0.1755, 0.4197]","[0.832, 14.9304, 0.1964, 0.3178, 0.3178, 9.2275]"
6,170,0.4118,9.8921,1.9148,29,0.832,1.5484,"[0.0003, 0.0224, 0.0885, 0.1852, 0.2786, 0.3866]","[14.9304, 0.1964, 0.1214, 0.5142, 0.832, 0.3178]"
6,184,0.8978,49.6883,0.5194,25,0.1214,1.5387,"[0.0001, 0.0323, 0.0678, 0.1397, 0.206, 0.7603]","[5.7029, 9.2275, 14.9304, 0.1964, 0.3178, 0.832]"
6,170,0.379,9.2405,1.9486,30,1.3463,1.4761,"[0.0003, 0.033, 0.0787, 0.1194, 0.3152, 0.3616]","[1.3463, 0.1964, 0.1214, 5.7029, 0.3178, 0.832]"
6,169,0.3793,7.4845,1.4779,28,0.5142,1.4643,"[0.0003, 0.0365, 0.0776, 0.1451, 0.2465, 0.3183]","[0.1214, 0.3178, 0.1964, 9.2275, 0.832, 0.5142]"
6,170,0.4213,10.1349,7.1357,35,14.9304,1.4655,"[0.0003, 0.0321, 0.0729, 0.1465, 0.2686, 0.3257]","[0.1964, 0.832, 1.3463, 0.1964, 2.1783, 0.5142]"
6,185,0.5963,55.6351,7.4192,32,3.5246,1.4557,"[0.0003, 0.0401, 0.1266, 0.1622, 0.2944, 0.32]","[9.2275, 14.9304, 0.5142, 0.832, 9.2275, 0.1214]"
6,194,0.4286,89.6012,2.6069,28,0.5142,1.56,"[0.0002, 0.0273, 0.1187, 0.1594, 0.1748, 0.3473]","[2.1783, 14.9304, 0.832, 2.1783, 14.9304, 5.7029]"
6,164,0.4804,12.8864,8.3188,33,5.7029,1.5276,"[0.0002, 0.0433, 0.0839, 0.1499, 0.3143, 0.4077]","[0.3178, 14.9304, 0.1964, 0.1214, 0.1964, 0.1214]"
6,172,0.4044,9.1316,0.3983,28,0.5142,1.5534,"[0.0004, 0.0446, 0.0954, 0.1311, 0.3129, 0.3547]","[9.2275, 0.1964, 0.3178, 0.1214, 1.3463, 1.3463]"
6,187,0.7183,48.174,10.6092,32,3.5246,1.5267,"[0.0003, 0.0375, 0.1137, 0.1749, 0.2768, 0.3627]","[14.9304, 0.5142, 1.3463, 3.5246, 14.9304, 0.3178]"
6,187,0.4839,64.3663,13.9943,32,3.5246,1.5831,"[0.0003, 0.0386, 0.0844, 0.1276, 0.1954, 0.2886]","[0.1964, 1.3463, 3.5246, 9.2275, 5.7029, 3.5246]"
6,163,0.4453,7.4443,5.1299,34,9.2275,1.6074,"[0.0003, 0.0238, 0.0646, 0.1053, 0.1817, 0.2771]","[0.5142, 0.5142, 2.1783, 0.1214, 0.1214, 0.1964]"
6,172,0.348,11.9398,1.2074,27,0.3178,1.4056,"[0.0003, 0.0436, 0.1046, 0.1861, 0.2371, 0.2791]","[0.3178, 0.1964, 2.1783, 0.832, 9.2275, 0.1214]"
6,180,1.1489,32.0334,10.8398,33,5.7029,1.5533,"[0.0003, 0.0405, 0.0576, 0.1644, 0.2256, 0.5559]","[5.7029, 0.1964, 2.1783, 0.832, 5.7029, 0.5142]"
6,169,0.4252,9.7508,0.5135,25,0.1214,1.553,"[0.0003, 0.0312, 0.0618, 0.0974, 0.1641, 0.2916]","[9.2275, 0.1964, 0.1214, 1.3463, 0.5142, 0.1964]"
6,205,0.9311,186.2826,0.9742,26,0.1964,1.5116,"[0.0003, 0.0297, 0.0806, 0.162, 0.2028, 0.3959]","[5.7029, 9.2275, 14.9304, 14.9304, 9.2275, 9.2275]"
6,172,0.5185,14.2929,0.8936,26,0.1964,1.3169,"[0.0003, 0.0358, 0.1121, 0.1832, 0.3054, 0.3563]","[1.3463, 2.1783, 0.5142, 0.1964, 0.832, 0.5142]"
6,172,0.5345,16.4667,4.4827,31,2.1783,1.3668,"[0.0003, 0.0192, 0.0421, 0.1843, 0.2454, 0.3774]","[1.3463, 3.5246, 0.3178, 0.5142, 0.5142, 0.3178]"
6,185,0.6005,42.1871,0.7533,25,0.1214,1.3703,"[0.0003, 0.0239, 0.0799, 0.1713, 0.3544, 0.4155]","[5.7029, 0.5142, 3.5246, 0.5142, 14.9304, 0.832]"
6,182,0.264,39.6196,3.7553,31,2.1783,1.469,"[0.0003, 0.0269, 0.0685, 0.1042, 0.1501, 0.2379]","[14.9304, 0.5142, 0.5142, 9.2275, 1.3463, 0.3178]"
6,185,0.4459,60.1185,26.277,35,14.9304,1.5057,"[0.0002, 0.0403, 0.1368, 0.2079, 0.308, 0.4102]","[0.3178, 5.7029, 14.9304, 5.7029, 0.1214, 3.5246]"
6,190,0.881,56.9717,0.5283,26,0.1964,1.6126,"[0.0002, 0.0129, 0.0584, 0.1854, 0.4039, 0.4901]","[5.7029, 0.832, 9.2275, 9.2275, 0.3178, 5.7029]"
6,185,0.5288,58.2337,4.135,30,1.3463,1.5539,"[0.0002, 0.0247, 0.0603, 0.1657, 0.279, 0.3967]","[5.7029, 0.5142, 0.1214, 5.7029, 9.2275, 3.5246]"
6,184,0.7071,37.6595,0.9263,27,0.3178,1.4608,"[0.0003, 0.0318, 0.0929, 0.159, 0.205, 0.5349]","[5.7029, 0.5142, 2.1783, 5.7029, 0.1964, 5.7029]"
6,191,0.606,64.0961,0.7796,28,0.5142,1.4385,"[0.0003, 0.0329, 0.104, 0.2708, 0.3471, 0.3757]","[9.2275, 14.9304, 2.1783, 2.1783, 0.5142, 3.5246]"
6,173,0.4549,23.3399,10.4558,35,14.9304,1.4328,"[0.0002, 0.0244, 0.0469, 0.1231, 0.2301, 0.3317]","[2.1783, 0.5142, 3.5246, 2.1783, 0.1964, 0.1214]"
6,185,0.5001,46.4999,15.7039,35,14.9304,1.5685,"[0.0003, 0.0482, 0.1042, 0.1652, 0.2364, 0.4041]","[0.832, 3.5246, 3.5246, 1.3463, 5.7029, 0.832]"
6,166,0.3398,7.2789,0.5414,26,0.1964,1.3677,"[0.0003, 0.0264, 0.0604, 0.1367, 0.2689, 0.2866]","[0.3178, 0.1964, 14.9304, 0.1214, 0.3178, 0.1964]"
6,163,0.3834,5.0999,2.2727,31,2.1783,1.4784,"[0.0003, 0.0396, 0.0753, 0.1211, 0.1872, 0.307]","[0.1214, 0.5142, 0.3178, 0.832, 0.1214, 0.832]"
6,189,0.6569,68.6003,5.0111,30,1.3463,1.5055,"[0.0003, 0.0355, 0.1015, 0.1676, 0.2555, 0.4871]","[14.9304, 3.5246, 0.1964, 1.3463, 5.7029, 5.7029]"
6,175,0.3955,17.614,0.4664,25,0.1214,1.5842,"[0.0003, 0.0238, 0.0899, 0.1632, 0.2725, 0.3391]","[0.3178, 0.1964, 2.1783, 9.2275, 0.1964, 2.1783]"
6,179,0.4914,29.742,8.2208,32,3.5246,1.506,"[0.0003, 0.0322, 0.1071, 0.1998, 0.2766, 0.3077]","[0.1964, 9.2275, 0.5142, 1.3463, 2.1783, 1.3463]"
6,192,0.8811,88.1983,30.4147,35,14.9304,1.4535,"[0.0003, 0.0398, 0.0907, 0.1924, 0.3957, 0.6399]","[2.1783, 9.2275, 2.1783, 14.9304, 14.9304, 0.1964]"
6,166,0.4584,8.1392,1.8685,30,1.3463,1.4699,"[0.0003, 0.0366, 0.0674, 0.2233, 0.3767, 0.4012]","[0.1214, 0.832, 3.5246, 0.832, 0.1214, 0.1964]"
6,182,0.6019,43.5501,3.0501,29,0.832,1.5671,"[0.0003, 0.0168, 0.0626, 0.159, 0.2915, 0.4798]","[0.1964, 5.7029, 9.2275, 0.5142, 0.3178, 9.2275]"
6,184,0.6833,54.5222,5.9906,31,2.1783,1.4631,"[0.0003, 0.036, 0.0717, 0.1044, 0.1554, 0.3433]","[2.1783, 14.9304, 3.5246, 9.2275, 0.3178, 0.1214]"
6,187,0.5698,77.4275,5.5513,32,3.5246,1.4939,"[0.0003, 0.0437, 0.0895, 0.1201, 0.3133, 0.4988]","[14.9304, 3.5246, 0.1964, 9.2275, 0.1214, 14.9304]"
6,176,0.4823,9.7021,0.4271,25,0.1214,1.4687,"[0.0003, 0.0453, 0.1216, 0.2282, 0.2792, 0.2996]","[0.5142, 0.3178, 9.2275, 1.3463, 0.832, 0.5142]"
6,174,0.4459,30.0844,2.6451,30,1.3463,1.3402,"[0.0003, 0.0363, 0.0822, 0.1138, 0.1495, 0.3203]","[9.2275, 0.1214, 0.1214, 9.2275, 1.3463, 0.1964]"
6,175,0.5219,36.2669,17.9759,34,9.2275,1.4583,"[0.0004, 0.0358, 0.0769, 0.1634, 0.3179, 0.4149]","[0.1214, 0.5142, 9.2275, 1.3463, 5.7029, 0.1214]"
6,185,0.7618,45.7806,1.7822,27,0.3178,1.4684,"[0.0003, 0.0302, 0.0912, 0.1776, 0.2286, 0.4981]","[5.7029, 0.832, 5.7029, 0.832, 14.9304, 0.1964]"
6,175,0.4252,18.7203,8.4557,33,5.7029,1.6037,"[0.0003, 0.0268, 0.0444, 0.1156, 0.1971, 0.3342]","[1.3463, 0.5142, 5.7029, 0.5142, 0.3178, 0.832]"
6,191,0.4313,90.9744,0.4583,26,0.1964,1.4308,"[0.0003, 0.0407, 0.0915, 0.1627, 0.249, 0.325]","[9.2275, 1.3463, 1.3463, 14.9304, 0.3178, 14.9304]"
6,183,0.5751,36.4266,5.8806,30,1.3463,1.4834,"[0.0003, 0.0373, 0.0784, 0.2239, 0.285, 0.5294]","[0.1214, 1.3463, 5.7029, 3.5246, 3.5246, 2.1783]"
6,192,1.1569,85.9422,29.6281,35,14.9304,1.3601,"[0.0003, 0.0337, 0.0999, 0.1457, 0.2018, 0.2982]","[2.1783, 1.3463, 3.5246, 9.2275, 1.3463, 14.9304]"
6,181,0.4338,37.3449,3.2713,29,0.832,1.6191,"[0.0002, 0.0253, 0.0457, 0.1386, 0.1845, 0.3879]","[1.3463, 9.2275, 0.1964, 9.2275, 0.832, 0.5142]"
6,177,0.2767,15.6222,0.7773,25,0.1214,1.3615,"[0.0003, 0.0416, 0.0772, 0.1188, 0.1749, 0.2213]","[0.1964, 0.5142, 3.5246, 1.3463, 0.832, 3.5246]"
6,178,0.3969,26.7181,5.7993,31,2.1783,1.5306,"[0.0003, 0.036, 0.0566, 0.1536, 0.1942, 0.3012]","[0.1214, 14.9304, 0.5142, 3.5246, 0.5142, 1.3463]"
6,183,1.0714,37.1191,2.6222,29,0.832,1.4738,"[0.0003, 0.0305, 0.1169, 0.1729, 0.3036, 0.4813]","[5.7029, 5.7029, 0.5142, 0.1964, 0.832, 9.2275]"
6,183,0.6912,52.2951,0.9978,27,0.3178,1.4701,"[0.0003, 0.0212, 0.0871, 0.1736, 0.4068, 0.6407]","[5.7029, 9.2275, 0.5142, 0.1214, 14.9304, 0.5142]"
6,167,0.3791,9.62,3.8516,31,2.1783,1.5746,"[0.0004, 0.0361, 0.0777, 0.1408, 0.2341, 0.3324]","[0.1214, 0.1964, 1.3463, 5.7029, 0.1964, 0.3178]"
6,176,0.5622,22.4983,1.2149,27,0.3178,1.4886,"[0.0002, 0.0372, 0.0681, 0.3125, 0.3688, 0.4249]","[0.1214, 0.5142, 0.3178, 0.832, 5.7029, 9.2275]"
6,168,0.3831,9.915,3.8271,31,2.1783,1.4421,"[0.0003, 0.0414, 0.0879, 0.1238, 0.1762, 0.3399]","[0.1964, 0.1214, 5.7029, 0.1964, 0.832, 0.832]"
6,173,0.5092,13.3934,1.3523,28,0.5142,1.423,"[0.0004, 0.0255, 0.0967, 0.2136, 0.2446, 0.3507]","[0.5142, 5.7029, 0.1964, 0.1964, 1.3463, 1.3463]"
6,187,0.696,51.6789,12.0591,32,3.5246,1.5378,"[0.0002, 0.0397, 0.0832, 0.106, 0.1773, 0.4165]","[3.5246, 9.2275, 2.1783, 1.3463, 9.2275, 0.1964]"
6,177,0.5642,17.8243,0.7247,25,0.1214,1.6123,"[0.0003, 0.0498, 0.1208, 0.2274, 0.3159, 0.3971]","[0.832, 5.7029, 2.1783, 0.3178, 0.1214, 3.5246]"
6,173,0.3483,19.2058,7.6317,32,3.5246,1.4616,"[0.0002, 0.0283, 0.0638, 0.1554, 0.2063, 0.2623]","[0.5142, 5.7029, 0.1214, 5.7029, 0.5142, 0.1964]"
6,183,0.4566,54.8859,6.3589,31,2.1783,1.5792,"[0.0003, 0.0296, 0.0552, 0.1009, 0.2587, 0.3702]","[0.832, 9.2275, 0.3178, 0.1964, 9.2275, 5.7029]"
6,184,0.4905,48.5281,18.2238,35,14.9304,1.5776,"[0.0003, 0.0185, 0.044, 0.105, 0.2628, 0.2821]","[3.5246, 9.2275, 1.3463, 0.3178, 0.3178, 9.2275]"
6,171,0.5126,16.9003,6.2544,34,9.2275,1.4042,"[0.0003, 0.0286, 0.11, 0.237, 0.3947, 0.4871]","[2.1783, 3.5246, 0.1214, 1.3463, 0.5142, 0.1214]"
6,169,0.3547,9.8218,1.9829,29,0.832,1.4926,"[0.0003, 0.0467, 0.0925, 0.1637, 0.2095, 0.2962]","[0.832, 0.1964, 0.1214, 0.5142, 14.9304, 0.1964]"
6,181,0.783,47.7013,14.3479,33,5.7029,1.4572,"[0.0002, 0.0409, 0.1172, 0.244, 0.3153, 0.6919]","[2.1783, 9.2275, 14.9304, 0.3178, 0.1214, 0.832]"
6,179,0.7421,23.3735,0.6342,25,0.1214,1.4519,"[0.0003, 0.0405, 0.0847, 0.1711, 0.2982, 0.4098]","[3.5246, 14.9304, 3.5246, 1.3463, 0.1214, 0.1214]"
6,200,0.6779,121.9595,0.3512,25,0.1214,1.4119,"[0.0003, 0.049, 0.0802, 0.1617, 0.2564, 0.3124]","[14.9304, 9.2275, 14.9304, 5.7029, 1.3463, 5.7029]"
6,182,0.8145,25.6646,0.1315,25,0.1214,1.4169,"[0.0003, 0.0339, 0.0803, 0.1514, 0.1742, 0.5862]","[0.832, 14.9304, 2.1783, 0.5142, 5.7029, 0.1964]"
6,174,0.5686,18.4274,1.2344,28,0.5142,1.6331,"[0.0003, 0.0391, 0.1056, 0.1974, 0.2939, 0.3298]","[0.1214, 5.7029, 0.5142, 5.7029, 0.3178, 0.5142]"
6,170,0.5381,13.6986,3.585,31,2.1783,1.5246,"[0.0003, 0.0233, 0.0615, 0.1123, 0.1772, 0.2677]","[0.832, 0.5142, 1.3463, 0.1214, 0.832, 0.832]"
6,176,0.4658,15.4558,0.2437,25,0.1214,1.475,"[0.0002, 0.0252, 0.0741, 0.2143, 0.3591, 0.4049]","[0.1214, 0.832, 5.7029, 0.1214, 9.2275, 1.3463]"
6,168,0.4165,7.4071,0.6778,27,0.3178,1.6275,"[0.0002, 0.0163, 0.0417, 0.0722, 0.1454, 0.3036]","[0.1964, 9.2275, 0.3178, 0.1214, 0.1214, 2.1783]"
