Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Task start times,Task operations (FLOPs)
10,285,1.8941,27.6102,1.7043,28,0.5142,1.2437,"[0.0004, 0.0362, 0.0877, 0.2683, 0.3396, 0.4794, 0.8504, 1.4337, 1.4704, 1.5011]","[0.1214, 0.832, 0.5142, 2.1783, 0.1214, 0.5142, 9.2275, 0.5142, 0.832, 0.5142]"
10,294,1.752,64.1905,1.6537,26,0.1964,1.2507,"[0.0004, 0.0285, 0.115, 0.2166, 0.5878, 0.8779, 0.9092, 1.01, 1.147, 1.6388]","[3.5246, 0.3178, 14.9304, 2.1783, 0.1964, 0.5142, 0.1964, 0.832, 0.1964, 9.2275]"
10,305,1.3562,104.2576,1.6772,26,0.1964,1.2438,"[0.0003, 0.0344, 0.126, 0.2023, 0.3244, 0.7506, 0.9105, 1.012, 1.1741, 1.289]","[2.1783, 5.7029, 3.5246, 0.3178, 9.2275, 5.7029, 2.1783, 1.3463, 0.1214, 0.832]"
10,297,1.8105,70.9261,0.9253,25,0.1214,1.2677,"[0.0014, 0.0369, 0.0928, 0.1137, 0.2306, 0.3424, 0.4541, 0.8719, 1.126, 1.3771]","[9.2275, 5.7029, 1.3463, 3.5246, 0.1964, 1.3463, 0.1964, 0.3178, 0.832, 1.3463]"
10,289,2.1437,54.1845,3.6883,29,0.832,1.2959,"[0.0003, 0.0375, 0.0683, 0.2449, 0.3121, 0.4196, 0.5931, 1.1882, 1.9173, 2.0193]","[0.1214, 1.3463, 1.3463, 0.5142, 9.2275, 9.2275, 0.1964, 0.832, 0.3178, 0.1964]"
10,292,1.5926,52.9388,1.5517,27,0.3178,1.2979,"[0.0004, 0.0241, 0.1208, 0.3597, 0.7387, 0.817, 0.9347, 1.3319, 1.378, 1.4456]","[2.1783, 3.5246, 0.1964, 0.1964, 2.1783, 0.832, 0.3178, 0.3178, 3.5246, 2.1783]"
10,299,1.3414,93.4905,17.1326,32,3.5246,1.2463,"[0.0003, 0.0354, 0.0672, 0.1659, 0.2251, 0.2562, 0.292, 0.3834, 0.7363, 0.9017]","[0.1214, 1.3463, 0.1214, 0.3178, 0.832, 1.3463, 5.7029, 5.7029, 14.9304, 3.5246]"
10,293,1.3399,78.2661,3.4324,29,0.832,1.2448,"[0.0003, 0.0506, 0.1167, 0.1561, 0.2301, 0.2768, 0.5431, 0.7071, 0.748, 1.2793]","[9.2275, 0.1214, 0.832, 0.832, 0.3178, 9.2275, 0.3178, 9.2275, 0.832, 0.1214]"
10,275,2.16,25.6237,6.6783,32,3.5246,1.3833,"[0.0003, 0.0369, 0.1944, 0.225, 0.3116, 0.4651, 0.5125, 0.619, 1.241, 1.6213]","[3.5246, 3.5246, 0.1214, 0.5142, 0.1964, 0.1964, 0.5142, 0.3178, 0.1964, 0.1214]"
10,292,1.0497,63.8964,1.0471,26,0.1964,1.2677,"[0.0003, 0.0452, 0.0662, 0.2628, 0.3169, 0.4948, 0.5507, 0.6573, 0.8212, 0.8925]","[2.1783, 0.1214, 0.3178, 3.5246, 0.3178, 0.3178, 9.2275, 9.2275, 0.1214, 1.3463]"
10,291,1.5263,48.0863,4.7085,29,0.832,1.2677,"[0.0003, 0.0474, 0.0933, 0.1493, 0.2003, 0.3628, 0.7287, 0.8294, 1.2367, 1.2654]","[1.3463, 9.2275, 0.5142, 0.1964, 0.5142, 0.1964, 2.1783, 0.832, 1.3463, 0.832]"
10,316,1.4185,225.1012,25.3142,32,3.5246,1.3125,"[0.0003, 0.0358, 0.0715, 0.1217, 0.1676, 0.3148, 0.3655, 0.5763, 0.7333, 0.8905]","[9.2275, 9.2275, 14.9304, 0.832, 2.1783, 0.5142, 5.7029, 5.7029, 0.5142, 2.1783]"
10,296,1.7108,62.0079,2.1241,28,0.5142,1.2594,"[0.0003, 0.0496, 0.0902, 0.2406, 0.2916, 0.409, 0.5464, 0.6025, 0.8474, 1.5132]","[0.1964, 5.7029, 14.9304, 1.3463, 0.5142, 0.832, 0.832, 0.1964, 5.7029, 0.3178]"
10,295,1.2476,49.6261,1.2056,26,0.1964,1.3323,"[0.0003, 0.0214, 0.0774, 0.4018, 0.4401, 0.5676, 0.6293, 0.8065, 1.0665, 1.1486]","[0.1964, 14.9304, 0.3178, 0.832, 1.3463, 1.3463, 0.1214, 0.832, 0.832, 14.9304]"
10,292,1.3282,45.5812,4.7574,29,0.832,1.2615,"[0.0003, 0.0442, 0.2118, 0.2684, 0.365, 0.5224, 0.5665, 0.6342, 0.9875, 1.1105]","[0.5142, 0.5142, 1.3463, 0.3178, 0.3178, 0.1964, 5.7029, 0.5142, 1.3463, 14.9304]"
10,290,0.6945,44.9085,0.0926,26,0.1964,1.3042,"[0.0004, 0.0425, 0.1594, 0.2255, 0.3527, 0.4659, 0.5223, 0.5832, 0.6083, 0.6438]","[9.2275, 0.5142, 0.5142, 0.1964, 9.2275, 0.1214, 0.1964, 1.3463, 1.3463, 0.832]"
10,292,1.3619,59.6132,11.5992,32,3.5246,1.2615,"[0.0003, 0.0221, 0.063, 0.1392, 0.2487, 0.3121, 0.5265, 0.8888, 1.0308, 1.1688]","[0.1964, 0.5142, 14.9304, 0.1214, 2.1783, 1.3463, 0.5142, 2.1783, 3.5246, 0.1964]"
10,310,1.6297,150.1049,3.482,27,0.3178,1.2854,"[0.0003, 0.049, 0.1151, 0.2474, 0.5621, 0.5912, 0.9329, 1.0218, 1.1733, 1.5807]","[1.3463, 0.5142, 0.3178, 0.1964, 3.5246, 5.7029, 9.2275, 9.2275, 5.7029, 5.7029]"
10,285,0.9307,63.5994,3.3278,29,0.832,1.2333,"[0.0003, 0.0316, 0.1232, 0.2698, 0.3425, 0.3994, 0.4298, 0.5432, 0.7295, 0.8337]","[14.9304, 0.1964, 0.1214, 0.5142, 0.1214, 5.7029, 0.1214, 0.832, 9.2275, 0.1214]"
10,319,2.1547,232.1753,11.5869,31,2.1783,1.2302,"[0.0003, 0.0467, 0.1331, 0.2551, 0.3925, 0.5901, 0.7777, 1.1124, 1.6117, 1.8965]","[14.9304, 9.2275, 14.9304, 9.2275, 0.1964, 0.5142, 3.5246, 3.5246, 3.5246, 2.1783]"
10,307,0.9806,157.3267,0.6539,25,0.1214,1.2477,"[0.0003, 0.0369, 0.0726, 0.164, 0.3014, 0.3341, 0.4418, 0.5149, 0.6603, 0.8793]","[0.5142, 9.2275, 0.1964, 14.9304, 1.3463, 0.1214, 9.2275, 1.3463, 14.9304, 1.3463]"
10,307,2.2713,103.984,11.4041,32,3.5246,1.2917,"[0.0003, 0.039, 0.095, 0.2271, 0.3799, 0.7509, 1.273, 1.4723, 1.6963, 2.1906]","[0.832, 0.832, 5.7029, 0.5142, 0.5142, 14.9304, 9.2275, 2.1783, 2.1783, 0.832]"
10,305,0.7128,90.9069,1.0155,26,0.1964,1.2594,"[0.0003, 0.025, 0.0643, 0.1915, 0.2843, 0.4323, 0.4983, 0.5291, 0.5859, 0.627]","[0.1214, 0.5142, 2.1783, 9.2275, 9.2275, 3.5246, 1.3463, 1.3463, 1.3463, 2.1783]"
10,323,2.4506,237.167,35.0114,34,9.2275,1.2896,"[0.0003, 0.0495, 0.3259, 0.3662, 0.4627, 0.7167, 0.8275, 0.8934, 0.9542, 2.3387]","[14.9304, 5.7029, 3.5246, 3.5246, 5.7029, 5.7029, 3.5246, 14.9304, 0.5142, 1.3463]"
10,311,1.1776,207.6929,8.5111,30,1.3463,1.2833,"[0.0003, 0.0317, 0.0721, 0.1636, 0.1928, 0.325, 0.4314, 0.5229, 0.6598, 0.7044]","[14.9304, 5.7029, 0.1964, 1.3463, 9.2275, 9.2275, 2.1783, 0.1964, 0.3178, 14.9304]"
10,285,0.7443,43.3799,17.0745,34,9.2275,1.3201,"[0.0003, 0.0182, 0.0516, 0.1127, 0.199, 0.2788, 0.3408, 0.4429, 0.5597, 0.5846]","[0.1964, 0.1214, 1.3463, 0.5142, 0.3178, 0.832, 0.1964, 3.5246, 0.5142, 9.2275]"
10,290,2.3133,48.1797,4.6739,30,1.3463,1.2594,"[0.0003, 0.0332, 0.0892, 0.1958, 0.3484, 0.6753, 0.9606, 1.1921, 1.6206, 2.0066]","[5.7029, 1.3463, 2.1783, 0.5142, 0.1214, 0.5142, 0.3178, 0.1964, 5.7029, 0.832]"
10,303,1.0597,116.494,29.2257,34,9.2275,1.275,"[0.0003, 0.0451, 0.1062, 0.1622, 0.2183, 0.3148, 0.3498, 0.3962, 0.6142, 0.7913]","[9.2275, 0.3178, 0.832, 0.5142, 0.3178, 9.2275, 1.3463, 1.3463, 14.9304, 0.832]"
10,307,1.5526,98.4769,1.9709,26,0.1964,1.2375,"[0.0003, 0.0243, 0.2527, 0.3189, 0.3477, 0.5846, 0.6661, 0.7684, 1.2319, 1.4146]","[0.832, 0.3178, 2.1783, 5.7029, 0.5142, 3.5246, 3.5246, 14.9304, 1.3463, 1.3463]"
10,290,1.447,47.5983,1.0224,26,0.1964,1.2823,"[0.0004, 0.0391, 0.0854, 0.2316, 0.3285, 0.5424, 0.6952, 0.7766, 0.8988, 1.0308]","[0.1214, 5.7029, 0.5142, 0.5142, 0.5142, 14.9304, 0.1964, 0.3178, 0.5142, 3.5246]"
10,309,1.5479,125.5907,2.0654,26,0.1964,1.2781,"[0.0004, 0.0341, 0.1406, 0.2475, 0.329, 0.4611, 0.5937, 0.6203, 1.219, 1.4676]","[0.832, 9.2275, 9.2275, 3.5246, 0.832, 1.3463, 0.832, 1.3463, 0.3178, 14.9304]"
10,293,1.1878,84.7163,1.9231,28,0.5142,1.2521,"[0.0003, 0.0388, 0.0925, 0.1234, 0.1947, 0.2868, 0.3754, 0.5331, 0.7728, 0.8212]","[0.1964, 0.832, 5.7029, 0.1214, 14.9304, 0.5142, 0.1214, 0.1964, 2.1783, 14.9304]"
10,304,1.1045,208.783,51.6619,35,14.9304,1.2615,"[0.0003, 0.0357, 0.0815, 0.1527, 0.2492, 0.3354, 0.4317, 0.4786, 0.6694, 1.0219]","[14.9304, 2.1783, 9.2275, 14.9304, 0.1964, 14.9304, 0.3178, 0.1214, 0.1964, 1.3463]"
10,322,3.8589,244.4806,1.5713,25,0.1214,1.2302,"[0.0004, 0.023, 0.0993, 0.1654, 0.6129, 1.2433, 1.7262, 2.3141, 2.4431, 2.656]","[5.7029, 9.2275, 5.7029, 3.5246, 0.832, 14.9304, 0.3178, 5.7029, 3.5246, 9.2275]"
10,302,1.6242,90.3484,1.2522,27,0.3178,1.3031,"[0.0003, 0.0361, 0.153, 0.2432, 0.2897, 0.63, 0.6682, 0.7908, 1.0614, 1.3079]","[5.7029, 0.3178, 0.1214, 9.2275, 2.1783, 3.5246, 14.9304, 1.3463, 0.3178, 0.5142]"
10,304,1.3499,150.4086,1.3102,26,0.1964,1.2437,"[0.0003, 0.048, 0.1141, 0.2004, 0.287, 0.5212, 0.6447, 0.7021, 0.7633, 1.2514]","[14.9304, 5.7029, 9.2275, 0.1214, 0.1214, 1.3463, 3.5246, 1.3463, 0.1964, 9.2275]"
10,295,1.7255,73.3781,3.1697,28,0.5142,1.2574,"[0.0003, 0.0277, 0.0938, 0.161, 0.1925, 0.234, 0.3173, 0.5503, 1.2193, 1.4798]","[0.1964, 0.1214, 0.3178, 9.2275, 0.5142, 2.1783, 14.9304, 2.1783, 3.5246, 0.1964]"
10,294,1.5579,49.2227,1.4139,27,0.3178,1.2198,"[0.0003, 0.0489, 0.0744, 0.2422, 0.4048, 0.4864, 0.8721, 1.2202, 1.3726, 1.4412]","[0.832, 14.9304, 0.3178, 0.832, 0.5142, 5.7029, 0.832, 0.5142, 1.3463, 0.1964]"
10,304,1.9339,139.7035,0.7737,26,0.1964,1.3214,"[0.0003, 0.0251, 0.0558, 0.0819, 0.5132, 0.5608, 0.5983, 0.6869, 1.2164, 1.7442]","[5.7029, 9.2275, 0.832, 0.1964, 0.1964, 9.2275, 5.7029, 2.1783, 0.1214, 5.7029]"
10,308,1.8802,128.5467,3.9112,27,0.3178,1.2552,"[0.0003, 0.0325, 0.0885, 0.18, 0.4852, 0.7396, 1.0761, 1.1374, 1.2501, 1.7333]","[0.832, 3.5246, 5.7029, 3.5246, 0.1214, 5.7029, 0.3178, 14.9304, 0.832, 5.7029]"
10,308,0.8741,106.5758,6.1845,29,0.832,1.2948,"[0.0003, 0.0328, 0.0775, 0.1181, 0.1691, 0.4942, 0.5654, 0.5902, 0.6515, 0.7178]","[0.5142, 2.1783, 2.1783, 0.3178, 9.2275, 5.7029, 5.7029, 2.1783, 0.5142, 3.5246]"
10,289,1.0031,57.8686,0.3496,26,0.1964,1.4298,"[0.0003, 0.0476, 0.0749, 0.1156, 0.253, 0.503, 0.5854, 0.7591, 0.8465, 0.9093]","[3.5246, 0.1964, 9.2275, 0.832, 0.1214, 0.1214, 0.1964, 5.7029, 0.1214, 9.2275]"
10,283,0.7635,41.0434,1.9402,28,0.5142,1.4442,"[0.0002, 0.0216, 0.0811, 0.2004, 0.3425, 0.5118, 0.5496, 0.6362, 0.677, 0.7178]","[0.1214, 9.2275, 0.3178, 14.9304, 0.1214, 0.1214, 0.3178, 3.5246, 0.1214, 0.5142]"
10,306,0.9945,94.2331,22.4611,35,14.9304,1.3118,"[0.0002, 0.0385, 0.0944, 0.1554, 0.369, 0.42, 0.6081, 0.7505, 0.8471, 0.9386]","[3.5246, 5.7029, 3.5246, 1.3463, 0.5142, 1.3463, 9.2275, 0.832, 0.5142, 1.3463]"
10,288,0.7709,52.3852,2.7665,28,0.5142,1.3114,"[0.0003, 0.0395, 0.0651, 0.1109, 0.1566, 0.2128, 0.3549, 0.4413, 0.4969, 0.5684]","[0.5142, 9.2275, 0.5142, 0.3178, 0.1964, 1.3463, 0.832, 0.1964, 14.9304, 0.1214]"
10,305,3.1002,115.3761,24.9761,34,9.2275,1.4612,"[0.0003, 0.0292, 0.075, 0.1411, 0.3954, 0.425, 1.3965, 2.2176, 2.5072, 3.0556]","[0.832, 0.832, 9.2275, 9.2275, 2.1783, 3.5246, 2.1783, 0.1214, 5.7029, 0.3178]"
10,309,1.6263,171.1827,2.5206,27,0.3178,1.5085,"[0.0003, 0.0295, 0.1159, 0.2228, 0.4429, 0.5264, 0.6047, 0.8188, 0.9876, 1.2476]","[1.3463, 9.2275, 14.9304, 0.1214, 9.2275, 0.1214, 5.7029, 2.1783, 14.9304, 0.3178]"
10,305,1.5015,96.4475,1.5029,27,0.3178,1.4008,"[0.0003, 0.0398, 0.1058, 0.2176, 0.3092, 0.4484, 0.7244, 0.892, 1.3245, 1.4863]","[9.2275, 5.7029, 0.1964, 0.3178, 5.7029, 0.832, 3.5246, 0.832, 0.3178, 14.9304]"
10,312,1.2271,158.5969,2.269,28,0.5142,1.4484,"[0.0003, 0.0431, 0.0789, 0.1348, 0.1593, 0.2203, 0.2815, 0.3983, 0.6529, 0.7346]","[0.3178, 5.7029, 2.1783, 14.9304, 0.1964, 9.2275, 14.9304, 0.5142, 1.3463, 5.7029]"
10,284,1.1976,39.5406,4.3394,30,1.3463,1.4712,"[0.0003, 0.0337, 0.0795, 0.1152, 0.2273, 0.4818, 0.7423, 0.8194, 0.8804, 0.9729]","[14.9304, 0.1964, 0.3178, 0.5142, 3.5246, 3.5246, 0.1964, 0.1964, 0.3178, 0.1214]"
10,292,0.715,62.9448,0.2138,25,0.1214,1.3879,"[0.0004, 0.0409, 0.0777, 0.1188, 0.1787, 0.2611, 0.3592, 0.4213, 0.4979, 0.6634]","[0.1214, 0.1214, 0.1964, 1.3463, 3.5246, 14.9304, 0.1214, 1.3463, 1.3463, 9.2275]"
10,310,1.9586,135.7376,2.8782,27,0.3178,1.4089,"[0.0003, 0.0428, 0.0987, 0.1903, 0.2565, 0.3936, 0.5257, 0.7952, 1.6076, 1.8673]","[9.2275, 5.7029, 2.1783, 0.1214, 2.1783, 3.5246, 2.1783, 9.2275, 3.5246, 0.3178]"
10,300,1.0735,94.9723,12.7871,32,3.5246,1.3471,"[0.0003, 0.0282, 0.0842, 0.1858, 0.2821, 0.3447, 0.4873, 0.5787, 0.9258, 1.0287]","[3.5246, 3.5246, 0.1214, 14.9304, 1.3463, 0.1214, 2.1783, 0.1964, 2.1783, 5.7029]"
10,305,1.4708,94.2288,1.2271,26,0.1964,1.3564,"[0.0002, 0.0264, 0.0923, 0.1788, 0.2755, 0.4969, 0.8069, 0.8865, 1.001, 1.2037]","[5.7029, 0.5142, 0.3178, 14.9304, 9.2275, 0.1964, 5.7029, 0.3178, 5.7029, 0.832]"
10,295,1.2408,90.3352,24.587,35,14.9304,1.4039,"[0.0003, 0.0274, 0.0985, 0.1444, 0.2529, 0.5276, 0.5744, 0.6506, 0.7781, 0.9962]","[1.3463, 2.1783, 1.3463, 5.7029, 0.1214, 1.3463, 0.1214, 9.2275, 0.1214, 3.5246]"
10,305,1.009,126.6113,11.6612,31,2.1783,1.4407,"[0.0003, 0.0212, 0.0823, 0.1484, 0.2096, 0.4714, 0.5335, 0.5794, 0.8095, 0.9623]","[0.1964, 0.5142, 5.7029, 9.2275, 0.1214, 0.832, 2.1783, 1.3463, 9.2275, 14.9304]"
10,297,1.8225,60.5673,1.3945,27,0.3178,1.4075,"[0.0003, 0.0387, 0.0743, 0.0886, 0.1396, 0.5208, 0.8559, 1.425, 1.4666, 1.7048]","[0.5142, 0.5142, 5.7029, 5.7029, 1.3463, 0.832, 0.1964, 9.2275, 0.3178, 0.832]"
10,312,2.8842,142.7146,3.6521,28,0.5142,1.3938,"[0.0002, 0.0429, 0.0786, 0.2106, 0.2666, 0.4149, 0.4658, 0.6488, 1.1872, 2.0562]","[5.7029, 3.5246, 2.1783, 1.3463, 1.3463, 0.1964, 5.7029, 0.5142, 14.9304, 9.2275]"
10,312,2.3369,152.7108,10.3488,31,2.1783,1.4256,"[0.0003, 0.0192, 0.0955, 0.1616, 0.4924, 0.6297, 0.7922, 0.9577, 1.2496, 1.7323]","[14.9304, 5.7029, 1.3463, 9.2275, 0.832, 14.9304, 2.1783, 2.1783, 0.1214, 0.832]"
10,313,2.0305,149.9941,3.0941,29,0.832,1.3016,"[0.0003, 0.0251, 0.1217, 0.1582, 0.265, 0.39, 0.6139, 1.1201, 1.8074, 1.9494]","[0.1964, 3.5246, 14.9304, 2.1783, 5.7029, 0.832, 9.2275, 14.9304, 0.832, 0.832]"
10,294,1.1616,44.2293,8.0924,32,3.5246,1.3914,"[0.0003, 0.0345, 0.0853, 0.2074, 0.2482, 0.3701, 0.4959, 0.5576, 0.8194, 1.0648]","[5.7029, 0.3178, 0.1964, 0.832, 2.1783, 14.9304, 2.1783, 0.3178, 0.1214, 1.3463]"
10,277,0.7872,15.9567,0.5525,26,0.1964,1.3288,"[0.0002, 0.0307, 0.0766, 0.1426, 0.2086, 0.3371, 0.4372, 0.5239, 0.6121, 0.6948]","[1.3463, 0.1964, 0.1214, 0.1964, 0.1964, 9.2275, 1.3463, 0.1964, 0.1964, 0.5142]"
10,289,0.829,65.1565,20.0773,34,9.2275,1.4101,"[0.0002, 0.0343, 0.0752, 0.1834, 0.3027, 0.3547, 0.5324, 0.5734, 0.6147, 0.6554]","[0.1964, 0.3178, 1.3463, 5.7029, 0.1964, 0.1964, 0.1964, 0.3178, 9.2275, 9.2275]"
10,297,2.268,69.3319,3.9861,29,0.832,1.4554,"[0.0002, 0.0238, 0.0594, 0.1002, 0.1612, 0.6636, 0.9003, 1.1238, 1.185, 2.1859]","[9.2275, 0.1964, 0.832, 0.5142, 2.1783, 0.3178, 9.2275, 2.1783, 3.5246, 0.1214]"
10,309,1.115,134.1845,9.1602,31,2.1783,1.4327,"[0.0003, 0.0265, 0.0824, 0.1486, 0.1843, 0.3623, 0.4252, 0.4508, 0.5523, 0.9328]","[5.7029, 0.5142, 0.832, 14.9304, 5.7029, 0.832, 0.1964, 5.7029, 1.3463, 5.7029]"
10,295,1.1809,57.7159,4.5142,30,1.3463,1.4831,"[0.0003, 0.0322, 0.078, 0.139, 0.2307, 0.2557, 0.3019, 0.3886, 0.6603, 0.709]","[1.3463, 1.3463, 0.1964, 9.2275, 1.3463, 0.3178, 0.1214, 9.2275, 0.832, 1.3463]"
10,301,2.1458,67.851,1.9826,27,0.3178,1.4518,"[0.0003, 0.0365, 0.1076, 0.3213, 0.4177, 0.447, 0.4788, 0.5896, 0.8087, 1.0123]","[2.1783, 0.3178, 1.3463, 1.3463, 9.2275, 0.1964, 0.832, 3.5246, 3.5246, 1.3463]"
10,285,1.3919,30.8017,2.881,29,0.832,1.4486,"[0.0003, 0.0507, 0.1269, 0.1979, 0.2591, 0.5334, 1.1702, 1.2172, 1.29, 1.341]","[0.832, 0.5142, 0.1214, 0.3178, 0.832, 3.5246, 0.832, 0.1964, 0.1964, 9.2275]"
10,308,0.8008,144.2077,19.7229,32,3.5246,1.4109,"[0.0003, 0.048, 0.1344, 0.1956, 0.2719, 0.4041, 0.5111, 0.6103, 0.6331, 0.6642]","[14.9304, 3.5246, 0.1214, 0.1214, 3.5246, 0.832, 9.2275, 1.3463, 5.7029, 5.7029]"
10,305,2.0175,109.0135,20.9776,33,5.7029,1.3368,"[0.0003, 0.0392, 0.1002, 0.1765, 0.2527, 0.2983, 0.4866, 1.3512, 1.7591, 1.9158]","[0.5142, 0.832, 3.5246, 3.5246, 1.3463, 0.5142, 3.5246, 0.3178, 9.2275, 5.7029]"
10,305,1.5065,112.3173,6.1548,29,0.832,1.4519,"[0.0003, 0.0395, 0.0751, 0.1515, 0.1974, 0.3446, 0.5584, 0.9775, 1.0386, 1.3031]","[0.832, 14.9304, 0.5142, 0.3178, 0.832, 2.1783, 9.2275, 14.9304, 0.832, 0.5142]"
10,318,1.7232,205.2762,7.0191,30,1.3463,1.4372,"[0.0002, 0.0454, 0.0963, 0.1369, 0.1828, 0.315, 0.5946, 0.6711, 1.047, 1.5624]","[5.7029, 14.9304, 1.3463, 2.1783, 14.9304, 3.5246, 14.9304, 2.1783, 0.1964, 1.3463]"
10,315,1.7227,205.0626,19.7454,33,5.7029,1.3116,"[0.0003, 0.034, 0.1254, 0.1966, 0.344, 0.4303, 0.893, 1.0148, 1.1771, 1.2586]","[5.7029, 0.3178, 14.9304, 9.2275, 14.9304, 5.7029, 2.1783, 1.3463, 3.5246, 0.1214]"
10,304,0.9319,119.3938,31.7143,35,14.9304,1.4365,"[0.0003, 0.0222, 0.0629, 0.1036, 0.2208, 0.4242, 0.5512, 0.6527, 0.7999, 0.8249]","[1.3463, 0.832, 0.832, 1.3463, 14.9304, 0.1214, 2.1783, 9.2275, 0.5142, 5.7029]"
10,306,1.4834,97.7465,23.7364,34,9.2275,1.533,"[0.0003, 0.0456, 0.0959, 0.1604, 0.2063, 0.3282, 0.8004, 0.9831, 1.2193, 1.3417]","[14.9304, 0.832, 3.5246, 0.1214, 0.832, 9.2275, 2.1783, 0.5142, 1.3463, 5.7029]"
10,307,1.3199,99.0369,4.9283,29,0.832,1.4936,"[0.0003, 0.0287, 0.0746, 0.1508, 0.1807, 0.2213, 0.5618, 0.6598, 0.7614, 0.8176]","[2.1783, 0.1214, 9.2275, 5.7029, 0.832, 2.1783, 1.3463, 5.7029, 2.1783, 1.3463]"
10,304,1.2692,142.2136,5.7028,29,0.832,1.5865,"[0.0003, 0.029, 0.0626, 0.1135, 0.2155, 0.302, 0.6837, 0.8005, 0.9791, 1.1416]","[14.9304, 0.3178, 14.9304, 5.7029, 2.1783, 5.7029, 0.3178, 3.5246, 0.1964, 0.1214]"
10,307,1.1501,145.2112,27.205,35,14.9304,1.5347,"[0.0003, 0.0497, 0.1464, 0.1738, 0.2754, 0.4536, 0.5194, 0.5705, 0.6924, 0.7436]","[3.5246, 3.5246, 0.5142, 3.5246, 5.7029, 0.832, 5.7029, 0.3178, 0.5142, 5.7029]"
10,314,1.3312,211.1269,4.5147,28,0.5142,1.5737,"[0.0003, 0.0316, 0.0621, 0.1588, 0.2575, 0.4459, 0.6245, 0.7007, 0.9246, 1.2402]","[0.1214, 14.9304, 14.9304, 3.5246, 2.1783, 2.1783, 5.7029, 5.7029, 9.2275, 0.1214]"
10,296,1.0868,82.5874,13.0315,32,3.5246,1.484,"[0.0004, 0.0184, 0.0403, 0.0861, 0.244, 0.417, 0.5399, 0.654, 0.7516, 0.9805]","[3.5246, 3.5246, 0.1964, 9.2275, 1.3463, 0.832, 5.7029, 0.1214, 0.832, 0.1964]"
