Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Task start times,Task operations (FLOPs)
5,144,0.4548,10.2317,2.2801,30,1.3463,1.3115,"[0.0002, 0.0252, 0.1115, 0.1624, 0.2641]","[0.3178, 1.3463, 9.2275, 0.5142, 0.1214]"
5,144,0.4969,16.6634,11.388,35,14.9304,1.3156,"[0.0003, 0.0227, 0.0596, 0.136, 0.426]","[5.7029, 1.3463, 0.3178, 0.1964, 0.5142]"
5,146,0.2344,11.6429,3.3841,30,1.3463,1.2573,"[0.0003, 0.0231, 0.0943, 0.1706, 0.2165]","[9.2275, 0.3178, 0.3178, 0.1964, 3.5246]"
5,148,0.2679,18.2344,8.0565,32,3.5246,1.2958,"[0.0002, 0.0338, 0.0902, 0.1157, 0.1818]","[0.1964, 0.832, 0.5142, 5.7029, 3.5246]"
5,157,0.3205,56.1914,21.1646,34,9.2275,1.2744,"[0.0003, 0.0344, 0.1055, 0.1869, 0.2936]","[2.1783, 0.3178, 3.5246, 5.7029, 9.2275]"
5,155,0.1993,55.5164,21.1341,34,9.2275,1.2975,"[0.0001, 0.0294, 0.0751, 0.1361, 0.1761]","[2.1783, 0.1214, 9.2275, 9.2275, 2.1783]"
5,147,0.2369,12.8759,4.3763,31,2.1783,1.2709,"[0.0003, 0.0367, 0.0692, 0.1304, 0.1763]","[0.5142, 0.832, 0.3178, 0.5142, 14.9304]"
5,150,0.2358,16.5983,1.9284,28,0.5142,1.2677,"[0.0003, 0.0429, 0.0735, 0.1497, 0.2058]","[0.832, 0.832, 5.7029, 0.832, 1.3463]"
5,163,0.405,63.6023,0.2495,25,0.1214,1.2612,"[0.0003, 0.0491, 0.105, 0.2016, 0.3238]","[14.9304, 1.3463, 2.1783, 14.9304, 3.5246]"
5,150,0.2793,28.3538,0.6021,26,0.1964,1.2604,"[0.0003, 0.0374, 0.0837, 0.1301, 0.2227]","[0.1214, 5.7029, 9.2275, 3.5246, 0.1964]"
5,148,0.2069,20.6425,6.1717,31,2.1783,1.2917,"[0.0003, 0.0239, 0.0494, 0.1205, 0.1664]","[0.832, 0.3178, 0.1214, 3.5246, 14.9304]"
5,139,0.3625,5.9617,3.0143,31,2.1783,1.2958,"[0.0002, 0.0241, 0.0698, 0.0883, 0.1697]","[0.5142, 0.1964, 0.1964, 3.5246, 0.3178]"
5,152,0.2758,34.3241,0.9332,27,0.3178,1.2302,"[0.0003, 0.023, 0.0688, 0.1501, 0.2252]","[0.1964, 5.7029, 0.3178, 5.7029, 5.7029]"
5,152,0.3163,31.0458,11.9286,33,5.7029,1.2802,"[0.0003, 0.0216, 0.0471, 0.098, 0.1896]","[3.5246, 0.832, 1.3463, 5.7029, 0.5142]"
5,152,0.4527,28.7793,7.9313,33,5.7029,1.2344,"[0.0003, 0.0309, 0.1021, 0.1733, 0.2192]","[1.3463, 2.1783, 1.3463, 1.3463, 2.1783]"
5,150,0.5568,20.1877,1.617,28,0.5142,1.2573,"[0.0003, 0.0374, 0.1087, 0.3012, 0.3934]","[0.1964, 5.7029, 0.832, 1.3463, 3.5246]"
5,145,1.3222,9.3943,0.4325,25,0.1214,1.2594,"[0.0002, 0.0346, 0.1563, 0.2224, 0.8645]","[1.3463, 1.3463, 9.2275, 0.1964, 0.1214]"
5,148,0.5125,23.9251,5.1369,33,5.7029,1.2844,"[0.0003, 0.0402, 0.081, 0.1625, 0.472]","[0.1214, 0.832, 5.7029, 0.3178, 9.2275]"
5,153,0.4067,22.8105,4.7785,31,2.1783,1.2438,"[0.0002, 0.0208, 0.0667, 0.1429, 0.2902]","[0.5142, 0.832, 14.9304, 0.5142, 5.7029]"
5,149,0.3612,31.2999,0.5076,26,0.1964,1.2594,"[0.0003, 0.0392, 0.1154, 0.1608, 0.2145]","[0.3178, 14.9304, 9.2275, 0.1214, 0.5142]"
5,148,0.3596,20.6953,7.5454,32,3.5246,1.2688,"[0.0005, 0.0274, 0.0897, 0.2775, 0.3136]","[0.1214, 14.9304, 0.832, 1.3463, 0.832]"
5,139,0.247,7.812,1.0904,28,0.5142,1.249,"[0.0003, 0.0243, 0.0599, 0.1383, 0.1693]","[2.1783, 0.1214, 0.1214, 2.1783, 0.3178]"
5,149,0.332,32.5594,13.8896,33,5.7029,1.3646,"[0.0002, 0.0299, 0.1062, 0.1696, 0.2206]","[5.7029, 1.3463, 0.1964, 0.1964, 9.2275]"
5,154,0.3504,41.3337,3.3605,29,0.832,1.276,"[0.0003, 0.0352, 0.0911, 0.1368, 0.3098]","[14.9304, 1.3463, 9.2275, 0.832, 0.1964]"
5,149,0.355,24.285,7.9751,32,3.5246,1.2313,"[0.0003, 0.0295, 0.0765, 0.2063, 0.2832]","[0.1214, 0.3178, 3.5246, 1.3463, 14.9304]"
5,148,0.5088,20.9819,10.6989,35,14.9304,1.3406,"[0.0003, 0.049, 0.0948, 0.161, 0.2547]","[2.1783, 2.1783, 3.5246, 0.1964, 0.5142]"
5,151,0.3478,33.2141,1.7899,28,0.5142,1.2875,"[0.0003, 0.0368, 0.1384, 0.1653, 0.2415]","[2.1783, 9.2275, 0.1964, 0.1214, 14.9304]"
5,154,0.2839,43.9066,1.1698,27,0.3178,1.2344,"[0.0003, 0.0438, 0.0998, 0.1659, 0.2169]","[14.9304, 0.5142, 0.1214, 9.2275, 3.5246]"
5,150,0.3895,16.6328,0.9358,26,0.1964,1.2906,"[0.0003, 0.049, 0.1151, 0.1914, 0.2577]","[14.9304, 0.3178, 1.3463, 1.3463, 0.5142]"
5,150,0.6665,18.2829,3.3487,30,1.3463,1.2594,"[0.0002, 0.0279, 0.0737, 0.1501, 0.4229]","[0.832, 1.3463, 0.5142, 0.832, 9.2275]"
5,145,0.3087,16.5404,1.1652,28,0.5142,1.2302,"[0.0003, 0.0308, 0.0514, 0.1438, 0.1956]","[0.1214, 3.5246, 0.1214, 1.3463, 5.7029]"
5,154,0.4499,47.8101,16.1466,33,5.7029,1.3135,"[0.0003, 0.0214, 0.1281, 0.3417, 0.3891]","[0.3178, 0.5142, 5.7029, 5.7029, 5.7029]"
5,146,0.3193,14.2732,0.9275,27,0.3178,1.2302,"[0.0003, 0.0366, 0.0726, 0.1895, 0.252]","[0.1214, 5.7029, 0.832, 2.1783, 0.5142]"
5,138,0.3668,8.0773,5.7057,32,3.5246,1.3,"[0.0003, 0.0361, 0.0669, 0.2384, 0.3055]","[0.1214, 0.3178, 5.7029, 0.5142, 0.1214]"
5,138,0.2518,16.2497,13.5439,34,9.2275,1.3438,"[0.0003, 0.039, 0.0632, 0.1677, 0.2138]","[0.3178, 0.1964, 0.1214, 14.9304, 0.1214]"
5,149,0.535,39.4907,24.8359,35,14.9304,1.2583,"[0.0003, 0.0382, 0.0951, 0.141, 0.3445]","[0.3178, 0.5142, 0.1964, 5.7029, 14.9304]"
5,164,0.7942,112.8652,38.8384,35,14.9304,1.2594,"[0.0003, 0.0347, 0.0704, 0.0926, 0.2046]","[14.9304, 1.3463, 9.2275, 1.3463, 14.9304]"
5,141,0.3268,9.7824,1.0124,26,0.1964,1.2635,"[0.0003, 0.0369, 0.103, 0.164, 0.2149]","[3.5246, 0.1964, 0.3178, 2.1783, 0.1214]"
5,142,0.2388,10.5702,4.307,31,2.1783,1.2937,"[0.0003, 0.0275, 0.1139, 0.1453, 0.1912]","[1.3463, 9.2275, 0.1214, 0.1964, 0.3178]"
5,159,0.3964,71.7713,1.544,26,0.1964,1.2625,"[0.0003, 0.0508, 0.1625, 0.2084, 0.3154]","[3.5246, 14.9304, 14.9304, 3.5246, 0.1214]"
5,151,0.3601,39.4934,15.3747,34,9.2275,1.2552,"[0.0003, 0.0464, 0.1529, 0.1891, 0.2465]","[0.3178, 5.7029, 3.5246, 0.1964, 5.7029]"
5,142,0.2935,8.1936,4.0078,31,2.1783,1.3135,"[0.0003, 0.0377, 0.0891, 0.1515, 0.2327]","[0.1214, 0.832, 0.832, 0.1964, 5.7029]"
5,150,0.6315,30.056,12.2385,35,14.9304,1.2844,"[0.0003, 0.0344, 0.0677, 0.1491, 0.4035]","[2.1783, 3.5246, 3.5246, 0.1964, 0.832]"
5,157,0.5153,40.7396,6.5807,31,2.1783,1.2156,"[0.0003, 0.0476, 0.0935, 0.1648, 0.2513]","[1.3463, 1.3463, 5.7029, 14.9304, 0.832]"
5,151,0.4193,17.8616,1.5464,28,0.5142,1.2281,"[0.0003, 0.0498, 0.0829, 0.1093, 0.1957]","[14.9304, 0.3178, 1.3463, 0.832, 1.3463]"
5,163,0.8578,85.287,1.2044,27,0.3178,1.2396,"[0.0003, 0.0288, 0.1051, 0.1712, 0.3901]","[1.3463, 14.9304, 0.832, 14.9304, 9.2275]"
5,153,0.3482,39.5636,4.2937,30,1.3463,1.2302,"[0.0003, 0.0269, 0.0615, 0.1582, 0.2702]","[0.3178, 9.2275, 14.9304, 0.3178, 1.3463]"
5,151,0.1987,47.4008,1.7987,28,0.5142,1.2312,"[0.0003, 0.0379, 0.0739, 0.0995, 0.1228]","[0.1214, 14.9304, 14.9304, 0.5142, 0.5142]"
5,150,0.4712,40.6045,3.1586,29,0.832,1.2885,"[0.0003, 0.024, 0.0698, 0.136, 0.4047]","[9.2275, 3.5246, 0.1214, 0.1214, 9.2275]"
5,154,0.6606,23.4522,0.5255,27,0.3178,1.226,"[0.0003, 0.0304, 0.1472, 0.1879, 0.5795]","[1.3463, 14.9304, 0.832, 0.3178, 5.7029]"
5,139,0.367,6.0205,0.7457,27,0.3178,1.201,"[0.0003, 0.0314, 0.0772, 0.1484, 0.291]","[5.7029, 0.1964, 0.1214, 0.832, 0.1964]"
5,153,0.3864,40.9849,14.2073,33,5.7029,1.2844,"[0.0003, 0.0475, 0.0799, 0.1613, 0.3556]","[5.7029, 0.1964, 3.5246, 0.832, 5.7029]"
5,144,0.1926,9.1081,2.0359,29,0.832,1.201,"[0.0003, 0.0453, 0.081, 0.1269, 0.167]","[0.5142, 0.5142, 0.1214, 0.832, 9.2275]"
5,155,0.2234,35.5641,9.7515,32,3.5246,1.2885,"[0.0002, 0.0458, 0.122, 0.1627, 0.186]","[2.1783, 3.5246, 0.832, 0.5142, 14.9304]"
5,151,0.2733,39.0951,2.2325,28,0.5142,1.2919,"[0.0003, 0.0271, 0.0729, 0.1024, 0.2161]","[0.1214, 0.1214, 5.7029, 14.9304, 5.7029]"
5,152,0.2067,36.8115,8.3401,33,5.7029,1.278,"[0.0003, 0.0393, 0.0773, 0.118, 0.151]","[0.1214, 9.2275, 0.832, 0.832, 14.9304]"
5,146,0.7917,10.7867,3.1657,31,2.1783,1.3625,"[0.0002, 0.025, 0.0759, 0.147, 0.3755]","[1.3463, 2.1783, 0.5142, 0.832, 0.5142]"
5,139,0.4334,6.4869,0.5194,27,0.3178,1.225,"[0.0003, 0.0362, 0.062, 0.1185, 0.2279]","[0.1214, 0.5142, 2.1783, 0.1214, 1.3463]"
5,147,0.4997,20.1633,1.2597,29,0.832,1.2833,"[0.0002, 0.0481, 0.0813, 0.1274, 0.1552]","[0.1964, 0.5142, 5.7029, 9.2275, 0.1964]"
5,143,0.6846,8.0066,1.1769,28,0.5142,1.3062,"[0.0003, 0.0424, 0.0832, 0.2001, 0.3528]","[0.5142, 0.1964, 0.3178, 1.3463, 3.5246]"
5,152,0.4581,30.2855,12.6843,33,5.7029,1.2698,"[0.0003, 0.0347, 0.0805, 0.1263, 0.4021]","[0.1964, 3.5246, 0.5142, 14.9304, 2.1783]"
5,143,0.3776,12.1057,5.7256,34,9.2275,1.3448,"[0.0003, 0.0339, 0.0696, 0.151, 0.1766]","[0.832, 2.1783, 0.5142, 0.1964, 0.832]"
5,135,0.4035,3.0239,1.238,29,0.832,1.2496,"[0.0002, 0.0483, 0.0881, 0.2286, 0.3364]","[0.1964, 0.3178, 0.3178, 1.3463, 0.1214]"
5,145,0.3745,11.3949,0.2835,25,0.1214,1.3074,"[0.0003, 0.029, 0.0951, 0.2476, 0.2683]","[0.832, 0.1964, 0.1214, 2.1783, 9.2275]"
5,158,0.9236,70.7012,22.5621,34,9.2275,1.3146,"[0.0002, 0.0391, 0.1253, 0.3896, 0.4103]","[14.9304, 14.9304, 2.1783, 1.3463, 0.3178]"
5,164,0.9967,96.4106,23.0679,33,5.7029,1.2635,"[0.0002, 0.0206, 0.0918, 0.1325, 0.7324]","[5.7029, 9.2275, 9.2275, 2.1783, 3.5246]"
5,154,0.3716,42.0515,1.5797,27,0.3178,1.2528,"[0.0003, 0.0331, 0.0573, 0.1815, 0.3457]","[0.1214, 3.5246, 9.2275, 14.9304, 0.5142]"
5,159,0.873,36.6069,3.2033,29,0.832,1.3187,"[0.0003, 0.0297, 0.0907, 0.5782, 0.8171]","[14.9304, 0.832, 5.7029, 14.9304, 0.3178]"
5,153,0.3655,21.8027,1.5718,28,0.5142,1.2646,"[0.0002, 0.0405, 0.0864, 0.1422, 0.2236]","[0.832, 0.5142, 2.1783, 2.1783, 9.2275]"
5,148,0.8893,37.9719,12.9488,33,5.7029,1.2906,"[0.0002, 0.0307, 0.1832, 0.3549, 0.6247]","[9.2275, 9.2275, 0.1964, 0.1964, 0.5142]"
5,140,0.2943,16.3705,14.7151,35,14.9304,1.3427,"[0.0003, 0.0211, 0.0821, 0.1381, 0.184]","[9.2275, 0.1964, 0.1964, 0.1964, 0.5142]"
5,150,0.4839,35.4796,23.8374,35,14.9304,1.2967,"[0.0002, 0.0401, 0.1022, 0.2786, 0.4331]","[0.1964, 2.1783, 14.9304, 0.5142, 1.3463]"
5,164,0.4692,95.5689,27.7305,35,14.9304,1.2552,"[0.0003, 0.0475, 0.1389, 0.2051, 0.2865]","[3.5246, 9.2275, 5.7029, 2.1783, 9.2275]"
5,150,0.3188,25.0683,4.9634,31,2.1783,1.2378,"[0.0002, 0.0224, 0.053, 0.1243, 0.2309]","[3.5246, 0.1214, 14.9304, 0.832, 0.832]"
