Concurrent task count,Total Fibonacci size,New task start time (relative),Total latency (excluding new task),New task latency,New task Fibonacci size,New task FLOPs,CPU frequency (GHz),Task start times,Task operations (FLOPs)
2,64,0.105,14.1195,10.6299,34,9.2275,1.499,"[0.0002, 0.0492]","[5.7029, 2.1783]"
2,58,0.0907,1.767,1.0032,31,2.1783,1.5048,"[0.0003, 0.0357]","[0.1964, 3.5246]"
2,64,0.1003,6.3533,1.0411,28,0.5142,1.4526,"[0.0003, 0.0445]","[9.2275, 1.3463]"
2,51,0.1095,0.1723,0.1377,28,0.5142,1.5173,"[0.0003, 0.0265]","[0.1964, 0.1214]"
2,56,0.0688,1.1857,0.4452,27,0.3178,1.4184,"[0.0002, 0.0232]","[2.1783, 0.1214]"
2,61,0.0563,4.3686,1.4075,29,0.832,1.4478,"[0.0002, 0.0316]","[0.832, 3.5246]"
2,59,0.0963,1.5385,0.1276,25,0.1214,1.5298,"[0.0003, 0.0407]","[1.3463, 0.832]"
2,58,0.0407,1.3533,0.2094,26,0.1964,1.5838,"[0.0002, 0.0252]","[0.5142, 1.3463]"
2,59,0.0976,2.4867,0.0695,25,0.1214,1.4713,"[0.0002, 0.0266]","[9.2275, 0.1214]"
2,63,0.1141,3.5152,0.1532,25,0.1214,1.5355,"[0.0003, 0.0329]","[9.2275, 0.832]"
2,65,0.0462,7.1829,0.2167,25,0.1214,1.5015,"[0.0002, 0.0208]","[14.9304, 1.3463]"
2,67,0.0902,17.8187,0.4643,27,0.3178,1.4352,"[0.0003, 0.0396]","[5.7029, 9.2275]"
2,58,0.0996,1.0775,0.3976,27,0.3178,1.5537,"[0.0003, 0.0491]","[0.3178, 2.1783]"
2,53,0.1072,0.5493,0.9392,31,2.1783,1.5715,"[0.0002, 0.0232]","[0.1214, 0.5142]"
2,65,0.0734,9.5252,4.984,32,3.5246,1.4673,"[0.0002, 0.0227]","[1.3463, 14.9304]"
2,61,0.0955,5.3819,3.1816,31,2.1783,1.5439,"[0.0003, 0.0398]","[9.2275, 0.3178]"
2,66,0.0563,9.1804,2.9542,28,0.5142,1.4617,"[0.0003, 0.0361]","[2.1783, 14.9304]"
2,58,0.0903,1.3184,0.4435,28,0.5142,1.4469,"[0.0002, 0.0447]","[0.3178, 2.1783]"
2,56,0.2236,0.7726,0.681,30,1.3463,1.5286,"[0.0002, 0.0258]","[0.832, 0.3178]"
2,54,0.0955,0.4425,0.8399,31,2.1783,1.4915,"[0.0002, 0.0354]","[0.1964, 0.5142]"
2,67,0.071,15.7969,1.6114,31,2.1783,1.6464,"[0.0002, 0.0406]","[9.2275, 5.7029]"
2,51,0.0748,0.1271,3.6477,35,14.9304,1.4115,"[0.0003, 0.0393]","[0.1214, 0.1964]"
2,58,0.0699,3.1295,3.925,33,5.7029,1.4626,"[0.0003, 0.0344]","[0.3178, 2.1783]"
2,65,0.04,10.7518,1.8703,30,1.3463,1.4416,"[0.0003, 0.0191]","[3.5246, 5.7029]"
2,60,0.0828,3.0539,2.3194,31,2.1783,1.6919,"[0.0003, 0.0271]","[0.832, 2.1783]"
2,68,0.0758,28.8145,14.7866,34,9.2275,1.5156,"[0.0002, 0.0404]","[5.7029, 14.9304]"
2,60,0.0692,4.0746,2.7158,32,3.5246,1.5189,"[0.0002, 0.0338]","[1.3463, 1.3463]"
2,55,0.0709,1.1877,4.3553,35,14.9304,1.4788,"[0.0003, 0.0254]","[0.3178, 0.5142]"
2,56,0.0962,1.5174,1.5466,32,3.5246,1.5177,"[0.0002, 0.0303]","[0.832, 0.3178]"
2,64,0.121,8.6109,5.4934,32,3.5246,1.5878,"[0.0002, 0.045]","[9.2275, 1.3463]"
2,53,0.0676,0.5548,1.0031,31,2.1783,1.4844,"[0.0003, 0.037]","[0.1214, 0.5142]"
2,64,0.1248,9.1178,5.0227,32,3.5246,1.5657,"[0.0002, 0.0335]","[0.832, 14.9304]"
2,56,0.105,0.8305,0.2393,26,0.1964,1.6284,"[0.0002, 0.0493]","[1.3463, 0.1964]"
2,63,0.0699,7.9312,4.9501,30,1.3463,1.5286,"[0.0001, 0.0394]","[2.1783, 3.5246]"
2,58,0.1165,3.0131,1.9718,30,1.3463,1.5658,"[0.0003, 0.0507]","[1.3463, 0.5142]"
2,55,0.054,2.0513,1.0916,29,0.832,1.4513,"[0.0002, 0.0236]","[0.832, 0.1964]"
2,54,0.0804,0.803,0.4528,27,0.3178,1.6145,"[0.0002, 0.0449]","[0.832, 0.1214]"
2,52,0.0892,0.2842,0.3104,29,0.832,1.5394,"[0.0002, 0.0377]","[0.1964, 0.1964]"
2,52,0.0727,0.3486,1.1357,32,3.5246,1.4971,"[0.0002, 0.0299]","[0.1214, 0.3178]"
2,52,0.0861,0.2094,0.2052,28,0.5142,1.6381,"[0.0002, 0.0393]","[0.1964, 0.1964]"
2,59,0.0988,4.5343,5.5662,35,14.9304,1.5338,"[0.0002, 0.0431]","[1.3463, 0.832]"
2,64,0.1184,7.1615,1.2574,29,0.832,1.4984,"[0.0003, 0.0474]","[3.5246, 3.5246]"
2,60,0.0727,2.4725,0.1812,26,0.1964,1.6275,"[0.0003, 0.0271]","[0.1964, 9.2275]"
2,59,0.0397,2.7253,2.2252,32,3.5246,1.4609,"[0.0003, 0.0195]","[2.1783, 0.5142]"
2,53,0.0803,0.2937,1.0,32,3.5246,1.4971,"[0.0003, 0.0484]","[0.1964, 0.3178]"
2,60,0.0868,4.6543,2.7057,31,2.1783,1.5029,"[0.0002, 0.031]","[1.3463, 1.3463]"
2,63,0.0846,13.8407,13.9656,35,14.9304,1.6937,"[0.0002, 0.0288]","[9.2275, 0.832]"
2,60,0.0794,3.262,1.2174,29,0.832,1.6028,"[0.0003, 0.0288]","[9.2275, 0.1964]"
2,62,0.0856,8.2969,5.4785,33,5.7029,1.645,"[0.0003, 0.0298]","[2.1783, 2.1783]"
2,63,0.0799,7.0455,3.1313,31,2.1783,1.5572,"[0.0002, 0.0444]","[0.5142, 14.9304]"
2,65,0.1088,7.1377,0.1484,26,0.1964,1.769,"[0.0003, 0.0278]","[9.2275, 2.1783]"
2,58,0.0673,3.552,3.865,33,5.7029,1.6263,"[0.0003, 0.0318]","[2.1783, 0.3178]"
2,64,0.0488,14.76,9.0703,34,9.2275,1.5312,"[0.0003, 0.0253]","[3.5246, 3.5246]"
2,51,0.0843,0.1455,0.5712,31,2.1783,1.5839,"[0.0003, 0.0422]","[0.1964, 0.1214]"
2,67,0.0784,13.2309,0.3476,26,0.1964,1.5158,"[0.0002, 0.0378]","[14.9304, 3.5246]"
2,65,0.0869,8.7587,3.2098,31,2.1783,1.4541,"[0.0003, 0.0437]","[1.3463, 14.9304]"
2,64,0.0617,12.7524,9.125,33,5.7029,1.4791,"[0.0004, 0.0213]","[9.2275, 1.3463]"
2,55,0.0573,0.7505,0.175,25,0.1214,1.4899,"[0.0003, 0.0218]","[1.3463, 0.1214]"
2,58,0.0624,2.0314,0.8931,28,0.5142,1.5094,"[0.0002, 0.0396]","[2.1783, 0.3178]"
2,57,0.0851,2.8622,3.074,33,5.7029,1.4281,"[0.0002, 0.0243]","[0.3178, 1.3463]"
2,52,0.117,0.2807,3.7165,35,14.9304,1.5481,"[0.0003, 0.0279]","[0.3178, 0.1214]"
2,60,0.0721,7.7839,4.8657,32,3.5246,1.5002,"[0.0003, 0.0337]","[0.1214, 14.9304]"
2,56,0.0953,1.1212,0.5432,27,0.3178,1.4042,"[0.0003, 0.0193]","[0.3178, 0.832]"
2,67,0.0748,17.1833,0.3543,26,0.1964,1.4904,"[0.0001, 0.0445]","[5.7029, 9.2275]"
2,66,0.0614,23.5948,11.4621,33,5.7029,1.4015,"[0.0002, 0.031]","[5.7029, 5.7029]"
2,62,0.0715,4.0195,0.4865,27,0.3178,1.4395,"[0.0002, 0.0311]","[9.2275, 0.5142]"
2,61,0.0882,9.8094,8.2387,33,5.7029,1.5251,"[0.0003, 0.0275]","[9.2275, 0.3178]"
2,62,0.0651,20.7584,20.0956,35,14.9304,1.4222,"[0.0003, 0.0348]","[0.3178, 14.9304]"
2,54,0.0789,1.1963,1.4172,31,2.1783,1.4482,"[0.0003, 0.0334]","[0.832, 0.1214]"
2,68,0.0963,26.1217,0.4012,27,0.3178,1.4984,"[0.0002, 0.0406]","[9.2275, 9.2275]"
2,64,0.0808,4.2747,0.089,26,0.1964,1.471,"[0.0002, 0.0302]","[2.1783, 5.7029]"
2,57,0.0936,1.2649,1.4798,32,3.5246,1.5713,"[0.0002, 0.0379]","[0.5142, 0.832]"
2,59,0.1672,2.4323,2.3768,32,3.5246,1.5669,"[0.0002, 0.0356]","[3.5246, 0.3178]"
2,65,0.0934,10.3188,0.9093,28,0.5142,1.4931,"[0.0001, 0.0376]","[3.5246, 5.7029]"
2,66,0.095,13.544,6.8743,32,3.5246,1.6278,"[0.0003, 0.0393]","[2.1783, 14.9304]"
2,55,0.0835,1.089,4.1508,35,14.9304,1.5324,"[0.0003, 0.0481]","[0.5142, 0.3178]"
2,61,0.0744,6.149,4.6016,33,5.7029,1.5711,"[0.0003, 0.0441]","[2.1783, 1.3463]"
2,62,0.0617,4.9523,2.1336,30,1.3463,1.5539,"[0.0003, 0.037]","[9.2275, 0.5142]"
2,62,0.1609,4.2005,1.3944,29,0.832,1.4197,"[0.0003, 0.0344]","[0.832, 5.7029]"
2,56,0.0711,1.4117,1.3029,31,2.1783,1.5939,"[0.0003, 0.049]","[0.5142, 0.5142]"
2,51,0.1069,0.1546,0.2103,29,0.832,1.5459,"[0.0002, 0.0359]","[0.1964, 0.1214]"
2,51,0.0386,0.3443,0.802,31,2.1783,1.504,"[0.0002, 0.0211]","[0.1214, 0.1964]"
2,51,0.0712,0.1209,1.4361,33,5.7029,1.6387,"[0.0001, 0.0353]","[0.1214, 0.1964]"
2,53,0.0573,0.5575,0.2651,26,0.1964,1.429,"[0.0002, 0.0169]","[0.5142, 0.1214]"
2,60,0.0779,2.9599,1.2544,29,0.832,1.4932,"[0.0002, 0.0424]","[0.832, 2.1783]"
2,60,0.0715,4.4518,2.2442,29,0.832,1.5529,"[0.0001, 0.0208]","[1.3463, 1.3463]"
2,58,0.0958,2.0732,0.4596,27,0.3178,1.4469,"[0.0001, 0.0451]","[5.7029, 0.1214]"
2,59,0.0681,2.1545,0.6748,28,0.5142,1.4641,"[0.0001, 0.0326]","[0.1964, 5.7029]"
2,58,0.1283,2.3427,2.4796,33,5.7029,1.5711,"[0.0001, 0.0218]","[0.832, 0.832]"
2,68,0.0931,18.0325,0.2113,25,0.1214,1.4088,"[0.0003, 0.0272]","[5.7029, 14.9304]"
2,63,0.0582,8.8713,5.275,32,3.5246,1.4009,"[0.0001, 0.0278]","[3.5246, 2.1783]"
2,63,0.0732,15.8336,13.4411,34,9.2275,1.5699,"[0.0002, 0.0378]","[14.9304, 0.5142]"
2,67,0.0961,18.7154,9.7017,33,5.7029,1.4935,"[0.0002, 0.0403]","[14.9304, 3.5246]"
2,63,0.0871,4.4773,0.0878,25,0.1214,1.4995,"[0.0003, 0.0263]","[9.2275, 0.832]"
2,65,0.0817,10.5238,0.1923,25,0.1214,1.5353,"[0.0002, 0.0362]","[5.7029, 3.5246]"
2,63,0.0614,8.9765,4.2198,31,2.1783,1.5147,"[0.0002, 0.0362]","[2.1783, 3.5246]"
2,52,0.1154,0.2191,0.088,26,0.1964,1.5209,"[0.0003, 0.0259]","[0.1964, 0.1964]"
2,53,0.0817,0.4912,0.4049,27,0.3178,1.4977,"[0.0002, 0.033]","[0.1214, 0.5142]"
2,58,0.0852,2.9121,2.172,30,1.3463,1.4438,"[0.0001, 0.0498]","[2.1783, 0.3178]"
2,55,0.1,1.2078,0.7886,29,0.832,1.5685,"[0.0002, 0.0392]","[0.5142, 0.3178]"
2,59,0.0461,5.6878,7.7869,35,14.9304,1.4303,"[0.0003, 0.0167]","[3.5246, 0.3178]"
2,58,0.0959,1.0618,0.1932,25,0.1214,1.4748,"[0.0002, 0.0401]","[0.3178, 2.1783]"
2,51,0.0823,0.1637,0.0964,26,0.1964,1.3499,"[0.0003, 0.0462]","[0.1964, 0.1214]"
2,56,0.0686,3.0075,3.8879,33,5.7029,1.4133,"[0.0003, 0.0381]","[0.1214, 2.1783]"
2,65,0.0882,10.5757,0.6489,27,0.3178,1.4086,"[0.0003, 0.0376]","[3.5246, 5.7029]"
2,61,0.0957,3.7954,0.0903,25,0.1214,1.4563,"[0.0003, 0.0502]","[0.1964, 14.9304]"
2,58,0.1639,2.1716,0.6361,28,0.5142,1.3288,"[0.0003, 0.0497]","[5.7029, 0.1214]"
2,61,0.0801,14.6274,13.0856,34,9.2275,1.472,"[0.0003, 0.0193]","[14.9304, 0.1964]"
2,70,0.0644,35.4361,5.8104,31,2.1783,1.4447,"[0.0003, 0.0432]","[14.9304, 14.9304]"
2,68,0.106,28.7022,5.4716,31,2.1783,1.3632,"[0.0003, 0.0503]","[9.2275, 9.2275]"
2,62,0.105,21.732,21.3852,35,14.9304,1.3929,"[0.0002, 0.0391]","[0.3178, 14.9304]"
2,55,0.0839,0.8158,0.3982,27,0.3178,1.3059,"[0.0003, 0.0253]","[0.1214, 1.3463]"
2,61,0.1301,6.9261,5.0871,32,3.5246,1.3845,"[0.0002, 0.0236]","[0.3178, 9.2275]"
2,51,0.0701,0.2555,2.375,34,9.2275,1.4024,"[0.0003, 0.0246]","[0.1964, 0.1214]"
2,69,0.1548,22.5684,7.1463,32,3.5246,1.6577,"[0.0002, 0.0484]","[14.9304, 9.2275]"
2,59,0.0737,2.4253,1.2335,29,0.832,1.5155,"[0.0003, 0.0281]","[0.3178, 3.5246]"
2,64,0.1041,11.5691,2.4086,30,1.3463,1.5578,"[0.0002, 0.0281]","[3.5246, 3.5246]"
2,52,0.0581,0.2225,0.2546,27,0.3178,1.5009,"[0.0003, 0.0378]","[0.1214, 0.3178]"
2,50,0.067,0.1529,0.9325,32,3.5246,1.5566,"[0.0003, 0.0218]","[0.1214, 0.1214]"
2,59,0.0909,6.6601,5.7853,34,9.2275,1.5454,"[0.0002, 0.0504]","[5.7029, 0.1964]"
2,53,0.1087,0.4171,0.5994,30,1.3463,1.5983,"[0.0003, 0.0296]","[0.1964, 0.3178]"
2,57,0.1137,1.9659,1.4796,31,2.1783,1.4448,"[0.0002, 0.0326]","[0.832, 0.5142]"
2,64,0.0802,7.1038,0.7609,28,0.5142,1.4154,"[0.0002, 0.0295]","[5.7029, 2.1783]"
2,60,0.0414,4.4222,3.2531,31,2.1783,1.501,"[0.0003, 0.0163]","[0.5142, 3.5246]"
2,67,0.1056,12.6308,0.7995,28,0.5142,1.4758,"[0.0002, 0.0347]","[3.5246, 14.9304]"
2,64,0.0931,6.1295,0.4122,26,0.1964,1.5401,"[0.0002, 0.0374]","[2.1783, 5.7029]"
2,69,0.0569,36.2894,21.7675,35,14.9304,1.4724,"[0.0003, 0.0215]","[9.2275, 14.9304]"
2,68,0.0803,28.46,16.8258,35,14.9304,1.6883,"[0.0002, 0.0492]","[9.2275, 9.2275]"
2,63,0.0859,12.0231,8.3892,33,5.7029,1.4863,"[0.0003, 0.0251]","[14.9304, 0.5142]"
2,67,0.0395,12.8561,0.1589,25,0.1214,1.4909,"[0.0003, 0.0222]","[3.5246, 14.9304]"
2,68,0.1402,19.626,2.3456,30,1.3463,1.5436,"[0.0002, 0.049]","[5.7029, 14.9304]"
2,55,0.1172,1.1904,1.0335,31,2.1783,1.5021,"[0.0003, 0.031]","[0.5142, 0.3178]"
2,62,0.0768,6.9737,4.1842,32,3.5246,1.6472,"[0.0002, 0.0413]","[2.1783, 2.1783]"
2,67,0.0539,22.5661,13.728,34,9.2275,1.4694,"[0.0002, 0.0235]","[9.2275, 5.7029]"
2,62,0.0845,4.611,0.2388,26,0.1964,1.5073,"[0.0002, 0.039]","[14.9304, 0.3178]"
2,60,0.0907,1.5772,0.1992,25,0.1214,1.5317,"[0.0003, 0.0384]","[0.5142, 3.5246]"
2,62,0.0751,4.7652,0.9631,30,1.3463,1.749,"[0.0002, 0.0407]","[0.3178, 14.9304]"
2,54,0.0595,0.9222,0.8131,29,0.832,1.7099,"[0.0002, 0.0241]","[0.5142, 0.1964]"
2,65,0.0621,20.5694,11.574,34,9.2275,1.6448,"[0.0001, 0.0367]","[5.7029, 3.5246]"
2,65,0.0963,7.0315,0.2536,26,0.1964,1.4427,"[0.0003, 0.0255]","[1.3463, 14.9304]"
2,59,0.1274,3.7484,3.0901,31,2.1783,1.5046,"[0.0002, 0.0412]","[0.3178, 3.5246]"
2,61,0.1465,2.6503,0.0963,25,0.1214,1.406,"[0.0002, 0.0401]","[0.832, 3.5246]"
2,65,0.0846,8.1835,2.0166,30,1.3463,1.4798,"[0.0002, 0.034]","[2.1783, 9.2275]"
2,61,0.1023,13.5537,13.119,34,9.2275,1.5169,"[0.0003, 0.0466]","[9.2275, 0.3178]"
2,55,0.0767,1.0362,0.8973,29,0.832,1.3377,"[0.0002, 0.0362]","[0.3178, 0.5142]"
2,54,0.0597,0.8484,1.1679,31,2.1783,1.2886,"[0.0002, 0.0243]","[0.1964, 0.5142]"
2,61,0.0961,5.3403,3.5189,31,2.1783,1.4149,"[0.0002, 0.0455]","[5.7029, 0.5142]"
2,67,0.1165,17.7437,0.2917,26,0.1964,1.3827,"[0.0003, 0.0506]","[5.7029, 9.2275]"
2,57,0.1123,0.9303,0.1544,25,0.1214,1.5167,"[0.0003, 0.0363]","[0.3178, 1.3463]"
2,55,0.0989,0.9364,0.437,28,0.5142,1.4133,"[0.0002, 0.0431]","[1.3463, 0.1214]"
2,63,0.1103,6.7586,3.7159,31,2.1783,1.3961,"[0.0002, 0.0241]","[0.832, 9.2275]"
2,64,0.1184,9.6998,6.0458,32,3.5246,1.5135,"[0.0003, 0.0323]","[1.3463, 9.2275]"
2,59,0.0817,4.1997,3.0392,31,2.1783,1.352,"[0.0003, 0.026]","[0.1964, 5.7029]"
2,64,0.091,6.4974,1.5488,29,0.832,1.4456,"[0.0003, 0.0455]","[0.832, 14.9304]"
2,56,0.0854,1.6736,1.6747,32,3.5246,1.5241,"[0.0003, 0.0195]","[0.5142, 0.5142]"
2,58,0.086,2.7887,2.0978,30,1.3463,1.4497,"[0.0002, 0.0404]","[2.1783, 0.3178]"
2,61,0.0808,3.2714,0.5037,27,0.3178,1.3977,"[0.0002, 0.0251]","[0.3178, 9.2275]"
2,61,0.0765,4.1243,0.4258,27,0.3178,1.5156,"[0.0002, 0.0411]","[0.1964, 14.9304]"
2,66,0.1279,9.4734,1.0299,28,0.5142,1.5228,"[0.0003, 0.0367]","[2.1783, 14.9304]"
2,56,0.069,0.9331,0.3232,26,0.1964,1.4997,"[0.0002, 0.0285]","[0.3178, 0.832]"
2,56,0.1063,0.9175,0.3368,28,0.5142,1.5,"[0.0002, 0.0201]","[1.3463, 0.1964]"
2,57,0.0945,2.4193,1.8455,30,1.3463,1.4752,"[0.0002, 0.0489]","[2.1783, 0.1964]"
2,60,0.117,1.8203,0.2504,28,0.5142,1.4994,"[0.0003, 0.0391]","[0.3178, 5.7029]"
2,62,0.0746,7.8301,5.15,33,5.7029,1.4772,"[0.0002, 0.0391]","[2.1783, 2.1783]"
2,57,0.0702,4.9025,4.8544,32,3.5246,1.4145,"[0.0003, 0.0348]","[3.5246, 0.1214]"
2,67,0.0519,12.9932,0.2525,25,0.1214,1.4561,"[0.0003, 0.0302]","[14.9304, 3.5246]"
2,63,0.073,8.8676,5.2546,32,3.5246,1.4265,"[0.0003, 0.0375]","[0.5142, 14.9304]"
2,59,0.228,1.449,0.1296,25,0.1214,1.6333,"[0.0003, 0.0508]","[1.3463, 0.832]"
2,66,0.128,11.334,0.0704,25,0.1214,1.473,"[0.0002, 0.0469]","[9.2275, 3.5246]"
2,60,0.0791,2.294,0.7288,28,0.5142,1.4538,"[0.0003, 0.0284]","[0.3178, 5.7029]"
2,59,0.1061,3.7148,5.0276,34,9.2275,1.4683,"[0.0002, 0.0504]","[0.5142, 2.1783]"
2,55,0.0672,1.8719,1.7918,30,1.3463,1.4915,"[0.0002, 0.0279]","[0.1214, 1.3463]"
2,64,0.1129,7.6362,0.6365,29,0.832,1.4829,"[0.0002, 0.037]","[5.7029, 2.1783]"
2,52,0.0832,0.2624,3.8732,35,14.9304,1.8373,"[0.0003, 0.0345]","[0.1214, 0.3178]"
2,66,0.0971,17.7876,4.1189,31,2.1783,1.5157,"[0.0003, 0.0414]","[5.7029, 5.7029]"
2,61,0.058,4.7836,2.1228,30,1.3463,1.5102,"[0.0002, 0.0378]","[2.1783, 1.3463]"
2,57,0.0842,1.7215,0.6456,27,0.3178,1.5792,"[0.0001, 0.0335]","[0.832, 0.5142]"
2,60,0.1035,14.5134,13.4264,35,14.9304,1.4222,"[0.0001, 0.0254]","[14.9304, 0.1214]"
2,59,0.0774,5.3748,5.0695,32,3.5246,1.5425,"[0.0003, 0.0216]","[0.3178, 3.5246]"
2,60,0.0956,3.1929,1.971,32,3.5246,1.4922,"[0.0003, 0.0348]","[0.5142, 3.5246]"
2,61,0.136,7.9089,6.6628,33,5.7029,1.5017,"[0.0002, 0.0348]","[5.7029, 0.5142]"
2,59,0.0886,1.7403,0.6219,27,0.3178,1.576,"[0.0003, 0.0431]","[0.5142, 2.1783]"
2,58,0.1343,1.7014,0.0971,25,0.1214,1.5385,"[0.0002, 0.0481]","[5.7029, 0.1214]"
2,53,0.1355,0.4556,1.654,33,5.7029,1.5198,"[0.0001, 0.0422]","[0.5142, 0.1214]"
2,66,0.1611,5.7545,0.202,25,0.1214,1.5557,"[0.0002, 0.0344]","[14.9304, 2.1783]"
2,57,0.1048,4.2356,4.7637,33,5.7029,1.4489,"[0.0002, 0.0491]","[3.5246, 0.1214]"
2,63,0.1464,7.4291,1.3932,29,0.832,1.4398,"[0.0003, 0.0298]","[2.1783, 3.5246]"
2,52,0.0785,0.2358,3.7351,35,14.9304,1.5212,"[0.0003, 0.0347]","[0.1214, 0.3178]"
2,57,0.0718,1.4498,0.1417,25,0.1214,1.4378,"[0.0003, 0.0263]","[0.5142, 0.832]"
2,63,0.1034,6.954,0.3693,26,0.1964,1.5366,"[0.0002, 0.0375]","[3.5246, 2.1783]"
2,67,0.0656,30.2003,23.9435,35,14.9304,1.5362,"[0.0003, 0.0444]","[14.9304, 3.5246]"
