Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Average Task Start Time,Average Task Operations (FLOPs)
4,156.3011,0.693,15.886,3.1261,26.1889,73.98,1.4892,0.3645,102.75
4,151.3736,0.6798,14.1063,2.6778,6.8019,82.2,1.4653,0.2778,96.585
4,111.9611,0.5952,12.6795,4.599,62.6262,131.52,1.494,0.3385,82.2
4,148.2558,0.6542,13.9642,5.0379,62.6262,131.52,1.549,0.3568,96.585
4,110.6478,0.512,14.0516,5.0236,62.6262,131.52,1.3231,0.3018,76.035
4,190.0382,0.7989,19.2671,3.7647,26.1889,73.98,1.4796,0.2846,113.025
4,125.8615,0.7196,12.6568,2.4378,16.2015,41.1,1.4386,0.3439,147.96
4,196.9538,0.8279,16.1482,2.8763,16.2015,41.1,1.565,0.3456,90.42
4,137.6855,0.5555,13.6885,3.1471,26.1889,73.98,1.5031,0.2484,100.695
4,159.9153,0.6215,14.8982,2.9985,11.7294,106.86,1.4271,0.4116,102.75
4,198.4373,0.5784,19.2944,5.2857,35.3044,312.36,1.5338,0.1622,119.19
4,46.4622,0.7256,8.0844,2.0515,6.8019,82.2,1.7676,0.2565,84.255
4,130.0348,0.586,15.0633,5.1758,62.6262,131.52,1.5014,0.362,73.98
4,166.4721,0.4221,18.119,5.8979,61.4555,106.86,1.4752,0.2252,88.365
4,139.6143,0.5753,15.447,5.3464,61.4555,106.86,1.5354,0.1979,108.915
4,141.3862,0.6603,10.3723,1.9453,6.8019,82.2,1.6223,0.3892,88.365
4,154.9878,0.5661,15.7755,5.0172,62.6262,131.52,1.463,0.2395,96.585
4,111.9611,0.7517,10.1989,3.1495,26.1889,73.98,1.4819,0.4109,82.2
4,202.413,0.692,21.354,6.1544,57.8413,106.86,1.4338,0.3296,102.75
4,114.3772,0.6911,10.7107,2.3079,11.7294,106.86,1.6211,0.3482,156.18
4,109.4497,0.4338,12.8341,3.0305,26.1889,73.98,1.6153,0.2307,150.015
4,150.3084,0.6398,15.7492,4.7177,35.3044,312.36,1.4159,0.3479,147.96
4,148.6734,0.5907,16.0914,4.9809,35.3044,312.36,1.4035,0.2721,92.475
4,115.5753,0.692,13.8961,4.9718,61.4555,106.86,1.4573,0.3285,82.2
4,210.8121,0.6427,21.7152,2.9541,16.2015,41.1,1.438,0.219,108.915
4,163.1707,0.6702,14.27,2.3842,6.8019,82.2,1.4949,0.4232,110.97
4,152.8705,0.6745,14.4397,2.7888,16.2015,41.1,1.5051,0.2843,80.145
4,187.8109,0.6862,17.5939,5.4397,35.3044,312.36,1.4147,0.2523,110.97
4,196.0398,0.675,18.5256,2.6862,6.8019,82.2,1.4898,0.222,94.53
4,182.5763,0.5541,17.7021,5.1034,35.3044,312.36,1.3409,0.2377,158.235
4,146.1711,0.4107,17.2138,5.719,62.6262,131.52,1.5119,0.2568,94.53
4,96.6437,0.7443,11.8745,2.8791,26.1889,73.98,1.5136,0.3311,106.86
4,246.3354,0.6051,22.9512,6.3182,60.5415,123.3,1.5542,0.2659,127.41
4,173.5029,0.6391,14.8619,4.5079,35.3044,312.36,1.485,0.3039,145.905
4,111.677,0.6526,11.8327,2.5809,11.7294,106.86,1.4779,0.4084,152.07
4,203.327,0.4629,21.9291,6.1898,57.8413,106.86,1.3877,0.2364,98.64
4,191.5677,0.6111,18.1858,2.5457,6.8019,82.2,1.3474,0.2066,110.97
4,161.6872,0.6995,14.5085,2.2761,6.8019,82.2,1.5061,0.3489,82.2
4,80.3087,0.5676,13.6163,4.9057,62.6262,131.52,1.5774,0.2184,73.98
4,154.4,0.6989,16.1062,5.669,62.6262,131.52,1.3854,0.2753,78.09
4,211.5285,0.7369,21.6649,3.7323,26.1889,73.98,1.4268,0.2657,162.345
4,169.0308,0.6257,17.4839,4.9515,57.8413,106.86,1.4371,0.2069,162.345
4,108.5271,0.5123,14.9407,4.1548,57.8413,106.86,1.5244,0.3386,201.39
4,112.2739,0.6565,13.5939,2.369,6.8019,82.2,1.4619,0.3805,104.805
4,111.2307,0.7046,12.2308,2.9187,11.7294,106.86,1.5202,0.2661,63.705
4,86.7887,0.7352,10.4353,2.4953,11.7294,106.86,1.4913,0.3273,94.53
4,119.7633,0.7571,12.9327,4.0154,60.5415,123.3,1.4664,0.3421,135.63
4,185.1107,0.8283,17.2239,2.5235,6.8019,82.2,1.4976,0.3137,106.86
4,191.5677,0.6683,17.345,5.2627,35.3044,312.36,1.4126,0.3456,110.97
4,143.4709,0.7215,14.8222,5.1838,62.6262,131.52,1.3979,0.3794,90.42
4,146.3698,0.6501,17.1305,5.323,62.6262,131.52,1.3993,0.3796,106.86
4,142.8797,0.5755,15.7765,2.924,16.2015,41.1,1.6291,0.4049,213.72
4,137.8281,0.6067,13.8849,4.5193,35.3044,312.36,1.5493,0.3753,100.695
4,148.3984,0.4971,16.5304,5.427,60.5415,123.3,1.4031,0.2926,96.585
4,125.8615,0.5881,14.9414,4.7131,60.5415,123.3,1.4873,0.3631,147.96
4,192.4256,0.5385,18.0822,3.5891,26.1889,73.98,1.4643,0.2652,94.53
4,116.4619,0.5318,13.4035,2.1595,6.8019,82.2,1.4719,0.2944,158.235
4,210.5554,0.6556,23.7569,6.3811,62.6262,131.52,1.4246,0.297,98.64
4,185.1107,0.6038,18.8084,5.6856,61.4555,106.86,1.3125,0.2685,106.86
4,111.8185,0.6245,14.7594,4.9883,57.8413,106.86,1.3977,0.399,82.2
4,80.3087,0.8182,11.0899,2.5037,11.7294,106.86,1.4577,0.3965,73.98
4,143.4709,0.5666,13.6613,2.8013,11.7294,106.86,1.6072,0.2382,90.42
4,219.0136,0.5629,20.8423,2.4922,6.8019,82.2,1.5539,0.2248,172.62
4,145.9144,0.7366,15.5691,5.2193,57.8413,106.86,1.3833,0.245,84.255
4,148.3984,0.7623,14.0097,2.5645,6.8019,82.2,1.5777,0.3841,96.585
4,161.6872,0.5347,15.5081,2.352,6.8019,82.2,1.5842,0.1727,82.2
4,129.7507,0.648,14.6792,4.5468,61.4555,106.86,1.5578,0.3102,143.85
4,142.613,0.6913,12.9729,2.6365,11.7294,106.86,1.5152,0.3537,106.86
4,151.0986,0.6758,15.5897,4.9511,57.8413,106.86,1.4349,0.2753,100.695
4,147.0851,0.6735,10.7212,1.9881,6.8019,82.2,1.5159,0.3806,90.42
4,83.0319,0.8658,9.6202,2.2636,16.2015,41.1,1.4739,0.2733,94.53
4,139.6143,0.5939,13.8905,2.8117,16.2015,41.1,1.4879,0.2224,108.915
4,147.0851,0.5909,16.4118,5.2827,60.5415,123.3,1.4584,0.2757,90.42
4,140.5283,0.5441,13.0158,4.5851,60.5415,123.3,1.5701,0.3157,104.805
4,146.1711,0.5983,15.8399,5.0257,35.3044,312.36,1.5934,0.3462,94.53
4,160.4891,0.7107,16.5819,4.9055,60.5415,123.3,1.3999,0.4381,156.18
4,199.654,0.585,17.5767,2.1005,6.8019,82.2,1.5666,0.2236,94.53
4,126.4206,0.7029,11.0962,3.1182,26.1889,73.98,1.5484,0.2852,73.98
4,186.6402,0.5209,18.9663,5.5116,61.4555,106.86,1.4705,0.2714,104.805
4,143.7937,0.5144,17.3222,4.7049,57.8413,106.86,1.5049,0.3216,209.61
4,80.0246,0.7791,12.669,4.1904,60.5415,123.3,1.4792,0.3466,143.85
4,142.613,0.5454,15.9139,5.2387,60.5415,123.3,1.4989,0.3227,106.86
4,109.146,0.7201,9.7541,2.1032,6.8019,82.2,1.5033,0.4504,61.65
