Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
8,309.9109,1.3769,51.7223,8.0683,62.6262,131.52,1.5557,"[0.1009, 0.2371, 0.3885, 0.5656, 0.71, 0.8986, 1.059, 1.219]","[106.86, 312.36, 73.98, 41.1, 73.98, 106.86, 123.3, 73.98]"
8,350.839,1.4074,55.0638,5.1759,11.7294,106.86,1.5483,"[0.1962, 0.3252, 0.4319, 0.5728, 0.729, 0.9167, 1.1177, 1.3719]","[123.3, 131.52, 131.52, 82.2, 82.2, 131.52, 131.52, 73.98]"
8,284.4074,1.2254,44.5197,4.9344,11.7294,106.86,1.3867,"[0.1103, 0.2762, 0.3975, 0.5556, 0.7497, 0.8045, 0.946, 1.0141]","[73.98, 312.36, 123.3, 41.1, 41.1, 131.52, 123.3, 82.2]"
8,267.2477,1.199,48.8401,8.2764,62.6262,131.52,1.5715,"[0.1548, 0.2913, 0.3996, 0.5532, 0.7266, 0.9156, 0.9631, 1.156]","[41.1, 131.52, 106.86, 41.1, 312.36, 82.2, 106.86, 123.3]"
8,280.2524,1.3681,48.4444,7.945,62.6262,131.52,1.568,"[0.0495, 0.2167, 0.3789, 0.5056, 0.6536, 0.8137, 0.9766, 1.0275]","[106.86, 82.2, 312.36, 123.3, 106.86, 312.36, 82.2, 41.1]"
8,330.9747,1.2281,55.2047,8.0319,61.4555,106.86,1.5371,"[0.1083, 0.3058, 0.432, 0.5665, 0.7462, 0.9205, 1.1407, 1.177]","[123.3, 106.86, 41.1, 312.36, 73.98, 123.3, 131.52, 106.86]"
8,253.9351,1.3213,47.1874,5.4703,26.1889,73.98,1.5728,"[0.1134, 0.2443, 0.3998, 0.5342, 0.7286, 0.8946, 1.0567, 1.0946]","[106.86, 123.3, 82.2, 106.86, 73.98, 106.86, 73.98, 82.2]"
8,212.9343,1.3338,40.2038,4.935,11.7294,106.86,1.5295,"[0.0296, 0.1597, 0.2649, 0.4058, 0.5831, 0.7524, 0.9274, 1.1723]","[106.86, 73.98, 131.52, 82.2, 106.86, 41.1, 41.1, 106.86]"
8,286.6634,1.355,44.8354,6.8908,61.4555,106.86,1.4572,"[0.0209, 0.1509, 0.2612, 0.453, 0.5885, 0.7472, 0.9177, 1.0994]","[312.36, 131.52, 82.2, 312.36, 106.86, 123.3, 131.52, 106.86]"
8,410.567,1.1597,64.0232,8.4541,57.8413,106.86,1.5655,"[0.1523, 0.1689, 0.291, 0.4262, 0.5878, 0.7651, 0.9006, 1.1202]","[106.86, 106.86, 312.36, 106.86, 131.52, 106.86, 41.1, 106.86]"
8,140.6622,1.1627,39.0453,6.0098,60.5415,123.3,1.5093,"[0.0784, 0.2043, 0.3432, 0.4732, 0.5969, 0.686, 0.8653, 1.0505]","[312.36, 106.86, 312.36, 73.98, 82.2, 82.2, 82.2, 106.86]"
8,286.4067,1.3067,49.2492,5.1311,11.7294,106.86,1.5604,"[0.1268, 0.2535, 0.3948, 0.538, 0.553, 0.6981, 0.8906, 1.0859]","[312.36, 106.86, 106.86, 131.52, 312.36, 82.2, 106.86, 106.86]"
8,265.0118,1.1209,46.2842,3.9924,6.8019,82.2,1.4585,"[0.1056, 0.2319, 0.3423, 0.3576, 0.4914, 0.6665, 0.8845, 1.0922]","[106.86, 41.1, 106.86, 41.1, 312.36, 73.98, 131.52, 312.36]"
8,365.4511,1.3001,58.1155,8.4502,61.4555,106.86,1.617,"[0.0824, 0.2094, 0.3165, 0.4981, 0.6639, 0.8211, 0.841, 1.0024]","[312.36, 106.86, 131.52, 312.36, 73.98, 106.86, 123.3, 73.98]"
8,373.3859,1.3011,60.1319,9.264,60.5415,123.3,1.4776,"[0.1337, 0.2989, 0.4224, 0.5924, 0.7852, 0.935, 1.0981, 1.2678]","[123.3, 82.2, 312.36, 131.52, 106.86, 73.98, 106.86, 131.52]"
8,367.0992,1.2046,52.4181,4.8686,11.7294,106.86,1.4886,"[0.0711, 0.1939, 0.2993, 0.3206, 0.4482, 0.7121, 0.8476, 1.0665]","[123.3, 123.3, 312.36, 106.86, 41.1, 106.86, 131.52, 41.1]"
8,356.2262,1.5175,45.0344,7.0523,35.3044,312.36,1.5779,"[0.0471, 0.213, 0.3646, 0.5033, 0.6846, 0.8383, 1.0199, 1.21]","[131.52, 106.86, 312.36, 82.2, 106.86, 106.86, 131.52, 106.86]"
8,252.0627,1.349,40.9139,6.9192,61.4555,106.86,1.4204,"[0.1317, 0.2588, 0.4583, 0.588, 0.7064, 0.8804, 1.0486, 1.2886]","[82.2, 106.86, 131.52, 82.2, 106.86, 312.36, 82.2, 123.3]"
8,366.0987,1.4729,46.2075,4.0414,16.2015,41.1,1.6723,"[0.1092, 0.2348, 0.3497, 0.5246, 0.6728, 0.8657, 1.0214, 1.211]","[106.86, 123.3, 131.52, 41.1, 312.36, 82.2, 123.3, 131.52]"
8,358.1539,1.1583,50.9272,4.1412,6.8019,82.2,1.4416,"[0.1687, 0.2953, 0.3994, 0.5404, 0.6895, 0.8963, 1.0918, 1.1661]","[131.52, 131.52, 41.1, 73.98, 131.52, 123.3, 82.2, 123.3]"
8,316.7805,1.5915,56.9446,8.4963,60.5415,123.3,1.4304,"[0.1987, 0.3972, 0.6692, 0.8056, 0.9547, 1.1755, 1.3473, 1.5184]","[312.36, 73.98, 73.98, 131.52, 73.98, 131.52, 106.86, 41.1]"
8,225.8066,0.873,47.5544,5.2024,11.7294,106.86,1.4406,"[0.0402, 0.1785, 0.2842, 0.3992, 0.5399, 0.6953, 0.7226, 0.7504]","[106.86, 106.86, 41.1, 41.1, 106.86, 312.36, 106.86, 106.86]"
8,337.2935,1.1501,60.5327,9.4631,60.5415,123.3,1.5806,"[0.0576, 0.0734, 0.192, 0.4691, 0.6251, 0.8022, 1.0036, 1.1884]","[106.86, 106.86, 82.2, 131.52, 82.2, 131.52, 131.52, 131.52]"
8,206.8087,1.3153,34.9971,3.6537,6.8019,82.2,1.5092,"[0.1185, 0.2528, 0.364, 0.542, 0.5603, 0.8363, 0.9991, 1.1911]","[41.1, 82.2, 312.36, 131.52, 106.86, 123.3, 82.2, 82.2]"
8,445.7915,1.3682,74.2484,10.5933,61.4555,106.86,1.5515,"[0.1943, 0.3815, 0.5069, 0.6161, 0.8142, 0.9674, 1.0255, 1.2124]","[106.86, 123.3, 73.98, 106.86, 131.52, 106.86, 106.86, 106.86]"
8,237.0684,1.439,38.8056,7.1826,60.5415,123.3,1.5044,"[0.106, 0.238, 0.4139, 0.5411, 0.6965, 0.8795, 1.0506, 1.263]","[73.98, 73.98, 41.1, 41.1, 82.2, 106.86, 106.86, 73.98]"
8,317.4292,0.973,56.4566,5.2764,16.2015,41.1,1.4026,"[0.1981, 0.3239, 0.477, 0.6184, 0.7759, 0.9517, 0.9953, 1.0151]","[312.36, 106.86, 131.52, 106.86, 106.86, 123.3, 106.86, 41.1]"
8,286.46,1.2545,49.8511,7.1725,60.5415,123.3,1.8029,"[0.0473, 0.2349, 0.352, 0.3848, 0.482, 0.6651, 0.8569, 1.0023]","[312.36, 73.98, 123.3, 41.1, 73.98, 73.98, 123.3, 312.36]"
8,230.4079,1.3918,48.7554,5.544,11.7294,106.86,1.6132,"[0.1545, 0.282, 0.3855, 0.508, 0.6679, 0.838, 1.0392, 1.2832]","[106.86, 106.86, 73.98, 123.3, 106.86, 312.36, 106.86, 106.86]"
8,341.7435,1.3515,60.0639,8.083,60.5415,123.3,1.4957,"[0.0313, 0.1598, 0.2647, 0.415, 0.5861, 0.7409, 0.7782, 0.9868]","[312.36, 312.36, 312.36, 106.86, 73.98, 73.98, 106.86, 123.3]"
8,265.177,1.2805,45.5216,7.5998,60.5415,123.3,1.5306,"[0.1427, 0.27, 0.3903, 0.5324, 0.6605, 0.8608, 0.8803, 1.0513]","[82.2, 123.3, 73.98, 73.98, 106.86, 106.86, 106.86, 123.3]"
8,364.9868,1.3418,58.0225,5.2761,16.2015,41.1,1.5614,"[0.1027, 0.2292, 0.3515, 0.5493, 0.7383, 0.8852, 1.0751, 1.2441]","[312.36, 82.2, 73.98, 106.86, 131.52, 106.86, 106.86, 123.3]"
8,328.4633,1.1496,58.5119,8.7364,61.4555,106.86,1.5327,"[0.0298, 0.1589, 0.3004, 0.4328, 0.5833, 0.6126, 0.6356, 1.1619]","[312.36, 131.52, 123.3, 82.2, 123.3, 82.2, 123.3, 312.36]"
8,340.6814,1.3382,50.1131,8.0867,57.8413,106.86,1.4982,"[0.1636, 0.2898, 0.4661, 0.621, 0.7422, 0.9305, 1.0902, 1.2533]","[123.3, 106.86, 106.86, 41.1, 131.52, 41.1, 131.52, 82.2]"
8,396.8645,1.3488,55.7052,6.31,26.1889,73.98,1.5116,"[0.1628, 0.2899, 0.3947, 0.5087, 0.6602, 0.8387, 1.0578, 1.1301]","[41.1, 41.1, 123.3, 106.86, 106.86, 106.86, 131.52, 123.3]"
8,316.9878,1.1311,43.6243,7.1382,35.3044,312.36,1.713,"[0.022, 0.1491, 0.2562, 0.4272, 0.4504, 0.577, 0.7551, 0.907]","[73.98, 123.3, 106.86, 82.2, 131.52, 73.98, 106.86, 106.86]"
8,163.3795,1.2691,36.7816,3.8598,11.7294,106.86,1.5455,"[0.2002, 0.3524, 0.5069, 0.6343, 0.7734, 0.9276, 1.08, 1.125]","[131.52, 106.86, 106.86, 82.2, 106.86, 312.36, 106.86, 106.86]"
8,279.2911,1.5025,41.2148,4.9231,11.7294,106.86,1.4958,"[0.0747, 0.2192, 0.3365, 0.4585, 0.6082, 0.7581, 0.9347, 1.165]","[106.86, 73.98, 73.98, 131.52, 106.86, 41.1, 41.1, 41.1]"
8,346.5555,1.2492,57.1345,8.9791,60.5415,123.3,1.4787,"[0.093, 0.2211, 0.3879, 0.5254, 0.6398, 0.7918, 0.9601, 1.1348]","[106.86, 73.98, 106.86, 123.3, 82.2, 123.3, 106.86, 106.86]"
8,390.4636,1.1022,53.6264,7.4626,35.3044,312.36,1.6084,"[0.1789, 0.305, 0.4376, 0.5668, 0.707, 0.8661, 1.0275, 1.0415]","[131.52, 82.2, 106.86, 131.52, 106.86, 41.1, 106.86, 106.86]"
8,265.1444,1.2112,50.1551,7.8209,61.4555,106.86,1.5891,"[0.1649, 0.3519, 0.476, 0.6415, 0.7823, 0.8202, 0.8508, 1.0415]","[106.86, 131.52, 41.1, 106.86, 73.98, 106.86, 131.52, 41.1]"
8,305.4895,1.0067,55.0255,8.3077,60.5415,123.3,1.5046,"[0.0696, 0.2115, 0.344, 0.53, 0.6814, 0.8388, 0.8481, 0.8886]","[106.86, 123.3, 82.2, 106.86, 123.3, 312.36, 82.2, 41.1]"
8,185.115,1.3095,43.1992,7.6091,62.6262,131.52,1.6609,"[0.1821, 0.3127, 0.4334, 0.5626, 0.7654, 0.9182, 1.097, 1.2918]","[82.2, 73.98, 82.2, 123.3, 41.1, 41.1, 73.98, 73.98]"
8,242.3594,1.4602,45.1631,7.4327,60.5415,123.3,1.5419,"[0.1907, 0.317, 0.4205, 0.5419, 0.6846, 0.827, 1.0282, 1.2431]","[123.3, 82.2, 131.52, 106.86, 41.1, 41.1, 82.2, 106.86]"
8,217.8527,1.1303,47.1676,7.1388,35.3044,312.36,1.5328,"[0.1469, 0.2768, 0.3811, 0.4926, 0.6291, 0.8049, 0.8649, 1.0542]","[312.36, 106.86, 82.2, 106.86, 106.86, 73.98, 82.2, 106.86]"
8,297.0718,1.3948,50.9561,5.9666,26.1889,73.98,1.5481,"[0.0484, 0.1917, 0.3039, 0.4613, 0.6542, 0.8431, 0.8924, 1.21]","[131.52, 106.86, 106.86, 82.2, 106.86, 73.98, 41.1, 106.86]"
8,393.5631,1.3091,55.3724,4.7928,6.8019,82.2,1.569,"[0.1231, 0.251, 0.2689, 0.3596, 0.5389, 0.682, 0.8766, 1.0491]","[123.3, 106.86, 131.52, 123.3, 106.86, 41.1, 106.86, 131.52]"
8,293.064,1.3763,52.8856,8.3839,60.5415,123.3,1.5417,"[0.1642, 0.336, 0.4626, 0.4889, 0.6276, 0.8384, 1.0227, 1.1873]","[312.36, 106.86, 106.86, 106.86, 131.52, 73.98, 106.86, 73.98]"
8,302.0369,0.9673,58.4844,8.4287,60.5415,123.3,1.4729,"[0.1107, 0.2406, 0.3458, 0.4541, 0.6096, 0.6573, 0.6778, 0.8549]","[131.52, 312.36, 106.86, 82.2, 312.36, 106.86, 131.52, 73.98]"
8,285.4827,1.1282,50.3402,7.9076,60.5415,123.3,1.5557,"[0.1875, 0.3344, 0.4526, 0.4727, 0.5909, 0.6607, 0.9442, 0.9504]","[123.3, 106.86, 82.2, 131.52, 82.2, 106.86, 131.52, 131.52]"
8,232.8951,1.441,41.2688,6.7745,61.4555,106.86,1.4916,"[0.1816, 0.3821, 0.5171, 0.6274, 0.8232, 0.9883, 1.1563, 1.2787]","[41.1, 73.98, 106.86, 312.36, 106.86, 41.1, 131.52, 82.2]"
8,251.3004,1.3244,46.2096,7.0086,35.3044,312.36,1.4924,"[0.0859, 0.2105, 0.2264, 0.4856, 0.6459, 0.8441, 0.8968, 1.3665]","[123.3, 123.3, 41.1, 41.1, 106.86, 131.52, 106.86, 106.86]"
8,257.5914,1.2877,45.1086,6.2173,35.3044,312.36,1.526,"[0.1755, 0.3018, 0.4483, 0.6404, 0.7718, 0.9186, 1.1006, 1.1688]","[312.36, 106.86, 106.86, 106.86, 41.1, 82.2, 82.2, 106.86]"
8,265.5996,1.5005,46.9382,7.5239,61.4555,106.86,1.5676,"[0.0224, 0.2099, 0.3351, 0.4546, 0.5968, 0.9161, 0.9327, 1.1856]","[82.2, 73.98, 131.52, 106.86, 73.98, 312.36, 312.36, 106.86]"
8,380.4067,1.2686,52.5323,8.4134,61.4555,106.86,1.6814,"[0.1771, 0.3074, 0.4825, 0.6094, 0.7672, 1.048, 1.0637, 1.2472]","[82.2, 131.52, 106.86, 123.3, 123.3, 131.52, 82.2, 131.52]"
8,244.412,1.6177,40.52,4.8742,26.1889,73.98,1.4778,"[0.1633, 0.2959, 0.4295, 0.614, 0.7674, 1.0473, 1.3066, 1.5135]","[41.1, 106.86, 312.36, 73.98, 82.2, 123.3, 106.86, 73.98]"
8,205.5873,1.3804,34.6525,5.8084,60.5415,123.3,1.5677,"[0.0623, 0.1879, 0.3026, 0.4314, 0.6008, 0.7824, 0.9787, 1.1668]","[106.86, 106.86, 73.98, 73.98, 106.86, 312.36, 82.2, 73.98]"
8,325.8539,1.1696,54.8989,4.668,11.7294,106.86,1.5188,"[0.2001, 0.3247, 0.4877, 0.6388, 0.7743, 0.931, 0.9676, 1.1178]","[123.3, 73.98, 131.52, 312.36, 131.52, 73.98, 73.98, 73.98]"
8,349.8109,1.1254,62.8468,9.5172,61.4555,106.86,1.4733,"[0.0567, 0.217, 0.3369, 0.4782, 0.6795, 0.8433, 1.0189, 1.0467]","[82.2, 106.86, 123.3, 131.52, 73.98, 131.52, 106.86, 106.86]"
8,337.7388,1.3837,52.1912,5.0452,16.2015,41.1,1.599,"[0.1555, 0.28, 0.4711, 0.5983, 0.7329, 0.9157, 1.1557, 1.2261]","[82.2, 106.86, 123.3, 106.86, 106.86, 131.52, 41.1, 123.3]"
8,242.6075,1.2541,41.3283,6.527,60.5415,123.3,1.7115,"[0.0287, 0.1853, 0.3055, 0.4677, 0.6416, 0.8039, 1.048, 1.0983]","[106.86, 41.1, 131.52, 312.36, 73.98, 131.52, 106.86, 41.1]"
8,239.9259,1.3372,43.4991,4.5652,6.8019,82.2,1.4331,"[0.022, 0.1488, 0.3389, 0.5095, 0.6949, 0.8292, 0.9922, 1.1604]","[106.86, 123.3, 41.1, 106.86, 82.2, 312.36, 312.36, 41.1]"
8,258.455,1.0887,40.8032,3.8248,6.8019,82.2,1.5065,"[0.0274, 0.1957, 0.3387, 0.3603, 0.5975, 0.6248, 0.6734, 0.8406]","[106.86, 73.98, 312.36, 312.36, 41.1, 123.3, 106.86, 106.86]"
8,239.4845,1.3442,47.2967,7.9743,60.5415,123.3,1.6529,"[0.0274, 0.1517, 0.2563, 0.3845, 0.5398, 0.697, 0.9033, 1.1249]","[82.2, 82.2, 312.36, 123.3, 41.1, 106.86, 73.98, 73.98]"
8,299.0235,1.1059,54.7253,7.6059,61.4555,106.86,1.6212,"[0.079, 0.2107, 0.349, 0.482, 0.6284, 0.786, 0.849, 0.99]","[73.98, 73.98, 106.86, 123.3, 73.98, 106.86, 123.3, 73.98]"
8,327.1599,1.3526,55.3874,5.3776,11.7294,106.86,1.6401,"[0.1364, 0.2651, 0.4328, 0.5606, 0.6915, 0.8895, 1.0716, 1.2635]","[106.86, 312.36, 106.86, 73.98, 106.86, 106.86, 106.86, 106.86]"
8,375.9159,1.2217,63.5165,5.4833,16.2015,41.1,1.6052,"[0.1068, 0.2346, 0.418, 0.5428, 0.7046, 0.7373, 0.8806, 1.2229]","[123.3, 73.98, 312.36, 41.1, 106.86, 123.3, 106.86, 106.86]"
8,285.464,1.3338,43.1503,4.8465,26.1889,73.98,1.4899,"[0.1245, 0.2299, 0.3855, 0.5083, 0.6896, 0.8749, 1.0354, 1.1575]","[106.86, 73.98, 106.86, 106.86, 123.3, 312.36, 41.1, 41.1]"
8,322.7732,1.2219,48.0901,8.1378,57.8413,106.86,1.4205,"[0.1675, 0.2741, 0.3634, 0.5238, 0.6869, 0.7177, 0.8634, 1.0533]","[41.1, 131.52, 73.98, 106.86, 106.86, 106.86, 123.3, 73.98]"
8,316.2585,1.4092,40.434,6.9887,62.6262,131.52,1.4823,"[0.064, 0.2023, 0.4025, 0.5549, 0.7553, 0.8887, 1.0305, 1.1954]","[41.1, 312.36, 106.86, 106.86, 106.86, 123.3, 106.86, 106.86]"
8,383.9562,1.2941,51.7521,3.8584,11.7294,106.86,1.6562,"[0.0193, 0.1293, 0.3152, 0.4442, 0.5648, 0.7309, 0.8966, 1.1258]","[131.52, 312.36, 41.1, 131.52, 73.98, 106.86, 123.3, 131.52]"
8,307.2571,1.2816,38.7463,4.0008,16.2015,41.1,1.3809,"[0.1862, 0.2932, 0.4476, 0.6309, 0.7421, 0.8771, 1.0438, 1.2433]","[106.86, 82.2, 131.52, 41.1, 123.3, 123.3, 131.52, 73.98]"
8,330.1168,1.2185,55.8008,7.0871,62.6262,131.52,1.4942,"[0.1349, 0.242, 0.3938, 0.5124, 0.7034, 0.8365, 0.9929, 1.1883]","[106.86, 106.86, 312.36, 106.86, 131.52, 123.3, 73.98, 123.3]"
8,359.5419,1.3044,50.6308,6.2884,62.6262,131.52,1.6084,"[0.1749, 0.3077, 0.507, 0.7043, 0.8195, 0.9424, 1.1024, 1.2613]","[106.86, 131.52, 123.3, 106.86, 312.36, 82.2, 123.3, 123.3]"
8,260.8324,1.0081,50.7928,5.4951,16.2015,41.1,1.4758,"[0.1515, 0.2574, 0.3493, 0.4876, 0.625, 0.6355, 0.7969, 1.1407]","[123.3, 73.98, 106.86, 123.3, 41.1, 82.2, 41.1, 131.52]"
8,158.4233,1.0316,37.7955,4.0518,6.8019,82.2,1.5783,"[0.183, 0.2949, 0.3888, 0.5522, 0.6787, 0.7414, 0.8482, 0.9223]","[41.1, 106.86, 82.2, 106.86, 41.1, 73.98, 106.86, 106.86]"
8,241.4177,0.9895,45.9732,4.8489,16.2015,41.1,1.4711,"[0.1825, 0.3073, 0.4145, 0.4414, 0.5768, 0.7142, 0.8937, 1.0577]","[82.2, 82.2, 131.52, 82.2, 106.86, 106.86, 73.98, 131.52]"
8,256.4841,1.6088,41.2966,7.268,61.4555,106.86,1.5821,"[0.1603, 0.3199, 0.5092, 0.7075, 0.896, 1.072, 1.244, 1.4043]","[82.2, 73.98, 106.86, 312.36, 73.98, 106.86, 73.98, 131.52]"
8,150.3459,1.1589,32.3418,5.2096,57.8413,106.86,1.566,"[0.0246, 0.1321, 0.2576, 0.371, 0.5578, 0.5887, 0.8748, 0.8935]","[73.98, 106.86, 41.1, 73.98, 106.86, 41.1, 312.36, 82.2]"
8,395.9505,1.3805,66.2507,9.7732,61.4555,106.86,1.5331,"[0.1059, 0.2949, 0.4021, 0.5545, 0.7299, 0.8739, 0.8967, 1.1185]","[106.86, 123.3, 106.86, 123.3, 41.1, 123.3, 131.52, 41.1]"
8,309.9256,1.0334,54.5051,4.88,16.2015,41.1,1.3619,"[0.1117, 0.2193, 0.3156, 0.4664, 0.6163, 0.657, 0.8132, 0.8258]","[312.36, 41.1, 123.3, 82.2, 312.36, 131.52, 312.36, 106.86]"
8,255.1896,1.3065,42.1681,5.3869,26.1889,73.98,1.6077,"[0.1235, 0.2357, 0.4075, 0.5194, 0.6841, 0.8285, 1.0087, 1.2199]","[41.1, 73.98, 106.86, 123.3, 106.86, 123.3, 106.86, 82.2]"
8,334.5572,1.2022,57.7955,5.3508,16.2015,41.1,1.4926,"[0.0185, 0.1267, 0.2347, 0.2653, 0.3719, 0.3989, 0.8256, 0.8316]","[312.36, 106.86, 312.36, 312.36, 312.36, 106.86, 106.86, 41.1]"
8,329.8544,1.2295,51.6818,8.055,57.8413,106.86,1.5158,"[0.1037, 0.2128, 0.32, 0.4466, 0.6077, 0.7706, 0.9414, 1.0239]","[82.2, 106.86, 82.2, 106.86, 41.1, 106.86, 106.86, 106.86]"
8,336.3519,1.2898,54.568,8.9139,61.4555,106.86,1.4172,"[0.1097, 0.2208, 0.2435, 0.4552, 0.6106, 0.7682, 0.9438, 1.0258]","[131.52, 106.86, 41.1, 106.86, 123.3, 106.86, 106.86, 106.86]"
8,286.9418,1.1079,52.023,8.6841,61.4555,106.86,1.3792,"[0.0784, 0.1877, 0.3345, 0.4491, 0.6048, 0.7576, 0.8048, 0.9298]","[131.52, 41.1, 106.86, 41.1, 82.2, 82.2, 131.52, 106.86]"
8,221.737,1.1232,39.2805,4.3437,6.8019,82.2,1.6188,"[0.0433, 0.1941, 0.3602, 0.5025, 0.5193, 0.6442, 0.8169, 0.9938]","[82.2, 106.86, 106.86, 106.86, 41.1, 41.1, 41.1, 312.36]"
8,310.2744,1.0632,44.9316,3.7173,11.7294,106.86,1.4545,"[0.0703, 0.1793, 0.3092, 0.5052, 0.6279, 0.7861, 0.9458, 1.1138]","[82.2, 131.52, 41.1, 123.3, 106.86, 82.2, 123.3, 312.36]"
8,208.8613,1.3814,40.0148,6.2545,61.4555,106.86,1.3944,"[0.189, 0.299, 0.3933, 0.5337, 0.7251, 0.8897, 1.1105, 1.3683]","[82.2, 312.36, 73.98, 82.2, 123.3, 312.36, 73.98, 106.86]"
8,371.3012,1.0156,51.005,7.834,62.6262,131.52,1.5897,"[0.1436, 0.2514, 0.3811, 0.402, 0.5196, 0.6233, 0.7351, 0.9957]","[123.3, 123.3, 82.2, 131.52, 312.36, 106.86, 106.86, 73.98]"
8,252.4894,1.2251,49.443,6.7886,62.6262,131.52,1.5733,"[0.0732, 0.1833, 0.2755, 0.4151, 0.5774, 0.7425, 0.8969, 1.1249]","[82.2, 106.86, 41.1, 106.86, 123.3, 73.98, 106.86, 106.86]"
8,300.5113,1.1265,54.0288,7.9251,61.4555,106.86,1.5962,"[0.1151, 0.2419, 0.3784, 0.5121, 0.6487, 0.8144, 0.8477, 1.0431]","[106.86, 73.98, 312.36, 73.98, 106.86, 123.3, 82.2, 73.98]"
8,274.4023,1.3927,51.4202,4.6965,6.8019,82.2,1.5427,"[0.1059, 0.241, 0.3748, 0.5265, 0.7113, 0.8966, 1.1183, 1.3722]","[73.98, 312.36, 41.1, 106.86, 106.86, 82.2, 312.36, 312.36]"
8,235.8794,1.2019,47.751,5.7843,11.7294,106.86,1.4186,"[0.1136, 0.2476, 0.3718, 0.532, 0.6971, 0.8981, 0.9264, 1.0006]","[106.86, 131.52, 41.1, 41.1, 73.98, 73.98, 123.3, 41.1]"
8,387.6636,1.4778,69.1071,7.0017,26.1889,73.98,1.4254,"[0.0654, 0.2382, 0.3638, 0.5135, 0.6794, 0.8505, 1.0454, 1.2678]","[106.86, 106.86, 106.86, 106.86, 106.86, 123.3, 106.86, 106.86]"
8,340.8616,1.3046,63.8798,9.6732,62.6262,131.52,1.3511,"[0.0381, 0.1859, 0.3534, 0.4973, 0.6917, 0.8738, 1.0811, 1.1507]","[123.3, 82.2, 131.52, 131.52, 106.86, 312.36, 312.36, 41.1]"
