Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Average Task Start Time,Average Task Operations (FLOPs)
3,63.9111,0.5281,20.3216,7.3756,35.3044,312.36,1.6649,0.2443,167.14
3,80.7605,0.3274,7.7187,2.9562,35.3044,312.36,1.5144,0.2286,208.24
3,95.0893,0.5219,8.6176,3.3396,35.3044,312.36,1.4624,0.0854,274.0
3,91.7889,0.4229,6.0466,1.2665,3.5306,90.42,1.5576,0.3084,263.04
3,88.3123,0.4789,5.8484,2.3184,35.3044,312.36,1.622,0.1923,232.9
3,150.2706,0.5734,8.0599,1.6271,11.7294,106.86,1.7272,0.257,104.12
3,86.085,0.4825,6.6365,1.9412,11.7294,106.86,1.5031,0.1856,115.08
3,68.2952,0.5267,6.5989,2.1427,11.7294,106.86,1.6714,0.2802,156.18
3,77.4107,0.4166,7.2424,1.7951,16.2015,41.1,1.4237,0.2785,235.64
3,79.9868,0.5156,7.2006,3.9148,62.6262,131.52,1.5876,0.3419,98.64
3,134.5843,0.3952,9.7763,2.2636,16.2015,41.1,1.4209,0.1566,90.42
3,84.4589,0.4352,6.1718,1.7314,6.8019,82.2,1.7529,0.125,76.72
3,108.4893,0.3376,9.867,4.1067,62.6262,131.52,1.5961,0.1859,175.36
3,103.5618,0.413,8.9971,3.7619,60.5415,123.3,1.5247,0.1204,167.14
3,99.3738,0.4689,5.3049,1.5185,11.7294,106.86,1.6393,0.1311,95.9
3,102.6478,0.5149,7.616,3.6475,60.5415,123.3,1.5265,0.3166,172.62
3,53.8357,0.263,6.0386,1.8804,11.7294,106.86,1.6718,0.2697,167.14
3,127.2694,0.5006,9.453,4.2445,57.8413,106.86,1.5246,0.207,106.86
3,107.5753,0.3279,8.0781,3.3067,57.8413,106.86,1.531,0.1768,180.84
3,53.8357,0.6366,5.4103,2.979,60.5415,123.3,1.5779,0.1902,167.14
3,178.3088,0.5492,12.5413,4.4852,62.6262,131.52,1.6553,0.3259,115.08
3,127.8849,0.4014,11.352,4.9601,61.4555,106.86,1.7153,0.2053,109.6
3,95.617,0.5131,6.3872,2.1062,16.2015,41.1,1.5052,0.1801,95.9
3,183.7092,0.4614,11.0998,2.5993,26.1889,73.98,1.5763,0.1793,126.04
3,138.1985,0.4633,9.7268,1.8239,16.2015,41.1,1.456,0.1016,90.42
3,147.2719,0.3134,12.506,2.8286,26.1889,73.98,1.4358,0.2002,106.86
3,125.1847,0.4869,8.99,4.1222,62.6262,131.52,1.478,0.3063,104.12
3,127.412,0.5522,6.4548,1.7875,26.1889,73.98,1.6272,0.1425,106.86
3,83.5449,0.4504,5.709,1.8855,16.2015,41.1,1.4271,0.2329,82.2
3,140.2832,0.5268,10.3636,3.9027,35.3044,312.36,1.6498,0.3212,93.16
3,93.5323,0.5339,7.1753,2.3475,26.1889,73.98,1.4917,0.2017,93.16
3,125.1847,0.5107,9.5748,2.8311,26.1889,73.98,1.5229,0.2312,104.12
3,34.7328,0.3616,4.3001,1.61,16.2015,41.1,1.539,0.173,76.72
3,148.1859,0.3793,11.5621,4.9777,62.6262,131.52,1.5364,0.1746,101.38
3,81.3001,0.3465,6.6811,1.8838,16.2015,41.1,1.6112,0.1778,106.86
3,146.6564,0.4929,9.6771,4.007,35.3044,312.36,1.5531,0.1678,104.12
3,75.0593,0.3884,5.5373,1.5527,6.8019,82.2,1.7652,0.1607,90.42
3,151.4413,0.4793,10.8506,4.7566,57.8413,106.86,1.5435,0.2643,112.34
3,102.6478,0.5157,5.658,2.5726,35.3044,312.36,1.6635,0.1461,172.62
3,95.0292,0.5425,6.0169,1.7411,11.7294,106.86,1.4708,0.1511,71.24
3,100.2317,0.3676,9.432,4.4576,62.6262,131.52,1.4759,0.225,73.98
3,141.4539,0.4155,10.214,3.7564,35.3044,312.36,1.4531,0.2942,101.38
3,87.6822,0.4363,7.0708,2.4098,26.1889,73.98,1.7125,0.1051,153.44
3,103.8459,0.504,8.2439,3.8519,61.4555,106.86,1.3719,0.2792,73.98
3,158.4721,0.2922,14.2744,4.4705,61.4555,106.86,1.324,0.2405,189.06
3,112.9614,0.3884,9.3101,3.8799,61.4555,106.86,1.4123,0.1938,153.44
3,29.8053,0.4234,4.1404,1.6496,11.7294,106.86,1.59,0.2697,68.5
3,35.1882,0.2486,6.4708,3.192,61.4555,106.86,1.6308,0.1602,106.86
3,185.5372,0.5032,14.5011,4.9555,57.8413,106.86,1.5073,0.1788,115.08
3,71.4451,0.414,5.5325,3.177,62.6262,131.52,1.4724,0.2526,90.42
3,173.5239,0.4839,12.4417,2.9555,26.1889,73.98,1.5993,0.2924,106.86
3,71.4451,0.4992,4.4373,1.4102,16.2015,41.1,1.6849,0.1188,90.42
3,77.4107,0.2585,5.9818,2.3528,35.3044,312.36,1.6635,0.1384,235.64
3,133.7264,0.3471,9.1784,1.7993,16.2015,41.1,1.5967,0.0941,112.34
3,185.7939,0.4406,11.9155,2.1755,16.2015,41.1,1.5848,0.2481,128.78
3,58.3078,0.4802,21.1618,8.1201,62.6262,131.52,1.2688,0.2617,145.22
3,159.3861,0.6684,10.2789,1.9735,11.7294,106.86,1.5331,0.3311,183.58
3,122.9488,0.2895,8.5632,2.0943,11.7294,106.86,1.4904,0.198,164.4
3,129.9696,0.3966,8.7063,2.1334,16.2015,41.1,1.3666,0.3271,112.34
3,156.3874,0.4059,12.2565,4.6794,57.8413,106.86,1.4661,0.2714,186.32
3,147.2719,0.4277,11.5628,3.0508,26.1889,73.98,1.4416,0.286,106.86
3,133.235,0.4536,10.2087,3.5965,62.6262,131.52,1.3986,0.2081,252.08
3,109.3472,0.4743,7.1442,3.2353,60.5415,123.3,1.4158,0.2464,153.44
3,144.5717,0.4318,9.7253,2.698,26.1889,73.98,1.4437,0.1677,101.38
3,95.0292,0.4149,7.0486,3.4438,60.5415,123.3,1.4689,0.322,71.24
3,105.0166,0.3938,8.3516,3.8082,57.8413,106.86,1.4129,0.2301,82.2
3,128.7989,0.4486,7.1083,2.0326,16.2015,41.1,1.3477,0.358,104.12
3,124.1195,0.4213,8.0016,1.8308,11.7294,106.86,1.4964,0.2349,172.62
3,39.6603,0.4327,4.6218,1.5142,6.8019,82.2,1.5539,0.2253,84.94
3,179.8383,0.5365,12.9295,4.5386,62.6262,131.52,1.44,0.2995,112.34
3,93.5323,0.3189,7.6495,3.4341,35.3044,312.36,1.556,0.2009,93.16
3,134.5843,0.278,9.0688,2.2889,11.7294,106.86,1.4384,0.248,90.42
3,20.4057,0.514,3.1774,1.9652,35.3044,312.36,1.4854,0.2498,82.2
3,95.617,0.4467,5.8963,1.6118,11.7294,106.86,1.6438,0.27,95.9
3,82.3382,0.4405,7.3762,1.7952,16.2015,41.1,1.4222,0.2835,243.86
3,160.5568,0.616,10.6492,2.2413,11.7294,106.86,1.4271,0.3606,191.8
3,95.7596,0.3691,8.5875,4.102,61.4555,106.86,1.3781,0.101,95.9
3,134.6404,0.627,7.3823,1.9251,26.1889,73.98,1.4103,0.3412,106.86
3,144.5717,0.3723,10.1355,2.0974,6.8019,82.2,1.6616,0.2594,101.38
3,99.9476,0.5645,7.6693,3.0598,61.4555,106.86,1.5816,0.329,167.14
3,109.3472,0.3189,10.0318,4.0988,35.3044,312.36,1.5109,0.1602,153.44
3,95.617,0.4299,7.1979,3.692,60.5415,123.3,1.3772,0.2647,95.9
3,86.085,0.4597,6.6463,1.899,11.7294,106.86,1.5566,0.1924,115.08
3,129.7129,0.4234,10.8118,4.3889,62.6262,131.52,1.4844,0.3067,98.64
3,103.5618,0.4099,9.3723,3.7556,57.8413,106.86,1.4572,0.1765,167.14
3,76.23,0.6062,5.6534,1.7993,16.2015,41.1,1.4006,0.2123,98.64
3,58.7632,0.5612,5.4988,2.5,35.3044,312.36,1.515,0.271,175.36
3,122.0348,0.3518,11.6579,4.1404,60.5415,123.3,1.4549,0.1769,169.88
3,182.5385,0.4932,11.8496,4.7562,62.6262,131.52,1.4334,0.2549,117.82
3,90.8321,0.3627,8.7802,4.2338,60.5415,123.3,1.5078,0.1567,87.68
3,85.7722,0.3574,7.2955,3.4337,35.3044,312.36,1.4029,0.1702,84.94
3,82.3382,0.3368,10.1588,3.6361,61.4555,106.86,1.4414,0.1544,243.86
3,135.4983,0.3335,10.6905,2.6278,11.7294,106.86,1.3657,0.245,84.94
3,134.8971,0.3593,11.5651,4.7675,62.6262,131.52,1.4138,0.0917,120.56
3,84.4589,0.5061,6.4019,3.1775,35.3044,312.36,1.4024,0.3253,76.72
3,96.7977,0.6115,8.3198,2.2413,11.7294,106.86,1.4886,0.216,232.9
3,149.0999,0.4101,10.509,4.1847,62.6262,131.52,1.3771,0.1506,95.9
3,100.2317,0.5858,7.6251,1.9182,16.2015,41.1,1.4933,0.1809,73.98
3,105.0166,0.396,7.4439,3.7688,60.5415,123.3,1.4235,0.1549,82.2
3,178.9243,0.4991,14.913,5.1435,61.4555,106.86,1.4303,0.2464,117.82
3,49.1923,0.4358,5.091,3.1008,57.8413,106.86,1.4237,0.1376,65.76
3,90.5571,0.521,7.246,3.6041,57.8413,106.86,1.4087,0.1833,93.16
3,134.5843,0.4572,8.1855,1.5495,6.8019,82.2,1.689,0.2033,90.42
3,126.0987,0.3944,8.8821,4.1024,57.8413,106.86,1.4581,0.1211,98.64
3,145.4857,0.5231,10.3001,4.5259,62.6262,131.52,1.3671,0.2411,95.9
3,124.1195,0.458,11.4142,4.4111,62.6262,131.52,1.3834,0.1746,172.62
3,74.1453,0.5579,5.2884,1.5432,6.8019,82.2,1.8038,0.2274,95.9
3,184.6232,0.5343,13.9518,4.7289,61.4555,106.86,1.6302,0.3304,120.56
3,79.9868,0.3984,6.1232,3.255,61.4555,106.86,1.3869,0.1366,98.64
3,181.009,0.3842,13.4459,4.7959,35.3044,312.36,1.357,0.1857,120.56
3,90.5571,0.4823,6.7772,1.9087,11.7294,106.86,1.6791,0.2049,93.16
3,44.1324,0.274,7.2622,3.6767,61.4555,106.86,1.5501,0.1165,63.02
3,127.2694,0.3625,9.8591,1.814,6.8019,82.2,1.7642,0.1317,106.86
3,80.8447,0.3988,6.7623,3.8176,61.4555,106.86,1.502,0.2898,76.72
3,25.3332,0.3496,3.9092,1.5429,16.2015,41.1,1.5021,0.2742,90.42
3,129.9696,0.508,8.8869,3.6696,35.3044,312.36,1.6272,0.2316,112.34
3,134.8971,0.479,11.7485,4.4427,57.8413,106.86,1.5196,0.173,120.56
3,85.6296,0.4699,6.7255,2.368,26.1889,73.98,1.4335,0.154,84.94
3,134.5843,0.3547,8.8231,1.8883,11.7294,106.86,1.6781,0.2467,90.42
3,103.8459,0.3037,8.2559,3.6193,35.3044,312.36,1.4355,0.269,73.98
3,122.4845,0.2442,9.5032,3.7206,35.3044,312.36,1.4533,0.1181,98.64
