Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
4,156.3011,0.693,15.886,3.1261,26.1889,73.98,1.4892,"[0.1519, 0.2705, 0.4547, 0.5809]","[106.86, 123.3, 106.86, 73.98]"
4,151.3736,0.6798,14.1063,2.6778,6.8019,82.2,1.4653,"[0.0682, 0.1832, 0.3686, 0.491]","[123.3, 106.86, 73.98, 82.2]"
4,111.9611,0.5952,12.6795,4.599,62.6262,131.52,1.494,"[0.1224, 0.2508, 0.427, 0.5536]","[73.98, 106.86, 41.1, 106.86]"
4,148.2558,0.6542,13.9642,5.0379,62.6262,131.52,1.549,"[0.1415, 0.2568, 0.4471, 0.5816]","[41.1, 131.52, 82.2, 131.52]"
4,110.6478,0.512,14.0516,5.0236,62.6262,131.52,1.3231,"[0.1271, 0.2444, 0.3456, 0.49]","[73.98, 41.1, 82.2, 106.86]"
4,190.0382,0.7989,19.2671,3.7647,26.1889,73.98,1.4796,"[0.0841, 0.2005, 0.3619, 0.4919]","[131.52, 106.86, 106.86, 106.86]"
4,125.8615,0.7196,12.6568,2.4378,16.2015,41.1,1.4386,"[0.1427, 0.2591, 0.3929, 0.581]","[312.36, 41.1, 106.86, 131.52]"
4,196.9538,0.8279,16.1482,2.8763,16.2015,41.1,1.565,"[0.0375, 0.2131, 0.4911, 0.6406]","[106.86, 41.1, 106.86, 106.86]"
4,137.6855,0.5555,13.6885,3.1471,26.1889,73.98,1.5031,"[0.0793, 0.2204, 0.3331, 0.3607]","[106.86, 82.2, 131.52, 82.2]"
4,159.9153,0.6215,14.8982,2.9985,11.7294,106.86,1.4271,"[0.169, 0.3562, 0.4896, 0.6314]","[123.3, 106.86, 106.86, 73.98]"
4,198.4373,0.5784,19.2944,5.2857,35.3044,312.36,1.5338,"[0.0618, 0.0781, 0.1813, 0.3274]","[131.52, 106.86, 131.52, 106.86]"
4,46.4622,0.7256,8.0844,2.0515,6.8019,82.2,1.7676,"[0.0162, 0.2177, 0.3367, 0.4554]","[41.1, 82.2, 106.86, 106.86]"
4,130.0348,0.586,15.0633,5.1758,62.6262,131.52,1.5014,"[0.1525, 0.2801, 0.4397, 0.5759]","[73.98, 41.1, 73.98, 106.86]"
4,166.4721,0.4221,18.119,5.8979,61.4555,106.86,1.4752,"[0.1026, 0.2173, 0.2376, 0.3431]","[106.86, 41.1, 131.52, 73.98]"
4,139.6143,0.5753,15.447,5.3464,61.4555,106.86,1.5354,"[0.02, 0.1354, 0.2407, 0.3955]","[123.3, 82.2, 106.86, 123.3]"
4,141.3862,0.6603,10.3723,1.9453,6.8019,82.2,1.6223,"[0.1607, 0.3087, 0.4829, 0.6047]","[41.1, 123.3, 82.2, 106.86]"
4,154.9878,0.5661,15.7755,5.0172,62.6262,131.52,1.463,"[0.0648, 0.2161, 0.3311, 0.346]","[123.3, 73.98, 82.2, 106.86]"
4,111.9611,0.7517,10.1989,3.1495,26.1889,73.98,1.4819,"[0.189, 0.3037, 0.5011, 0.6499]","[106.86, 41.1, 106.86, 73.98]"
4,202.413,0.692,21.354,6.1544,57.8413,106.86,1.4338,"[0.149, 0.2635, 0.36, 0.5461]","[123.3, 73.98, 106.86, 106.86]"
4,114.3772,0.6911,10.7107,2.3079,11.7294,106.86,1.6211,"[0.1191, 0.2807, 0.4019, 0.5911]","[123.3, 106.86, 312.36, 82.2]"
4,109.4497,0.4338,12.8341,3.0305,26.1889,73.98,1.6153,"[0.0582, 0.2393, 0.2538, 0.3716]","[312.36, 123.3, 82.2, 82.2]"
4,150.3084,0.6398,15.7492,4.7177,35.3044,312.36,1.4159,"[0.1939, 0.3075, 0.3232, 0.567]","[312.36, 131.52, 73.98, 73.98]"
