Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Average Task Start Time,Average Task Operations (FLOPs)
8,232.647,1.4957,38.9878,6.5928,57.8413,106.86,1.5472,0.7783,83.2275
8,293.6738,1.3702,49.7422,7.5889,62.6262,131.52,1.651,0.5913,90.42
8,358.6136,1.1864,55.6159,8.9888,62.6262,131.52,1.6218,0.5744,126.3825
8,345.2422,1.1659,53.5341,8.1484,62.6262,131.52,1.4844,0.5671,100.695
8,385.3442,1.4551,61.3896,4.7573,6.8019,82.2,1.5292,0.7141,165.4275
8,282.6859,1.1367,47.7203,7.6418,35.3044,312.36,1.5972,0.6085,94.53
8,368.9272,1.1498,61.6456,5.4924,16.2015,41.1,1.5191,0.4596,119.19
8,324.4412,1.4103,45.9216,7.0648,62.6262,131.52,1.6392,0.6644,179.8125
8,245.0319,1.3465,36.8641,6.3311,35.3044,312.36,1.5628,0.5255,99.6675
8,287.364,1.1377,42.9082,6.7607,57.8413,106.86,1.4894,0.604,91.4475
8,272.0005,1.3261,40.411,3.2693,16.2015,41.1,1.4809,0.6232,145.905
8,247.2869,1.0914,39.0983,6.3518,61.4555,106.86,1.4888,0.4976,92.475
8,326.9612,1.2021,53.3316,5.541,11.7294,106.86,1.4979,0.5889,122.2725
8,309.9109,1.3769,51.7223,8.0683,62.6262,131.52,1.5557,0.6473,114.0525
8,350.839,1.4074,55.0638,5.1759,11.7294,106.86,1.5483,0.7077,110.97
8,284.4074,1.2254,44.5197,4.9344,11.7294,106.86,1.3867,0.6067,116.1075
8,267.2477,1.199,48.8401,8.2764,62.6262,131.52,1.5715,0.645,118.1625
8,280.2524,1.3681,48.4444,7.945,62.6262,131.52,1.568,0.5778,145.905
8,330.9747,1.2281,55.2047,8.0319,61.4555,106.86,1.5371,0.6746,127.41
8,253.9351,1.3213,47.1874,5.4703,26.1889,73.98,1.5728,0.6333,94.53
8,212.9343,1.3338,40.2038,4.935,11.7294,106.86,1.5295,0.5369,86.31
8,286.6634,1.355,44.8354,6.8908,61.4555,106.86,1.4572,0.5298,163.3725
8,410.567,1.1597,64.0232,8.4541,57.8413,106.86,1.5655,0.5515,127.41
8,140.6622,1.1627,39.0453,6.0098,60.5415,123.3,1.5093,0.5372,144.8775
8,286.4067,1.3067,49.2492,5.1311,11.7294,106.86,1.5604,0.5676,158.235
8,265.0118,1.1209,46.2842,3.9924,6.8019,82.2,1.4585,0.5215,140.7675
8,365.4511,1.3001,58.1155,8.4502,61.4555,106.86,1.617,0.5544,155.1525
8,373.3859,1.3011,60.1319,9.264,60.5415,123.3,1.4776,0.6917,133.575
8,367.0992,1.2046,52.4181,4.8686,11.7294,106.86,1.4886,0.4949,123.3
8,356.2262,1.5175,45.0344,7.0523,35.3044,312.36,1.5779,0.6101,135.63
8,252.0627,1.349,40.9139,6.9192,61.4555,106.86,1.4204,0.6701,128.4375
8,366.0987,1.4729,46.2075,4.0414,16.2015,41.1,1.6723,0.6236,131.52
8,358.1539,1.1583,50.9272,4.1412,6.8019,82.2,1.4416,0.6559,104.805
8,316.7805,1.5915,56.9446,8.4963,60.5415,123.3,1.4304,0.8833,118.1625
8,225.8066,0.873,47.5544,5.2024,11.7294,106.86,1.4406,0.4513,116.1075
8,337.2935,1.1501,60.5327,9.4631,60.5415,123.3,1.5806,0.5514,113.025
8,206.8087,1.3153,34.9971,3.6537,6.8019,82.2,1.5092,0.608,120.2175
8,445.7915,1.3682,74.2484,10.5933,61.4555,106.86,1.5515,0.7148,107.8875
8,237.0684,1.439,38.8056,7.1826,60.5415,123.3,1.5044,0.6486,75.0075
8,317.4292,0.973,56.4566,5.2764,16.2015,41.1,1.4026,0.6694,129.465
8,286.46,1.2545,49.8511,7.1725,60.5415,123.3,1.8029,0.5032,141.795
8,230.4079,1.3918,48.7554,5.544,11.7294,106.86,1.6132,0.6448,130.4925
8,341.7435,1.3515,60.0639,8.083,60.5415,123.3,1.4957,0.4954,177.7575
8,265.177,1.2805,45.5216,7.5998,60.5415,123.3,1.5306,0.5985,99.6675
8,364.9868,1.3418,58.0225,5.2761,16.2015,41.1,1.5614,0.6469,130.4925
8,328.4633,1.1496,58.5119,8.7364,61.4555,106.86,1.5327,0.4894,161.3175
8,340.6814,1.3382,50.1131,8.0867,57.8413,106.86,1.4982,0.6946,95.5575
8,396.8645,1.3488,55.7052,6.31,26.1889,73.98,1.5116,0.6304,97.6125
8,316.9878,1.1311,43.6243,7.1382,35.3044,312.36,1.713,0.443,100.695
8,163.3795,1.2691,36.7816,3.8598,11.7294,106.86,1.5455,0.7,132.5475
8,279.2911,1.5025,41.2148,4.9231,11.7294,106.86,1.4958,0.5694,77.0625
8,346.5555,1.2492,57.1345,8.9791,60.5415,123.3,1.4787,0.5942,103.7775
8,390.4636,1.1022,53.6264,7.4626,35.3044,312.36,1.6084,0.6413,101.7225
8,265.1444,1.2112,50.1551,7.8209,61.4555,106.86,1.5891,0.6411,92.475
8,305.4895,1.0067,55.0255,8.3077,60.5415,123.3,1.5046,0.5515,122.2725
8,185.115,1.3095,43.1992,7.6091,62.6262,131.52,1.6609,0.6954,73.98
8,242.3594,1.4602,45.1631,7.4327,60.5415,123.3,1.5419,0.6566,89.3925
8,217.8527,1.1303,47.1676,7.1388,35.3044,312.36,1.5328,0.5813,122.2725
8,297.0718,1.3948,50.9561,5.9666,26.1889,73.98,1.5481,0.5756,94.53
8,393.5631,1.3091,55.3724,4.7928,6.8019,82.2,1.569,0.5187,108.915
8,293.064,1.3763,52.8856,8.3839,60.5415,123.3,1.5417,0.641,127.41
8,302.0369,0.9673,58.4844,8.4287,60.5415,123.3,1.4729,0.4938,157.2075
8,285.4827,1.1282,50.3402,7.9076,60.5415,123.3,1.5557,0.5742,111.9975
8,232.8951,1.441,41.2688,6.7745,61.4555,106.86,1.4916,0.7443,111.9975
8,251.3004,1.3244,46.2096,7.0086,35.3044,312.36,1.4924,0.5952,97.6125
8,257.5914,1.2877,45.1086,6.2173,35.3044,312.36,1.526,0.6907,118.1625
8,265.5996,1.5005,46.9382,7.5239,61.4555,106.86,1.5676,0.5816,150.015
8,380.4067,1.2686,52.5323,8.4134,61.4555,106.86,1.6814,0.7128,114.0525
8,244.412,1.6177,40.52,4.8742,26.1889,73.98,1.4778,0.7672,115.08
8,205.5873,1.3804,34.6525,5.8084,60.5415,123.3,1.5677,0.5641,117.135
8,325.8539,1.1696,54.8989,4.668,11.7294,106.86,1.5188,0.6802,124.3275
8,349.8109,1.1254,62.8468,9.5172,61.4555,106.86,1.4733,0.5846,107.8875
8,337.7388,1.3837,52.1912,5.0452,16.2015,41.1,1.599,0.6919,102.75
8,242.6075,1.2541,41.3283,6.527,60.5415,123.3,1.7115,0.5724,118.1625
8,239.9259,1.3372,43.4991,4.5652,6.8019,82.2,1.4331,0.587,140.7675
8,258.455,1.0887,40.8032,3.8248,6.8019,82.2,1.5065,0.4573,147.96
8,239.4845,1.3442,47.2967,7.9743,60.5415,123.3,1.6529,0.5106,111.9975
8,299.0235,1.1059,54.7253,7.6059,61.4555,106.86,1.6212,0.5468,94.53
8,327.1599,1.3526,55.3874,5.3776,11.7294,106.86,1.6401,0.6639,128.4375
8,375.9159,1.2217,63.5165,5.4833,16.2015,41.1,1.6052,0.606,124.3275
8,285.464,1.3338,43.1503,4.8465,26.1889,73.98,1.4899,0.6257,114.0525
8,322.7732,1.2219,48.0901,8.1378,57.8413,106.86,1.4205,0.5813,95.5575
8,316.2585,1.4092,40.434,6.9887,62.6262,131.52,1.4823,0.6367,126.3825
8,383.9562,1.2941,51.7521,3.8584,11.7294,106.86,1.6562,0.5283,131.52
8,307.2571,1.2816,38.7463,4.0008,16.2015,41.1,1.3809,0.683,101.7225
8,330.1168,1.2185,55.8008,7.0871,62.6262,131.52,1.4942,0.6255,135.63
8,359.5419,1.3044,50.6308,6.2884,62.6262,131.52,1.6084,0.7274,138.7125
8,260.8324,1.0081,50.7928,5.4951,16.2015,41.1,1.4758,0.5555,90.42
8,158.4233,1.0316,37.7955,4.0518,6.8019,82.2,1.5783,0.5762,83.2275
8,241.4177,0.9895,45.9732,4.8489,16.2015,41.1,1.4711,0.5735,99.6675
8,256.4841,1.6088,41.2966,7.268,61.4555,106.86,1.5821,0.7892,120.2175
8,150.3459,1.1589,32.3418,5.2096,57.8413,106.86,1.566,0.4625,104.805
8,395.9505,1.3805,66.2507,9.7732,61.4555,106.86,1.5331,0.622,99.6675
8,309.9256,1.0334,54.5051,4.88,16.2015,41.1,1.3619,0.5032,177.7575
8,255.1896,1.3065,42.1681,5.3869,26.1889,73.98,1.6077,0.6284,95.5575
8,334.5572,1.2022,57.7955,5.3508,16.2015,41.1,1.4926,0.3842,201.39
8,329.8544,1.2295,51.6818,8.055,57.8413,106.86,1.5158,0.5533,92.475
8,336.3519,1.2898,54.568,8.9139,61.4555,106.86,1.4172,0.5472,103.7775
8,286.9418,1.1079,52.023,8.6841,61.4555,106.86,1.3792,0.5183,90.42
8,221.737,1.1232,39.2805,4.3437,6.8019,82.2,1.6188,0.5093,104.805
8,310.2744,1.0632,44.9316,3.7173,11.7294,106.86,1.4545,0.5672,125.355
8,208.8613,1.3814,40.0148,6.2545,61.4555,106.86,1.3944,0.6886,145.905
8,371.3012,1.0156,51.005,7.834,62.6262,131.52,1.5897,0.5065,132.5475
8,252.4894,1.2251,49.443,6.7886,62.6262,131.52,1.5733,0.5361,93.5025
8,300.5113,1.1265,54.0288,7.9251,61.4555,106.86,1.5962,0.5752,119.19
8,274.4023,1.3927,51.4202,4.6965,6.8019,82.2,1.5427,0.6683,168.51
8,235.8794,1.2019,47.751,5.7843,11.7294,106.86,1.4186,0.5984,79.1175
8,387.6636,1.4778,69.1071,7.0017,26.1889,73.98,1.4254,0.628,108.915
8,340.8616,1.3046,63.8798,9.6732,62.6262,131.52,1.3511,0.609,155.1525
8,423.2546,1.4672,80.5957,10.8461,61.4555,106.86,1.5712,0.7259,133.575
8,304.613,1.3823,55.4567,9.0641,62.6262,131.52,1.5782,0.6193,105.8325
8,339.975,1.0257,60.7103,8.487,35.3044,312.36,1.4336,0.6045,117.135
8,258.5874,1.4265,47.6933,5.9355,26.1889,73.98,1.511,0.7651,145.905
8,272.5063,1.2244,39.4027,3.9979,6.8019,82.2,1.5432,0.5185,125.355
8,208.4622,1.1949,41.3246,5.0374,11.7294,106.86,1.515,0.5693,94.53
8,408.6525,1.3356,68.9135,9.9976,60.5415,123.3,1.4275,0.5584,137.685
8,353.3701,1.478,46.312,4.0533,11.7294,106.86,1.3614,0.7328,136.6575
8,283.793,1.38,48.775,7.5276,60.5415,123.3,1.5967,0.5744,150.015
8,345.3522,1.0911,57.1013,9.7545,62.6262,131.52,1.5302,0.4825,93.5025
8,332.4478,1.2158,49.7097,4.9279,11.7294,106.86,1.3737,0.6208,88.365
8,257.5914,1.1689,53.1677,8.3775,57.8413,106.86,1.4405,0.5696,118.1625
8,381.0136,1.2253,65.7931,9.3346,60.5415,123.3,1.4176,0.5539,138.7125
8,265.4194,1.3592,43.6059,4.5391,6.8019,82.2,1.4637,0.6345,90.42
8,411.1825,1.2779,67.0681,9.5991,57.8413,106.86,1.4995,0.5158,128.4375
8,284.5223,1.2349,47.4568,4.5297,11.7294,106.86,1.3188,0.514,124.3275
8,349.4981,1.0667,58.4834,8.8872,62.6262,131.52,1.3843,0.4618,96.585
8,398.1687,1.26,53.4504,4.5008,16.2015,41.1,1.5481,0.6686,133.575
8,327.5581,1.2718,47.0906,7.4419,61.4555,106.86,1.6062,0.6633,98.64
8,357.1258,1.2891,47.4685,4.4256,11.7294,106.86,1.4679,0.7099,101.7225
8,346.0541,1.2204,45.9467,3.5388,6.8019,82.2,1.5514,0.5436,107.8875
8,281.1243,1.077,56.0113,8.6764,35.3044,312.36,1.4131,0.5371,120.2175
8,383.9068,1.4465,69.3134,6.0509,11.7294,106.86,1.45,0.614,108.915
8,274.5349,1.2449,53.3708,5.6718,11.7294,106.86,1.4635,0.5629,120.2175
8,266.8452,1.5562,52.5562,5.8367,26.1889,73.98,1.5375,0.6608,137.685
8,320.3858,1.3977,60.1124,5.9831,11.7294,106.86,1.551,0.6143,104.805
8,280.9862,1.4483,52.419,8.5931,57.8413,106.86,1.4772,0.5972,84.255
8,340.0222,1.1983,64.1322,6.5259,26.1889,73.98,1.4146,0.5854,109.9425
8,272.9045,1.2416,51.803,7.9194,35.3044,312.36,1.4582,0.6027,95.5575
8,387.9203,1.5824,60.23,9.6917,57.8413,106.86,1.4594,0.7227,114.0525
8,240.2747,1.015,45.6351,8.0563,57.8413,106.86,1.396,0.4992,88.365
8,286.3967,1.4159,45.6592,5.012,11.7294,106.86,1.5746,0.609,109.9425
8,383.8147,1.328,74.0512,5.6395,16.2015,41.1,1.3815,0.6873,166.455
8,272.0509,1.4338,52.0942,6.2274,26.1889,73.98,1.4154,0.5027,114.0525
8,304.1255,1.3179,57.8259,5.1796,11.7294,106.86,1.4142,0.507,119.19
8,300.9527,1.3452,58.6576,8.729,57.8413,106.86,1.3655,0.6971,147.96
8,292.3245,1.4231,51.8245,4.4696,6.8019,82.2,1.3926,0.6758,151.0425
8,267.1325,1.3243,52.9678,8.4177,57.8413,106.86,1.468,0.6359,78.09
8,258.1609,1.5749,46.4511,8.2129,61.4555,106.86,1.5089,0.6632,134.6025
8,246.7634,1.2091,51.4944,5.2112,16.2015,41.1,1.4023,0.5569,169.5375
8,285.0647,1.0486,57.0675,8.9722,57.8413,106.86,1.4562,0.5523,108.915
8,360.4559,1.5099,70.5337,10.168,61.4555,106.86,1.4116,0.6362,136.6575
8,362.7509,1.2284,68.0748,9.9494,62.6262,131.52,1.3866,0.6145,153.0975
8,286.0518,1.6036,58.1725,9.0114,60.5415,123.3,1.4256,0.7612,123.3
8,341.4956,1.2586,62.9139,4.7438,6.8019,82.2,1.568,0.5153,102.75
8,271.193,1.4827,51.1088,4.6688,6.8019,82.2,1.5018,0.6961,122.2725
8,280.0779,1.4979,52.7886,7.8845,57.8413,106.86,1.3367,0.5639,124.3275
8,216.1576,1.3486,45.3478,5.2817,11.7294,106.86,1.4814,0.6431,115.08
8,296.374,1.3082,55.4745,6.2701,26.1889,73.98,1.4682,0.6831,92.475
8,296.0899,1.3627,54.6746,8.8366,60.5415,123.3,1.3583,0.5776,127.41
8,189.8005,1.4576,35.9208,4.8126,26.1889,73.98,1.5436,0.6848,135.63
8,229.9165,1.5051,44.7205,4.6531,11.7294,106.86,1.3992,0.6477,182.895
8,448.0741,1.4986,77.0102,5.997,11.7294,106.86,1.3769,0.671,111.9975
8,349.9624,1.1248,65.3586,6.648,26.1889,73.98,1.4726,0.5014,121.245
8,381.6148,1.3953,68.4423,5.251,6.8019,82.2,1.3725,0.5634,125.355
8,216.9387,1.4432,43.3798,7.0636,60.5415,123.3,1.5029,0.7202,124.3275
8,363.6826,1.5637,66.1323,9.3526,57.8413,106.86,1.4297,0.7436,94.53
8,375.6318,1.5578,66.427,9.1613,60.5415,123.3,1.4446,0.5807,159.2625
8,382.0788,1.451,73.1216,10.5803,61.4555,106.86,1.2992,0.7327,113.025
8,380.0432,1.4334,67.9871,5.9286,16.2015,41.1,1.4142,0.6578,102.75
8,249.6743,1.21,51.1423,8.4481,61.4555,106.86,1.4063,0.5435,83.2275
8,381.3307,1.3866,55.9561,8.3085,61.4555,106.86,1.5607,0.6333,160.29
8,259.6617,1.4559,46.4732,5.7915,26.1889,73.98,1.4891,0.5812,87.3375
8,212.4789,1.5975,38.8232,6.7946,35.3044,312.36,1.5555,0.6844,75.0075
8,263.3725,1.313,48.7442,5.1247,6.8019,82.2,1.5175,0.5377,102.75
8,303.5103,1.2864,53.4338,8.2004,35.3044,312.36,1.6186,0.5998,150.015
8,337.7388,1.2398,56.428,8.6924,60.5415,123.3,1.54,0.4822,102.75
8,427.5852,0.973,74.0659,9.93,60.5415,123.3,1.504,0.5574,160.29
8,198.7498,1.1022,40.1381,7.1964,62.6262,131.52,1.5573,0.406,88.365
8,263.6896,1.0277,42.6912,7.0805,35.3044,312.36,1.5245,0.5876,124.3275
8,323.072,1.4136,48.502,5.2717,26.1889,73.98,1.5119,0.6483,124.3275
8,247.5619,1.2563,36.3648,3.7719,6.8019,82.2,1.374,0.5523,90.42
8,288.7941,1.2598,45.3094,4.4389,26.1889,73.98,1.382,0.494,148.9875
8,331.8887,1.2272,51.4812,7.0253,62.6262,131.52,1.5735,0.6515,125.355
8,318.7423,1.3328,46.1834,6.7132,60.5415,123.3,1.7489,0.7282,178.785
8,361.5802,1.2646,50.4045,3.8733,16.2015,41.1,1.6036,0.47,150.015
8,327.5407,1.202,56.261,4.3123,6.8019,82.2,1.5552,0.5847,187.005
8,357.1258,1.4284,47.5368,4.6134,11.7294,106.86,1.6669,0.5938,101.7225
8,239.4845,1.3595,30.7168,3.5841,16.2015,41.1,1.6905,0.578,111.9975
8,343.3816,1.2544,52.6259,8.3314,60.5415,123.3,1.3323,0.5182,97.6125
8,261.1463,1.3376,41.4792,5.7923,57.8413,106.86,1.6531,0.5758,136.6575
8,307.1156,1.3167,44.9415,4.5136,16.2015,41.1,1.5562,0.5124,136.6575
8,236.7843,1.2393,36.1817,6.5527,61.4555,106.86,1.7413,0.6277,109.9425
8,319.674,1.3074,46.7153,4.6962,26.1889,73.98,1.5361,0.5668,120.2175
8,316.2024,1.1957,46.1354,7.2951,35.3044,312.36,1.4867,0.6133,120.2175
8,209.1786,1.0984,40.0222,4.4842,16.2015,41.1,1.4194,0.5881,121.245
8,392.2498,1.4327,49.9253,5.1937,26.1889,73.98,1.4698,0.6934,105.8325
8,398.7656,1.2601,55.4635,8.2735,62.6262,131.52,1.6599,0.6134,109.9425
8,187.6551,1.33,37.0198,4.5294,11.7294,106.86,1.5713,0.6686,86.31
8,437.6464,1.2654,76.1509,10.4554,57.8413,106.86,1.6192,0.5356,114.0525
8,413.5239,1.2689,75.901,10.3394,61.4555,106.86,1.5865,0.5564,134.6025
8,340.9304,1.2592,56.9396,7.8515,60.5415,123.3,1.5849,0.6465,205.5
8,279.0357,1.068,50.9473,7.7093,60.5415,123.3,1.6052,0.4845,158.235
8,358.1639,1.1177,61.9593,6.1025,26.1889,73.98,1.3869,0.5401,153.0975
8,285.1699,1.2708,40.348,6.7133,57.8413,106.86,1.57,0.7282,100.695
8,288.9267,1.2394,54.9389,8.9353,62.6262,131.52,1.5849,0.6491,100.695
8,288.1365,1.4927,48.6394,5.6118,26.1889,73.98,1.3326,0.5849,124.3275
8,259.1977,1.4783,45.1595,7.1212,57.8413,106.86,1.6103,0.5308,99.6675
8,360.3812,1.3097,56.7927,4.9682,16.2015,41.1,1.3709,0.5076,105.8325
