Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
5,213.9998,0.8017,28.4473,6.5856,60.5415,123.3,1.4628,"[0.1456, 0.3147, 0.4374, 0.6374, 0.7718]","[123.3, 73.98, 131.52, 106.86, 82.2]"
5,160.2879,0.8861,20.4533,5.5988,60.5415,123.3,1.4538,"[0.0168, 0.1985, 0.3251, 0.451, 0.7457]","[123.3, 41.1, 123.3, 82.2, 41.1]"
5,246.5662,0.5319,30.557,6.6233,57.8413,106.86,1.4502,"[0.1296, 0.2564, 0.3608, 0.3836, 0.5047]","[131.52, 106.86, 82.2, 106.86, 106.86]"
5,196.0776,0.6132,23.6761,5.3932,57.8413,106.86,1.4578,"[0.0764, 0.0909, 0.2114, 0.3397, 0.4625]","[123.3, 106.86, 73.98, 312.36, 41.1]"
5,173.4166,0.9043,21.0311,5.0198,62.6262,131.52,1.4615,"[0.0333, 0.2206, 0.3576, 0.4812, 0.6602]","[73.98, 106.86, 106.86, 41.1, 106.86]"
5,149.4149,0.9003,17.3713,4.9555,62.6262,131.52,1.3563,"[0.1256, 0.2535, 0.4257, 0.5511, 0.7425]","[82.2, 131.52, 106.86, 106.86, 82.2]"
5,160.8671,0.7458,16.8344,4.5123,35.3044,312.36,1.5146,"[0.0564, 0.0722, 0.1881, 0.4551, 0.6286]","[106.86, 106.86, 73.98, 312.36, 73.98]"
5,198.0208,0.762,20.5317,3.1924,26.1889,73.98,1.6395,"[0.149, 0.3149, 0.4356, 0.5485, 0.7237]","[312.36, 106.86, 106.86, 106.86, 312.36]"
5,245.6522,0.9133,19.8327,2.7345,16.2015,41.1,1.5781,"[0.1495, 0.3116, 0.5078, 0.6891, 0.8192]","[131.52, 106.86, 123.3, 82.2, 106.86]"
5,231.3442,0.7361,23.5162,2.7584,16.2015,41.1,1.5681,"[0.0261, 0.1505, 0.2546, 0.4196, 0.5489]","[41.1, 312.36, 123.3, 106.86, 106.86]"
5,187.2749,0.5108,19.5742,3.1156,11.7294,106.86,1.6022,"[0.1231, 0.2514, 0.3576, 0.4708, 0.633]","[106.86, 73.98, 131.52, 73.98, 123.3]"
5,207.8933,0.7845,20.4649,4.3612,61.4555,106.86,1.6499,"[0.0917, 0.2446, 0.4287, 0.5764, 0.706]","[123.3, 41.1, 312.36, 312.36, 123.3]"
5,282.5538,0.733,35.2225,6.7165,57.8413,106.86,1.4968,"[0.0712, 0.1983, 0.3057, 0.4207, 0.4503]","[123.3, 106.86, 131.52, 131.52, 312.36]"
5,197.3044,0.6253,21.0321,3.3499,16.2015,41.1,1.4847,"[0.1308, 0.2586, 0.2622, 0.4166, 0.5804]","[106.86, 312.36, 106.86, 131.52, 73.98]"
5,232.571,0.6944,29.405,6.4554,57.8413,106.86,1.6365,"[0.0287, 0.1632, 0.2706, 0.3892, 0.5613]","[131.52, 106.86, 106.86, 106.86, 312.36]"
5,77.1232,0.6969,11.7082,3.2443,35.3044,312.36,1.6259,"[0.1755, 0.3016, 0.408, 0.5186, 0.7133]","[41.1, 73.98, 41.1, 82.2, 106.86]"
5,214.6388,0.7925,20.3109,5.335,62.6262,131.52,1.3775,"[0.062, 0.1915, 0.3319, 0.4559, 0.6178]","[106.86, 131.52, 41.1, 131.52, 106.86]"
5,174.4547,0.6551,21.2112,5.1359,60.5415,123.3,1.5582,"[0.1072, 0.2334, 0.3382, 0.4511, 0.6067]","[106.86, 73.98, 312.36, 41.1, 312.36]"
5,163.742,0.759,15.5577,4.636,60.5415,123.3,1.4922,"[0.1724, 0.2985, 0.4049, 0.5857, 0.7134]","[106.86, 106.86, 106.86, 41.1, 131.52]"
5,277.7689,0.8867,31.9657,6.7546,60.5415,123.3,1.575,"[0.1471, 0.273, 0.4365, 0.573, 0.7481]","[106.86, 106.86, 123.3, 131.52, 312.36]"
5,146.2363,0.6817,17.3937,4.4846,35.3044,312.36,1.5845,"[0.1016, 0.2273, 0.3363, 0.4541, 0.625]","[73.98, 41.1, 41.1, 106.86, 73.98]"
5,180.3048,0.6249,18.6048,3.5579,26.1889,73.98,1.4514,"[0.1954, 0.3554, 0.4747, 0.6316, 0.6528]","[106.86, 41.1, 123.3, 312.36, 82.2]"
5,202.4929,0.7591,25.2279,5.6095,60.5415,123.3,1.4942,"[0.0626, 0.1906, 0.2981, 0.4265, 0.5681]","[312.36, 41.1, 106.86, 106.86, 312.36]"
5,191.4629,0.779,19.2251,2.7421,16.2015,41.1,1.475,"[0.1422, 0.3329, 0.4551, 0.5623, 0.7042]","[312.36, 131.52, 123.3, 82.2, 73.98]"
5,215.4967,0.9101,20.6301,3.0841,6.8019,82.2,1.45,"[0.1605, 0.285, 0.4683, 0.6337, 0.8079]","[41.1, 106.86, 131.52, 131.52, 41.1]"
5,214.9138,0.7778,23.2997,5.9761,60.5415,123.3,1.5609,"[0.0654, 0.225, 0.3466, 0.5213, 0.6726]","[131.52, 73.98, 106.86, 106.86, 82.2]"
5,234.3008,0.8433,21.6363,2.9814,16.2015,41.1,1.5699,"[0.0649, 0.1918, 0.3759, 0.506, 0.6818]","[106.86, 106.86, 73.98, 73.98, 131.52]"
5,207.6266,0.8158,22.9212,3.8681,11.7294,106.86,1.6601,"[0.0457, 0.1715, 0.2779, 0.4292, 0.6233]","[131.52, 82.2, 41.1, 123.3, 106.86]"
5,163.103,0.8799,19.4178,3.0382,6.8019,82.2,1.6106,"[0.1643, 0.3419, 0.4643, 0.5781, 0.744]","[123.3, 82.2, 106.86, 106.86, 73.98]"
5,232.2582,0.7128,28.5018,5.6175,57.8413,106.86,1.5184,"[0.1876, 0.3142, 0.4205, 0.5346, 0.6831]","[106.86, 41.1, 106.86, 312.36, 106.86]"
5,258.9788,0.6854,30.3926,6.6323,60.5415,123.3,1.434,"[0.071, 0.2, 0.3051, 0.4164, 0.5805]","[131.52, 123.3, 106.86, 131.52, 106.86]"
5,179.0881,0.63,23.0569,3.5995,16.2015,41.1,1.7286,"[0.1427, 0.3107, 0.4342, 0.4514, 0.5914]","[131.52, 312.36, 82.2, 131.52, 106.86]"
5,191.6055,1.0157,21.7712,5.7876,61.4555,106.86,1.4827,"[0.1362, 0.2963, 0.4641, 0.7448, 0.8933]","[312.36, 106.86, 106.86, 73.98, 123.3]"
5,228.1843,0.6889,25.2178,4.4781,26.1889,73.98,1.5317,"[0.1627, 0.2921, 0.3962, 0.5088, 0.6913]","[131.52, 41.1, 73.98, 131.52, 123.3]"
5,136.5526,0.7224,17.7141,3.2237,16.2015,41.1,1.4938,"[0.1057, 0.2343, 0.4231, 0.5607, 0.6922]","[73.98, 106.86, 312.36, 82.2, 82.2]"
5,127.7359,0.6888,15.8819,2.992,16.2015,41.1,1.4767,"[0.0552, 0.1822, 0.2875, 0.4806, 0.6212]","[312.36, 41.1, 131.52, 82.2, 82.2]"
5,139.1881,0.8427,16.3612,3.3289,26.1889,73.98,1.5555,"[0.0429, 0.1665, 0.2733, 0.4516, 0.5915]","[73.98, 73.98, 312.36, 41.1, 312.36]"
5,305.4495,0.8167,36.684,7.1654,62.6262,131.52,1.4125,"[0.069, 0.2579, 0.3818, 0.4056, 0.6892]","[106.86, 106.86, 106.86, 123.3, 123.3]"
5,190.2922,0.8052,21.2099,4.9436,35.3044,312.36,1.5605,"[0.1423, 0.3149, 0.4723, 0.5989, 0.7596]","[312.36, 73.98, 106.86, 123.3, 82.2]"
5,252.1092,0.8567,35.2544,7.7976,62.6262,131.52,1.4896,"[0.1013, 0.2413, 0.3906, 0.5244, 0.6897]","[106.86, 106.86, 123.3, 123.3, 106.86]"
5,130.5787,0.7527,15.6201,3.0172,11.7294,106.86,1.5765,"[0.0263, 0.1572, 0.2874, 0.4199, 0.5806]","[82.2, 123.3, 41.1, 312.36, 106.86]"
5,212.9346,0.79,22.4051,5.5542,60.5415,123.3,1.4023,"[0.1917, 0.3674, 0.5293, 0.6583, 0.8091]","[131.52, 73.98, 73.98, 131.52, 312.36]"
5,116.4033,0.8668,14.7994,4.2871,61.4555,106.86,1.4854,"[0.1459, 0.3373, 0.5148, 0.6491, 0.8031]","[106.86, 41.1, 123.3, 41.1, 106.86]"
5,250.5797,0.7688,23.5325,2.7161,6.8019,82.2,1.4531,"[0.1267, 0.2524, 0.3599, 0.541, 0.6747]","[131.52, 106.86, 123.3, 106.86, 106.86]"
5,120.8754,0.7134,15.111,3.1711,26.1889,73.98,1.6743,"[0.0239, 0.1506, 0.2559, 0.3829, 0.4147]","[41.1, 106.86, 41.1, 123.3, 41.1]"
5,209.978,0.8534,22.4589,5.785,62.6262,131.52,1.6011,"[0.0815, 0.2071, 0.3469, 0.4855, 0.6511]","[41.1, 312.36, 312.36, 131.52, 123.3]"
5,97.6041,0.7725,14.743,3.2371,26.1889,73.98,1.4703,"[0.1509, 0.2787, 0.3903, 0.5525, 0.5822]","[106.86, 123.3, 106.86, 82.2, 82.2]"
5,202.8057,0.8921,24.1609,4.9435,57.8413,106.86,1.5107,"[0.1494, 0.2758, 0.3934, 0.5397, 0.6906]","[312.36, 312.36, 131.52, 106.86, 106.86]"
5,104.1609,0.7762,13.4284,4.2144,61.4555,106.86,1.4892,"[0.1032, 0.2289, 0.3749, 0.5024, 0.7016]","[41.1, 106.86, 82.2, 131.52, 82.2]"
5,240.4176,0.8854,25.3901,5.7826,57.8413,106.86,1.4446,"[0.0196, 0.1595, 0.3586, 0.5021, 0.6743]","[106.86, 312.36, 123.3, 73.98, 123.3]"
5,154.3424,0.7401,17.0212,4.6804,35.3044,312.36,1.6636,"[0.185, 0.3531, 0.4769, 0.6105, 0.7642]","[106.86, 106.86, 131.52, 106.86, 82.2]"
5,260.7507,0.7863,26.3129,5.8381,35.3044,312.36,1.6002,"[0.1996, 0.3263, 0.4319, 0.4507, 0.7559]","[131.52, 131.52, 41.1, 106.86, 106.86]"
5,137.7233,0.7392,16.9513,4.4393,61.4555,106.86,1.5966,"[0.0954, 0.2354, 0.3461, 0.5021, 0.6478]","[82.2, 82.2, 312.36, 73.98, 131.52]"
5,192.5195,0.6132,20.0899,4.9684,62.6262,131.52,1.8196,"[0.058, 0.202, 0.3066, 0.3318, 0.4676]","[312.36, 106.86, 106.86, 106.86, 73.98]"
5,205.5419,0.8546,20.7333,4.2609,60.5415,123.3,1.3936,"[0.0993, 0.2261, 0.3469, 0.5235, 0.6699]","[41.1, 82.2, 106.86, 123.3, 123.3]"
5,182.3474,0.8005,21.1363,5.5861,35.3044,312.36,1.6285,"[0.045, 0.1761, 0.1959, 0.2901, 0.5846]","[73.98, 131.52, 82.2, 73.98, 123.3]"
5,172.2185,0.8686,16.2837,2.4922,11.7294,106.86,1.7222,"[0.1818, 0.3081, 0.4136, 0.5334, 0.6965]","[82.2, 123.3, 106.86, 106.86, 312.36]"
5,204.0124,0.637,19.5868,4.6168,57.8413,106.86,1.4675,"[0.1849, 0.3073, 0.4126, 0.5217, 0.64]","[41.1, 82.2, 106.86, 123.3, 131.52]"
5,202.2405,0.6745,17.8004,2.0864,6.8019,82.2,1.5113,"[0.1757, 0.3024, 0.4085, 0.519, 0.6974]","[123.3, 82.2, 106.86, 131.52, 123.3]"
5,178.7753,0.922,18.4775,5.1141,62.6262,131.52,1.6157,"[0.0503, 0.2326, 0.3584, 0.6505, 0.687]","[41.1, 82.2, 312.36, 131.52, 106.86]"
5,131.4927,0.7913,15.948,2.8092,6.8019,82.2,1.7326,"[0.0114, 0.1383, 0.3068, 0.4636, 0.6521]","[106.86, 82.2, 312.36, 106.86, 41.1]"
5,123.4064,0.8129,17.8108,4.6022,60.5415,123.3,1.454,"[0.1991, 0.3304, 0.35, 0.4464, 0.6243]","[82.2, 106.86, 106.86, 312.36, 106.86]"
5,206.5147,0.786,24.7528,6.4605,60.5415,123.3,1.5974,"[0.198, 0.3461, 0.4634, 0.6048, 0.757]","[106.86, 73.98, 106.86, 106.86, 82.2]"
5,218.7947,1.0598,24.1949,5.6376,62.6262,131.52,1.5058,"[0.0238, 0.1949, 0.3166, 0.6496, 0.8225]","[123.3, 73.98, 312.36, 312.36, 106.86]"
5,200.1415,0.7324,20.6931,5.0472,61.4555,106.86,1.5111,"[0.0923, 0.2287, 0.4063, 0.5344, 0.6874]","[106.86, 106.86, 82.2, 41.1, 106.86]"
5,193.6902,0.7543,19.7309,5.1918,62.6262,131.52,1.4783,"[0.1556, 0.2838, 0.438, 0.5917, 0.7529]","[106.86, 312.36, 131.52, 106.86, 73.98]"
5,129.7885,0.8825,16.9453,4.305,60.5415,123.3,1.5018,"[0.0442, 0.1705, 0.2766, 0.3948, 0.7063]","[82.2, 73.98, 312.36, 312.36, 73.98]"
5,157.9005,0.8074,17.5946,4.7978,60.5415,123.3,1.3318,"[0.1244, 0.3224, 0.4463, 0.5707, 0.7602]","[41.1, 131.52, 106.86, 123.3, 82.2]"
5,155.8158,0.735,17.5753,5.0734,61.4555,106.86,1.4496,"[0.1656, 0.293, 0.4844, 0.614, 0.761]","[41.1, 123.3, 123.3, 106.86, 82.2]"
5,212.8291,0.8526,20.9945,5.4416,35.3044,312.36,1.4881,"[0.0246, 0.2108, 0.381, 0.508, 0.6989]","[82.2, 106.86, 106.86, 73.98, 123.3]"
5,184.4421,0.7357,24.0129,3.5862,16.2015,41.1,1.4763,"[0.1993, 0.3493, 0.4659, 0.6082, 0.772]","[312.36, 312.36, 73.98, 73.98, 106.86]"
5,254.0513,0.8293,30.6966,5.6344,57.8413,106.86,1.4723,"[0.0151, 0.2087, 0.4065, 0.5747, 0.7054]","[131.52, 131.52, 106.86, 82.2, 123.3]"
5,149.9657,0.7263,19.7675,4.9671,61.4555,106.86,1.7264,"[0.1346, 0.2607, 0.3662, 0.5393, 0.6895]","[73.98, 41.1, 312.36, 123.3, 106.86]"
5,149.6816,0.7902,20.4536,5.0609,35.3044,312.36,1.6081,"[0.081, 0.2111, 0.3177, 0.4442, 0.6229]","[82.2, 312.36, 106.86, 123.3, 312.36]"
5,227.6435,0.7731,25.3738,3.4611,11.7294,106.86,1.6652,"[0.119, 0.3141, 0.4729, 0.6233, 0.7531]","[82.2, 106.86, 131.52, 312.36, 106.86]"
5,191.2062,0.817,24.8779,6.2843,62.6262,131.52,1.4599,"[0.1041, 0.2323, 0.3363, 0.5176, 0.6615]","[106.86, 312.36, 73.98, 106.86, 82.2]"
5,206.065,0.8013,23.7861,4.3145,26.1889,73.98,1.7705,"[0.1398, 0.2881, 0.4505, 0.6513, 0.8121]","[73.98, 106.86, 73.98, 123.3, 312.36]"
5,157.6438,0.9451,16.9303,3.124,11.7294,106.86,1.5059,"[0.0176, 0.1462, 0.2517, 0.3644, 0.5656]","[106.86, 82.2, 106.86, 41.1, 106.86]"
5,163.742,0.8524,19.3069,3.1567,11.7294,106.86,1.4864,"[0.1902, 0.3813, 0.5061, 0.6415, 0.8193]","[41.1, 106.86, 106.86, 106.86, 131.52]"
5,177.9174,0.8919,19.2746,4.9434,35.3044,312.36,1.4845,"[0.1867, 0.3357, 0.5354, 0.6644, 0.8055]","[106.86, 82.2, 106.86, 131.52, 312.36]"
5,271.0969,0.6779,34.6524,5.5728,57.8413,106.86,1.4825,"[0.1581, 0.2875, 0.3927, 0.5312, 0.6679]","[106.86, 73.98, 106.86, 106.86, 123.3]"
5,106.2135,0.8459,16.2649,4.0229,35.3044,312.36,1.469,"[0.0996, 0.2719, 0.3957, 0.5514, 0.728]","[73.98, 73.98, 312.36, 82.2, 106.86]"
5,169.3757,0.6472,21.0968,5.3926,35.3044,312.36,1.6431,"[0.0915, 0.2261, 0.3315, 0.4996, 0.5283]","[312.36, 106.86, 82.2, 131.52, 82.2]"
5,127.0206,0.8776,16.8662,4.5855,57.8413,106.86,1.5314,"[0.1564, 0.3492, 0.4741, 0.5832, 0.7659]","[106.86, 106.86, 82.2, 106.86, 312.36]"
5,196.9916,0.9495,22.5681,4.4974,57.8413,106.86,1.5729,"[0.1845, 0.3769, 0.5006, 0.6495, 0.7812]","[312.36, 106.86, 41.1, 106.86, 73.98]"
5,144.63,0.5595,18.7288,3.361,16.2015,41.1,1.5328,"[0.1044, 0.2343, 0.3533, 0.4777, 0.5169]","[106.86, 106.86, 82.2, 106.86, 82.2]"
5,199.2275,0.67,18.7871,5.2909,62.6262,131.52,1.7271,"[0.0151, 0.1448, 0.2501, 0.3635, 0.3876]","[41.1, 106.86, 106.86, 123.3, 82.2]"
5,140.5661,0.7302,19.9004,3.3061,16.2015,41.1,1.5672,"[0.038, 0.1675, 0.281, 0.4052, 0.578]","[123.3, 73.98, 312.36, 82.2, 106.86]"
