Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
2,115.6826,0.3067,5.6858,1.2991,11.7294,106.86,1.6771,"[0.0525, 0.1666]","[106.86, 106.86]"
2,97.9306,0.5369,4.7006,1.633,26.1889,73.98,1.747,"[0.0831, 0.2503]","[312.36, 131.52]"
2,121.997,0.436,6.0073,3.3614,61.4555,106.86,1.6592,"[0.1614, 0.3605]","[123.3, 106.86]"
2,123.1677,0.3097,6.1472,1.5379,16.2015,41.1,1.6628,"[0.185, 0.2984]","[131.52, 123.3]"
2,42.1063,0.2559,3.972,2.6836,57.8413,106.86,1.7463,"[0.1692, 0.3148]","[312.36, 82.2]"
2,84.0302,0.3033,4.8167,3.312,62.6262,131.52,1.4594,"[0.0916, 0.2257]","[73.98, 106.86]"
2,115.6826,0.3458,6.7004,2.6025,26.1889,73.98,1.7654,"[0.1883, 0.3324]","[106.86, 106.86]"
2,87.6444,0.311,5.5917,3.1957,57.8413,106.86,1.6013,"[0.123, 0.2374]","[106.86, 73.98]"
2,13.6038,0.3436,1.4585,2.5324,57.8413,106.86,1.6923,"[0.1544, 0.2636]","[82.2, 82.2]"
2,42.1063,0.4266,2.5856,2.3868,60.5415,123.3,1.6219,"[0.0403, 0.2074]","[312.36, 82.2]"
2,123.1677,0.3652,5.4387,1.3245,11.7294,106.86,1.9849,"[0.0938, 0.2063]","[131.52, 123.3]"
2,125.2524,0.276,8.4411,4.1895,61.4555,106.86,1.6543,"[0.0979, 0.2069]","[131.52, 131.52]"
2,122.911,0.3577,5.617,1.6403,16.2015,41.1,1.7943,"[0.1789, 0.2929]","[106.86, 106.86]"
2,67.3434,0.2432,4.0038,3.0654,57.8413,106.86,1.6406,"[0.1375, 0.2504]","[123.3, 82.2]"
2,96.7599,0.2772,4.6517,1.1267,6.8019,82.2,1.8071,"[0.1265, 0.2576]","[312.36, 106.86]"
2,68.2574,0.2495,4.6575,1.8664,16.2015,41.1,1.6625,"[0.1408, 0.2767]","[82.2, 106.86]"
2,52.3778,0.3674,2.7569,1.1748,6.8019,82.2,1.7515,"[0.0135, 0.1282]","[73.98, 73.98]"
2,74.0428,0.3833,4.4452,3.305,60.5415,123.3,1.8073,"[0.0423, 0.2326]","[41.1, 106.86]"
2,97.9306,0.3053,4.7487,1.4471,16.2015,41.1,1.6344,"[0.0901, 0.2428]","[131.52, 312.36]"
2,123.1677,0.374,5.9571,3.2307,57.8413,106.86,1.6765,"[0.0756, 0.1886]","[123.3, 131.52]"
2,87.6444,0.4345,3.9859,1.1598,6.8019,82.2,1.8178,"[0.0377, 0.2048]","[73.98, 106.86]"
2,47.0338,0.2899,3.5247,2.5121,57.8413,106.86,1.5568,"[0.0487, 0.2092]","[312.36, 106.86]"
2,72.2709,0.3473,3.2464,0.9125,6.8019,82.2,1.8424,"[0.0198, 0.1376]","[123.3, 106.86]"
2,125.2524,0.3169,6.9627,3.2655,57.8413,106.86,1.6827,"[0.0513, 0.2498]","[131.52, 131.52]"
2,119.2968,0.353,6.6451,3.505,61.4555,106.86,1.6229,"[0.1471, 0.2598]","[106.86, 106.86]"
2,68.2574,0.3812,3.6601,2.6694,35.3044,312.36,1.7197,"[0.1784, 0.3385]","[106.86, 82.2]"
2,67.3434,0.3132,3.8644,3.3163,62.6262,131.52,1.6846,"[0.0932, 0.2057]","[82.2, 123.3]"
2,125.2524,0.3335,7.1564,3.0978,57.8413,106.86,1.7571,"[0.0429, 0.1761]","[131.52, 131.52]"
2,23.4588,0.3599,1.7315,2.3362,60.5415,123.3,1.6842,"[0.186, 0.2983]","[106.86, 106.86]"
2,119.2968,0.3425,5.504,2.8304,35.3044,312.36,1.7387,"[0.1439, 0.2554]","[106.86, 106.86]"
2,120.4675,0.4103,5.7287,1.5247,16.2015,41.1,1.7499,"[0.1673, 0.2789]","[131.52, 106.86]"
2,69.5707,0.2906,4.5605,3.2132,61.4555,106.86,1.5324,"[0.1568, 0.2699]","[106.86, 106.86]"
2,52.3778,0.2345,3.7086,1.8565,11.7294,106.86,1.5969,"[0.1288, 0.2413]","[73.98, 73.98]"
2,70.6088,0.2724,3.8553,1.1835,16.2015,41.1,1.7555,"[0.0856, 0.1987]","[312.36, 312.36]"
2,67.3434,0.3212,3.8465,3.0019,61.4555,106.86,1.5225,"[0.0124, 0.1259]","[82.2, 123.3]"
2,61.4933,0.3864,2.9062,0.9175,6.8019,82.2,1.9363,"[0.1664, 0.2787]","[73.98, 312.36]"
2,64.6432,0.26,4.7312,3.3075,60.5415,123.3,1.6286,"[0.0465, 0.058]","[82.2, 106.86]"
2,69.4281,0.2324,4.0944,2.4751,35.3044,312.36,1.7207,"[0.09, 0.1016]","[131.52, 82.2]"
2,118.3828,0.4505,6.2719,3.2394,57.8413,106.86,1.6622,"[0.074, 0.231]","[106.86, 123.3]"
2,121.083,0.3219,6.2237,3.2727,60.5415,123.3,1.7647,"[0.0587, 0.1701]","[123.3, 123.3]"
2,74.0428,0.3206,3.8129,1.4874,16.2015,41.1,1.7185,"[0.1025, 0.2166]","[106.86, 41.1]"
2,124.0817,0.3007,7.2666,3.6196,62.6262,131.52,1.5046,"[0.1031, 0.2887]","[106.86, 131.52]"
2,97.9306,0.4951,4.7123,2.3052,35.3044,312.36,1.5696,"[0.1526, 0.2653]","[312.36, 131.52]"
2,32.9908,0.3292,3.4544,1.8405,16.2015,41.1,1.8421,"[0.1687, 0.2999]","[73.98, 82.2]"
2,27.9309,0.324,2.4682,1.2464,11.7294,106.86,1.7094,"[0.033, 0.1446]","[41.1, 106.86]"
2,32.9908,0.3845,2.1489,0.9403,6.8019,82.2,1.8034,"[0.1881, 0.3026]","[73.98, 82.2]"
2,97.9306,0.3776,6.4417,3.3984,61.4555,106.86,1.7636,"[0.13, 0.2416]","[131.52, 312.36]"
2,95.8459,0.3054,5.456,1.6917,11.7294,106.86,1.7,"[0.1445, 0.3373]","[123.3, 312.36]"
2,118.3828,0.3011,6.9368,4.1458,62.6262,131.52,1.6171,"[0.0397, 0.1525]","[106.86, 123.3]"
2,97.9306,0.3257,6.1214,3.0614,60.5415,123.3,1.475,"[0.0237, 0.1381]","[312.36, 131.52]"
2,67.3434,0.3172,3.6246,2.8943,62.6262,131.52,1.8524,"[0.0301, 0.1426]","[123.3, 82.2]"
2,73.1849,0.3018,3.4348,1.0867,11.7294,106.86,1.7614,"[0.183, 0.2949]","[106.86, 106.86]"
2,124.0817,0.2912,8.2977,4.158,57.8413,106.86,1.6842,"[0.1888, 0.3011]","[106.86, 131.52]"
2,37.9183,0.292,3.3312,1.3133,6.8019,82.2,1.5302,"[0.0734, 0.2369]","[73.98, 106.86]"
2,124.0817,0.2691,6.024,2.8598,35.3044,312.36,1.5391,"[0.0784, 0.1904]","[106.86, 131.52]"
2,61.4933,0.3777,3.0102,1.9201,35.3044,312.36,1.6468,"[0.0727, 0.1839]","[73.98, 312.36]"
2,64.6432,0.2434,4.6741,3.4517,61.4555,106.86,1.613,"[0.0673, 0.1859]","[82.2, 106.86]"
2,120.4675,0.2748,7.0239,4.2036,60.5415,123.3,1.5479,"[0.0371, 0.1499]","[131.52, 106.86]"
2,123.1677,0.3946,7.0498,3.536,57.8413,106.86,1.6245,"[0.2011, 0.4018]","[131.52, 123.3]"
2,87.6444,0.2576,4.9942,2.9642,35.3044,312.36,1.6778,"[0.0313, 0.1478]","[106.86, 73.98]"
2,74.3556,0.3223,5.1015,3.5234,57.8413,106.86,1.7096,"[0.1107, 0.3124]","[131.52, 106.86]"
2,37.9183,0.3819,3.3352,2.7392,57.8413,106.86,1.6055,"[0.1122, 0.2223]","[73.98, 106.86]"
2,68.2574,0.4411,3.1959,1.5952,26.1889,73.98,1.7089,"[0.1275, 0.3119]","[106.86, 82.2]"
2,78.8277,0.5001,3.1652,1.1689,11.7294,106.86,1.7218,"[0.0756, 0.1873]","[41.1, 131.52]"
2,76.743,0.3244,5.785,3.7452,60.5415,123.3,1.5282,"[0.1354, 0.3016]","[41.1, 123.3]"
2,76.743,0.4136,3.7998,2.9951,60.5415,123.3,1.6863,"[0.1736, 0.2867]","[41.1, 123.3]"
2,42.3904,0.2995,4.0759,3.271,61.4555,106.86,1.6093,"[0.1449, 0.3286]","[41.1, 73.98]"
2,51.5059,0.5521,2.6003,0.8671,6.8019,82.2,1.7055,"[0.0983, 0.2854]","[312.36, 41.1]"
2,72.2709,0.3782,3.2943,0.8945,6.8019,82.2,1.9614,"[0.0983, 0.2671]","[106.86, 123.3]"
2,121.997,0.3799,5.4979,1.2911,11.7294,106.86,1.6774,"[0.0863, 0.198]","[123.3, 106.86]"
2,74.0428,0.3057,4.7271,2.6995,35.3044,312.36,1.7489,"[0.0618, 0.1744]","[41.1, 106.86]"
2,119.2968,0.3524,6.798,4.0801,62.6262,131.52,1.5234,"[0.162, 0.349]","[106.86, 106.86]"
2,67.3434,0.3668,3.515,2.814,57.8413,106.86,1.5718,"[0.0267, 0.1972]","[82.2, 123.3]"
2,67.3434,0.2619,4.3588,1.5711,11.7294,106.86,2.0031,"[0.0591, 0.1718]","[123.3, 82.2]"
2,72.2709,0.3366,3.2282,0.9197,6.8019,82.2,1.8729,"[0.1057, 0.2176]","[123.3, 106.86]"
2,124.0817,0.2613,6.7084,1.8333,11.7294,106.86,1.642,"[0.1848, 0.2969]","[106.86, 131.52]"
2,84.0302,0.305,4.5767,1.3247,6.8019,82.2,1.5993,"[0.0119, 0.1535]","[106.86, 73.98]"
2,124.0817,0.3571,6.6829,2.6593,35.3044,312.36,1.6832,"[0.1906, 0.3309]","[131.52, 106.86]"
2,118.3828,0.3079,6.4888,3.4768,35.3044,312.36,1.633,"[0.0711, 0.236]","[106.86, 123.3]"
2,78.8277,0.3797,4.1991,2.9876,61.4555,106.86,1.6746,"[0.0881, 0.217]","[41.1, 131.52]"
2,74.0428,0.403,3.5869,1.3751,11.7294,106.86,1.8565,"[0.2003, 0.3135]","[106.86, 41.1]"
2,84.0302,0.3526,4.2606,3.0883,61.4555,106.86,1.7521,"[0.1015, 0.2111]","[73.98, 106.86]"
2,76.743,0.3429,4.3293,1.7268,16.2015,41.1,1.7835,"[0.1178, 0.2825]","[41.1, 123.3]"
2,70.6088,0.2555,4.9236,1.7046,11.7294,106.86,1.7167,"[0.1861, 0.2976]","[312.36, 312.36]"
2,51.5059,0.3106,3.6679,1.598,16.2015,41.1,1.7944,"[0.1643, 0.3478]","[41.1, 312.36]"
2,86.7304,0.2758,5.4122,3.6917,62.6262,131.52,1.6927,"[0.0201, 0.1664]","[123.3, 73.98]"
2,23.4588,0.2365,2.4665,2.8654,62.6262,131.52,1.6396,"[0.0592, 0.1737]","[106.86, 106.86]"
2,96.7599,0.3973,4.575,1.3499,16.2015,41.1,1.6755,"[0.0753, 0.1881]","[312.36, 106.86]"
2,32.403,0.3489,2.5583,2.7076,57.8413,106.86,1.7823,"[0.1723, 0.3052]","[41.1, 41.1]"
2,37.9183,0.3701,3.0715,3.0847,61.4555,106.86,1.4135,"[0.1544, 0.2669]","[106.86, 73.98]"
2,13.6038,0.334,1.6787,2.575,62.6262,131.52,1.6546,"[0.1631, 0.2738]","[82.2, 82.2]"
2,96.7599,0.2426,4.8583,1.326,11.7294,106.86,1.8163,"[0.1219, 0.2332]","[312.36, 106.86]"
2,69.5707,0.2937,3.6374,2.937,62.6262,131.52,1.6866,"[0.1638, 0.2728]","[106.86, 106.86]"
2,68.2574,0.3875,3.7602,1.7109,16.2015,41.1,1.7479,"[0.0816, 0.1946]","[82.2, 106.86]"
2,118.3828,0.3973,6.3417,3.8988,62.6262,131.52,1.624,"[0.0408, 0.2257]","[106.86, 123.3]"
2,27.9309,0.2894,2.416,1.2883,11.7294,106.86,1.6784,"[0.0237, 0.1372]","[106.86, 41.1]"
2,52.3778,0.3054,4.356,3.1006,57.8413,106.86,1.7856,"[0.1677, 0.2779]","[73.98, 73.98]"
2,77.657,0.4225,4.3166,2.9153,60.5415,123.3,1.668,"[0.1318, 0.2607]","[106.86, 41.1]"
2,76.743,0.3974,3.3946,2.418,35.3044,312.36,1.7638,"[0.1872, 0.3009]","[123.3, 41.1]"
2,122.911,0.2631,6.2947,1.4567,6.8019,82.2,1.7905,"[0.0895, 0.2015]","[106.86, 106.86]"
2,121.083,0.2324,8.2448,4.1393,60.5415,123.3,1.4784,"[0.1845, 0.2978]","[123.3, 123.3]"
2,120.4675,0.3861,5.6438,3.8302,61.4555,106.86,1.7624,"[0.1908, 0.333]","[106.86, 131.52]"
2,64.6432,0.2715,3.7264,3.2168,60.5415,123.3,1.6115,"[0.0256, 0.1416]","[82.2, 106.86]"
2,67.3434,0.313,4.3651,3.1779,62.6262,131.52,1.7219,"[0.0537, 0.2188]","[123.3, 82.2]"
2,76.743,0.2675,4.5485,3.1461,62.6262,131.52,1.6444,"[0.123, 0.2333]","[123.3, 41.1]"
2,18.5313,0.3931,1.9077,2.7117,62.6262,131.52,1.4993,"[0.0633, 0.1746]","[82.2, 106.86]"
2,47.0338,0.3073,4.0138,2.8649,62.6262,131.52,1.6208,"[0.1799, 0.3596]","[312.36, 106.86]"
2,69.5707,0.4094,3.1972,0.9723,6.8019,82.2,1.889,"[0.0804, 0.2678]","[106.86, 106.86]"
2,23.0034,0.2919,2.1253,1.1187,6.8019,82.2,1.5879,"[0.0726, 0.1989]","[41.1, 82.2]"
2,47.0338,0.2707,3.9828,2.4698,35.3044,312.36,1.5312,"[0.1881, 0.3152]","[312.36, 106.86]"
2,78.8277,0.4341,3.7283,1.4653,16.2015,41.1,1.7487,"[0.0224, 0.2098]","[131.52, 41.1]"
2,69.4281,0.381,3.297,1.2723,6.8019,82.2,1.9454,"[0.0364, 0.1487]","[82.2, 131.52]"
2,68.2574,0.2441,3.8061,1.8365,26.1889,73.98,1.7323,"[0.1438, 0.2548]","[82.2, 106.86]"
2,18.5313,0.2716,2.0778,2.4475,57.8413,106.86,1.5549,"[0.1657, 0.2736]","[106.86, 82.2]"
2,73.1849,0.3081,3.4614,1.0019,6.8019,82.2,1.7684,"[0.1292, 0.3081]","[106.86, 106.86]"
2,42.3904,0.4165,2.5194,1.8801,26.1889,73.98,1.7384,"[0.105, 0.23]","[41.1, 73.98]"
2,23.4588,0.3268,2.2762,2.4501,57.8413,106.86,1.5499,"[0.0405, 0.1557]","[106.86, 106.86]"
2,74.3556,0.4327,4.1871,2.8354,57.8413,106.86,1.6561,"[0.1736, 0.3556]","[131.52, 106.86]"
2,70.6088,0.349,4.4111,2.52,57.8413,106.86,1.6687,"[0.0276, 0.142]","[312.36, 312.36]"
2,52.3778,0.5005,3.0877,1.5494,11.7294,106.86,1.8096,"[0.0416, 0.2424]","[73.98, 73.98]"
2,72.2709,0.2643,3.9139,1.4897,11.7294,106.86,1.6251,"[0.1458, 0.2709]","[123.3, 106.86]"
2,70.6088,0.2616,5.6826,2.9801,61.4555,106.86,1.5823,"[0.1919, 0.2079]","[312.36, 312.36]"
2,47.0338,0.389,3.0557,2.4081,57.8413,106.86,1.6868,"[0.0766, 0.2472]","[312.36, 106.86]"
2,32.403,0.288,2.3095,1.3005,11.7294,106.86,1.6893,"[0.196, 0.3692]","[41.1, 41.1]"
2,32.9908,0.3823,2.5605,2.9612,61.4555,106.86,1.5523,"[0.0933, 0.2089]","[73.98, 82.2]"
2,77.657,0.3343,3.8067,1.6356,11.7294,106.86,1.7011,"[0.1844, 0.2978]","[41.1, 106.86]"
2,42.1063,0.5584,2.5043,2.3687,57.8413,106.86,1.6417,"[0.1627, 0.3459]","[312.36, 82.2]"
2,73.1849,0.2408,3.6977,1.1151,6.8019,82.2,1.5528,"[0.0671, 0.1799]","[106.86, 106.86]"
2,74.3556,0.3872,3.9161,2.8003,60.5415,123.3,1.5562,"[0.1693, 0.2973]","[106.86, 131.52]"
2,119.2968,0.4065,6.1868,3.2568,60.5415,123.3,1.6964,"[0.196, 0.3079]","[106.86, 106.86]"
2,42.1063,0.3745,2.3096,0.9999,11.7294,106.86,1.7225,"[0.0356, 0.1835]","[82.2, 312.36]"
2,124.0817,0.2279,7.3318,1.7655,11.7294,106.86,1.7777,"[0.0174, 0.1424]","[106.86, 131.52]"
2,96.7599,0.2931,6.7444,3.7793,62.6262,131.52,1.7785,"[0.1045, 0.2831]","[312.36, 106.86]"
2,42.1063,0.3417,2.7422,1.9956,35.3044,312.36,1.5857,"[0.1492, 0.2623]","[312.36, 82.2]"
2,121.997,0.221,6.5506,2.1762,26.1889,73.98,1.5282,"[0.1246, 0.2384]","[106.86, 123.3]"
2,47.0338,0.2948,2.8934,1.4301,26.1889,73.98,1.5833,"[0.1747, 0.3218]","[106.86, 312.36]"
2,67.3434,0.2908,3.9088,1.357,6.8019,82.2,1.6191,"[0.1436, 0.2718]","[82.2, 123.3]"
2,27.9309,0.2641,3.116,3.0075,61.4555,106.86,1.6274,"[0.1757, 0.1871]","[106.86, 41.1]"
2,73.1849,0.2917,3.9981,3.2784,61.4555,106.86,1.5723,"[0.1471, 0.2596]","[106.86, 106.86]"
2,97.9306,0.3484,4.3293,1.0845,6.8019,82.2,1.9854,"[0.1718, 0.3142]","[131.52, 312.36]"
2,96.7599,0.2293,5.853,1.8564,11.7294,106.86,1.7277,"[0.1418, 0.2535]","[312.36, 106.86]"
2,37.9183,0.2885,3.0042,1.3595,16.2015,41.1,1.6649,"[0.1569, 0.3312]","[73.98, 106.86]"
2,120.4675,0.2465,7.1604,3.7982,62.6262,131.52,1.5242,"[0.1735, 0.2869]","[131.52, 106.86]"
2,93.1457,0.3997,5.5297,3.1068,61.4555,106.86,1.5876,"[0.0693, 0.1816]","[312.36, 106.86]"
2,42.1063,0.3048,2.5561,0.9575,6.8019,82.2,1.7323,"[0.1286, 0.2418]","[312.36, 82.2]"
2,68.2574,0.2608,4.3649,1.9852,26.1889,73.98,1.6508,"[0.1388, 0.2516]","[106.86, 82.2]"
2,120.4675,0.3916,5.4835,1.4608,16.2015,41.1,1.6427,"[0.1235, 0.2767]","[131.52, 106.86]"
2,97.9306,0.2502,7.2002,3.6114,62.6262,131.52,1.673,"[0.0943, 0.2051]","[312.36, 131.52]"
2,84.0302,0.2211,4.4463,2.161,26.1889,73.98,1.6686,"[0.1561, 0.2702]","[106.86, 73.98]"
2,42.1063,0.2227,3.0081,2.5703,62.6262,131.52,1.574,"[0.1038, 0.2169]","[82.2, 312.36]"
2,95.8459,0.2903,6.3293,3.2523,60.5415,123.3,1.6855,"[0.1261, 0.1429]","[312.36, 123.3]"
2,124.0817,0.3028,6.9111,3.5277,35.3044,312.36,1.5013,"[0.1317, 0.2449]","[131.52, 106.86]"
2,95.8459,0.3874,6.7879,3.5099,61.4555,106.86,1.587,"[0.0171, 0.1306]","[312.36, 123.3]"
2,119.2968,0.2811,8.8679,4.3309,57.8413,106.86,1.6071,"[0.0318, 0.1461]","[106.86, 106.86]"
2,52.3778,0.333,3.1639,2.1892,35.3044,312.36,1.8105,"[0.0145, 0.2094]","[73.98, 73.98]"
2,69.4281,0.4922,3.6951,2.8602,62.6262,131.52,1.6521,"[0.169, 0.3706]","[131.52, 82.2]"
2,76.743,0.3324,3.9895,1.6875,11.7294,106.86,1.526,"[0.1436, 0.3312]","[123.3, 41.1]"
2,115.6826,0.3189,6.9323,1.6951,16.2015,41.1,1.8544,"[0.1731, 0.2877]","[106.86, 106.86]"
2,51.5059,0.3235,3.465,1.2046,6.8019,82.2,1.8172,"[0.0123, 0.1969]","[41.1, 312.36]"
2,18.5313,0.3884,1.7261,1.116,11.7294,106.86,1.6228,"[0.1474, 0.2904]","[82.2, 106.86]"
2,68.2574,0.402,3.948,2.9643,57.8413,106.86,1.5619,"[0.0863, 0.2378]","[106.86, 82.2]"
2,72.2709,0.3506,3.5202,1.558,16.2015,41.1,1.8094,"[0.1151, 0.2386]","[106.86, 123.3]"
2,42.1063,0.3685,2.8462,2.6277,62.6262,131.52,1.6643,"[0.1235, 0.2798]","[82.2, 312.36]"
2,124.0817,0.2486,8.5091,4.4314,57.8413,106.86,1.6558,"[0.0508, 0.0625]","[106.86, 131.52]"
2,118.3828,0.4007,6.0987,3.196,62.6262,131.52,1.5752,"[0.1987, 0.3162]","[106.86, 123.3]"
2,69.5707,0.3658,3.7718,1.3724,6.8019,82.2,1.8529,"[0.1625, 0.3629]","[106.86, 106.86]"
2,86.7304,0.3966,4.033,1.8675,26.1889,73.98,1.6063,"[0.1337, 0.2464]","[73.98, 123.3]"
