Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
6,271.1668,1.0968,28.3483,3.6643,26.1889,73.98,1.7649,"[0.1101, 0.224, 0.3297, 0.5124, 0.6455, 0.9838]","[131.52, 106.86, 41.1, 106.86, 131.52, 82.2]"
6,236.1669,0.9835,32.7642,5.693,57.8413,106.86,1.5154,"[0.048, 0.2497, 0.367, 0.393, 0.5182, 0.6905]","[123.3, 73.98, 41.1, 312.36, 312.36, 131.52]"
6,261.597,1.0988,35.9056,7.5686,57.8413,106.86,1.6146,"[0.1899, 0.3061, 0.4104, 0.5664, 0.7007, 1.0623]","[106.86, 82.2, 106.86, 41.1, 106.86, 106.86]"
6,317.4213,0.9118,38.693,3.7032,6.8019,82.2,1.4895,"[0.1242, 0.2422, 0.3957, 0.567, 0.7654, 0.8973]","[106.86, 106.86, 131.52, 106.86, 41.1, 106.86]"
6,254.0891,1.0944,33.1838,6.466,62.6262,131.52,1.5032,"[0.1392, 0.3214, 0.4795, 0.6336, 0.8168, 0.9776]","[131.52, 312.36, 73.98, 123.3, 82.2, 131.52]"
6,288.7258,0.9223,35.1189,4.7355,26.1889,73.98,1.5493,"[0.1104, 0.2355, 0.3389, 0.367, 0.6734, 0.8634]","[73.98, 123.3, 41.1, 123.3, 131.52, 131.52]"
6,211.7283,0.878,27.0584,4.3651,26.1889,73.98,1.5656,"[0.103, 0.2523, 0.369, 0.4792, 0.645, 0.8017]","[106.86, 131.52, 41.1, 82.2, 82.2, 106.86]"
6,268.7333,0.8526,34.9872,6.6139,61.4555,106.86,1.4449,"[0.0706, 0.1881, 0.2971, 0.4144, 0.5732, 0.7393]","[41.1, 312.36, 312.36, 106.86, 131.52, 106.86]"
6,237.5723,0.9591,27.3037,6.2171,57.8413,106.86,1.5647,"[0.1107, 0.2283, 0.3327, 0.4919, 0.5136, 0.6978]","[41.1, 106.86, 106.86, 73.98, 123.3, 106.86]"
6,306.3363,0.9199,34.4219,3.7926,11.7294,106.86,1.6408,"[0.0939, 0.2088, 0.3606, 0.4854, 0.6231, 0.8013]","[106.86, 106.86, 123.3, 106.86, 123.3, 106.86]"
6,177.3674,0.8065,24.8354,4.9777,60.5415,123.3,1.7336,"[0.1874, 0.387, 0.5015, 0.6222, 0.8023, 0.8263]","[312.36, 41.1, 41.1, 312.36, 131.52, 106.86]"
6,212.2791,0.8903,24.9325,3.7175,11.7294,106.86,1.6195,"[0.0576, 0.1786, 0.2801, 0.387, 0.5375, 0.7328]","[73.98, 41.1, 123.3, 106.86, 312.36, 41.1]"
6,231.143,0.8088,27.893,3.3098,11.7294,106.86,1.8975,"[0.0232, 0.1448, 0.1611, 0.2662, 0.2909, 0.4701]","[41.1, 123.3, 41.1, 123.3, 106.86, 41.1]"
6,144.08,1.1468,21.4874,4.7138,57.8413,106.86,1.5531,"[0.1019, 0.2246, 0.4008, 0.7012, 0.842, 0.9885]","[41.1, 106.86, 41.1, 82.2, 312.36, 106.86]"
6,236.7592,0.7488,33.5325,6.4759,57.8413,106.86,1.5293,"[0.1002, 0.2134, 0.3198, 0.4927, 0.6169, 0.6252]","[41.1, 106.86, 106.86, 312.36, 106.86, 106.86]"
6,138.5787,0.9207,21.1716,4.8238,35.3044,312.36,1.5863,"[0.1445, 0.1578, 0.2728, 0.3971, 0.5645, 0.7425]","[106.86, 73.98, 106.86, 41.1, 41.1, 82.2]"
6,172.9313,1.0027,19.1155,3.3215,26.1889,73.98,1.5181,"[0.1504, 0.3477, 0.5226, 0.6408, 0.8351, 0.9749]","[82.2, 106.86, 41.1, 41.1, 123.3, 106.86]"
6,248.4176,0.9494,27.429,3.5198,16.2015,41.1,1.5135,"[0.1949, 0.3762, 0.5071, 0.6578, 0.6825, 0.821]","[106.86, 73.98, 106.86, 73.98, 123.3, 41.1]"
6,113.0154,1.1365,18.1054,3.9986,57.8413,106.86,1.54,"[0.0139, 0.2115, 0.3264, 0.4697, 0.5942, 0.7474]","[73.98, 82.2, 106.86, 82.2, 73.98, 312.36]"
6,267.5526,0.9194,29.8829,3.52,11.7294,106.86,1.5335,"[0.0238, 0.1445, 0.25, 0.4059, 0.4295, 0.6548]","[131.52, 106.86, 41.1, 82.2, 131.52, 106.86]"
