Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
10,440.4543,1.5193,100.0688,12.2612,62.6262,131.52,1.5355,"[0.1869, 0.2045, 0.3405, 0.5187, 0.6793, 0.8483, 1.0227, 1.2391, 1.3124, 1.469]","[131.52, 131.52, 106.86, 312.36, 41.1, 123.3, 106.86, 82.2, 123.3, 131.52]"
10,550.9505,1.8318,118.1243,12.5925,60.5415,123.3,1.43,"[0.1944, 0.3358, 0.4546, 0.6334, 0.7841, 1.0125, 1.1809, 1.2165, 1.5966, 1.6016]","[106.86, 131.52, 131.52, 106.86, 106.86, 106.86, 106.86, 73.98, 312.36, 123.3]"
10,387.9902,2.0036,78.5593,6.1724,16.2015,41.1,1.5693,"[0.0642, 0.2042, 0.3214, 0.347, 0.6465, 0.8672, 1.1068, 1.3296, 1.5741, 1.8361]","[106.86, 82.2, 106.86, 41.1, 131.52, 73.98, 312.36, 82.2, 106.86, 123.3]"
10,382.4806,1.4062,84.8919,6.1372,6.8019,82.2,1.5636,"[0.0251, 0.1684, 0.2866, 0.4103, 0.5565, 0.5848, 0.6101, 0.6728, 0.9998, 1.2226]","[131.52, 312.36, 41.1, 41.1, 73.98, 106.86, 106.86, 123.3, 123.3, 312.36]"
10,499.2538,1.7823,100.0228,6.4478,6.8019,82.2,1.5458,"[0.026, 0.1719, 0.2895, 0.4165, 0.6067, 0.656, 0.8606, 1.0603, 1.2863, 1.5158]","[312.36, 73.98, 123.3, 131.52, 123.3, 106.86, 82.2, 131.52, 123.3, 131.52]"
10,377.1449,2.0085,72.5634,6.3453,11.7294,106.86,1.4583,"[0.0639, 0.2056, 0.3267, 0.4603, 0.6113, 0.7934, 1.0319, 1.2497, 1.459, 1.6495]","[123.3, 82.2, 106.86, 312.36, 106.86, 131.52, 106.86, 82.2, 41.1, 106.86]"
10,342.7923,1.7728,77.1724,9.6855,61.4555,106.86,1.5999,"[0.0738, 0.2159, 0.347, 0.3818, 0.5054, 0.7059, 0.9311, 1.1207, 1.2332, 1.4287]","[73.98, 106.86, 82.2, 106.86, 82.2, 41.1, 312.36, 106.86, 131.52, 106.86]"
10,358.0477,1.844,72.7286,6.7763,26.1889,73.98,1.6298,"[0.0176, 0.162, 0.2923, 0.4458, 0.5975, 0.8091, 1.0227, 1.3015, 1.3834, 1.5953]","[106.86, 106.86, 106.86, 73.98, 41.1, 312.36, 131.52, 123.3, 106.86, 123.3]"
10,438.0382,1.5785,81.2882,9.9455,57.8413,106.86,1.4656,"[0.0955, 0.2369, 0.355, 0.4809, 0.6357, 0.8395, 1.0427, 1.0732, 1.2922, 1.3524]","[131.52, 41.1, 106.86, 41.1, 123.3, 73.98, 106.86, 131.52, 131.52, 106.86]"
10,461.1815,1.7401,81.9123,5.3295,6.8019,82.2,1.6109,"[0.0539, 0.1939, 0.3674, 0.5554, 0.5774, 0.7227, 0.8777, 1.0651, 1.2401, 1.4335]","[123.3, 73.98, 106.86, 123.3, 106.86, 82.2, 82.2, 106.86, 123.3, 131.52]"
10,277.7376,1.7733,53.3427,6.5645,35.3044,312.36,1.6237,"[0.1634, 0.3094, 0.4256, 0.5814, 0.7699, 0.8166, 1.0034, 1.2097, 1.4952, 1.6443]","[106.86, 82.2, 82.2, 41.1, 123.3, 41.1, 73.98, 82.2, 123.3, 41.1]"
10,351.8657,1.3082,68.4401,8.8285,62.6262,131.52,1.5458,"[0.0785, 0.2691, 0.4083, 0.4495, 0.589, 0.7921, 0.9437, 0.9748, 1.2106, 1.2132]","[73.98, 73.98, 82.2, 131.52, 82.2, 106.86, 106.86, 123.3, 312.36, 106.86]"
10,291.5784,1.703,68.1685,9.0164,61.4555,106.86,1.4146,"[0.1218, 0.2782, 0.453, 0.6046, 0.761, 0.7929, 0.9447, 1.1931, 1.3507, 1.5244]","[106.86, 106.86, 73.98, 82.2, 123.3, 131.52, 73.98, 106.86, 106.86, 41.1]"
10,269.458,1.7369,67.2425,8.2893,35.3044,312.36,1.4563,"[0.1165, 0.2574, 0.4488, 0.5889, 0.7557, 0.9222, 1.1266, 1.3639, 1.3957, 1.4625]","[123.3, 82.2, 41.1, 82.2, 73.98, 73.98, 73.98, 73.98, 131.52, 106.86]"
10,495.3829,1.6166,100.8817,11.2276,57.8413,106.86,1.4874,"[0.0313, 0.2251, 0.366, 0.4957, 0.6908, 0.9978, 1.0143, 1.0318, 1.3874, 1.4019]","[82.2, 131.52, 312.36, 123.3, 123.3, 131.52, 106.86, 73.98, 106.86, 106.86]"
10,506.4129,1.5596,90.1459,5.4278,11.7294,106.86,1.4404,"[0.0464, 0.1887, 0.3058, 0.4606, 0.5033, 0.6584, 0.8223, 0.9027, 1.0473, 1.2242]","[106.86, 312.36, 41.1, 123.3, 106.86, 131.52, 106.86, 312.36, 106.86, 106.86]"
10,273.2378,1.6967,60.9424,8.6858,62.6262,131.52,1.5342,"[0.1062, 0.281, 0.4169, 0.5881, 0.7537, 0.9426, 0.9795, 1.1648, 1.5341, 1.5372]","[131.52, 82.2, 82.2, 82.2, 106.86, 73.98, 82.2, 73.98, 106.86, 106.86]"
10,457.7149,1.7623,97.4572,6.8559,11.7294,106.86,1.5172,"[0.1794, 0.3186, 0.4362, 0.5603, 0.719, 0.888, 1.1286, 1.1634, 1.3479, 1.5764]","[131.52, 131.52, 131.52, 106.86, 123.3, 106.86, 82.2, 41.1, 312.36, 312.36]"
10,447.5125,1.9021,98.2746,11.5915,61.4555,106.86,1.5177,"[0.1311, 0.274, 0.4346, 0.6287, 0.8185, 1.0225, 1.081, 1.2655, 1.5225, 1.7417]","[41.1, 106.86, 312.36, 41.1, 123.3, 131.52, 106.86, 123.3, 106.86, 106.86]"
10,200.9748,1.5519,53.7412,7.1931,61.4555,106.86,1.5297,"[0.1758, 0.3189, 0.442, 0.5771, 0.7631, 0.9948, 1.2123, 1.2741, 1.3021, 1.4757]","[73.98, 82.2, 106.86, 82.2, 312.36, 82.2, 131.52, 82.2, 73.98, 106.86]"
10,381.8977,1.7372,72.3384,8.9279,61.4555,106.86,1.4869,"[0.0228, 0.2208, 0.3598, 0.4842, 0.6406, 0.8386, 0.9, 1.0848, 1.3437, 1.5354]","[123.3, 312.36, 73.98, 123.3, 312.36, 106.86, 106.86, 73.98, 82.2, 106.86]"
10,419.285,1.8555,80.5214,6.7984,11.7294,106.86,1.6505,"[0.0547, 0.1919, 0.3467, 0.6864, 0.8829, 1.0573, 1.2537, 1.4704, 1.492, 1.5746]","[73.98, 106.86, 82.2, 123.3, 106.86, 106.86, 106.86, 123.3, 82.2, 41.1]"
10,332.2311,1.7194,62.0969,5.84,11.7294,106.86,1.4605,"[0.1, 0.2402, 0.4205, 0.5654, 0.7305, 0.8957, 1.0947, 1.3233, 1.4669, 1.6138]","[106.86, 41.1, 131.52, 106.86, 106.86, 82.2, 106.86, 106.86, 41.1, 73.98]"
10,321.0035,1.3988,66.9795,6.7309,26.1889,73.98,1.5613,"[0.0583, 0.1995, 0.218, 0.3277, 0.4904, 0.5145, 0.8224, 0.827, 1.0487, 1.445]","[106.86, 123.3, 131.52, 106.86, 82.2, 82.2, 123.3, 41.1, 106.86, 73.98]"
10,293.8621,1.8099,68.6502,8.4651,61.4555,106.86,1.4661,"[0.0862, 0.227, 0.3445, 0.4704, 0.4969, 0.6564, 0.8538, 1.046, 1.237, 1.4058]","[106.86, 312.36, 106.86, 131.52, 106.86, 123.3, 123.3, 106.86, 41.1, 106.86]"
10,396.1143,1.4686,80.8838,9.7155,57.8413,106.86,1.436,"[0.094, 0.2642, 0.4173, 0.6056, 0.7474, 0.9235, 1.1244, 1.1503, 1.3269, 1.3631]","[106.86, 131.52, 82.2, 123.3, 41.1, 131.52, 312.36, 106.86, 131.52, 41.1]"
10,377.6092,1.5072,74.8168,6.871,26.1889,73.98,1.4095,"[0.0464, 0.1881, 0.3243, 0.4898, 0.6647, 0.6893, 0.7766, 1.0707, 1.0961, 1.3458]","[131.52, 123.3, 82.2, 106.86, 41.1, 312.36, 73.98, 106.86, 312.36, 106.86]"
10,250.1099,1.4083,60.8664,7.7692,60.5415,123.3,1.5705,"[0.1603, 0.3017, 0.4189, 0.5916, 0.7501, 0.9026, 1.1118, 1.1807, 1.3328, 1.4078]","[106.86, 73.98, 123.3, 312.36, 131.52, 82.2, 106.86, 106.86, 106.86, 106.86]"
10,471.8079,1.7205,83.3248,6.0368,26.1889,73.98,1.4475,"[0.1214, 0.2625, 0.3801, 0.5529, 0.7067, 0.88, 0.8971, 0.9608, 1.118, 1.2891]","[131.52, 106.86, 106.86, 106.86, 131.52, 82.2, 73.98, 123.3, 106.86, 123.3]"
10,399.4885,1.8225,66.9228,5.4356,11.7294,106.86,1.6616,"[0.145, 0.2845, 0.453, 0.5936, 0.6274, 0.7767, 0.9584, 1.1399, 1.4324, 1.756]","[73.98, 73.98, 106.86, 131.52, 106.86, 106.86, 131.52, 82.2, 73.98, 106.86]"
10,461.0306,1.6669,92.1246,10.4262,62.6262,131.52,1.4594,"[0.1417, 0.282, 0.4008, 0.5344, 0.6741, 0.8649, 0.9015, 1.1138, 1.3153, 1.5894]","[312.36, 123.3, 312.36, 131.52, 82.2, 123.3, 131.52, 123.3, 123.3, 41.1]"
10,357.3165,1.5071,67.3739,6.9793,60.5415,123.3,1.4981,"[0.0349, 0.1765, 0.376, 0.5503, 0.7188, 0.9062, 0.9067, 0.9804, 1.1404, 1.3412]","[123.3, 106.86, 82.2, 106.86, 82.2, 106.86, 73.98, 82.2, 131.52, 82.2]"
10,436.8501,1.5636,80.3212,6.5983,26.1889,73.98,1.4307,"[0.0967, 0.236, 0.254, 0.4291, 0.6254, 0.8032, 1.0167, 1.2312, 1.4135, 1.4259]","[312.36, 312.36, 106.86, 312.36, 123.3, 106.86, 41.1, 106.86, 123.3, 131.52]"
10,417.9947,1.8169,71.5788,5.0625,6.8019,82.2,1.5253,"[0.1707, 0.3112, 0.4283, 0.5531, 0.7253, 0.9328, 1.0984, 1.3116, 1.4713, 1.712]","[106.86, 106.86, 106.86, 106.86, 106.86, 73.98, 106.86, 131.52, 106.86, 131.52]"
10,386.4019,1.8815,74.5101,9.4292,57.8413,106.86,1.5098,"[0.0688, 0.2083, 0.3397, 0.5046, 0.6719, 0.7012, 0.9009, 1.0825, 1.2888, 1.6678]","[312.36, 41.1, 82.2, 41.1, 131.52, 123.3, 106.86, 106.86, 82.2, 131.52]"
10,295.2156,1.9263,65.9409,5.7518,6.8019,82.2,1.4788,"[0.1602, 0.3585, 0.4954, 0.6376, 0.7989, 0.9831, 1.1746, 1.3916, 1.5645, 1.7859]","[82.2, 131.52, 131.52, 82.2, 106.86, 106.86, 82.2, 82.2, 106.86, 106.86]"
10,464.7871,1.6464,96.3632,7.3924,11.7294,106.86,1.4284,"[0.1297, 0.319, 0.4566, 0.6213, 0.8174, 1.0069, 1.2309, 1.4613, 1.4791, 1.5728]","[123.3, 106.86, 106.86, 106.86, 73.98, 106.86, 73.98, 131.52, 106.86, 312.36]"
10,370.8722,1.6741,78.805,5.681,16.2015,41.1,1.4617,"[0.0627, 0.2027, 0.3732, 0.5197, 0.6921, 0.8585, 0.9197, 1.0799, 1.3161, 1.5365]","[106.86, 106.86, 82.2, 123.3, 106.86, 41.1, 106.86, 123.3, 73.98, 106.86]"
10,491.7096,1.3493,101.1817,11.4456,61.4555,106.86,1.5036,"[0.0742, 0.2161, 0.3338, 0.4659, 0.643, 0.6701, 0.8766, 1.0745, 1.1059, 1.2821]","[131.52, 82.2, 106.86, 106.86, 106.86, 131.52, 73.98, 106.86, 106.86, 73.98]"
10,321.3297,1.4524,74.2202,7.5511,26.1889,73.98,1.2989,"[0.1202, 0.2634, 0.3904, 0.5807, 0.7388, 0.9256, 1.0978, 1.121, 1.1911, 1.5453]","[131.52, 123.3, 41.1, 82.2, 106.86, 41.1, 106.86, 41.1, 106.86, 106.86]"
10,392.3439,1.8783,81.6111,10.226,62.6262,131.52,1.4886,"[0.1796, 0.3322, 0.5265, 0.6679, 0.8164, 0.9901, 1.1734, 1.3685, 1.4336, 1.6407]","[106.86, 131.52, 106.86, 41.1, 73.98, 106.86, 73.98, 106.86, 123.3, 106.86]"
10,289.8486,1.6835,65.1501,5.6122,16.2015,41.1,1.6743,"[0.086, 0.2514, 0.368, 0.4922, 0.668, 0.8428, 0.8638, 1.0324, 1.2084, 1.3866]","[131.52, 106.86, 82.2, 106.86, 106.86, 41.1, 106.86, 106.86, 312.36, 123.3]"
10,431.2247,1.8872,85.9976,8.035,26.1889,73.98,1.5116,"[0.1514, 0.2659, 0.3687, 0.5371, 0.6906, 0.8773, 1.173, 1.3807, 1.4611, 1.8099]","[106.86, 131.52, 106.86, 41.1, 106.86, 106.86, 106.86, 123.3, 73.98, 106.86]"
10,346.986,1.5271,68.7353,5.3734,16.2015,41.1,1.4651,"[0.1468, 0.265, 0.3829, 0.566, 0.7263, 0.9111, 1.0831, 1.2604, 1.4499, 1.5202]","[106.86, 82.2, 123.3, 312.36, 131.52, 312.36, 106.86, 106.86, 73.98, 312.36]"
10,340.888,1.6337,58.7263,4.3258,6.8019,82.2,1.5209,"[0.1554, 0.3421, 0.4541, 0.5978, 0.7436, 0.9624, 1.1229, 1.3266, 1.441, 1.5926]","[131.52, 106.86, 106.86, 106.86, 106.86, 312.36, 106.86, 106.86, 41.1, 123.3]"
10,325.6232,1.5828,61.446,4.5033,6.8019,82.2,1.5274,"[0.1916, 0.3142, 0.4333, 0.6094, 0.7394, 0.9161, 0.9614, 1.0003, 1.3118, 1.5764]","[41.1, 106.86, 312.36, 312.36, 131.52, 131.52, 82.2, 131.52, 41.1, 41.1]"
10,456.1216,1.8606,78.2258,5.6902,11.7294,106.86,1.4101,"[0.1285, 0.2434, 0.3459, 0.476, 0.656, 0.8179, 1.0003, 1.2115, 1.3822, 1.5926]","[106.86, 41.1, 131.52, 123.3, 106.86, 106.86, 106.86, 82.2, 123.3, 123.3]"
10,433.1118,1.595,78.3353,9.9966,35.3044,312.36,1.5351,"[0.0934, 0.2088, 0.3135, 0.4418, 0.5704, 0.7446, 0.9776, 1.0272, 1.3831, 1.3991]","[41.1, 106.86, 106.86, 131.52, 106.86, 106.86, 106.86, 106.86, 123.3, 312.36]"
10,255.0119,1.6141,64.777,7.1227,26.1889,73.98,1.4699,"[0.0919, 0.2495, 0.2649, 0.3749, 0.5386, 0.7349, 0.9269, 1.0948, 1.4533, 1.4739]","[41.1, 106.86, 41.1, 106.86, 73.98, 41.1, 41.1, 106.86, 82.2, 73.98]"
10,536.7477,1.7351,110.6739,6.3318,16.2015,41.1,1.4215,"[0.0445, 0.1907, 0.3502, 0.4619, 0.5894, 0.7231, 0.9252, 1.1386, 1.3379, 1.5474]","[131.52, 131.52, 106.86, 312.36, 106.86, 106.86, 123.3, 123.3, 106.86, 131.52]"
10,431.3488,1.4663,87.1455,9.8919,35.3044,312.36,1.7131,"[0.0993, 0.2605, 0.2778, 0.4779, 0.4829, 0.6989, 0.7749, 1.0518, 1.18, 1.478]","[312.36, 41.1, 106.86, 123.3, 73.98, 131.52, 106.86, 123.3, 312.36, 106.86]"
10,305.0245,1.6691,77.7337,9.3328,61.4555,106.86,1.432,"[0.0499, 0.2013, 0.3152, 0.4422, 0.4697, 0.6013, 0.852, 1.0501, 1.2954, 1.5049]","[82.2, 123.3, 312.36, 106.86, 106.86, 106.86, 106.86, 106.86, 41.1, 312.36]"
10,361.5781,1.7048,77.4316,8.448,60.5415,123.3,1.5499,"[0.0327, 0.2348, 0.3482, 0.4928, 0.6442, 0.6803, 0.8912, 1.0839, 1.4644, 1.4668]","[123.3, 106.86, 73.98, 312.36, 106.86, 131.52, 106.86, 73.98, 82.2, 131.52]"
10,353.0638,1.56,72.4887,7.5576,57.8413,106.86,1.5514,"[0.0636, 0.1856, 0.2882, 0.4122, 0.5447, 0.7024, 0.7568, 0.9635, 0.9821, 1.1538]","[106.86, 73.98, 73.98, 82.2, 41.1, 106.86, 106.86, 73.98, 131.52, 106.86]"
10,485.8131,1.9829,90.2885,10.1121,61.4555,106.86,1.3393,"[0.1486, 0.3114, 0.4282, 0.5554, 0.7571, 1.0664, 1.282, 1.4299, 1.6108, 1.8293]","[82.2, 106.86, 312.36, 106.86, 123.3, 73.98, 106.86, 106.86, 123.3, 106.86]"
10,424.1765,1.3945,93.6031,10.8575,62.6262,131.52,1.4526,"[0.1877, 0.3722, 0.4779, 0.6148, 0.7654, 0.8051, 0.9359, 1.0988, 1.1189, 1.3316]","[123.3, 106.86, 312.36, 106.86, 312.36, 106.86, 73.98, 106.86, 106.86, 131.52]"
10,325.807,1.4635,70.8902,9.4826,62.6262,131.52,1.4818,"[0.0937, 0.256, 0.2763, 0.5499, 0.7152, 0.8848, 1.0771, 1.1282, 1.2642, 1.2918]","[106.86, 82.2, 312.36, 82.2, 123.3, 123.3, 41.1, 123.3, 82.2, 123.3]"
10,405.9602,1.4978,83.4735,5.8478,6.8019,82.2,1.6251,"[0.1188, 0.2404, 0.3835, 0.5016, 0.6496, 0.6818, 0.8282, 1.0008, 1.2086, 1.3963]","[82.2, 106.86, 123.3, 106.86, 312.36, 131.52, 106.86, 106.86, 131.52, 312.36]"
10,329.8163,1.6874,73.8256,5.9034,16.2015,41.1,1.4308,"[0.1229, 0.319, 0.4338, 0.5562, 0.7031, 0.7218, 0.9124, 1.0788, 1.2847, 1.4922]","[131.52, 131.52, 106.86, 82.2, 106.86, 82.2, 312.36, 131.52, 106.86, 106.86]"
10,315.6593,1.5799,76.3719,6.8573,26.1889,73.98,1.5031,"[0.1141, 0.2474, 0.4055, 0.5203, 0.7108, 0.7463, 0.8718, 1.011, 1.3979, 1.519]","[312.36, 106.86, 312.36, 82.2, 82.2, 312.36, 123.3, 82.2, 123.3, 82.2]"
10,423.2625,1.6162,89.0553,10.2937,60.5415,123.3,1.3778,"[0.1583, 0.3023, 0.4124, 0.5215, 0.6702, 0.8832, 1.125, 1.3203, 1.3953, 1.5354]","[312.36, 312.36, 131.52, 73.98, 123.3, 106.86, 123.3, 106.86, 106.86, 106.86]"
10,394.8322,1.5145,74.6064,6.0431,11.7294,106.86,1.4343,"[0.1514, 0.2725, 0.3792, 0.5371, 0.7007, 0.8937, 1.0671, 1.1316, 1.2694, 1.3159]","[106.86, 73.98, 106.86, 106.86, 312.36, 41.1, 106.86, 106.86, 106.86, 41.1]"
10,318.7721,1.9647,58.4645,8.0718,62.6262,131.52,1.5073,"[0.1883, 0.339, 0.4521, 0.4819, 0.7845, 0.9472, 1.2734, 1.5302, 1.5698, 1.7742]","[106.86, 106.86, 41.1, 106.86, 106.86, 106.86, 41.1, 41.1, 106.86, 106.86]"
