Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
9,362.757,1.649,57.0613,4.7994,16.2015,41.1,1.6521,"[0.1378, 0.3133, 0.4796, 0.6371, 0.7601, 0.9348, 1.1175, 1.3551, 1.5799]","[123.3, 106.86, 106.86, 73.98, 41.1, 82.2, 123.3, 106.86, 106.86]"
9,484.6683,1.584,87.6416,11.4656,60.5415,123.3,1.5833,"[0.0536, 0.183, 0.2921, 0.4104, 0.4188, 0.8979, 0.9057, 1.0814, 1.2831]","[123.3, 106.86, 123.3, 123.3, 123.3, 131.52, 312.36, 73.98, 123.3]"
9,313.3109,1.3834,62.1847,7.7945,61.4555,106.86,1.4667,"[0.048, 0.1831, 0.3568, 0.5488, 0.6976, 0.8417, 0.8729, 1.0437, 1.2145]","[82.2, 41.1, 73.98, 312.36, 82.2, 106.86, 312.36, 131.52, 131.52]"
9,281.0944,1.6821,56.0058,8.1336,61.4555,106.86,1.5846,"[0.0218, 0.1821, 0.36, 0.538, 0.6865, 0.853, 1.0521, 1.2546, 1.4668]","[312.36, 123.3, 82.2, 73.98, 106.86, 106.86, 123.3, 82.2, 106.86]"
9,288.5738,1.3226,55.1204,9.1395,60.5415,123.3,1.5538,"[0.0816, 0.2367, 0.3927, 0.5237, 0.6822, 0.8558, 0.9045, 1.0741, 1.2139]","[131.52, 123.3, 82.2, 82.2, 82.2, 123.3, 41.1, 106.86, 82.2]"
9,297.0148,1.6159,52.8988,6.5648,57.8413,106.86,1.5117,"[0.1758, 0.3434, 0.4658, 0.6266, 0.8139, 0.9898, 1.1878, 1.393, 1.4704]","[131.52, 106.86, 41.1, 312.36, 131.52, 312.36, 106.86, 73.98, 312.36]"
9,316.746,1.322,55.8495,4.2809,6.8019,82.2,1.513,"[0.1207, 0.2531, 0.3626, 0.3769, 0.6486, 0.6509, 0.819, 1.2057, 1.2459]","[106.86, 106.86, 106.86, 41.1, 106.86, 312.36, 106.86, 106.86, 82.2]"
9,253.1241,1.4512,51.9799,5.9911,26.1889,73.98,1.6348,"[0.0189, 0.1504, 0.2604, 0.4374, 0.4602, 0.583, 0.6288, 0.8273, 0.9975]","[73.98, 73.98, 41.1, 106.86, 123.3, 106.86, 106.86, 73.98, 131.52]"
9,348.2975,1.7254,68.0455,9.3491,60.5415,123.3,1.5369,"[0.0724, 0.2572, 0.387, 0.553, 0.8714, 1.051, 1.2281, 1.4202, 1.5815]","[41.1, 106.86, 106.86, 82.2, 123.3, 106.86, 106.86, 106.86, 123.3]"
9,225.2088,1.6597,40.1253,4.1429,6.8019,82.2,1.5262,"[0.1293, 0.3208, 0.4526, 0.6386, 0.8136, 0.9782, 1.2124, 1.4043, 1.4323]","[106.86, 41.1, 41.1, 82.2, 106.86, 106.86, 73.98, 41.1, 41.1]"
9,168.0999,1.6171,37.1774,5.3384,35.3044,312.36,1.6671,"[0.1176, 0.256, 0.3914, 0.5193, 0.666, 0.8302, 1.0374, 1.2522, 1.5228]","[82.2, 82.2, 82.2, 106.86, 82.2, 41.1, 106.86, 41.1, 312.36]"
9,294.4747,1.6724,69.1399,9.4871,61.4555,106.86,1.5332,"[0.1961, 0.3765, 0.5122, 0.6939, 0.8899, 0.9041, 1.2966, 1.5827, 1.6871]","[131.52, 82.2, 312.36, 41.1, 312.36, 73.98, 41.1, 312.36, 123.3]"
9,312.2407,1.449,66.3288,7.8821,60.5415,123.3,1.59,"[0.1181, 0.2512, 0.3611, 0.4789, 0.4872, 0.5607, 0.8592, 1.1031, 1.2923]","[73.98, 106.86, 73.98, 106.86, 123.3, 73.98, 312.36, 106.86, 82.2]"
9,357.8209,1.4196,68.2066,5.3736,6.8019,82.2,1.4111,"[0.0187, 0.2059, 0.3687, 0.5003, 0.6211, 0.6544, 0.8128, 1.0199, 1.2065]","[106.86, 106.86, 106.86, 73.98, 41.1, 106.86, 106.86, 312.36, 73.98]"
9,311.0747,1.3391,63.21,6.3543,26.1889,73.98,1.5019,"[0.0544, 0.1904, 0.2982, 0.4158, 0.5749, 0.6114, 0.7905, 0.9808, 1.1994]","[82.2, 106.86, 131.52, 131.52, 106.86, 312.36, 82.2, 82.2, 123.3]"
9,297.0087,1.4999,60.0505,8.8654,61.4555,106.86,1.4773,"[0.1317, 0.2664, 0.3756, 0.5548, 0.7084, 0.7099, 0.9015, 1.1225, 1.2948]","[41.1, 73.98, 106.86, 82.2, 73.98, 131.52, 123.3, 123.3, 73.98]"
9,361.5589,1.2178,68.7493,9.7046,62.6262,131.52,1.6111,"[0.0624, 0.2069, 0.3208, 0.4831, 0.5229, 0.8315, 0.8444, 1.0395, 1.1137]","[82.2, 106.86, 123.3, 82.2, 123.3, 106.86, 312.36, 106.86, 123.3]"
9,306.7254,1.4903,66.7855,9.6727,62.6262,131.52,1.4072,"[0.0972, 0.228, 0.2472, 0.3477, 0.5288, 0.6846, 0.9305, 1.1369, 1.3322]","[41.1, 41.1, 106.86, 73.98, 106.86, 123.3, 82.2, 312.36, 73.98]"
9,369.429,1.5925,68.9105,8.6708,61.4555,106.86,1.5636,"[0.0561, 0.1913, 0.301, 0.4342, 0.6034, 0.7969, 1.0366, 1.0625, 1.2589]","[106.86, 106.86, 123.3, 82.2, 41.1, 106.86, 131.52, 123.3, 312.36]"
9,228.3644,1.4279,59.1139,8.6821,61.4555,106.86,1.4501,"[0.1625, 0.1773, 0.3056, 0.3381, 0.481, 0.9353, 0.9691, 1.1664, 1.3809]","[41.1, 106.86, 106.86, 106.86, 41.1, 123.3, 73.98, 41.1, 106.86]"
9,377.0379,1.0646,72.9872,9.3266,61.4555,106.86,1.5521,"[0.1596, 0.2927, 0.4407, 0.5715, 0.7422, 0.7661, 0.949, 1.027, 1.1898]","[123.3, 82.2, 312.36, 131.52, 131.52, 73.98, 312.36, 106.86, 73.98]"
9,268.0248,1.6699,53.6524,5.2895,11.7294,106.86,1.5184,"[0.0901, 0.2236, 0.3961, 0.5321, 0.6542, 0.8304, 1.1837, 1.2029, 1.3762]","[312.36, 41.1, 312.36, 73.98, 73.98, 123.3, 73.98, 312.36, 82.2]"
9,226.7249,1.3443,58.643,8.5845,62.6262,131.52,1.5029,"[0.1067, 0.2461, 0.4263, 0.5947, 0.6143, 0.7815, 0.8181, 0.9858, 1.1714]","[41.1, 73.98, 82.2, 123.3, 106.86, 106.86, 82.2, 73.98, 123.3]"
9,303.1399,1.4882,56.7597,4.7876,6.8019,82.2,1.412,"[0.0863, 0.2175, 0.3531, 0.4992, 0.5253, 0.7198, 0.8683, 1.0829, 1.2492]","[312.36, 106.86, 123.3, 312.36, 82.2, 82.2, 73.98, 131.52, 106.86]"
9,458.4349,1.622,75.0341,9.1596,35.3044,312.36,1.721,"[0.0543, 0.1891, 0.3493, 0.4933, 0.6752, 0.832, 0.8438, 1.06, 1.269]","[106.86, 131.52, 73.98, 106.86, 106.86, 106.86, 106.86, 106.86, 106.86]"
9,342.906,1.6741,56.8136,5.2356,16.2015,41.1,1.4236,"[0.1731, 0.3057, 0.4165, 0.5354, 0.6993, 0.9375, 1.1449, 1.356, 1.5825]","[73.98, 106.86, 106.86, 106.86, 41.1, 106.86, 312.36, 82.2, 41.1]"
9,351.6483,1.5826,60.6382,8.4075,60.5415,123.3,1.5552,"[0.1731, 0.3348, 0.4647, 0.6338, 0.6676, 0.8065, 0.9746, 1.2042, 1.3816]","[106.86, 41.1, 41.1, 123.3, 123.3, 312.36, 41.1, 73.98, 131.52]"
9,331.6698,1.1767,60.252,5.4392,11.7294,106.86,1.3313,"[0.1576, 0.312, 0.4362, 0.575, 0.5943, 0.7157, 0.755, 0.8946, 1.0633]","[106.86, 106.86, 312.36, 312.36, 106.86, 73.98, 73.98, 41.1, 106.86]"
9,272.4203,1.8181,48.369,6.9121,61.4555,106.86,1.4552,"[0.0821, 0.2112, 0.3299, 0.4896, 0.6597, 0.8595, 1.0861, 1.2914, 1.4782]","[106.86, 106.86, 106.86, 82.2, 41.1, 312.36, 123.3, 123.3, 106.86]"
9,273.5435,1.4344,61.4907,5.7042,6.8019,82.2,1.6828,"[0.1475, 0.2792, 0.3879, 0.5244, 0.5487, 0.6744, 1.0504, 1.0664, 1.2319]","[106.86, 73.98, 82.2, 73.98, 73.98, 312.36, 41.1, 131.52, 41.1]"
9,262.1104,1.4225,55.1354,7.385,60.5415,123.3,1.5422,"[0.07, 0.2538, 0.3849, 0.5007, 0.6305, 0.7717, 0.9294, 0.9335, 1.1203]","[106.86, 131.52, 41.1, 41.1, 73.98, 41.1, 106.86, 312.36, 41.1]"
9,310.7112,1.639,57.4074,5.2496,6.8019,82.2,1.561,"[0.0442, 0.1789, 0.3085, 0.4607, 0.6202, 0.8123, 1.0063, 1.2378, 1.4168]","[312.36, 131.52, 73.98, 106.86, 82.2, 106.86, 73.98, 73.98, 106.86]"
9,248.5137,1.668,53.4697,5.6145,11.7294,106.86,1.7245,"[0.0255, 0.212, 0.3698, 0.5081, 0.6769, 0.8418, 1.0352, 1.2154, 1.3158]","[106.86, 73.98, 82.2, 73.98, 106.86, 106.86, 41.1, 312.36, 82.2]"
9,373.4237,1.3978,61.7025,8.275,35.3044,312.36,1.685,"[0.1566, 0.2888, 0.4765, 0.6126, 0.7757, 0.9609, 1.1427, 1.161, 1.3533]","[73.98, 73.98, 312.36, 312.36, 106.86, 131.52, 131.52, 123.3, 82.2]"
9,458.274,1.5796,66.3719,4.6427,6.8019,82.2,1.4716,"[0.1429, 0.2777, 0.3872, 0.5078, 0.6821, 0.8633, 1.0457, 1.287, 1.3287]","[41.1, 106.86, 106.86, 131.52, 131.52, 131.52, 123.3, 131.52, 106.86]"
9,342.6119,1.6226,61.6823,6.1042,26.1889,73.98,1.3659,"[0.0186, 0.1797, 0.3301, 0.4553, 0.586, 0.7491, 0.81, 0.9603, 1.3597]","[106.86, 106.86, 82.2, 41.1, 106.86, 131.52, 82.2, 82.2, 131.52]"
9,320.085,1.7316,57.72,5.109,6.8019,82.2,1.5268,"[0.0763, 0.2724, 0.3979, 0.5516, 0.7024, 0.8826, 1.045, 1.2747, 1.4391]","[312.36, 106.86, 82.2, 82.2, 41.1, 106.86, 312.36, 312.36, 106.86]"
9,351.0615,1.2933,72.9085,6.4867,11.7294,106.86,1.3635,"[0.1385, 0.271, 0.3795, 0.4962, 0.638, 0.6611, 0.7005, 0.8794, 1.0717]","[131.52, 82.2, 312.36, 41.1, 131.52, 131.52, 106.86, 106.86, 312.36]"
9,259.098,1.3744,59.1521,5.9325,16.2015,41.1,1.3605,"[0.1945, 0.3801, 0.3944, 0.5615, 0.7541, 0.9123, 1.1514, 1.2998, 1.3442]","[106.86, 73.98, 82.2, 131.52, 73.98, 73.98, 106.86, 106.86, 73.98]"
9,351.3782,1.4967,65.3272,9.1885,62.6262,131.52,1.5796,"[0.0679, 0.2134, 0.3846, 0.4078, 0.6702, 0.8683, 1.0761, 1.1291, 1.3391]","[123.3, 131.52, 106.86, 73.98, 123.3, 73.98, 82.2, 312.36, 106.86]"
9,245.5471,1.5929,48.3825,7.3345,61.4555,106.86,1.5297,"[0.1967, 0.3273, 0.4376, 0.5825, 0.7628, 0.9921, 1.1783, 1.3837, 1.5847]","[41.1, 82.2, 131.52, 82.2, 123.3, 106.86, 41.1, 82.2, 106.86]"
9,395.1448,1.3741,67.6268,5.8714,11.7294,106.86,1.4404,"[0.0987, 0.2295, 0.2486, 0.3479, 0.4812, 0.6679, 0.8279, 1.0693, 1.1016]","[106.86, 131.52, 82.2, 312.36, 106.86, 106.86, 106.86, 312.36, 131.52]"
9,291.9488,1.3496,53.257,5.0132,6.8019,82.2,1.3894,"[0.0383, 0.0499, 0.2965, 0.4576, 0.5044, 0.6571, 0.8119, 0.9923, 1.1662]","[41.1, 106.86, 106.86, 41.1, 73.98, 123.3, 131.52, 73.98, 123.3]"
