Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Average Task Start Time,Average Task Operations (FLOPs)
6,216.0546,0.8738,26.8479,3.8553,11.7294,106.86,1.7344,0.5155,113.71
6,164.4457,0.8901,22.8689,3.1259,16.2015,41.1,1.3948,0.4726,87.68
6,292.7997,0.94,37.4275,6.4002,61.4555,106.86,1.5318,0.3701,132.89
6,307.7232,1.1268,38.1855,7.3426,57.8413,106.86,1.5243,0.5242,110.97
6,179.3045,0.5964,27.444,5.8721,35.3044,312.36,1.5781,0.4314,89.05
6,181.7206,1.0207,27.9864,4.3354,26.1889,73.98,1.6122,0.528,138.37
6,212.2791,0.5697,26.3815,3.964,26.1889,73.98,1.5621,0.4373,116.45
6,247.2195,0.976,32.3603,4.5021,26.1889,73.98,1.4744,0.4213,137.0
6,270.7759,0.9312,36.7453,3.8958,16.2015,41.1,1.5721,0.4083,138.37
6,287.271,0.8381,38.1565,4.1819,16.2015,41.1,1.4481,0.3935,146.59
6,279.3362,0.8957,35.3758,6.8366,35.3044,312.36,1.7372,0.4395,175.36
6,196.1615,0.8871,29.8642,6.6495,60.5415,123.3,1.4944,0.4222,100.01
6,259.3237,0.9281,27.7913,5.9954,60.5415,123.3,1.5641,0.4396,110.97
6,228.4428,0.9844,25.695,5.9583,60.5415,123.3,1.5137,0.4077,76.72
6,213.2218,1.0897,27.9695,3.6628,11.7294,106.86,1.6975,0.4044,175.36
6,139.6079,0.9356,25.0317,4.2476,26.1889,73.98,1.6143,0.5406,126.04
6,282.0132,1.0451,34.2945,6.0514,61.4555,106.86,1.4898,0.4441,141.11
6,185.2701,0.9099,26.2132,4.8159,35.3044,312.36,1.6541,0.544,161.66
6,166.9297,1.0178,23.6757,5.4241,60.5415,123.3,1.4234,0.4689,95.9
6,221.8961,1.071,29.9778,6.346,62.6262,131.52,1.5616,0.4568,115.08
6,224.0948,0.9849,30.479,4.8923,26.1889,73.98,1.4562,0.4796,158.92
6,302.7871,0.8852,35.7824,6.4648,35.3044,312.36,1.4497,0.4003,138.37
6,179.3045,0.8991,24.5089,5.821,62.6262,131.52,1.5488,0.4864,89.05
6,216.343,0.9712,26.4953,4.6615,26.1889,73.98,1.464,0.4731,80.83
6,206.3422,0.9183,21.0447,3.0344,11.7294,106.86,1.7135,0.4401,105.49
6,257.249,1.0268,34.7134,6.2783,35.3044,312.36,1.5382,0.3939,173.99
6,266.7812,0.9522,33.1808,4.3353,26.1889,73.98,1.5281,0.4519,102.75
6,268.1681,0.9534,35.7738,7.4669,61.4555,106.86,1.5468,0.502,101.38
6,296.6285,0.8099,38.0662,3.5854,16.2015,41.1,1.7162,0.3022,108.23
6,83.7927,0.7762,20.7261,3.6843,11.7294,106.86,1.4542,0.5376,73.98
6,189.0169,1.0636,23.2146,5.2605,57.8413,106.86,1.4036,0.5201,97.27
6,215.0942,0.9447,27.9171,4.3665,26.1889,73.98,1.6029,0.4064,130.15
6,167.669,0.8072,22.1168,3.0101,16.2015,41.1,1.4606,0.3665,126.04
6,156.3594,0.9348,17.2752,2.5795,11.7294,106.86,1.546,0.4006,98.64
6,215.0942,0.9972,26.3341,5.5564,35.3044,312.36,1.6508,0.5455,130.15
6,263.0805,0.9082,30.2813,3.8791,11.7294,106.86,1.6577,0.5072,110.97
6,210.8143,0.7843,29.2159,6.3761,60.5415,123.3,1.5421,0.4177,94.53
6,163.467,0.9353,21.4433,4.9596,62.6262,131.52,1.5425,0.4252,113.71
6,206.3422,0.7847,22.4548,2.9482,6.8019,82.2,1.574,0.3202,105.49
6,284.5708,0.9627,34.3996,4.6473,57.8413,106.86,1.6561,0.3894,143.85
6,147.6942,0.992,23.8096,3.296,6.8019,82.2,1.5848,0.3916,115.08
6,252.0318,1.0626,28.4576,6.6457,62.6262,131.52,1.6623,0.5059,87.68
6,189.6468,0.794,25.0435,3.4758,11.7294,106.86,1.6341,0.3595,141.11
6,239.3442,0.9928,31.8833,4.7495,26.1889,73.98,1.6757,0.5435,79.46
6,128.2651,0.9572,21.6931,5.3543,60.5415,123.3,1.4556,0.5382,84.94
6,116.4883,0.8687,25.8348,4.3202,26.1889,73.98,1.6219,0.3551,106.86
6,204.2489,1.1742,25.7741,3.8593,11.7294,106.86,1.4382,0.5962,135.63
6,172.8953,1.0248,25.1791,5.7169,60.5415,123.3,1.5772,0.5494,168.51
6,257.8545,0.9487,32.6351,6.8762,57.8413,106.86,1.5177,0.4368,110.97
6,247.0583,0.8191,37.7069,7.7176,61.4555,106.86,1.4512,0.444,104.12
6,252.6617,1.0408,35.3886,6.8257,61.4555,106.86,1.5135,0.5496,131.52
6,218.6407,0.8603,26.4494,5.069,57.8413,106.86,1.5185,0.4906,109.6
6,283.5056,0.7649,36.5128,4.8552,26.1889,73.98,1.6017,0.528,178.1
6,257.249,0.7968,30.4785,3.0529,16.2015,41.1,1.6221,0.3479,173.99
6,216.9686,0.9746,24.6577,3.4213,26.1889,73.98,1.5529,0.4681,110.97
6,244.0696,0.9279,32.3679,3.3502,6.8019,82.2,1.4934,0.5302,169.88
6,130.4924,0.9856,17.0326,4.3334,61.4555,106.86,1.5065,0.4346,86.31
6,264.8667,0.9744,35.0024,5.8741,57.8413,106.86,1.457,0.5412,116.45
6,337.2352,1.0305,37.2128,7.2777,61.4555,106.86,1.5491,0.4228,120.56
6,230.4,0.9122,27.6808,5.9473,57.8413,106.86,1.5746,0.5646,101.38
6,190.1919,0.9191,23.9032,5.3567,61.4555,106.86,1.4338,0.4003,115.08
6,134.9645,1.0987,22.5903,3.5277,11.7294,106.86,1.7702,0.5328,75.35
6,223.5019,1.0617,33.0263,7.1848,61.4555,106.86,1.4646,0.4411,102.75
6,196.1575,0.741,26.8521,5.4799,62.6262,131.52,1.7284,0.3167,187.69
6,260.3342,1.0369,31.9375,3.7364,26.1889,73.98,1.5574,0.5364,164.4
6,278.7207,0.8758,36.4327,3.8637,16.2015,41.1,1.4638,0.4252,173.99
6,279.3262,0.9988,36.5672,6.9286,57.8413,106.86,1.4271,0.4409,110.97
6,212.899,0.87,28.9176,6.4088,35.3044,312.36,1.6117,0.4136,95.9
6,282.5916,0.9482,38.6885,3.95,11.7294,106.86,1.6586,0.5424,180.84
6,271.8411,0.8365,32.9137,3.8737,11.7294,106.86,1.645,0.438,104.12
6,212.909,0.7546,32.3708,6.3612,61.4555,106.86,1.429,0.4685,160.29
6,294.8844,0.7608,38.2581,4.7093,26.1889,73.98,1.5728,0.358,134.26
6,228.9946,1.028,35.7555,4.9167,26.1889,73.98,1.5909,0.3167,173.99
6,205.277,1.1763,31.6958,6.4325,60.5415,123.3,1.4949,0.5204,139.74
6,228.852,0.9302,35.6062,4.556,11.7294,106.86,1.5789,0.6009,173.99
6,306.0425,0.9917,39.6194,7.6626,62.6262,131.52,1.4667,0.5067,143.85
6,259.3193,0.9554,32.8385,5.7799,35.3044,312.36,1.4191,0.5216,132.89
6,293.7918,1.0183,41.2215,6.9123,61.4555,106.86,1.53,0.4336,221.94
6,168.2519,1.1021,24.0497,4.1576,26.1889,73.98,1.4891,0.5712,117.82
6,295.1411,0.8401,43.5932,5.7098,57.8413,106.86,1.6061,0.2974,141.11
6,268.1321,1.0708,37.4095,7.3766,62.6262,131.52,1.5759,0.3776,186.32
6,249.5883,0.9945,32.6247,3.6349,6.8019,82.2,1.7506,0.4884,91.79
6,172.1411,1.1995,24.889,3.9019,11.7294,106.86,1.732,0.5256,115.08
6,291.0278,0.7905,39.7426,7.6554,62.6262,131.52,1.5401,0.4316,146.59
6,119.1917,0.9957,17.5778,3.2335,16.2015,41.1,1.4792,0.4382,76.72
6,176.9171,0.9538,26.165,5.9507,60.5415,123.3,1.4864,0.3969,101.38
6,220.2139,1.0412,24.3252,3.4836,6.8019,82.2,1.5485,0.6014,87.68
6,264.8767,1.008,33.2864,5.4826,60.5415,123.3,1.3535,0.5431,180.84
6,230.5241,0.9323,27.6051,5.7479,62.6262,131.52,1.5301,0.3697,172.62
6,262.9379,0.784,32.6278,5.2808,62.6262,131.52,1.5831,0.4659,110.97
6,281.2968,0.7668,29.7095,3.4803,6.8019,82.2,1.6551,0.4804,105.49
6,300.0869,1.0565,37.898,7.5275,62.6262,131.52,1.4562,0.472,135.63
6,111.4182,1.0047,16.4187,3.6727,35.3044,312.36,1.605,0.4452,102.75
6,269.9961,1.0517,26.1155,5.5726,35.3044,312.36,1.4575,0.4339,95.9
6,306.1937,0.8061,38.4574,7.1929,35.3044,312.36,1.503,0.4205,112.34
6,106.6333,0.9603,19.4379,4.8329,60.5415,123.3,1.3951,0.52,98.64
6,179.3045,0.5999,23.7211,3.5739,11.7294,106.86,1.5303,0.319,89.05
6,164.0548,0.9931,23.7243,5.1884,60.5415,123.3,1.5634,0.5346,126.04
6,192.5573,0.9898,27.8319,5.7665,62.6262,131.52,1.6087,0.4046,164.4
6,175.291,1.0268,24.4175,5.8759,61.4555,106.86,1.5405,0.3735,82.2
6,210.5072,0.97,29.5339,5.4876,60.5415,123.3,1.6012,0.3986,130.15
6,174.6898,1.0563,26.5336,4.0752,26.1889,73.98,1.4273,0.4913,100.01
6,292.7997,0.6815,35.9528,6.9989,57.8413,106.86,1.315,0.4636,132.89
6,152.7541,0.7704,24.8581,3.7988,16.2015,41.1,1.4444,0.3858,116.45
6,215.3425,0.8362,30.5616,4.9837,26.1889,73.98,1.5727,0.5634,91.79
6,285.7515,0.8714,41.9394,3.9384,6.8019,82.2,1.5375,0.5252,212.35
6,172.1322,0.9526,24.4863,3.5484,16.2015,41.1,1.4802,0.406,97.27
6,279.6524,0.986,41.4089,5.4604,26.1889,73.98,1.4787,0.4307,95.9
6,133.3671,1.0468,22.6617,5.5539,62.6262,131.52,1.6508,0.44,117.82
6,303.0438,0.9784,44.3972,6.72,61.4555,106.86,1.5258,0.4002,145.22
6,225.1414,0.9304,30.0678,5.5736,57.8413,106.86,1.5804,0.5305,91.79
6,242.1596,0.908,32.711,6.331,35.3044,312.36,1.4683,0.4756,135.63
6,274.9236,1.0137,33.1576,6.3336,60.5415,123.3,1.3968,0.5009,100.01
6,276.3693,0.7611,39.2007,8.0248,62.6262,131.52,1.4627,0.3982,101.38
6,290.0574,0.9069,43.3269,7.2389,57.8413,106.86,1.5099,0.3426,98.64
6,220.6693,0.9271,27.194,5.4585,57.8413,106.86,1.5583,0.3967,102.75
6,118.8655,0.9879,23.5526,4.7575,60.5415,123.3,1.6281,0.4828,91.79
6,209.9564,0.9743,22.789,2.8319,6.8019,82.2,1.6914,0.4703,105.49
6,290.5364,0.8607,40.7484,5.906,62.6262,131.52,1.3529,0.4888,216.46
6,184.0894,0.9581,26.6773,5.8799,57.8413,106.86,1.4631,0.5064,93.16
6,167.2425,0.9803,20.4277,4.9756,60.5415,123.3,1.5684,0.4892,110.97
6,293.9704,1.0711,37.2115,6.9638,35.3044,312.36,1.5172,0.3214,137.0
6,230.0598,0.7306,33.6016,6.6034,35.3044,312.36,1.4846,0.314,139.74
6,188.7041,1.0167,25.6128,5.3163,57.8413,106.86,1.4931,0.4302,82.2
6,210.621,0.9213,29.1474,6.538,61.4555,106.86,1.5532,0.3989,94.53
6,249.9432,1.0347,31.2107,6.1588,35.3044,312.36,1.424,0.454,138.37
6,211.995,0.796,31.5516,6.2699,57.8413,106.86,1.5779,0.4462,163.03
6,131.2464,0.896,23.2943,4.6093,35.3044,312.36,1.5094,0.4945,201.39
6,176.4617,1.0662,26.1094,5.7467,61.4555,106.86,1.5516,0.596,86.31
6,331.2796,0.9545,35.6927,2.9861,6.8019,82.2,1.5879,0.4144,112.34
6,199.9183,0.9787,27.1357,5.6633,35.3044,312.36,1.5698,0.4588,100.01
6,306.4013,0.9359,35.541,4.2918,26.1889,73.98,1.6043,0.4576,138.37
6,315.2906,1.0754,28.8621,3.1681,6.8019,82.2,1.6511,0.651,119.19
6,286.0817,0.8934,33.8778,7.0255,62.6262,131.52,1.6721,0.5269,109.6
6,256.9823,0.7905,33.8111,7.3451,62.6262,131.52,1.4136,0.3591,102.75
6,178.4466,0.9262,24.9569,5.5543,62.6262,131.52,1.6175,0.3334,100.01
6,161.8275,0.9685,22.4523,3.3724,26.1889,73.98,1.4651,0.4353,124.67
6,231.5707,0.7921,25.6994,3.0345,6.8019,82.2,1.5417,0.4115,105.49
6,248.7164,0.8857,29.723,5.5294,35.3044,312.36,1.627,0.4171,126.04
6,238.743,0.8501,24.1575,3.1906,16.2015,41.1,1.5681,0.4875,97.27
6,262.5253,1.1665,31.844,6.0257,35.3044,312.36,1.4849,0.5342,108.23
6,233.0441,1.024,24.1218,4.65,57.8413,106.86,1.4521,0.5835,95.9
6,125.2899,1.1099,22.2448,4.098,26.1889,73.98,1.642,0.3812,84.94
6,235.7587,0.994,28.6907,6.1153,61.4555,106.86,1.4975,0.5214,141.11
6,118.2777,0.9246,20.4986,4.9812,61.4555,106.86,1.448,0.5025,79.46
6,268.6235,0.9891,35.638,6.6961,61.4555,106.86,1.404,0.4578,116.45
6,248.7304,1.0466,29.8091,6.0198,57.8413,106.86,1.4269,0.4133,102.75
6,219.9572,0.9188,26.2224,5.9312,61.4555,106.86,1.5021,0.3924,80.83
6,187.3548,0.9825,29.8981,3.8582,26.1889,73.98,1.3965,0.4952,163.03
6,247.2195,0.9432,37.2274,6.482,60.5415,123.3,1.654,0.5128,137.0
6,177.8588,0.8057,24.5661,3.6335,6.8019,82.2,1.5644,0.4326,87.68
6,281.0992,0.8808,32.8175,3.9732,11.7294,106.86,1.5026,0.4264,143.85
6,239.3442,0.9728,28.484,3.4803,6.8019,82.2,1.4764,0.3899,79.46
6,265.4679,0.9377,33.3866,5.8838,35.3044,312.36,1.5743,0.4522,98.64
6,291.8857,1.0078,39.2503,7.7299,62.6262,131.52,1.4577,0.4,135.63
6,196.9617,0.8474,30.1572,6.4517,61.4555,106.86,1.6294,0.5236,132.89
6,314.1199,1.1501,40.8603,4.9742,26.1889,73.98,1.5356,0.5564,115.08
6,241.8569,0.8747,33.102,4.3504,11.7294,106.86,1.4445,0.3385,149.33
6,184.7193,0.951,30.7008,6.6132,62.6262,131.52,1.378,0.4666,137.0
6,184.6906,0.8164,29.3072,6.2368,57.8413,106.86,1.4853,0.3529,75.35
6,218.1393,0.908,28.7643,3.4345,16.2015,41.1,1.5357,0.4805,115.08
6,133.1926,0.9407,22.1918,5.0391,57.8413,106.86,1.574,0.3416,89.05
6,134.2341,0.9855,18.1665,4.5087,57.8413,106.86,1.4833,0.4976,63.02
6,217.8265,0.9729,28.0929,6.1639,61.4555,106.86,1.6338,0.4045,100.01
6,278.7384,0.9478,27.6674,3.3157,11.7294,106.86,1.7102,0.412,98.64
6,164.0548,0.7277,26.5468,4.8503,57.8413,106.86,1.5591,0.369,126.04
6,119.1885,1.0479,17.8957,4.6436,60.5415,123.3,1.4304,0.6124,109.6
6,267.5526,0.7628,37.5851,7.5796,60.5415,123.3,1.5248,0.4008,100.01
6,277.54,0.9427,31.4751,7.0421,62.6262,131.52,1.4644,0.3897,105.49
6,164.0548,1.0244,22.9032,4.6937,57.8413,106.86,1.4479,0.4098,126.04
6,240.8277,1.1023,28.4455,4.3922,26.1889,73.98,1.5819,0.5211,98.64
6,180.0759,0.9459,24.8604,3.8381,11.7294,106.86,1.6786,0.482,86.31
6,210.099,1.0347,26.6598,5.7165,35.3044,312.36,1.3521,0.4486,105.49
6,211.4212,0.8505,27.0221,3.1728,6.8019,82.2,1.5143,0.4424,127.41
6,267.6952,0.9798,31.158,3.1753,6.8019,82.2,1.3485,0.3894,100.01
6,244.3858,0.8187,33.6619,6.5378,61.4555,106.86,1.4402,0.3342,90.42
6,213.3166,1.2014,31.1714,6.3713,57.8413,106.86,1.6333,0.4403,93.16
6,230.6567,1.0023,31.5255,7.1978,62.6262,131.52,1.6971,0.4562,108.23
6,259.6178,0.7515,32.584,3.6513,16.2015,41.1,1.5774,0.3049,128.78
6,193.764,0.8487,27.3739,6.2437,62.6262,131.52,1.4385,0.3502,83.57
6,341.9246,1.0454,39.1031,6.9283,61.4555,106.86,1.5946,0.3462,150.7
6,149.5953,0.9704,19.8967,3.1144,16.2015,41.1,1.566,0.436,131.52
6,176.1776,0.9882,24.2627,2.9729,6.8019,82.2,1.4659,0.3545,132.89
6,209.9564,0.9394,22.084,5.026,62.6262,131.52,1.6193,0.5167,105.49
6,193.5707,0.7629,34.2416,6.7818,57.8413,106.86,1.5108,0.2998,83.57
6,216.4811,1.0341,26.3795,5.6947,57.8413,106.86,1.494,0.5015,128.78
6,189.334,0.7832,24.4455,3.0991,16.2015,41.1,1.4124,0.3512,126.04
6,203.7935,1.0489,25.6188,5.4387,35.3044,312.36,1.4229,0.5376,120.56
6,157.3975,0.9042,26.5175,4.0321,26.1889,73.98,1.5888,0.4965,167.14
6,249.8965,0.9351,39.1701,8.1762,57.8413,106.86,1.589,0.3316,102.75
6,314.3361,0.9392,38.5235,7.5836,35.3044,312.36,1.5979,0.4661,109.6
6,275.1803,0.8967,32.9186,3.638,16.2015,41.1,1.4919,0.5262,106.86
6,203.5185,0.907,28.9927,6.288,62.6262,131.52,1.4919,0.4453,123.3
6,191.1016,0.9764,28.5906,6.0876,62.6262,131.52,1.4855,0.489,98.64
6,134.1066,0.9618,23.894,4.1204,26.1889,73.98,1.686,0.5025,86.31
6,220.6693,0.9958,30.1756,5.0695,26.1889,73.98,1.5124,0.5239,102.75
6,208.7296,1.0439,30.6071,6.7872,60.5415,123.3,1.6037,0.4338,93.16
6,229.6135,0.9061,27.5388,6.23,57.8413,106.86,1.5398,0.5342,80.83
6,167.0812,0.8395,24.8067,4.4014,26.1889,73.98,1.5053,0.4426,113.71
6,164.3896,0.967,25.6461,3.7929,6.8019,82.2,1.4834,0.4364,79.46
6,219.8791,0.9143,31.9103,6.1794,57.8413,106.86,1.5263,0.4616,134.26
6,201.3917,0.7361,26.5584,4.2973,26.1889,73.98,1.4433,0.3175,90.42
6,258.163,0.8881,30.3271,3.0774,16.2015,41.1,1.5457,0.4239,171.25
6,291.2845,0.9978,36.8523,3.5967,6.8019,82.2,1.426,0.514,153.44
6,186.1841,0.9617,26.2454,5.0675,62.6262,131.52,1.5273,0.4762,158.92
6,196.1615,0.9322,29.2001,6.5818,62.6262,131.52,1.4929,0.4884,100.01
6,249.6304,0.7877,30.9299,3.3008,6.8019,82.2,1.4326,0.3726,123.3
6,223.3695,1.04,27.3017,6.3184,62.6262,131.52,1.5218,0.3955,105.49
6,184.4065,0.7616,24.3651,5.4258,61.4555,106.86,1.5393,0.4078,121.93
6,279.0695,0.679,32.7523,6.6061,57.8413,106.86,1.609,0.3863,104.12
6,270.2528,1.0287,28.1676,3.1516,11.7294,106.86,1.4809,0.5712,102.75
6,315.3366,0.9362,39.4096,7.269,57.8413,106.86,1.607,0.5469,98.64
6,235.3124,1.0385,29.7521,3.391,16.2015,41.1,1.5138,0.5766,82.2
6,103.028,1.0036,16.8224,2.908,11.7294,106.86,1.5545,0.4597,116.45
6,214.3638,0.8383,23.6692,3.2673,6.8019,82.2,1.447,0.3823,117.82
6,258.7038,1.1438,29.2984,5.7672,35.3044,312.36,1.5813,0.346,131.52
6,200.5198,0.9492,23.8222,3.7097,11.7294,106.86,1.6223,0.4491,124.67
6,281.8706,0.9003,34.5807,3.6818,6.8019,82.2,1.6566,0.4582,141.11
6,214.5711,0.9138,26.6545,5.534,60.5415,123.3,1.5823,0.3685,94.53
6,312.1593,0.988,37.4125,4.3249,26.1889,73.98,1.5046,0.4892,184.95
6,252.9458,1.1238,28.3368,6.2377,61.4555,106.86,1.5856,0.4771,84.94
6,69.598,0.7616,16.4485,4.1644,61.4555,106.86,1.4923,0.3779,73.98
6,263.3472,0.8885,32.9171,6.4652,57.8413,106.86,1.5828,0.4471,182.21
6,163.7798,0.9787,24.8763,5.4666,60.5415,123.3,1.4743,0.4536,128.78
6,286.6555,0.9477,29.4927,3.4005,11.7294,106.86,1.6777,0.5255,145.22
6,245.7738,0.7238,33.8888,5.3657,57.8413,106.86,1.3558,0.4581,135.63
6,165.1578,0.9229,21.8437,3.145,16.2015,41.1,1.3964,0.5058,109.6
6,233.9581,0.7548,28.6218,3.3748,6.8019,82.2,1.5865,0.3838,93.16
6,149.3203,0.8797,20.1983,4.4854,57.8413,106.86,1.4802,0.4652,134.26
6,231.4281,0.8927,26.316,5.8637,57.8413,106.86,1.5114,0.366,105.49
6,237.5449,1.0016,26.9115,6.0986,62.6262,131.52,1.4832,0.6016,146.59
6,149.4527,0.9248,17.6234,4.1355,35.3044,312.36,1.5747,0.4036,131.52
6,177.6424,0.8709,24.0911,3.3002,16.2015,41.1,1.493,0.3843,154.81
6,174.2446,1.0329,21.1449,4.1476,57.8413,106.86,1.6557,0.4458,87.68
6,233.8155,0.9654,30.0787,6.4479,62.6262,131.52,1.5021,0.5158,93.16
6,279.7859,0.9662,32.9163,3.317,6.8019,82.2,1.424,0.5566,139.74
6,289.6398,1.1715,27.2964,2.2771,6.8019,82.2,1.7203,0.6078,101.38
6,292.4409,1.0244,35.7421,7.0614,57.8413,106.86,1.5317,0.3754,138.37
6,250.8151,0.9249,29.9517,4.6737,26.1889,73.98,1.4705,0.4541,104.12
6,231.382,0.9033,25.7466,4.8842,60.5415,123.3,1.5374,0.3888,161.66
6,221.1279,0.9288,28.0129,6.5029,62.6262,131.52,1.5052,0.4852,84.94
6,210.8704,0.9594,24.4247,5.9907,57.8413,106.86,1.4818,0.5299,102.75
6,318.0368,1.0803,43.1427,3.6866,6.8019,82.2,1.6234,0.5622,101.38
6,187.8462,1.1139,26.1236,5.2462,35.3044,312.36,1.5724,0.3856,93.16
6,238.1461,1.0362,35.0401,7.3094,57.8413,106.86,1.5162,0.5273,128.78
6,259.0166,1.0048,35.2376,6.9963,57.8413,106.86,1.4468,0.5218,146.59
6,225.7292,0.8202,33.8499,6.9816,61.4555,106.86,1.4645,0.498,104.12
6,120.6374,0.7686,20.9466,3.3789,6.8019,82.2,1.526,0.4121,78.09
6,331.996,0.8324,47.7321,8.6154,60.5415,123.3,1.4974,0.4558,147.96
6,116.1653,0.8722,24.0516,5.4114,57.8413,106.86,1.5293,0.4266,89.05
6,285.8841,1.0205,33.029,3.7405,16.2015,41.1,1.5434,0.4796,147.96
6,201.5302,0.9941,28.0962,5.2739,62.6262,131.52,1.673,0.4763,204.13
6,328.2809,0.9178,39.4884,3.3494,6.8019,82.2,1.4743,0.4285,113.71
6,168.8397,0.9238,28.7287,5.9137,60.5415,123.3,1.4842,0.3634,130.15
6,226.6709,0.9381,31.7129,6.9479,60.5415,123.3,1.4538,0.5696,90.42
6,220.4126,0.7476,31.1166,4.8453,26.1889,73.98,1.6757,0.2687,95.9
6,219.1487,0.9492,27.3245,3.7711,11.7294,106.86,1.6291,0.3158,121.93
6,247.8585,0.8942,32.1104,3.6519,6.8019,82.2,1.5809,0.4132,137.0
6,269.6052,0.7607,36.9676,4.5822,11.7294,106.86,1.4531,0.3535,134.26
6,200.244,0.9108,28.4372,4.1116,26.1889,73.98,1.6375,0.4734,97.27
6,156.1798,0.9219,21.8,3.462,11.7294,106.86,1.5656,0.5216,110.97
6,214.6952,0.9081,26.0653,5.495,62.6262,131.52,1.5194,0.4792,165.77
6,125.5649,1.0265,20.1502,5.1431,62.6262,131.52,1.3959,0.4726,82.2
6,215.6092,0.9009,24.4179,2.7231,6.8019,82.2,1.5571,0.4643,163.03
6,267.8754,0.8466,32.5322,5.9067,35.3044,312.36,1.5948,0.401,179.47
6,160.8315,0.9424,21.1713,2.9186,6.8019,82.2,1.5064,0.546,87.68
6,154.2089,0.9605,21.634,5.2348,57.8413,106.86,1.4902,0.387,73.98
6,174.0929,0.9751,23.2953,3.3035,6.8019,82.2,1.5753,0.4423,131.52
6,237.0809,0.9539,32.6808,6.8467,62.6262,131.52,1.5656,0.5533,163.03
6,262.7677,1.082,32.1172,6.8957,60.5415,123.3,1.4002,0.4666,95.9
6,233.9581,1.004,30.7451,4.3535,11.7294,106.86,1.5387,0.5124,93.16
6,163.7798,1.0429,26.8529,5.5482,57.8413,106.86,1.4777,0.3764,128.78
6,234.9962,0.9623,30.9002,4.8092,26.1889,73.98,1.3913,0.472,161.66
6,282.7702,1.0098,30.2757,2.7493,6.8019,82.2,1.4604,0.3876,95.9
6,178.2393,0.8335,27.7787,4.0402,16.2015,41.1,1.5896,0.3428,123.3
6,281.8706,0.9644,29.7524,2.3166,6.8019,82.2,1.7246,0.5418,141.11
6,269.2247,0.9817,31.5504,7.1364,62.6262,131.52,1.6155,0.3608,98.64
6,268.3107,0.8731,34.0868,7.1461,60.5415,123.3,1.5996,0.4852,101.38
6,224.1592,0.7911,26.0793,3.4891,11.7294,106.86,1.7291,0.3829,93.16
6,10.7689,0.8726,12.7601,2.2035,1.3501,8.22,1.4558,0.3566,31.51
6,9.0604,0.665,13.2608,2.4529,1.4491,49.32,1.5416,0.2928,39.73
6,13.4221,0.9463,13.5695,2.197,1.3501,8.22,1.4538,0.513,50.69
6,11.186,0.7445,16.6512,2.7831,1.9988,32.88,1.4372,0.4054,47.95
6,7.4296,0.7929,14.325,2.5116,1.8506,24.66,1.4382,0.3898,26.03
6,11.1653,0.7221,15.1822,2.7073,2.8789,65.76,1.5001,0.3561,42.47
6,11.1295,0.8596,10.1361,2.2008,3.3407,90.42,1.3906,0.505,35.62
6,12.5954,0.9206,13.3968,2.4563,2.8789,65.76,1.4891,0.4234,53.43
6,12.1256,0.8993,12.273,2.1705,0.901,32.88,1.3958,0.3003,49.32
6,6.9425,0.744,14.4538,2.5786,2.2787,49.32,1.6288,0.2549,24.66
