Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Average Task Start Time,Average Task Operations (FLOPs)
10,485.8131,1.9829,90.2885,10.1121,61.4555,106.86,1.3393,0.9419,124.944
10,424.1765,1.3945,93.6031,10.8575,62.6262,131.52,1.4526,0.7708,148.782
10,325.807,1.4635,70.8902,9.4826,62.6262,131.52,1.4818,0.7537,120.012
10,405.9602,1.4978,83.4735,5.8478,6.8019,82.2,1.6251,0.701,152.07
10,329.8163,1.6874,73.8256,5.9034,16.2015,41.1,1.4308,0.7625,129.876
10,315.6593,1.5799,76.3719,6.8573,26.1889,73.98,1.5031,0.7544,161.934
10,423.2625,1.6162,89.0553,10.2937,60.5415,123.3,1.3778,0.8324,150.426
10,394.8322,1.5145,74.6064,6.0431,11.7294,106.86,1.4343,0.7719,110.97
10,318.7721,1.9647,58.4645,8.0718,62.6262,131.52,1.5073,0.9341,87.132
10,374.909,1.7228,84.9769,10.5399,62.6262,131.52,1.4528,0.7989,138.096
10,413.513,1.5986,90.1899,7.0355,11.7294,106.86,1.5106,0.6905,168.51
10,393.5567,1.6635,82.4853,10.146,61.4555,106.86,1.5973,0.7655,119.19
10,277.7488,1.7079,69.6576,8.4016,62.6262,131.52,1.3771,0.5952,124.944
10,398.9754,1.7657,83.2697,6.6752,11.7294,106.86,1.6641,0.8453,116.724
10,285.3376,1.4713,62.7279,5.771,16.2015,41.1,1.5729,0.8205,90.42
10,381.4237,1.7939,74.1128,5.8071,6.8019,82.2,1.4506,0.798,113.436
10,367.4196,1.4057,79.0632,6.5165,16.2015,41.1,1.5834,0.7082,125.766
10,353.8927,1.5669,79.8593,9.4833,61.4555,106.86,1.3983,0.8086,147.138
10,361.0086,1.7739,75.0808,9.6236,62.6262,131.52,1.358,0.911,111.792
10,403.2268,1.6269,73.8183,5.5994,26.1889,73.98,1.5625,0.73,142.206
10,429.0983,1.491,85.5161,9.5583,61.4555,106.86,1.7866,0.7751,120.834
10,351.5907,1.7565,71.2407,6.1067,16.2015,41.1,1.5056,0.7909,121.656
10,477.8357,1.3352,93.9364,6.2543,6.8019,82.2,1.5275,0.5476,97.818
10,311.1676,1.4176,65.8176,5.8727,6.8019,82.2,1.6566,0.7524,105.216
10,318.7676,1.8216,70.2114,4.7465,16.2015,41.1,1.4471,0.7313,115.902
10,228.7931,1.9607,59.2933,5.4305,6.8019,82.2,1.4203,0.985,79.734
10,252.8044,1.4515,60.7432,6.1078,11.7294,106.86,1.6082,0.6883,96.996
10,561.9705,1.5789,119.4827,13.1688,62.6262,131.52,1.5262,0.7542,107.682
10,357.2435,1.6566,77.1574,6.0046,6.8019,82.2,1.4202,0.7031,156.18
10,255.7065,1.5234,54.6335,7.528,35.3044,312.36,1.5276,0.7209,83.844
10,377.393,1.4659,79.7803,8.9516,61.4555,106.86,1.38,0.6798,143.028
10,315.7503,1.545,67.7012,6.8705,26.1889,73.98,1.6498,0.8087,96.996
10,367.8868,1.7695,64.1889,9.0204,62.6262,131.52,1.3013,0.7154,96.174
10,367.6301,1.7197,61.3633,8.4554,35.3044,312.36,1.5888,0.7991,92.064
10,294.1403,1.4673,57.6271,7.7187,60.5415,123.3,1.4491,0.6652,105.216
10,365.0221,1.7998,80.6428,10.0708,61.4555,106.86,1.5833,0.6642,115.902
10,414.7208,1.3289,87.6022,6.6359,16.2015,41.1,1.5295,0.6514,147.96
10,447.1446,1.5929,96.3277,11.1515,35.3044,312.36,1.6608,0.7308,149.604
10,356.7057,1.5016,71.9541,9.5357,57.8413,106.86,1.4988,0.6671,83.844
10,291.8955,1.4328,64.9017,9.0357,60.5415,123.3,1.4739,0.6827,112.614
10,340.7076,1.6796,78.3287,9.8825,57.8413,106.86,1.5803,0.7477,114.258
10,271.1531,1.6691,64.4012,8.4778,35.3044,312.36,1.5507,0.8266,92.064
10,315.9348,1.6147,58.4004,5.3564,26.1889,73.98,1.5727,0.8028,152.892
10,374.5779,1.7457,74.3051,5.6938,6.8019,82.2,1.6171,0.8945,134.808
10,354.3092,1.5221,59.4522,5.1337,16.2015,41.1,1.5362,0.8216,117.546
10,304.1277,1.392,56.426,7.8812,61.4555,106.86,1.557,0.8247,108.504
10,326.0825,1.5665,68.5311,8.5681,35.3044,312.36,1.6031,0.7088,110.97
10,573.4456,1.011,161.7429,10.5019,16.2015,41.1,1.4971,0.5733,116.724
10,349.4773,1.6467,76.5424,9.7422,62.6262,131.52,1.4938,0.7922,83.844
10,359.6596,1.4033,87.2488,9.07,57.8413,106.86,1.5574,0.7548,185.772
10,255.3156,1.562,53.334,4.8332,6.8019,82.2,1.5055,0.6889,106.86
10,321.9852,1.2911,65.8863,7.5788,35.3044,312.36,1.5052,0.5853,108.504
10,465.9999,1.578,83.8982,6.4972,26.1889,73.98,1.4411,0.8702,146.316
10,414.9184,1.6262,89.4622,7.0734,11.7294,106.86,1.7515,0.7456,124.944
10,350.7514,1.8456,84.0716,9.5341,61.4555,106.86,1.3848,0.7845,147.96
10,476.3809,1.5939,97.9458,6.6505,6.8019,82.2,1.5969,0.6659,123.3
10,420.9388,1.9774,91.6135,7.7575,26.1889,73.98,1.6156,0.9148,100.284
10,481.5246,1.7366,101.5918,6.3831,6.8019,82.2,1.5071,0.87,122.478
10,425.2417,1.702,82.4518,10.3091,61.4555,106.86,1.6147,0.8254,128.232
10,338.3191,1.6707,74.2537,9.8755,61.4555,106.86,1.5021,0.8484,93.708
10,426.0575,1.6056,82.5944,10.5089,62.6262,131.52,1.449,0.6814,102.75
10,471.4491,1.3346,108.7686,12.7171,61.4555,106.86,1.4858,0.613,112.614
10,478.0302,1.3923,98.0812,11.1805,35.3044,312.36,1.5598,0.5856,157.002
10,403.1041,1.4699,88.6546,10.5247,62.6262,131.52,1.689,0.6992,152.892
10,376.9516,1.7296,78.9352,7.0707,26.1889,73.98,1.6128,0.8365,120.012
10,304.06,1.6586,61.9907,5.6567,11.7294,106.86,1.4911,0.6519,96.174
10,382.545,1.5755,85.8893,7.8382,26.1889,73.98,1.4035,0.6562,97.818
10,445.8404,1.2183,79.8448,4.8755,6.8019,82.2,1.5626,0.5661,120.834
10,384.7162,1.6825,75.6455,9.527,35.3044,312.36,1.4581,0.7489,93.708
10,366.5099,1.5481,78.5113,9.6202,61.4555,106.86,1.655,0.7593,135.63
10,464.1155,1.3447,91.7274,10.9433,57.8413,106.86,1.5104,0.7697,119.19
10,441.4731,1.3844,86.8179,8.0598,26.1889,73.98,1.5473,0.6761,116.724
10,348.1927,1.6397,71.7699,9.2695,35.3044,312.36,1.6559,0.837,118.368
10,493.3256,1.4701,79.5879,6.0552,11.7294,106.86,1.5855,0.6357,96.996
10,392.3675,1.6778,72.5148,5.5817,16.2015,41.1,1.425,0.7295,159.468
10,261.4138,1.5273,56.2962,7.4028,60.5415,123.3,1.5811,0.6649,111.792
10,333.8758,1.3722,58.5815,4.2438,16.2015,41.1,1.4646,0.6897,121.656
10,413.0904,1.8506,73.9919,9.0699,57.8413,106.86,1.4822,0.8277,128.232
10,445.3714,1.6054,76.9352,9.6308,62.6262,131.52,1.6006,0.7063,88.776
10,333.9518,1.8793,62.5696,5.1577,16.2015,41.1,1.6087,0.9389,89.598
10,394.9345,1.7604,64.5022,4.1634,6.8019,82.2,1.6,0.8765,144.672
10,412.9252,1.7186,89.8189,10.1816,60.5415,123.3,1.5854,0.6032,161.112
10,511.5466,1.8551,91.699,11.611,61.4555,106.86,1.6192,0.866,106.038
10,451.8648,1.6404,78.4986,6.3336,26.1889,73.98,1.5307,0.85,166.044
10,524.6018,1.6204,115.6761,11.5068,62.6262,131.52,1.6574,0.7276,174.264
10,387.8667,1.5056,84.4741,10.5448,61.4555,106.86,1.608,0.7354,129.054
10,395.5993,1.8871,77.8825,7.6019,26.1889,73.98,1.621,0.8758,101.106
10,418.3624,1.6263,86.7356,6.8749,11.7294,106.86,1.4518,0.6877,115.902
10,399.898,1.9617,84.9472,9.3071,35.3044,312.36,1.3385,0.907,96.174
10,485.3534,1.854,104.4696,12.1706,35.3044,312.36,1.3698,0.9525,107.682
10,435.4127,1.7513,98.0285,7.6152,26.1889,73.98,1.433,0.6983,122.478
10,291.5784,1.5257,77.6343,9.984,35.3044,312.36,1.4583,0.8404,95.352
10,389.1709,2.2272,94.3755,10.5413,60.5415,123.3,1.3635,1.0397,157.824
10,285.9305,1.5472,78.5749,9.5915,61.4555,106.86,1.4649,0.6132,124.122
10,335.0465,2.0218,82.6214,10.4401,57.8413,106.86,1.3644,0.6876,124.122
10,382.1401,1.9586,90.5858,10.8284,35.3044,312.36,1.3821,0.68,134.808
10,254.8661,1.8014,65.5292,8.49,35.3044,312.36,1.4576,0.8823,91.242
10,483.5122,1.6067,111.6189,12.7235,35.3044,312.36,1.5578,0.6557,127.41
10,349.6486,1.7575,79.9214,5.5373,6.8019,82.2,1.3392,0.7447,120.834
10,356.2143,1.4739,78.0902,6.6605,11.7294,106.86,1.3608,0.7054,125.766
10,327.1621,1.771,81.793,10.2237,35.3044,312.36,1.4287,0.8285,115.902
10,460.1163,1.7466,105.8282,12.2488,35.3044,312.36,1.4057,0.6334,126.588
10,280.7331,1.5692,75.7877,9.5511,61.4555,106.86,1.4226,0.8177,98.64
10,398.4566,1.7442,103.076,11.1666,57.8413,106.86,1.3959,0.943,190.704
10,403.5356,1.9514,98.525,10.9462,62.6262,131.52,1.3867,0.9534,203.856
10,370.4168,1.6059,86.9071,11.1623,60.5415,123.3,1.2419,0.7524,88.776
10,472.6298,1.6417,107.9819,12.0263,61.4555,106.86,1.4608,0.622,153.714
10,405.0462,1.7661,75.098,7.8364,35.3044,312.36,1.5582,0.8117,153.714
10,370.0736,1.5439,83.512,9.7187,61.4555,106.86,1.6225,0.7164,89.598
10,370.4455,1.5584,70.4008,8.9607,61.4555,106.86,1.6828,0.7717,125.766
10,356.8021,1.7288,71.2038,5.4677,6.8019,82.2,1.4844,0.7525,133.164
10,354.85,1.699,71.0371,8.3161,61.4555,106.86,1.6549,0.8926,93.708
10,432.3719,1.5424,75.7952,6.779,11.7294,106.86,1.5461,0.6492,104.394
10,332.6863,1.3463,68.7196,4.7964,16.2015,41.1,1.4729,0.5823,136.452
10,337.5217,1.4794,77.8358,6.492,26.1889,73.98,1.6998,0.7262,184.95
10,342.9492,1.6849,79.7672,9.6703,61.4555,106.86,1.5364,0.8752,126.588
10,370.6649,1.3109,83.1303,7.2905,11.7294,106.86,1.4229,0.6537,111.792
10,424.1851,1.8509,72.5869,9.3547,62.6262,131.52,1.5475,0.7593,129.876
10,449.5234,1.6741,84.3881,9.325,57.8413,106.86,1.4948,0.8126,161.112
10,422.0952,1.4499,85.0597,6.2269,6.8019,82.2,1.4508,0.6254,91.242
10,287.1484,1.6388,56.2366,7.4771,62.6262,131.52,1.4656,0.8985,120.834
10,326.0825,1.8692,57.2936,8.0128,62.6262,131.52,1.6688,0.8325,110.97
10,273.5917,1.8302,61.172,6.7546,26.1889,73.98,1.576,0.9147,77.268
10,411.3042,1.7281,85.2378,6.0078,6.8019,82.2,1.5593,0.8775,124.944
10,421.8251,1.5304,78.6689,5.7697,6.8019,82.2,1.4682,0.7782,105.216
10,381.5663,1.5168,85.5767,10.3126,35.3044,312.36,1.502,0.5786,113.436
10,334.5825,1.7375,74.0917,9.1943,62.6262,131.52,1.4783,0.8459,133.986
10,376.2123,1.7031,81.9186,6.288,16.2015,41.1,1.5572,0.8196,101.928
10,274.7026,1.8067,71.5789,9.0369,60.5415,123.3,1.4347,0.8082,106.038
10,415.6625,1.8721,85.7715,9.0448,57.8413,106.86,1.4479,0.7982,139.74
10,389.2447,1.5828,91.5854,11.1298,60.5415,123.3,1.6296,0.8059,117.546
10,365.7935,1.9529,86.9727,10.705,60.5415,123.3,1.4959,0.901,114.258
10,432.9548,1.9901,94.4762,11.2139,61.4555,106.86,1.4498,0.9136,99.462
10,392.1839,1.6808,95.7117,9.7461,60.5415,123.3,1.5332,0.7484,168.51
10,312.2529,1.8346,72.035,9.0011,35.3044,312.36,1.6454,0.8527,140.562
10,375.9238,1.4719,85.0284,7.3885,26.1889,73.98,1.5249,0.7261,143.028
10,392.7851,1.5949,84.7777,7.0805,26.1889,73.98,1.5375,0.8451,157.824
10,490.1383,1.5449,107.2345,6.7113,6.8019,82.2,1.3902,0.8564,110.148
10,349.032,1.5047,82.2344,10.5777,60.5415,123.3,1.588,0.808,92.064
10,352.3334,1.8468,76.9961,6.5722,16.2015,41.1,1.4553,0.847,83.022
10,227.8791,1.5919,62.9582,6.1302,16.2015,41.1,1.4593,0.6581,81.378
10,474.9117,1.5573,104.0921,7.7724,26.1889,73.98,1.3266,0.7808,123.3
10,449.5411,1.7323,96.8077,11.0928,60.5415,123.3,1.4767,0.7236,115.902
10,380.8685,1.9333,78.8835,6.1079,16.2015,41.1,1.5916,0.9606,111.792
10,504.2041,1.3306,110.5996,12.5551,62.6262,131.52,1.5209,0.7489,101.928
10,361.5781,1.4559,85.1173,6.3601,6.8019,82.2,1.528,0.6576,124.944
10,320.6821,1.7885,78.4086,9.8678,60.5415,123.3,1.59,0.8341,107.682
10,332.3552,1.4982,75.9671,7.8834,57.8413,106.86,1.296,0.7515,133.164
10,325.742,1.4568,74.2705,7.587,26.1889,73.98,1.6035,0.7967,108.504
10,324.4104,1.4272,82.5192,10.3621,61.4555,106.86,1.5,0.8121,111.792
10,269.3672,1.6437,62.8303,8.4704,62.6262,131.52,1.4672,0.7526,114.258
10,294.1403,1.4958,68.2577,8.7938,61.4555,106.86,1.4222,0.6407,105.216
10,477.9061,1.7876,88.8129,5.6043,6.8019,82.2,1.3864,0.8767,114.258
10,348.8573,1.6829,81.4654,7.9098,26.1889,73.98,1.371,0.8216,111.792
10,240.2262,1.4951,68.4587,8.8714,60.5415,123.3,1.4792,0.68,83.844
10,348.9743,1.5811,65.6254,4.4264,16.2015,41.1,1.5672,0.6414,118.368
10,371.4363,1.6006,72.6332,8.4634,57.8413,106.86,1.4822,0.6709,110.148
10,429.5065,1.408,74.5062,6.0253,16.2015,41.1,1.5723,0.6384,135.63
10,398.3181,1.6758,83.3218,10.462,35.3044,312.36,1.4412,0.5773,122.478
10,295.3301,1.3848,59.8386,7.3937,60.5415,123.3,1.4885,0.7246,120.012
10,221.6208,1.69,63.8383,5.9194,6.8019,82.2,1.4982,0.8,84.666
10,407.5257,1.4864,76.8788,6.302,26.1889,73.98,1.4438,0.658,100.284
10,425.4887,1.4257,94.4214,11.204,35.3044,312.36,1.4333,0.7524,123.3
10,263.8433,1.892,65.5706,8.3496,60.5415,123.3,1.4614,0.7623,123.3
10,512.1118,1.6243,103.2339,8.4176,26.1889,73.98,1.398,0.8366,146.316
10,392.3439,1.8396,68.8602,5.9615,11.7294,106.86,1.5188,0.8866,97.818
10,231.4656,1.5363,56.1694,7.8604,57.8413,106.86,1.5241,0.7001,87.954
10,306.9519,1.7571,55.8727,5.0117,16.2015,41.1,1.5263,0.7448,90.42
10,373.8435,1.6735,65.2765,4.3243,6.8019,82.2,1.5472,0.5697,129.054
10,383.4407,1.5931,63.8678,4.5667,6.8019,82.2,1.5489,0.7024,101.928
10,459.8413,1.9428,101.9325,11.8765,60.5415,123.3,1.4351,0.7777,128.232
10,402.9615,1.7893,86.2497,6.3083,6.8019,82.2,1.48,0.779,152.892
10,404.2594,1.4522,79.6061,6.8917,11.7294,106.86,1.4993,0.7456,115.902
10,345.4925,1.6689,72.6104,8.245,60.5415,123.3,1.4569,0.7332,116.724
10,461.2293,1.5403,98.3159,7.5005,11.7294,106.86,1.6837,0.6914,155.358
10,410.1756,1.6092,79.6754,5.8331,11.7294,106.86,1.5272,0.8432,141.384
10,322.0601,1.8435,62.392,4.9175,16.2015,41.1,1.5985,0.7124,96.174
10,419.3905,1.687,83.7363,10.2667,57.8413,106.86,1.4323,0.6871,118.368
10,439.3424,1.6436,83.7267,10.0516,62.6262,131.52,1.6426,0.7784,128.232
10,435.7556,1.7563,86.4211,10.7552,60.5415,123.3,1.4777,0.783,96.174
10,211.5551,1.1855,65.1708,7.6589,62.6262,131.52,1.4407,0.6366,150.426
10,305.0334,1.3634,62.3386,5.5279,11.7294,106.86,1.4104,0.6013,151.248
10,365.4533,1.8228,62.1207,5.2795,11.7294,106.86,1.6665,0.8839,137.274
10,478.3647,1.4129,81.7386,6.2878,16.2015,41.1,1.6055,0.8704,103.572
10,407.2735,1.369,82.9733,6.5614,11.7294,106.86,1.5603,0.6553,154.536
10,323.7372,1.1765,62.4519,5.6499,11.7294,106.86,1.5396,0.6346,137.274
10,355.797,1.3931,68.6935,5.4558,6.8019,82.2,1.5034,0.731,137.274
10,372.3093,1.7599,83.978,9.8344,57.8413,106.86,1.5781,0.7417,117.546
10,265.0191,1.624,60.3622,5.6889,11.7294,106.86,1.4326,0.886,101.106
10,446.7644,1.5302,84.8202,4.4404,16.2015,41.1,1.3866,0.643,157.824
10,288.8103,1.7038,55.9952,7.0951,35.3044,312.36,1.589,0.7386,118.368
10,373.5724,1.792,65.301,8.988,62.6262,131.52,1.487,0.6907,99.462
10,317.1141,1.877,66.0272,8.2074,57.8413,106.86,1.5599,0.7828,136.452
10,317.4403,1.7065,61.5864,5.1553,6.8019,82.2,1.458,0.8435,127.41
10,345.6351,1.6172,75.0456,9.6834,61.4555,106.86,1.7927,0.6859,116.724
10,310.0844,1.5323,70.6161,6.5345,26.1889,73.98,1.5064,0.6874,141.384
10,453.1002,1.7794,101.6348,11.5144,57.8413,106.86,1.5775,0.9408,154.536
10,331.1284,1.5036,71.0039,9.0242,60.5415,123.3,1.6191,0.6493,125.766
10,387.4441,1.5856,70.3782,6.6182,11.7294,106.86,1.709,0.852,88.776
10,403.7243,1.5941,84.5515,6.4984,11.7294,106.86,1.4862,0.8736,170.154
10,456.5859,1.4359,95.501,11.1867,61.4555,106.86,1.5219,0.6873,124.944
10,407.3772,1.5332,89.8965,11.0253,35.3044,312.36,1.7707,0.6287,115.902
10,422.3989,1.4274,89.2648,10.9021,62.6262,131.52,1.3778,0.871,126.588
10,440.996,1.6326,97.1605,10.9751,61.4555,106.86,1.5173,0.8247,170.154
10,381.5663,1.7018,78.5502,9.5596,57.8413,106.86,1.6063,0.7616,113.436
10,309.6381,1.6191,65.7335,5.9605,6.8019,82.2,1.6685,0.9245,106.038
10,386.2457,1.6266,78.8465,6.0255,6.8019,82.2,1.451,0.6392,92.886
10,352.3485,1.4609,76.4784,9.7521,62.6262,131.52,1.5072,0.6792,96.996
10,246.508,1.528,62.0461,8.3854,57.8413,106.86,1.4324,0.747,79.734
10,371.0524,1.5069,74.2138,4.9651,6.8019,82.2,1.5764,0.8328,145.494
10,439.3424,1.2974,86.7284,8.9398,62.6262,131.52,1.5195,0.7547,128.232
10,352.9129,1.3379,71.1897,4.9571,16.2015,41.1,1.4652,0.5783,134.808
10,255.8985,1.85,54.0636,5.9544,26.1889,73.98,1.3633,0.7705,101.928
10,301.2951,1.506,54.5164,5.7279,26.1889,73.98,1.4515,0.6479,108.504
10,274.4276,1.6435,59.0092,6.0903,26.1889,73.98,1.526,0.8059,107.682
10,372.4655,1.4791,84.0667,6.4289,16.2015,41.1,1.5071,0.6736,140.562
10,509.903,1.6836,113.6744,10.5655,61.4555,106.86,1.5513,0.8499,102.75
10,321.3263,1.7907,61.5728,8.2474,35.3044,312.36,1.5482,0.8934,145.494
10,377.0297,1.5992,73.971,6.549,11.7294,106.86,1.5171,0.8206,87.954
10,310.8558,1.5879,69.4896,5.974,11.7294,106.86,1.57,0.814,139.74
10,337.2827,1.838,62.9818,7.8933,35.3044,312.36,1.4865,0.7651,135.63
10,344.6432,1.7178,59.819,5.3524,11.7294,106.86,1.5434,0.8438,104.394
10,368.1449,1.5725,74.6911,9.025,62.6262,131.52,1.498,0.7296,157.824
10,428.98,1.7544,88.2051,7.3966,26.1889,73.98,1.5344,0.7004,170.976
10,481.5246,1.6506,95.4225,7.3816,26.1889,73.98,1.4752,0.8143,122.478
10,347.6323,1.7616,69.458,5.7046,6.8019,82.2,1.3729,0.7567,78.912
10,359.3044,1.2548,81.3734,9.9271,35.3044,312.36,1.5714,0.657,132.342
