Concurrent task count,Total task size (MB),New task start time (relative),Total latency (excluding new task),New task latency,New task size (MB),New task FLOPs (GFLOPs),CPU frequency (GHz),Task start times,Task operations (FLOPs)
3,122.9488,0.2895,8.5632,2.0943,11.7294,106.86,1.4904,"[0.1313, 0.1986, 0.2642]","[73.98, 106.86, 312.36]"
3,129.9696,0.3966,8.7063,2.1334,16.2015,41.1,1.3666,"[0.1829, 0.3648, 0.4336]","[123.3, 131.52, 82.2]"
3,156.3874,0.4059,12.2565,4.6794,57.8413,106.86,1.4661,"[0.1673, 0.2893, 0.3576]","[123.3, 312.36, 123.3]"
3,147.2719,0.4277,11.5628,3.0508,26.1889,73.98,1.4416,"[0.1431, 0.3228, 0.3922]","[123.3, 123.3, 73.98]"
3,133.235,0.4536,10.2087,3.5965,62.6262,131.52,1.3986,"[0.0531, 0.2232, 0.348]","[312.36, 131.52, 312.36]"
3,109.3472,0.4743,7.1442,3.2353,60.5415,123.3,1.4158,"[0.1011, 0.2843, 0.3537]","[312.36, 106.86, 41.1]"
3,144.5717,0.4318,9.7253,2.698,26.1889,73.98,1.4437,"[0.026, 0.1963, 0.2807]","[73.98, 106.86, 123.3]"
3,95.0292,0.4149,7.0486,3.4438,60.5415,123.3,1.4689,"[0.1887, 0.2914, 0.4859]","[41.1, 131.52, 41.1]"
3,105.0166,0.3938,8.3516,3.8082,57.8413,106.86,1.4129,"[0.1626, 0.2307, 0.297]","[131.52, 73.98, 41.1]"
3,128.7989,0.4486,7.1083,2.0326,16.2015,41.1,1.3477,"[0.1938, 0.373, 0.5073]","[82.2, 123.3, 106.86]"
3,124.1195,0.4213,8.0016,1.8308,11.7294,106.86,1.4964,"[0.1549, 0.2225, 0.3274]","[312.36, 73.98, 131.52]"
3,39.6603,0.4327,4.6218,1.5142,6.8019,82.2,1.5539,"[0.1566, 0.2268, 0.2926]","[106.86, 41.1, 106.86]"
3,179.8383,0.5365,12.9295,4.5386,62.6262,131.52,1.44,"[0.1626, 0.3047, 0.4311]","[106.86, 106.86, 123.3]"
3,93.5323,0.3189,7.6495,3.4341,35.3044,312.36,1.556,"[0.1334, 0.2016, 0.2677]","[73.98, 82.2, 123.3]"
3,134.5843,0.278,9.0688,2.2889,11.7294,106.86,1.4384,"[0.1552, 0.2574, 0.3315]","[123.3, 106.86, 41.1]"
3,20.4057,0.514,3.1774,1.9652,35.3044,312.36,1.4854,"[0.0961, 0.2429, 0.4105]","[82.2, 82.2, 82.2]"
3,95.617,0.4467,5.8963,1.6118,11.7294,106.86,1.6438,"[0.1293, 0.2576, 0.4232]","[131.52, 73.98, 82.2]"
3,82.3382,0.4405,7.3762,1.7952,16.2015,41.1,1.4222,"[0.1729, 0.3293, 0.3482]","[312.36, 106.86, 312.36]"
3,160.5568,0.616,10.6492,2.2413,11.7294,106.86,1.4271,"[0.1916, 0.3089, 0.5812]","[131.52, 131.52, 312.36]"
3,95.7596,0.3691,8.5875,4.102,61.4555,106.86,1.3781,"[0.0248, 0.0938, 0.1843]","[73.98, 106.86, 106.86]"
3,134.6404,0.627,7.3823,1.9251,26.1889,73.98,1.4103,"[0.1684, 0.3542, 0.5009]","[106.86, 106.86, 106.86]"
3,144.5717,0.3723,10.1355,2.0974,6.8019,82.2,1.6616,"[0.1474, 0.238, 0.3927]","[106.86, 123.3, 73.98]"
3,99.9476,0.5645,7.6693,3.0598,61.4555,106.86,1.5816,"[0.1646, 0.3473, 0.475]","[312.36, 82.2, 106.86]"
3,109.3472,0.3189,10.0318,4.0988,35.3044,312.36,1.5109,"[0.0894, 0.1564, 0.2347]","[106.86, 312.36, 41.1]"
3,95.617,0.4299,7.1979,3.692,60.5415,123.3,1.3772,"[0.1579, 0.2824, 0.3538]","[73.98, 131.52, 82.2]"
3,86.085,0.4597,6.6463,1.899,11.7294,106.86,1.5566,"[0.0721, 0.1862, 0.3188]","[106.86, 131.52, 106.86]"
3,129.7129,0.4234,10.8118,4.3889,62.6262,131.52,1.4844,"[0.1722, 0.3345, 0.4135]","[106.86, 106.86, 82.2]"
3,103.5618,0.4099,9.3723,3.7556,57.8413,106.86,1.4572,"[0.0274, 0.2161, 0.2861]","[82.2, 106.86, 312.36]"
3,76.23,0.6062,5.6534,1.7993,16.2015,41.1,1.4006,"[0.051, 0.16, 0.4258]","[131.52, 82.2, 82.2]"
3,58.7632,0.5612,5.4988,2.5,35.3044,312.36,1.515,"[0.1223, 0.2984, 0.3924]","[106.86, 106.86, 312.36]"
3,122.0348,0.3518,11.6579,4.1404,60.5415,123.3,1.4549,"[0.0885, 0.2139, 0.2284]","[73.98, 312.36, 123.3]"
3,182.5385,0.4932,11.8496,4.7562,62.6262,131.52,1.4334,"[0.1021, 0.2472, 0.4154]","[123.3, 123.3, 106.86]"
3,90.8321,0.3627,8.7802,4.2338,60.5415,123.3,1.5078,"[0.0882, 0.1562, 0.2256]","[82.2, 73.98, 106.86]"
3,85.7722,0.3574,7.2955,3.4337,35.3044,312.36,1.4029,"[0.0681, 0.1393, 0.3033]","[106.86, 41.1, 106.86]"
3,82.3382,0.3368,10.1588,3.6361,61.4555,106.86,1.4414,"[0.0841, 0.1568, 0.2223]","[106.86, 312.36, 312.36]"
3,135.4983,0.3335,10.6905,2.6278,11.7294,106.86,1.3657,"[0.1661, 0.2325, 0.3363]","[106.86, 41.1, 106.86]"
3,134.8971,0.3593,11.5651,4.7675,62.6262,131.52,1.4138,"[0.0238, 0.0917, 0.1595]","[131.52, 106.86, 123.3]"
3,84.4589,0.5061,6.4019,3.1775,35.3044,312.36,1.4024,"[0.176, 0.3656, 0.4343]","[106.86, 41.1, 82.2]"
3,96.7977,0.6115,8.3198,2.2413,11.7294,106.86,1.4886,"[0.0366, 0.208, 0.4035]","[73.98, 312.36, 312.36]"
3,149.0999,0.4101,10.509,4.1847,62.6262,131.52,1.3771,"[0.0184, 0.1396, 0.2938]","[73.98, 106.86, 106.86]"
3,100.2317,0.5858,7.6251,1.9182,16.2015,41.1,1.4933,"[0.0369, 0.1872, 0.3186]","[106.86, 73.98, 41.1]"
3,105.0166,0.396,7.4439,3.7688,60.5415,123.3,1.4235,"[0.0873, 0.1552, 0.2222]","[131.52, 73.98, 41.1]"
3,178.9243,0.4991,14.913,5.1435,61.4555,106.86,1.4303,"[0.0894, 0.2462, 0.4035]","[123.3, 106.86, 123.3]"
3,49.1923,0.4358,5.091,3.1008,57.8413,106.86,1.4237,"[0.0578, 0.136, 0.219]","[73.98, 41.1, 82.2]"
3,90.5571,0.521,7.246,3.6041,57.8413,106.86,1.4087,"[0.0391, 0.2199, 0.2908]","[41.1, 131.52, 106.86]"
3,134.5843,0.4572,8.1855,1.5495,6.8019,82.2,1.689,"[0.0759, 0.2066, 0.3273]","[106.86, 41.1, 123.3]"
3,126.0987,0.3944,8.8821,4.1024,57.8413,106.86,1.4581,"[0.0115, 0.0797, 0.272]","[106.86, 82.2, 106.86]"
3,145.4857,0.5231,10.3001,4.5259,62.6262,131.52,1.3671,"[0.1428, 0.2095, 0.3709]","[106.86, 73.98, 106.86]"
3,124.1195,0.458,11.4142,4.4111,62.6262,131.52,1.3834,"[0.0618, 0.1947, 0.2673]","[312.36, 131.52, 73.98]"
3,74.1453,0.5579,5.2884,1.5432,6.8019,82.2,1.8038,"[0.0694, 0.27, 0.3429]","[82.2, 123.3, 82.2]"
3,184.6232,0.5343,13.9518,4.7289,61.4555,106.86,1.6302,"[0.1847, 0.3677, 0.4389]","[131.52, 123.3, 106.86]"
3,79.9868,0.3984,6.1232,3.255,61.4555,106.86,1.3869,"[0.0283, 0.0972, 0.2842]","[106.86, 82.2, 106.86]"
3,181.009,0.3842,13.4459,4.7959,35.3044,312.36,1.357,"[0.0394, 0.2228, 0.2948]","[131.52, 106.86, 123.3]"
3,90.5571,0.4823,6.7772,1.9087,11.7294,106.86,1.6791,"[0.0708, 0.1762, 0.3676]","[131.52, 106.86, 41.1]"
3,44.1324,0.274,7.2622,3.6767,61.4555,106.86,1.5501,"[0.0387, 0.1094, 0.2013]","[41.1, 41.1, 106.86]"
3,127.2694,0.3625,9.8591,1.814,6.8019,82.2,1.7642,"[0.0163, 0.1815, 0.1973]","[131.52, 106.86, 82.2]"
3,80.8447,0.3988,6.7623,3.8176,61.4555,106.86,1.502,"[0.1427, 0.3284, 0.3984]","[82.2, 41.1, 106.86]"
3,25.3332,0.3496,3.9092,1.5429,16.2015,41.1,1.5021,"[0.1978, 0.2671, 0.3578]","[82.2, 106.86, 82.2]"
3,129.9696,0.508,8.8869,3.6696,35.3044,312.36,1.6272,"[0.1159, 0.2514, 0.3275]","[82.2, 123.3, 131.52]"
3,134.8971,0.479,11.7485,4.4427,57.8413,106.86,1.5196,"[0.0653, 0.1883, 0.2655]","[106.86, 123.3, 131.52]"
3,85.6296,0.4699,6.7255,2.368,26.1889,73.98,1.4335,"[0.0339, 0.1703, 0.2578]","[131.52, 82.2, 41.1]"
3,134.5843,0.3547,8.8231,1.8883,11.7294,106.86,1.6781,"[0.1452, 0.2147, 0.3802]","[106.86, 123.3, 41.1]"
3,103.8459,0.3037,8.2559,3.6193,35.3044,312.36,1.4355,"[0.1913, 0.2619, 0.3539]","[41.1, 106.86, 73.98]"
3,122.4845,0.2442,9.5032,3.7206,35.3044,312.36,1.4533,"[0.049, 0.1191, 0.1863]","[106.86, 106.86, 82.2]"
3,85.6296,0.5809,5.5385,1.6563,16.2015,41.1,1.5532,"[0.1365, 0.3029, 0.4717]","[41.1, 131.52, 82.2]"
3,68.2952,0.3304,6.9758,2.8955,35.3044,312.36,1.6458,"[0.1994, 0.3388, 0.363]","[73.98, 82.2, 312.36]"
3,98.4598,0.4716,7.1656,3.5172,60.5415,123.3,1.4553,"[0.059, 0.1505, 0.258]","[106.86, 73.98, 123.3]"
3,155.7719,0.3998,12.1251,4.1415,57.8413,106.86,1.4868,"[0.1841, 0.3511, 0.4165]","[131.52, 106.86, 312.36]"
3,129.9696,0.6107,7.4774,1.9097,11.7294,106.86,1.7743,"[0.195, 0.2896, 0.557]","[131.52, 123.3, 82.2]"
3,49.6477,0.3791,6.4963,2.3627,26.1889,73.98,1.3117,"[0.1206, 0.1914, 0.2805]","[106.86, 73.98, 106.86]"
3,34.7328,0.4259,4.4217,1.7954,16.2015,41.1,1.3495,"[0.0589, 0.1366, 0.3384]","[82.2, 106.86, 41.1]"
3,59.1797,0.3205,6.2795,3.4765,61.4555,106.86,1.447,"[0.017, 0.1009, 0.119]","[73.98, 73.98, 82.2]"
3,107.5753,0.4324,7.3485,1.9989,16.2015,41.1,1.5593,"[0.1389, 0.3047, 0.4222]","[106.86, 312.36, 123.3]"
3,131.0262,0.4294,8.072,1.6021,6.8019,82.2,1.7015,"[0.0657, 0.2086, 0.3528]","[106.86, 106.86, 106.86]"
3,85.6296,0.5032,5.2091,1.7347,11.7294,106.86,1.4406,"[0.0167, 0.1375, 0.2224]","[41.1, 131.52, 82.2]"
3,79.0728,0.3544,7.242,3.7333,61.4555,106.86,1.5366,"[0.0749, 0.1448, 0.3016]","[106.86, 82.2, 123.3]"
3,89.3864,0.3877,6.5264,2.5533,26.1889,73.98,1.3762,"[0.0131, 0.1137, 0.2727]","[106.86, 106.86, 41.1]"
3,75.0593,0.4335,4.8384,1.306,6.8019,82.2,1.6916,"[0.152, 0.3241, 0.4769]","[106.86, 82.2, 82.2]"
3,88.4724,0.3881,6.1583,2.0402,26.1889,73.98,1.439,"[0.059, 0.1276, 0.1991]","[106.86, 41.1, 123.3]"
3,39.6603,0.3643,5.5712,3.3223,60.5415,123.3,1.5153,"[0.0322, 0.1509, 0.221]","[106.86, 41.1, 106.86]"
3,129.7129,0.4076,8.8182,3.8683,35.3044,312.36,1.4577,"[0.1749, 0.2438, 0.3131]","[106.86, 82.2, 106.86]"
3,160.5568,0.4287,9.8214,1.81,16.2015,41.1,1.7077,"[0.133, 0.2121, 0.413]","[131.52, 312.36, 131.52]"
3,183.0937,0.3852,13.9548,2.8483,26.1889,73.98,1.5375,"[0.0442, 0.1553, 0.2266]","[106.86, 131.52, 131.52]"
3,90.8321,0.3826,8.13,3.8836,62.6262,131.52,1.4418,"[0.1104, 0.3038, 0.3164]","[73.98, 106.86, 82.2]"
3,77.4107,0.4465,5.3304,1.2156,6.8019,82.2,1.6369,"[0.0928, 0.2772, 0.3484]","[312.36, 312.36, 82.2]"
3,104.7325,0.4875,7.5896,3.21,35.3044,312.36,1.4395,"[0.1934, 0.3893, 0.4612]","[82.2, 312.36, 131.52]"
3,77.6948,0.3558,7.4099,3.2995,57.8413,106.86,1.4468,"[0.0123, 0.0828, 0.2506]","[312.36, 41.1, 73.98]"
3,103.5618,0.4947,8.279,3.4469,61.4555,106.86,1.4719,"[0.0479, 0.1571, 0.2924]","[106.86, 312.36, 82.2]"
3,150.2706,0.5034,10.2365,2.7714,26.1889,73.98,1.5165,"[0.0963, 0.1649, 0.391]","[131.52, 73.98, 106.86]"
3,130.1122,0.3871,8.2639,3.5376,35.3044,312.36,1.5193,"[0.0296, 0.0999, 0.2094]","[123.3, 106.86, 106.86]"
3,129.9696,0.3602,8.3233,1.5734,6.8019,82.2,1.4313,"[0.1335, 0.2643, 0.3699]","[82.2, 123.3, 131.52]"
3,155.7719,0.3679,11.2498,2.5165,16.2015,41.1,1.5168,"[0.199, 0.2654, 0.4481]","[106.86, 312.36, 131.52]"
3,94.4463,0.5845,7.1285,3.4743,60.5415,123.3,1.2615,"[0.079, 0.2691, 0.3794]","[106.86, 82.2, 73.98]"
3,149.0999,0.4479,10.7461,4.1179,35.3044,312.36,1.4907,"[0.118, 0.1884, 0.3248]","[106.86, 73.98, 106.86]"
3,90.8321,0.6483,5.0171,1.4517,6.8019,82.2,1.5647,"[0.1147, 0.2827, 0.4636]","[106.86, 82.2, 73.98]"
3,122.0348,0.3606,9.6904,4.3142,62.6262,131.52,1.4156,"[0.1471, 0.216, 0.3042]","[312.36, 73.98, 123.3]"
3,178.9243,0.4417,16.8095,5.9734,62.6262,131.52,1.3872,"[0.1456, 0.2164, 0.4586]","[106.86, 123.3, 123.3]"
3,153.6872,0.3967,11.1695,4.0331,35.3044,312.36,1.4313,"[0.0543, 0.1657, 0.2813]","[123.3, 106.86, 312.36]"
3,133.7264,0.3837,11.0703,4.6619,60.5415,123.3,1.4444,"[0.0383, 0.1734, 0.191]","[106.86, 123.3, 106.86]"
3,176.2241,0.3275,13.3797,1.9207,6.8019,82.2,1.6149,"[0.1222, 0.2565, 0.2773]","[123.3, 106.86, 106.86]"
3,90.8321,0.4962,7.1359,2.6218,26.1889,73.98,1.4293,"[0.0451, 0.1353, 0.2516]","[106.86, 73.98, 82.2]"
3,102.9319,0.4846,7.5218,3.5884,35.3044,312.36,1.5615,"[0.0756, 0.1476, 0.3251]","[73.98, 123.3, 41.1]"
3,79.9868,0.425,5.7569,1.721,6.8019,82.2,1.4754,"[0.192, 0.2803, 0.3528]","[82.2, 106.86, 106.86]"
3,73.2227,0.5182,5.6217,1.5713,6.8019,82.2,1.5105,"[0.0725, 0.2589, 0.3746]","[106.86, 312.36, 73.98]"
3,105.0166,0.5259,6.9219,2.3877,26.1889,73.98,1.3643,"[0.0365, 0.1058, 0.2809]","[41.1, 131.52, 73.98]"
3,113.8333,0.2178,11.4703,5.008,60.5415,123.3,1.4589,"[0.0441, 0.1414, 0.1561]","[73.98, 73.98, 106.86]"
3,153.6872,0.324,11.6982,2.437,16.2015,41.1,1.412,"[0.1622, 0.2769, 0.3511]","[312.36, 123.3, 106.86]"
3,53.8357,0.4739,4.7007,2.2586,35.3044,312.36,1.4635,"[0.1077, 0.1782, 0.345]","[106.86, 312.36, 82.2]"
3,83.5449,0.531,4.5726,1.4446,11.7294,106.86,1.4945,"[0.1744, 0.3237, 0.5117]","[123.3, 41.1, 82.2]"
3,102.6478,0.3337,7.7706,3.2233,35.3044,312.36,1.5114,"[0.0644, 0.2099, 0.2341]","[123.3, 82.2, 312.36]"
3,140.2832,0.3053,11.96,5.2068,62.6262,131.52,1.3798,"[0.1029, 0.1923, 0.2782]","[41.1, 106.86, 131.52]"
3,149.3566,0.3461,10.3001,3.6938,35.3044,312.36,1.6506,"[0.1668, 0.2396, 0.3034]","[123.3, 131.52, 73.98]"
3,134.8971,0.333,11.0892,4.76,60.5415,123.3,1.5697,"[0.0841, 0.155, 0.2672]","[123.3, 131.52, 106.86]"
3,132.0643,0.4791,11.5553,3.7259,61.4555,106.86,1.562,"[0.0843, 0.2457, 0.3139]","[106.86, 312.36, 312.36]"
3,127.8849,0.3373,9.0326,2.1301,16.2015,41.1,1.7063,"[0.0162, 0.0881, 0.2121]","[123.3, 82.2, 123.3]"
3,127.2694,0.4762,7.7625,2.5102,26.1889,73.98,1.5789,"[0.1841, 0.2535, 0.4424]","[82.2, 106.86, 131.52]"
3,109.66,0.4181,9.0039,3.634,35.3044,312.36,1.4546,"[0.11, 0.126, 0.2733]","[106.86, 131.52, 312.36]"
3,68.5793,0.4588,4.7659,2.5064,35.3044,312.36,1.6418,"[0.1221, 0.2399, 0.3751]","[73.98, 73.98, 41.1]"
3,104.8751,0.3218,9.1306,2.3121,11.7294,106.86,1.7337,"[0.1115, 0.2296, 0.3084]","[312.36, 106.86, 106.86]"
3,71.4451,0.5272,5.6047,3.1941,61.4555,106.86,1.4738,"[0.1418, 0.2269, 0.5033]","[106.86, 82.2, 82.2]"
3,39.2049,0.418,5.4142,2.0655,11.7294,106.86,1.4672,"[0.1557, 0.288, 0.3607]","[41.1, 41.1, 82.2]"
3,77.6948,0.4498,7.3806,3.4647,60.5415,123.3,1.5343,"[0.0423, 0.1227, 0.3195]","[312.36, 41.1, 73.98]"
3,125.1847,0.5691,8.5769,3.7932,60.5415,123.3,1.3187,"[0.0936, 0.2372, 0.4251]","[106.86, 82.2, 123.3]"
3,103.5618,0.3998,6.9282,1.8296,16.2015,41.1,1.5708,"[0.0637, 0.2498, 0.3219]","[82.2, 106.86, 312.36]"
3,39.6603,0.4495,4.841,3.1336,62.6262,131.52,1.4542,"[0.0241, 0.0934, 0.2208]","[106.86, 106.86, 41.1]"
3,64.1072,0.4014,6.1515,3.4803,62.6262,131.52,1.3571,"[0.1906, 0.2593, 0.4129]","[106.86, 73.98, 73.98]"
3,151.4413,0.4246,12.3935,4.3361,60.5415,123.3,1.4449,"[0.0389, 0.1044, 0.2904]","[131.52, 73.98, 131.52]"
3,131.0262,0.384,9.5286,3.9958,61.4555,106.86,1.4847,"[0.1563, 0.2272, 0.2941]","[106.86, 106.86, 106.86]"
3,73.2227,0.626,5.4115,2.0227,26.1889,73.98,1.4833,"[0.1451, 0.3398, 0.4985]","[312.36, 106.86, 73.98]"
3,104.8751,0.6096,7.8591,3.5504,61.4555,106.86,1.3845,"[0.1771, 0.3276, 0.6248]","[106.86, 106.86, 312.36]"
3,84.4589,0.4262,5.9942,3.4096,61.4555,106.86,1.4482,"[0.1042, 0.2147, 0.3614]","[106.86, 82.2, 41.1]"
3,76.23,0.4489,7.6415,3.9314,60.5415,123.3,1.5482,"[0.017, 0.1868, 0.2838]","[82.2, 131.52, 82.2]"
3,80.8447,0.3828,6.4914,1.6564,6.8019,82.2,1.6561,"[0.0306, 0.1492, 0.222]","[106.86, 41.1, 82.2]"
3,134.8971,0.4874,7.8325,3.6075,62.6262,131.52,1.4401,"[0.1246, 0.1959, 0.3605]","[123.3, 106.86, 131.52]"
