Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-4,8,31,0.166859,6.434552,1.6141126770833334,2178308
1-8,8,33,0.573727,8.931726,1.5220705312499998,5702886
1-9,8,30,0.792042,6.051401,1.6295862604166667,1346268
1-1,8,29,0.000393,3.634433,1.5507805833333335,832039
1-3,8,27,0.090585,0.949629,1.4135909895833332,317810
1-7,8,27,0.375628,1.745589,1.3659333854166669,317810
1-2,8,31,0.034572,8.335517,1.5458320520833333,2178308
1-5,8,35,0.22296,16.342097,1.5780359687499994,14930351
1-6,8,33,0.350045,13.895177,1.4529586250000002,5702886
2-4,8,33,0.203521,6.949507,1.4147007916666665,5702886
2-6,8,27,0.539017,1.437622,1.5004678020833335,317810
2-7,8,29,0.706313,3.531609,1.5849455312499996,832039
2-3,8,34,0.106846,17.323109,1.4376351770833333,9227464
2-5,8,28,0.335878,5.129995,1.3949284270833329,514228
2-8,8,35,1.041991,20.264437,1.3917980208333336,14930351
2-9,8,32,1.194101,14.653602,1.4122095312499998,3524577
2-2,8,32,0.025556,14.109439,1.50588228125,3524577
2-1,8,33,0.000244,19.484638,1.4958859062499998,5702886
3-4,8,28,0.224751,2.025555,1.2833831354166665,514228
3-5,8,27,0.280752,1.121906,1.3439793020833335,317810
3-6,8,30,0.402617,5.79891,1.3325318541666666,1346268
3-3,8,30,0.097613,4.984174,1.429021770833333,1346268
3-8,8,34,0.712941,19.531962,1.4272408333333333,9227464
3-9,8,32,0.743532,14.049806,1.4500049479166663,3524577
3-7,8,32,0.605906,13.951542,1.393623885416666,3524577
3-1,8,33,0.000298,18.752062,1.4038594479166668,5702886
3-2,8,33,0.031464,19.437578,1.3884696250000004,5702886
4-6,8,27,0.300223,0.747372,1.3115874895833335,317810
4-5,8,25,0.244361,0.479983,1.2481585937500002,121392
4-8,8,29,0.544212,4.147822,1.3873354270833336,832039
4-3,8,30,0.085572,5.951675,1.4376873125,1346268
4-2,8,31,0.034666,8.103113,1.4531143437500003,2178308
4-9,8,33,0.801134,15.65772,1.4011250729166669,5702886
4-7,8,35,0.33572,18.50007,1.5010518333333331,14930351
4-1,8,32,0.000342,13.800263,1.3604358125000002,3524577
4-4,8,34,0.202454,16.114875,1.3472166249999997,9227464
5-9,8,28,0.99391,3.832017,1.3668543854166666,514228
5-7,8,29,0.563356,3.76581,1.3673893229166667,832039
5-1,8,29,0.000324,3.321204,1.3025975937499998,832039
5-5,8,26,0.322238,0.391285,1.3645550312499997,196417
5-6,8,29,0.541017,4.881617,1.4081682291666668,832039
5-8,8,29,0.627379,3.607089,1.3879783645833335,832039
5-3,8,35,0.118626,19.333629,1.4713446145833338,14930351
5-4,8,33,0.235586,14.714636,1.4174534062499997,5702886
5-2,8,34,0.027146,17.669163,1.4518360208333336,9227464
6-1,8,30,0.000291,3.608691,1.3188514583333333,1346268
6-3,8,25,0.195999,0.289584,1.3558235104166663,121392
6-7,8,29,0.49094,4.069595,1.4199143437499995,832039
6-8,8,25,0.58229,0.197143,1.3818423541666665,121392
