Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-1,2,29,0.000238,1.120641,1.4298736666666663,832039
1-3,2,34,0.152905,5.161561,1.5400685729166672,9227464
1-2,2,31,0.032915,3.367221,1.7275009895833333,2178308
2-2,2,33,0.048805,11.190236,1.604375427083334,5702886
2-3,2,35,0.130288,19.369368,1.560330072916666,14930351
2-1,2,34,0.000237,18.263638,1.680301229166667,9227464
3-2,2,25,0.035987,0.102832,1.5343941874999998,121392
3-1,2,34,0.000321,12.690173,1.5924603437499998,9227464
3-3,2,35,0.169918,13.805891,1.644841708333334,14930351
4-1,2,35,0.000223,8.661465,1.6560230625,14930351
4-3,2,32,0.048273,5.855728,1.4786503854166668,3524577
4-2,2,29,0.022638,2.242954,1.5649873333333337,832039
5-1,2,30,0.000378,1.502491,1.6077641875000002,1346268
5-3,2,25,0.055303,0.172853,1.6100597812500002,121392
5-2,2,29,0.026894,1.290844,1.6463390937499998,832039
6-1,2,26,0.000273,0.064695,1.7121125833333337,196417
6-3,2,34,0.106545,12.960924,1.5478511770833332,9227464
6-2,2,34,0.03865,12.818693,1.439672770833333,9227464
7-2,2,26,0.019763,0.148585,1.4622557708333332,196417
7-1,2,35,0.000342,4.407569,1.4927516354166672,14930351
7-3,2,28,0.173866,0.647677,1.4824221666666666,514228
8-2,2,25,0.030855,0.134352,1.5176330416666668,121392
8-3,2,32,0.093562,5.021332,1.5417832812499999,3524577
8-1,2,32,0.000423,5.077567,1.51261965625,3524577
9-2,2,29,0.037124,0.434451,1.6304326041666666,832039
9-1,2,26,0.000384,0.148546,1.5864896145833338,196417
9-3,2,25,0.075105,0.154214,1.6447622500000005,121392
10-1,2,29,0.000216,1.339097,1.4729002499999997,832039
10-3,2,35,0.094633,6.812978,1.5792153541666665,14930351
10-2,2,31,0.043668,3.736456,1.4383108229166672,2178308
11-2,2,28,0.032426,0.35406,1.5074605624999995,514228
11-1,2,27,0.000373,0.133531,1.5039538229166667,317810
11-3,2,25,0.124017,0.099593,1.4746070729166665,121392
12-3,2,34,0.113839,5.312694,1.5042226458333328,9227464
12-2,2,30,0.037474,2.93496,1.4892961875000004,1346268
12-1,2,31,0.000238,3.437489,1.5095288958333328,2178308
13-3,2,25,0.188679,0.178646,1.5358653749999995,121392
13-1,2,34,0.000281,2.594405,1.6403979479166664,9227464
13-2,2,26,0.046262,0.2157,1.5412645625000005,196417
14-2,2,25,0.04498,0.218085,1.6088532708333325,121392
14-1,2,35,0.000264,4.335762,1.5484862395833332,14930351
14-3,2,28,0.100968,0.6685,1.5920617395833334,514228
15-1,2,30,0.000347,3.037634,1.628194125,1346268
15-3,2,34,0.077635,10.124576,1.6330635312500001,9227464
15-2,2,33,0.02163,9.342715,1.5723716875,5702886
16-2,2,26,0.0456,0.490769,1.5054854791666668,196417
16-1,2,34,0.000365,13.271306,1.5199784270833334,9227464
16-3,2,35,0.096685,14.741072,1.6484271041666667,14930351
17-2,2,32,0.030399,7.607532,1.577228166666667,3524577
17-1,2,33,0.000382,10.439059,1.4746559270833335,5702886
17-3,2,33,0.071111,10.246375,1.522187385416667,5702886
18-1,2,29,0.000324,1.156512,1.6002668437500003,832039
18-2,2,27,0.022804,0.616326,1.57058559375,317810
18-3,2,35,0.078908,4.689092,1.6140554687500006,14930351
19-3,2,34,0.132067,3.145054,1.5386432604166667,9227464
19-2,2,27,0.035459,0.716126,1.5041873229166667,317810
19-1,2,29,0.000322,1.066268,1.5504509375,832039
20-2,2,27,0.025143,0.566614,1.512969,317810
20-1,2,29,0.000353,1.229676,1.5116158229166667,832039
20-3,2,29,0.131961,1.116519,1.511623375,832039
21-3,2,35,0.143041,4.48371,1.5279127395833332,14930351
21-2,2,27,0.03118,0.398875,1.4807477083333331,317810
21-1,2,29,0.000282,1.050124,1.4823785416666666,832039
22-1,2,27,0.000408,0.254258,1.4896540104166667,317810
22-2,2,33,0.027286,6.00875,1.5605870937499997,5702886
22-3,2,32,0.129099,5.382043,1.5346669895833336,3524577
23-2,2,26,0.023425,0.148637,1.4199238854166667,196417
23-1,2,33,0.000344,5.684683,1.5269825729166668,5702886
23-3,2,32,0.104814,4.913917,1.4872452916666667,3524577
24-1,2,34,0.000346,11.502756,1.6445565624999996,9227464
24-3,2,33,0.11331,10.419595,1.7617291249999996,5702886
24-2,2,32,0.049764,7.235551,1.6677819999999994,3524577
25-2,2,33,0.017402,3.518638,1.6862575833333333,5702886
25-3,2,29,0.088696,1.702885,1.6197080833333333,832039
25-1,2,30,0.000364,2.347485,1.6408939479166664,1346268
26-3,2,35,0.110563,4.421896,1.6365235520833332,14930351
26-2,2,28,0.049394,0.863939,1.5905785729166662,514228
26-1,2,28,0.000307,0.705702,1.6212469270833334,514228
27-1,2,34,0.000313,3.022972,1.5505435729166666,9227464
27-2,2,26,0.049497,0.243946,1.6337899479166662,196417
27-3,2,28,0.14621,0.736255,1.5906122083333332,514228
28-3,2,32,0.093455,1.555047,1.5536990520833331,3524577
28-1,2,27,0.000392,0.493568,1.6066822291666667,317810
28-2,2,28,0.022003,0.800089,1.615456604166666,514228
29-2,2,35,0.021178,5.260241,1.608521625,14930351
29-3,2,28,0.097636,1.344476,2.0512543125,514228
29-1,2,30,0.000297,1.852233,1.8520919166666672,1346268
30-2,2,35,0.040995,7.817962,1.659471875,14930351
30-3,2,31,0.073383,4.184796,1.5850689479166664,2178308
30-1,2,31,0.00035,4.68192,1.596584927083333,2178308
31-3,2,34,0.10564,2.427657,1.6227362916666659,9227464
31-2,2,25,0.029201,0.117147,1.5919724270833333,121392
31-1,2,27,0.000438,0.195408,1.6049343124999997,317810
32-3,2,32,0.160454,1.622606,1.5823163958333335,3524577
32-2,2,26,0.038458,0.22413,1.5956118750000003,196417
32-1,2,29,0.000236,0.955682,1.5656438645833335,832039
33-1,2,25,0.000281,0.047847,1.6509011875,121392
33-2,2,35,0.028106,3.823523,1.555434385416667,14930351
33-3,2,25,0.094853,0.089482,1.7074397083333326,121392
34-3,2,31,0.095839,4.153943,1.6019895312499997,2178308
34-1,2,34,0.000401,14.547493,1.5542353229166674,9227464
34-2,2,34,0.029641,14.285541,1.5574348645833331,9227464
35-1,2,26,0.000377,0.129033,1.6214949687500002,196417
35-3,2,33,0.062555,7.932953,1.5504334375000002,5702886
35-2,2,34,0.031274,8.996283,1.5760797500000001,9227464
36-2,2,31,0.025955,1.167601,1.539654979166667,2178308
36-3,2,25,0.058069,0.196122,1.5425241979166666,121392
36-1,2,28,0.000341,0.737652,1.611378833333333,514228
37-2,2,28,0.037368,1.041126,1.5579374479166666,514228
37-1,2,29,0.000279,1.050582,1.54337309375,832039
37-3,2,28,0.134013,0.826893,1.5508359375,514228
38-3,2,31,0.172974,3.426698,1.53502478125,2178308
38-2,2,33,0.055925,4.457115,1.5501648124999998,5702886
38-1,2,29,0.000285,1.144684,1.4993077812500004,832039
39-3,2,30,0.201285,0.966588,1.6683155520833342,1346268
39-2,2,26,0.03815,0.22635,1.5930333541666666,196417
39-1,2,29,0.00033,0.868389,1.679733072916667,832039
40-2,2,28,0.029777,0.870399,1.516197822916667,514228
40-3,2,34,0.253507,6.546639,1.4906384583333332,9227464
40-1,2,32,0.000277,5.232305,1.4676231145833325,3524577
41-1,2,29,0.00049,1.6742,1.473721447916667,832039
41-3,2,34,0.099943,5.43862,1.453757520833333,9227464
41-2,2,31,0.039047,3.724786,1.5269388229166672,2178308
42-3,2,31,0.06445,3.585637,1.5023999583333334,2178308
42-2,2,28,0.032835,0.888872,1.4025009479166666,514228
42-1,2,33,0.000315,4.277167,1.4337816041666664,5702886
43-3,2,26,0.2056,0.614848,1.415742729166667,196417
43-2,2,30,0.047917,1.90799,1.4688901458333332,1346268
43-1,2,30,0.000308,1.929838,1.4429632395833332,1346268
44-3,2,32,0.117245,1.781314,1.5001115729166665,3524577
44-1,2,28,0.000338,0.893157,1.4971775312500002,514228
44-2,2,28,0.030676,1.079584,1.507335385416667,514228
45-2,2,27,0.022561,0.363053,1.5956909895833336,317810
45-1,2,26,0.000335,0.128681,1.5686248333333332,196417
45-3,2,34,0.129124,2.507051,1.4862952291666662,9227464
46-2,2,33,0.050084,7.63126,1.6156268125000004,5702886
46-1,2,32,0.000189,6.629921,1.5836620624999995,3524577
46-3,2,32,0.123877,6.899101,1.3896738125,3524577
47-2,2,31,0.027689,3.524369,1.4510975729166666,2178308
47-1,2,33,0.000221,9.698479,1.5045667395833335,5702886
47-3,2,33,0.215761,9.309704,1.4649263437500002,5702886
48-3,2,27,0.129625,0.585828,1.485089895833333,317810
48-2,2,34,0.02283,12.630725,1.5583566666666666,9227464
48-1,2,34,0.000368,12.379456,1.4931284999999999,9227464
49-2,2,29,0.020677,1.685586,1.442528145833333,832039
49-3,2,34,0.071715,13.997794,1.3781565624999994,9227464
49-1,2,35,0.000462,15.506556,1.5183386041666664,14930351
50-1,2,34,0.000293,8.051423,1.6818906458333334,9227464
50-2,2,31,0.043046,4.26901,1.447046375,2178308
50-3,2,32,0.119429,6.646005,1.5029985416666667,3524577
51-3,2,26,0.19666,0.263789,1.6155708854166668,196417
51-1,2,30,0.000272,0.742019,1.6067561145833333,1346268
51-2,2,26,0.054565,0.338546,1.51282575,196417
