round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
78	65.3425	5.0164	65.3425	87.0841	5.8741	87.0841	76.4940	5.3658	76.4940
79	65.1873	4.9843	65.1873	87.4221	5.8262	87.4221	75.7818	5.3024	75.7818
80	64.5968	4.9804	64.5968	92.3146	6.0903	92.3146	74.1330	5.2378	74.1330
81	64.7273	4.9841	64.7273	87.4106	5.9173	87.4106	75.6865	5.3067	75.6865
82	65.5893	5.0165	65.5893	88.1729	5.8592	88.1729	74.7599	5.3292	74.7599
83	65.5823	5.0376	65.5823	97.1355	6.2422	97.1355	75.3674	5.3086	75.3674
84	65.7070	5.0143	65.7070	88.7038	6.0341	88.7038	75.7094	5.2887	75.7094
85	65.7420	5.0451	65.7420	94.9872	6.1704	94.9872	77.3665	5.3724	77.3665
86	65.4289	4.9884	65.4289	90.3104	6.0522	90.3104	75.6899	5.2876	75.6899
87	65.8565	5.0006	65.8565	105.1716	6.3350	105.1716	77.3738	5.3030	77.3738
88	65.8808	4.9989	65.8808	85.2482	5.7693	85.2482	76.3933	5.3072	76.3933
89	68.7591	5.2075	68.7591	92.3246	6.1142	92.3246	78.6554	5.4957	78.6554
90	66.2640	5.0544	66.2640	91.9241	6.0703	91.9241	77.2246	5.4312	77.2246
91	64.6475	4.9403	64.6475	84.0504	5.7869	84.0504	74.3145	5.2505	74.3145
92	65.2767	4.9640	65.2767	87.0608	5.8848	87.0608	76.5981	5.3710	76.5981
93	63.8081	4.8774	63.8081	86.3214	5.7178	86.3214	73.5172	5.2061	73.5172
94	64.0430	4.8868	64.0430	82.0409	5.6459	82.0409	74.5925	5.2661	74.5925
95	64.5164	4.9281	64.5164	91.1210	6.0440	91.1210	76.4950	5.2913	76.4950
96	64.7236	4.9701	64.7236	87.8028	5.9300	87.8028	74.8132	5.3010	74.8132
97	65.2729	5.0022	65.2729	83.6773	5.7263	83.6773	75.1876	5.3443	75.1876
98	64.9856	4.9915	64.9856	85.2091	5.8183	85.2091	76.2147	5.3622	76.2147
99	64.1450	4.9562	64.1450	88.1005	5.7943	88.1005	74.2230	5.2890	74.2230
100	65.1007	4.9565	65.1007	86.8125	5.8521	86.8125	75.4811	5.3127	75.4811
