round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
1	307.9938	12.2953	307.9938	342.3448	11.9159	342.3448	277.3273	11.3277	277.3273
2	151.7799	9.8392	151.7799	176.9742	10.5812	176.9742	165.2126	10.0949	165.2126
3	132.8685	9.2454	132.8685	159.3204	10.1851	159.3204	144.5335	9.4827	144.5335
4	123.7726	8.9131	123.7726	150.0485	9.8522	150.0485	132.7759	9.1131	132.7759
5	118.5414	8.6537	118.5414	142.2743	9.5432	142.2743	128.4888	8.8883	128.4888
6	111.9601	8.3353	111.9601	134.9818	9.2558	134.9818	122.2936	8.5723	122.2936
7	104.0957	7.8696	104.0957	134.5557	8.9438	134.5557	115.7744	8.1521	115.7744
8	94.9966	7.2725	94.9966	118.5702	8.1847	118.5702	105.2462	7.5443	105.2462
9	81.3397	6.3409	81.3397	105.3911	7.2868	105.3911	91.9946	6.6637	91.9946
10	69.6441	5.2430	69.6441	106.2219	6.5647	106.2219	81.8247	5.6418	81.8247
11	65.7603	4.7601	65.7603	88.9213	6.0456	88.9213	76.5389	5.1674	76.5389
12	65.2771	4.5078	65.2771	84.9385	5.7452	84.9385	77.1535	5.1353	77.1535
13	63.3444	4.4506	63.3444	90.3678	5.6532	90.3678	76.3084	5.1431	76.3084
14	63.7684	4.5449	63.7684	80.1254	5.4661	80.1254	73.1038	5.0565	73.1038
15	63.2906	4.4646	63.2906	81.4797	5.6984	81.4797	73.1295	5.0001	73.1295
16	66.8692	4.7421	66.8692	86.9508	5.6491	86.9508	76.4705	5.1598	76.4705
17	63.9450	4.6251	63.9450	84.0659	5.4517	84.0659	75.0811	5.0969	75.0811
18	63.9812	4.6664	63.9812	83.9193	5.6800	83.9193	74.0919	5.0261	74.0919
19	63.9074	4.6827	63.9074	80.6183	5.5067	80.6183	74.6987	5.0873	74.6987
20	63.6254	4.6646	63.6254	82.4685	5.7162	82.4685	73.9758	5.0487	73.9758
21	66.4969	4.8040	66.4969	91.7921	5.9545	91.7921	77.1432	5.1618	77.1432
22	63.7978	4.7457	63.7978	83.9936	5.8803	83.9936	73.4334	5.1119	73.4334
23	64.8872	4.8298	64.8872	85.5687	5.8089	85.5687	75.6325	5.1470	75.6325
24	65.7477	4.8783	65.7477	96.6976	6.1954	96.6976	76.9937	5.2035	76.9937
25	64.2643	4.8406	64.2643	84.9640	5.8432	84.9640	74.9180	5.2112	74.9180
26	64.8017	4.8361	64.8017	86.4125	5.9022	86.4125	75.1078	5.1479	75.1078
27	64.0410	4.7828	64.0410	90.2442	5.9596	90.2442	75.2683	5.1584	75.2683
28	65.8919	4.9017	65.8919	92.9180	5.9986	92.9180	76.8018	5.2727	76.8018
29	66.5997	4.9861	66.5997	87.5167	5.8967	87.5167	77.2832	5.3447	77.2832
30	66.5956	4.9891	66.5956	97.6505	6.1795	97.6505	77.4853	5.3174	77.4853
31	64.8205	4.9015	64.8205	90.0489	6.1061	90.0489	76.1216	5.2973	76.1216
32	66.4115	5.0102	66.4115	86.0556	5.9899	86.0556	75.0711	5.3225	75.0711
33	66.4988	5.0404	66.4988	87.9538	6.0835	87.9538	76.0607	5.3301	76.0607
34	65.9284	5.0057	65.9284	89.1969	5.9914	89.1969	74.8116	5.2697	74.8116
35	66.5437	5.0311	66.5437	87.8085	5.8870	87.8085	76.7200	5.3580	76.7200
36	65.9744	5.0120	65.9744	90.2911	6.1835	90.2911	76.3590	5.3150	76.3590
37	65.3244	4.9653	65.3244	94.0271	6.2143	94.0271	76.0319	5.3159	76.0319
38	67.5465	5.0971	67.5465	90.4679	6.0672	90.4679	77.0037	5.3773	77.0037
39	67.6515	5.0931	67.6515	89.6178	6.1322	89.6178	78.1909	5.4198	78.1909
40	65.7148	5.0230	65.7148	94.8925	6.2194	94.8925	79.0037	5.4507	79.0037
41	67.1008	5.0868	67.1008	86.4303	5.9830	86.4303	75.4598	5.3677	75.4598
42	67.7175	5.1005	67.7175	89.0017	6.0343	89.0017	77.5432	5.4522	77.5432
43	66.6369	5.0533	66.6369	85.9071	5.8973	85.9071	75.6837	5.3539	75.6837
44	65.9486	5.0114	65.9486	93.2813	6.1849	93.2813	78.5282	5.4159	78.5282
45	67.1578	5.0682	67.1578	109.0755	6.6403	109.0755	78.3819	5.4027	78.3819
46	66.4350	5.0323	66.4350	88.1784	5.9288	88.1784	75.7647	5.3413	75.7647
47	67.1499	5.0877	67.1499	90.4744	6.0646	90.4744	76.5633	5.3858	76.5633
48	67.6525	5.1312	67.6525	86.5848	5.9591	86.5848	76.0915	5.3804	76.0915
49	65.9831	5.0063	65.9831	86.8737	6.0157	86.8737	75.5315	5.3104	75.5315
50	67.0653	5.0924	67.0653	89.8146	6.0827	89.8146	75.1656	5.3517	75.1656
51	66.5648	5.0700	66.5648	91.6670	6.0873	91.6670	75.7566	5.3231	75.7566
52	68.5736	5.1545	68.5736	96.6217	6.2761	96.6217	77.2470	5.4043	77.2470
53	67.5280	5.1555	67.5280	92.6140	6.1946	92.6140	77.1399	5.4244	77.1399
54	67.6382	5.1679	67.6382	85.4947	5.9517	85.4947	76.1747	5.4330	76.1747
55	66.6449	5.0721	66.6449	90.7293	6.1273	90.7293	76.1043	5.3797	76.1043
56	66.6953	5.0971	66.6953	103.3518	6.4429	103.3518	76.8492	5.4000	76.8492
57	65.6610	5.0059	65.6610	87.3160	6.0501	87.3160	75.1687	5.2976	75.1687
58	65.4757	5.0092	65.4757	88.9295	5.8001	88.9295	74.9673	5.2942	74.9673
59	65.7399	5.0221	65.7399	87.5969	5.9689	87.5969	75.3513	5.2971	75.3513
60	65.3852	5.0139	65.3852	83.9543	5.7988	83.9543	75.9653	5.3588	75.9653
61	65.3303	5.0076	65.3303	87.3018	6.0021	87.3018	74.3192	5.2865	74.3192
62	65.5405	5.0209	65.5405	94.2930	5.9535	94.2930	77.6852	5.3515	77.6852
63	66.3861	5.0856	66.3861	85.6535	5.8765	85.6535	75.6975	5.3436	75.6975
64	66.1324	5.1057	66.1324	100.8655	6.4365	100.8655	76.8350	5.3973	76.8350
65	67.0899	5.1306	67.0899	98.9448	6.3428	98.9448	77.8963	5.4263	77.8963
66	66.2719	5.0836	66.2719	87.7240	5.9270	87.7240	75.8337	5.3405	75.8337
67	64.5953	4.9780	64.5953	92.9502	6.2507	92.9502	74.2268	5.2614	74.2268
68	65.7345	5.0466	65.7345	90.2007	6.0338	90.2007	76.5706	5.3720	76.5706
69	65.8578	5.0175	65.8578	98.5442	6.3976	98.5442	76.7225	5.3741	76.7225
70	65.3839	5.0218	65.3839	88.2751	5.9747	88.2751	75.4572	5.3172	75.4572
71	64.2984	4.9403	64.2984	88.9846	5.8777	88.9846	76.5880	5.3016	76.5880
72	66.6206	5.1039	66.6206	95.5557	6.2317	95.5557	76.5159	5.3734	76.5159
73	64.3698	4.9216	64.3698	89.3432	6.0549	89.3432	74.8126	5.2435	74.8126
74	67.0764	5.1225	67.0764	106.1855	6.4684	106.1855	77.9146	5.3805	77.9146
75	65.0538	5.0172	65.0538	85.2355	5.8579	85.2355	74.4141	5.3078	74.4141
76	65.8930	5.0543	65.8930	94.7819	6.1558	94.7819	75.9213	5.3164	75.9213
77	66.5265	5.1064	66.5265	93.9759	6.1555	93.9759	75.8567	5.3767	75.8567
