round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
53	21.5505	2.4287	21.5505	45.4576	3.6786	45.4576	29.8132	2.9888	29.8132
54	21.3508	2.3310	21.3508	35.6424	3.4451	35.6424	29.2206	2.9478	29.2206
55	21.2320	2.4208	21.2320	38.7173	3.5238	38.7173	30.9505	3.0582	30.9505
56	21.2998	2.4444	21.2998	39.1502	3.7247	39.1502	27.9350	2.9079	27.9350
57	21.4014	2.3923	21.4014	32.2269	3.3118	32.2269	28.4188	2.9131	28.4188
58	21.4104	2.3440	21.4104	48.8542	4.4335	48.8542	31.9021	3.2569	31.9021
59	21.9560	2.3852	21.9560	54.2868	4.4128	54.2868	34.5993	3.2756	34.5993
60	21.0374	2.3418	21.0374	37.6099	3.5773	37.6099	28.5807	3.0274	28.5807
61	20.7920	2.3525	20.7920	45.0466	3.9005	45.0466	30.1332	3.0539	30.1332
62	20.9219	2.3764	20.9219	47.2837	3.8438	47.2837	30.7191	2.9774	30.7191
63	21.3787	2.3549	21.3787	42.0618	3.7798	42.0618	30.4770	3.0469	30.4770
64	21.3065	2.3493	21.3065	37.0278	3.5179	37.0278	30.0719	3.0980	30.0719
65	20.7551	2.3960	20.7551	39.9540	3.3936	39.9540	28.6672	2.8953	28.6672
66	21.3163	2.3326	21.3163	36.0166	3.3424	36.0166	27.6369	2.9590	27.6369
67	20.7593	2.3366	20.7593	32.5172	3.1139	32.5172	27.0740	2.8861	27.0740
68	21.1901	2.3713	21.1901	38.9637	3.5388	38.9637	28.8171	2.9588	28.8171
69	20.8882	2.4031	20.8882	38.8249	3.7114	38.8249	31.8797	3.1704	31.8797
70	20.7264	2.4310	20.7264	40.7851	3.7086	40.7851	30.8945	3.1273	30.8945
71	21.1814	2.3561	21.1814	36.5404	3.6184	36.5404	28.5798	2.9287	28.5798
72	20.7649	2.3702	20.7649	33.2598	3.5942	33.2598	28.0497	2.9209	28.0497
73	21.3999	2.4029	21.3999	31.8809	3.2526	31.8809	28.2064	2.8956	28.2064
74	21.3874	2.3441	21.3874	54.1759	3.9737	54.1759	33.5858	3.1062	33.5858
75	21.0930	2.4589	21.0930	38.3520	3.5325	38.3520	27.9063	2.8919	27.9063
76	21.0272	2.4554	21.0272	42.6763	3.6709	42.6763	30.4086	3.0675	30.4086
77	21.1933	2.4749	21.1933	36.8482	3.4512	36.8482	29.7559	3.0634	29.7559
78	21.5852	2.4364	21.5852	34.9296	3.4155	34.9296	29.2533	2.9921	29.2533
79	22.2293	2.4038	22.2293	44.2816	3.5149	44.2816	31.0942	3.1485	31.0942
80	20.9986	2.4003	20.9986	44.9754	3.7596	44.9754	31.5986	3.0681	31.5986
81	21.1301	2.4203	21.1301	34.7019	3.5545	34.7019	28.8575	2.8902	28.8575
82	20.9838	2.5097	20.9838	49.1220	4.1158	49.1220	29.5463	2.9912	29.5463
83	21.0962	2.5134	21.0962	36.3982	3.4954	36.3982	28.9134	3.0310	28.9134
84	20.9853	2.5899	20.9853	47.2427	4.1885	47.2427	30.6915	3.1366	30.6915
85	20.8327	2.5107	20.8327	56.6344	4.0795	56.6344	31.4758	3.0491	31.4758
86	20.9620	2.4843	20.9620	39.5191	3.5589	39.5191	28.7187	2.9037	28.7187
87	20.8871	2.5046	20.8871	35.7308	3.3828	35.7308	28.6312	2.9998	28.6312
88	21.3321	2.5322	21.3321	39.6999	3.6606	39.6999	28.8272	2.9521	28.8272
89	21.3441	2.5162	21.3441	42.5356	3.6595	42.5356	29.3910	2.9812	29.3910
90	21.1276	2.4766	21.1276	46.6935	3.8608	46.6935	32.6055	3.0909	32.6055
91	21.1249	2.4698	21.1249	48.0730	3.7435	48.0730	32.1262	3.1012	32.1262
92	21.4614	2.5280	21.4614	43.7695	3.6590	43.7695	30.6895	2.9742	30.6895
93	21.1605	2.5492	21.1605	34.7129	3.4094	34.7129	28.9836	2.9781	28.9836
94	22.4164	2.6527	22.4164	48.8200	3.9436	48.8200	30.9213	3.0055	30.9213
95	22.2622	2.4720	22.2622	39.8436	3.6763	39.8436	31.7859	3.0998	31.7859
96	21.3160	2.4441	21.3160	54.1867	4.0208	54.1867	32.2996	3.0880	32.2996
97	21.4411	2.5655	21.4411	47.5784	3.9781	47.5784	32.1609	3.0722	32.1609
98	21.4620	2.5018	21.4620	42.4068	3.7890	42.4068	30.9003	3.1000	30.9003
99	21.3853	2.5674	21.3853	38.5555	3.7179	38.5555	29.0018	2.9257	29.0018
100	21.5639	2.6273	21.5639	37.7104	3.6655	37.7104	31.2659	3.1343	31.2659
