round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
1	86.2107	6.7232	86.2107	93.0734	6.9958	93.0734	73.1945	6.2456	73.1945
2	50.7498	5.2424	50.7498	81.4725	6.7174	81.4725	59.8732	5.5736	59.8732
3	46.9561	4.9187	46.9561	64.3688	6.2297	64.3688	53.1589	5.2364	53.1589
4	45.2477	4.7597	45.2477	65.9607	5.6113	65.9607	50.8877	5.0103	50.8877
5	37.2145	4.0386	37.2145	58.8623	5.2194	58.8623	43.6912	4.4158	43.6912
6	33.1083	3.5466	33.1083	49.7670	4.6381	49.7670	37.8731	3.8290	37.8731
7	29.8019	3.0996	29.8019	57.9118	4.6443	57.9118	37.4204	3.7291	37.4204
8	29.0016	2.9358	29.0016	39.3877	3.9127	39.3877	34.6823	3.4603	34.6823
9	28.4346	2.8796	28.4346	46.2665	4.1993	46.2665	36.0804	3.4758	36.0804
10	28.0041	2.8492	28.0041	45.9131	4.1611	45.9131	34.9085	3.4591	34.9085
11	28.8394	2.9124	28.8394	41.8889	4.0773	41.8889	35.8180	3.4809	35.8180
12	28.3377	2.8615	28.3377	46.5891	4.0109	46.5891	35.5359	3.4389	35.5359
13	26.5312	2.7309	26.5312	51.9500	4.1998	51.9500	35.1124	3.3801	35.1124
14	27.4360	2.6867	27.4360	41.3445	3.5928	41.3445	32.7473	3.1602	32.7473
15	26.3545	2.6708	26.3545	37.3943	3.3233	37.3943	30.4633	3.0721	30.4633
16	26.3297	2.6381	26.3297	59.2049	4.7954	59.2049	36.3443	3.3547	36.3443
17	25.7878	2.5979	25.7878	35.3958	3.6357	35.3958	30.6433	2.9966	30.6433
18	26.0317	2.5774	26.0317	51.7898	4.1921	51.7898	33.7393	3.2513	33.7393
19	25.9494	2.5482	25.9494	35.4387	3.5536	35.4387	30.4715	3.0609	30.4715
20	25.1432	2.6054	25.1432	48.2681	4.0936	48.2681	32.8248	3.2713	32.8248
21	25.0260	2.5997	25.0260	38.7860	3.8541	38.7860	31.0062	3.0909	31.0062
22	24.4293	2.5201	24.4293	36.4247	3.6021	36.4247	29.8945	3.0387	29.8945
23	24.4619	2.4887	24.4619	39.6731	3.6955	39.6731	30.3605	3.0748	30.3605
24	25.0290	2.5263	25.0290	36.8917	3.6326	36.8917	32.1514	3.1047	32.1514
25	24.4235	2.5980	24.4235	45.4432	4.0989	45.4432	31.1810	3.1483	31.1810
26	24.1135	2.5694	24.1135	45.8728	4.1619	45.8728	33.4936	3.2340	33.4936
27	25.5028	2.5161	25.5028	52.6015	4.3546	52.6015	36.5021	3.4366	36.5021
28	23.9960	2.5760	23.9960	56.4527	4.6454	56.4527	33.1783	3.0782	33.1783
29	23.7088	2.5159	23.7088	35.0823	3.6231	35.0823	29.5699	2.9735	29.5699
30	23.5152	2.5514	23.5152	58.6656	4.2549	58.6656	33.0186	3.1287	33.0186
31	23.6672	2.6384	23.6672	35.1745	3.5530	35.1745	29.8372	3.0594	29.8372
32	23.8101	2.4786	23.8101	45.6734	3.7206	45.6734	32.0629	3.1486	32.0629
33	22.8930	2.5189	22.8930	36.5030	3.4883	36.5030	29.0280	3.0234	29.0280
34	22.9334	2.4130	22.9334	41.6907	3.8364	41.6907	32.8272	3.2061	32.8272
35	22.6595	2.4562	22.6595	32.6078	3.3017	32.6078	28.0206	2.9271	28.0206
36	23.0809	2.4001	23.0809	42.4708	4.0962	42.4708	31.0234	3.0200	31.0234
37	22.2753	2.4690	22.2753	63.9629	4.2816	63.9629	32.5796	3.0995	32.5796
38	22.4703	2.4742	22.4703	43.6829	3.6435	43.6829	29.4333	2.9850	29.4333
39	23.1244	2.4210	23.1244	33.6858	3.5215	33.6858	29.6025	2.9784	29.6025
40	22.1493	2.4754	22.1493	37.0645	3.5440	37.0645	29.0285	2.9711	29.0285
41	22.3303	2.4351	22.3303	36.3134	3.8456	36.3134	30.0365	3.0755	30.0365
42	22.5294	2.3763	22.5294	38.5896	3.5370	38.5896	29.3446	2.9034	29.3446
43	23.6117	2.5026	23.6117	36.3319	3.4887	36.3319	28.6690	2.9079	28.6690
44	21.8312	2.3991	21.8312	30.8595	3.2000	30.8595	27.1506	2.7533	27.1506
45	22.0826	2.4526	22.0826	52.3670	4.2665	52.3670	31.7631	3.1090	31.7631
46	21.9189	2.3563	21.9189	33.2641	3.4494	33.2641	28.7597	2.9031	28.7597
47	22.0597	2.4337	22.0597	76.7799	5.3939	76.7799	35.8643	3.3452	35.8643
48	21.8472	2.4952	21.8472	56.1214	3.9701	56.1214	31.5399	3.0517	31.5399
49	21.7972	2.5199	21.7972	37.9430	3.5349	37.9430	28.8373	2.9865	28.8373
50	22.5260	2.4086	22.5260	33.7795	3.3545	33.7795	28.7275	2.9777	28.7275
51	21.6657	2.4580	21.6657	37.1532	3.5311	37.1532	30.1314	3.0017	30.1314
52	21.4487	2.5337	21.4487	57.7877	4.5930	57.7877	34.6723	3.3060	34.6723
