round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
1	175.5133	9.6101	175.5133	217.8907	10.7131	217.8907	174.1116	9.8255	174.1116
2	90.9623	7.4077	90.9623	117.8391	8.0949	117.8391	99.0019	7.6443	99.0019
3	75.8643	6.7885	75.8643	95.8678	7.5193	95.8678	82.6177	7.0566	82.6177
4	72.2724	6.6292	72.2724	89.6731	7.2622	89.6731	79.6076	6.8700	79.6076
5	70.0654	6.5836	70.0654	83.5047	7.0154	83.5047	75.9681	6.7616	75.9681
6	66.7073	6.4463	66.7073	83.2052	6.8787	83.2052	71.8928	6.5904	71.8928
7	62.1953	6.1530	62.1953	77.2203	6.6929	77.2203	66.8525	6.2677	66.8525
8	51.8108	5.3461	51.8108	73.3519	5.9235	73.3519	57.6037	5.5379	57.6037
9	47.2923	4.8791	47.2923	70.4861	5.4287	70.4861	53.5939	5.1000	53.5939
10	45.5296	4.6193	45.5296	57.6301	4.9709	57.6301	50.4172	4.8009	50.4172
11	43.3111	4.4497	43.3111	58.3095	4.9712	58.3095	48.5923	4.6698	48.5923
12	41.4309	4.3485	41.4309	49.9268	4.6465	49.9268	46.3371	4.5393	46.3371
13	42.7488	4.3068	42.7488	73.1631	5.3231	73.1631	49.7101	4.5577	49.7101
14	39.6888	4.2026	39.6888	49.4448	4.5100	49.4448	44.3123	4.3868	44.3123
15	39.1002	4.1478	39.1002	54.2278	4.9828	54.2278	45.7333	4.4438	45.7333
16	38.7047	4.1163	38.7047	54.2011	4.5606	54.2011	44.8160	4.3450	44.8160
17	39.7554	4.1277	39.7554	56.6531	4.6875	56.6531	45.3138	4.3500	45.3138
18	38.7907	4.0812	38.7907	57.2604	4.7773	57.2604	44.7920	4.3170	44.7920
19	38.2806	4.0548	38.2806	46.9076	4.3742	46.9076	43.1350	4.2533	43.1350
20	37.9169	4.0354	37.9169	52.5926	4.5469	52.5926	44.4787	4.2849	44.4787
21	37.8498	4.0418	37.8498	48.1445	4.5352	48.1445	43.9319	4.2828	43.9319
22	37.7499	4.0293	37.7499	55.1383	4.7895	55.1383	44.6069	4.2945	44.6069
23	37.8815	4.0398	37.8815	47.2879	4.3321	47.2879	42.8087	4.2131	42.8087
24	36.9634	3.9874	36.9634	46.5104	4.4100	46.5104	41.8344	4.1845	41.8344
25	37.3973	4.0064	37.3973	50.3412	4.3573	50.3412	43.3397	4.2237	43.3397
26	36.7299	3.9751	36.7299	44.8487	4.3046	44.8487	41.0459	4.1376	41.0459
27	36.7568	3.9839	36.7568	49.2398	4.4067	49.2398	42.9015	4.2117	42.9015
28	37.0778	3.9970	37.0778	52.0129	4.5846	52.0129	43.6153	4.2396	43.6153
29	37.7470	4.0057	37.7470	53.1400	4.4758	53.1400	42.6594	4.1774	42.6594
30	36.3033	3.9482	36.3033	44.8442	4.2698	44.8442	40.6748	4.1146	40.6748
31	36.1896	3.9392	36.1896	46.1154	4.3482	46.1154	41.4476	4.1377	41.4476
32	35.8245	3.9121	35.8245	47.1732	4.3438	47.1732	41.4198	4.1261	41.4198
33	35.8667	3.9155	35.8667	44.3227	4.2755	44.3227	40.9481	4.1172	40.9481
34	36.7349	3.9722	36.7349	51.1055	4.5400	51.1055	43.2716	4.2317	43.2716
35	35.3249	3.8852	35.3249	46.6241	4.2815	46.6241	40.7459	4.1075	40.7459
36	35.8683	3.9266	35.8683	50.2532	4.4371	50.2532	41.7796	4.1398	41.7796
37	35.6218	3.9020	35.6218	45.0835	4.3524	45.0835	40.7634	4.0936	40.7634
38	35.2341	3.8794	35.2341	45.4338	4.2582	45.4338	40.1989	4.0693	40.1989
39	35.5670	3.9096	35.5670	49.0229	4.3666	49.0229	41.6861	4.1538	41.6861
40	34.9460	3.8603	34.9460	43.5914	4.2461	43.5914	40.3019	4.0736	40.3019
41	34.8113	3.8523	34.8113	44.3788	4.2584	44.3788	40.3080	4.0752	40.3080
42	35.4678	3.8881	35.4678	49.6690	4.4869	49.6690	41.6543	4.1098	41.6543
43	35.8982	3.9016	35.8982	47.9086	4.3619	47.9086	41.0850	4.0935	41.0850
44	35.2429	3.8638	35.2429	51.7232	4.4057	51.7232	41.2438	4.0966	41.2438
45	34.6077	3.8377	34.6077	44.6828	4.3490	44.6828	40.3949	4.0695	40.3949
46	35.0559	3.8766	35.0559	45.5979	4.1831	45.5979	40.2734	4.0513	40.2734
47	35.4667	3.8805	35.4667	49.2678	4.3061	49.2678	41.0163	4.0747	41.0163
48	34.3212	3.8214	34.3212	46.5458	4.3757	46.5458	40.2139	4.0490	40.2139
49	34.8839	3.8536	34.8839	47.8518	4.3807	47.8518	41.0328	4.0860	41.0328
50	34.4757	3.8439	34.4757	47.5244	4.4292	47.5244	40.7467	4.0850	40.7467
51	34.9061	3.8489	34.9061	49.3600	4.4517	49.3600	41.0909	4.0683	41.0909
52	35.4501	3.8597	35.4501	53.0353	4.2885	53.0353	41.9337	4.0828	41.9337
53	35.6907	3.8635	35.6907	59.4553	4.6548	59.4553	41.9751	4.0866	41.9751
54	34.7856	3.8232	34.7856	44.7863	4.2725	44.7863	40.3852	4.0523	40.3852
55	34.5634	3.8203	34.5634	44.0195	4.2782	44.0195	40.1206	4.0376	40.1206
56	34.7332	3.8494	34.7332	44.1148	4.2608	44.1148	41.6162	4.1287	41.6162
57	34.0602	3.8052	34.0602	47.6363	4.4697	47.6363	40.1324	4.0465	40.1324
58	34.4598	3.8203	34.4598	52.5927	4.3480	52.5927	40.9582	4.0247	40.9582
59	33.8060	3.7725	33.8060	47.1431	4.4294	47.1431	39.4670	4.0057	39.4670
60	34.4214	3.8002	34.4214	48.0556	4.2317	48.0556	41.0145	4.0475	41.0145
61	33.9380	3.7811	33.9380	48.8124	4.1368	48.8124	40.2488	4.0213	40.2488
62	34.2368	3.7835	34.2368	46.5341	4.3507	46.5341	40.4440	4.0362	40.4440
63	33.9958	3.7763	33.9958	49.1991	4.1500	49.1991	40.2764	4.0063	40.2764
64	33.9643	3.7798	33.9643	44.6121	4.2290	44.6121	40.7655	4.0504	40.7655
65	34.7322	3.8210	34.7322	62.3250	4.6644	62.3250	41.5878	4.0430	41.5878
66	34.4893	3.8032	34.4893	46.1447	4.1990	46.1447	40.0745	4.0037	40.0745
67	33.9556	3.7587	33.9556	45.0406	4.2696	45.0406	40.0686	4.0113	40.0686
68	33.8718	3.7576	33.8718	50.8801	4.3604	50.8801	40.7889	4.0421	40.7889
69	33.7263	3.7450	33.7263	44.1933	4.1976	44.1933	40.3819	4.0009	40.3819
70	33.4456	3.7357	33.4456	49.9868	4.5870	49.9868	39.5480	4.0137	39.5480
71	33.5190	3.7594	33.5190	47.9201	4.1581	47.9201	40.1953	3.9960	40.1953
72	34.0364	3.7704	34.0364	48.4212	4.2207	48.4212	41.9605	4.0456	41.9605
73	33.6363	3.7376	33.6363	47.0162	4.0811	47.0162	39.2606	3.9444	39.2606
74	33.2744	3.7362	33.2744	44.2003	4.1048	44.2003	38.9281	3.9566	38.9281
75	33.4235	3.7295	33.4235	45.2240	4.2296	45.2240	39.7290	3.9883	39.7290
76	33.4868	3.7370	33.4868	44.6554	4.3250	44.6554	39.2420	3.9895	39.2420
77	33.3845	3.7307	33.3845	48.4635	4.1141	48.4635	39.4065	3.9463	39.4065
78	33.0297	3.7174	33.0297	49.3134	4.2090	49.3134	40.0396	3.9709	40.0396
79	33.2418	3.7171	33.2418	48.4237	4.3295	48.4237	39.4704	3.9638	39.4704
80	33.5387	3.7195	33.5387	48.1903	4.1640	48.1903	39.1084	3.9386	39.1084
81	33.4685	3.7188	33.4685	46.1218	4.0843	46.1218	40.0916	3.9770	40.0916
82	33.0209	3.6738	33.0209	43.7072	4.1022	43.7072	38.6691	3.9301	38.6691
83	32.9740	3.6876	32.9740	48.3017	4.4300	48.3017	40.5151	4.0211	40.5151
84	32.8601	3.6694	32.8601	44.2712	4.1106	44.2712	38.7925	3.9288	38.7925
85	32.7887	3.6666	32.7887	44.8059	4.2107	44.8059	39.3765	3.9579	39.3765
86	32.9392	3.6768	32.9392	43.9318	4.1476	43.9318	39.0032	3.9171	39.0032
87	32.8936	3.6691	32.8936	46.2933	4.1521	46.2933	39.1363	3.9295	39.1363
88	33.1941	3.6700	33.1941	54.7958	4.5201	54.7958	39.9497	3.9668	39.9497
89	33.3160	3.6747	33.3160	46.9756	4.1466	46.9756	39.7106	3.9631	39.7106
90	33.1348	3.6501	33.1348	53.1300	4.3170	53.1300	40.0461	3.9583	40.0461
91	32.9094	3.6531	32.9094	46.1663	4.0166	46.1663	39.1630	3.9070	39.1630
92	32.8204	3.6566	32.8204	44.8723	4.1458	44.8723	38.8154	3.9197	38.8154
93	32.7543	3.6565	32.7543	45.1003	4.2185	45.1003	39.6105	3.9566	39.6105
94	33.0413	3.6485	33.0413	45.3238	4.0846	45.3238	39.0973	3.9149	39.0973
95	33.0209	3.6559	33.0209	44.7471	4.0159	44.7471	39.3645	3.9251	39.3645
96	33.3805	3.6511	33.3805	43.9828	4.2226	43.9828	39.1532	3.9216	39.1532
97	33.0871	3.6496	33.0871	45.8618	4.2190	45.8618	39.7485	3.9688	39.7485
98	32.9774	3.6566	32.9774	52.0375	4.2979	52.0375	41.1126	3.9847	41.1126
99	32.9088	3.6346	32.9088	44.3305	3.9911	44.3305	38.2213	3.8611	38.2213
100	33.1007	3.6723	33.1007	43.1420	4.0192	43.1420	38.8837	3.9048	38.8837
