round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
64	46.4072	3.8870	46.4072	64.4781	4.8693	64.4781	52.3934	4.2206	52.3934
65	46.2902	3.8584	46.2902	99.6903	6.1788	99.6903	60.5974	4.4932	60.5974
66	47.0736	3.8835	47.0736	97.9378	5.4706	97.9378	61.6527	4.5685	61.6527
67	47.4562	3.8888	47.4562	55.9684	4.2948	55.9684	51.9231	4.1577	51.9231
68	46.7843	3.8801	46.7843	101.7224	5.5863	101.7224	60.2174	4.4815	60.2174
69	50.1733	3.9937	50.1733	106.1327	5.7903	106.1327	60.3419	4.4110	60.3419
70	46.6579	3.8836	46.6579	65.6486	5.0546	65.6486	53.3205	4.2862	53.3205
71	49.5521	4.0451	49.5521	82.4542	5.4139	82.4542	61.2601	4.6473	61.2601
72	46.3417	3.8996	46.3417	70.9727	5.5931	70.9727	54.2011	4.3291	54.2011
73	46.5972	3.8943	46.5972	75.2356	5.0877	75.2356	57.1068	4.3761	57.1068
74	47.0886	3.8890	47.0886	121.2525	6.1615	121.2525	57.0095	4.3251	57.0095
75	46.0239	3.8748	46.0239	55.9490	4.4695	55.9490	51.2126	4.1676	51.2126
76	49.0520	3.9674	49.0520	89.5658	5.8769	89.5658	58.0114	4.5000	58.0114
77	46.2210	3.8508	46.2210	64.3330	4.5044	64.3330	52.3883	4.1765	52.3883
78	46.8081	3.8684	46.8081	113.9569	6.2399	113.9569	61.1717	4.5432	61.1717
79	46.6986	3.8873	46.6986	107.1072	6.2601	107.1072	71.3152	4.8466	71.3152
80	48.2378	3.9158	48.2378	112.7541	6.0472	112.7541	57.5911	4.3350	57.5911
81	50.2972	3.9917	50.2972	101.1161	5.5868	101.1161	63.9527	4.5968	63.9527
82	46.8019	3.8814	46.8019	66.6814	4.4516	66.6814	52.8451	4.1883	52.8451
83	46.3690	3.9161	46.3690	71.0042	5.0408	71.0042	55.4930	4.3606	55.4930
84	51.7031	4.0383	51.7031	140.2024	7.2393	140.2024	64.8693	4.6846	64.8693
85	46.4294	3.8971	46.4294	257.5913	8.9729	257.5913	74.6372	4.7064	74.6372
86	47.5461	3.9284	47.5461	91.4561	5.3196	91.4561	58.1384	4.4622	58.1384
87	46.8637	3.8861	46.8637	96.4483	5.9665	96.4483	59.1290	4.4417	59.1290
88	46.4590	3.8753	46.4590	65.0678	4.7134	65.0678	54.9672	4.2871	54.9672
89	46.5812	3.9257	46.5812	65.4615	4.8457	65.4615	54.7696	4.3485	54.7696
90	46.0398	3.8700	46.0398	64.4730	4.8815	64.4730	54.0033	4.2923	54.0033
91	45.8824	3.8522	45.8824	83.0142	5.1643	83.0142	56.0686	4.2971	56.0686
92	47.6107	3.9246	47.6107	64.7984	4.6699	64.7984	54.9939	4.3361	54.9939
93	45.8602	3.8665	45.8602	57.2093	4.7356	57.2093	52.0958	4.2285	52.0958
94	46.8186	3.8916	46.8186	68.9803	4.6827	68.9803	55.8269	4.3040	55.8269
95	48.6093	3.9643	48.6093	66.3590	5.1294	66.3590	56.2514	4.3445	56.2514
96	45.9883	3.8689	45.9883	60.7671	4.6974	60.7671	54.7365	4.2600	54.7365
97	46.3826	3.8592	46.3826	92.5922	5.6072	92.5922	58.0453	4.4601	58.0453
98	48.5178	3.9206	48.5178	91.2339	5.3350	91.2339	59.7855	4.3717	59.7855
99	46.1783	3.8649	46.1783	55.6741	4.2989	55.6741	51.9987	4.1443	51.9987
100	45.7784	3.8310	45.7784	63.5891	4.8271	63.5891	55.3230	4.3060	55.3230
