round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
1	146.4475	8.2249	146.4475	185.8448	9.1266	185.8448	142.9158	8.2399	142.9158
2	97.1769	6.9794	97.1769	118.2844	7.8314	118.2844	107.1031	7.3199	107.1031
3	91.2908	6.6604	91.2908	110.2487	7.2442	110.2487	100.9974	7.0394	100.9974
4	84.7159	6.4985	84.7159	133.5734	8.2463	133.5734	97.0145	6.9265	97.0145
5	85.6791	6.4330	85.6791	119.8299	7.4101	119.8299	93.1528	6.6667	93.1528
6	77.5284	6.1061	77.5284	283.1561	10.7841	283.1561	105.8881	6.8457	105.8881
7	68.9688	5.5997	68.9688	84.6536	6.1744	84.6536	77.4091	5.9245	77.4091
8	58.1093	4.6186	58.1093	89.3221	5.9205	89.3221	68.7465	5.0281	68.7465
9	53.2748	4.2490	53.2748	115.0141	6.5798	115.0141	68.6765	4.8907	68.6765
10	53.1527	4.3168	53.1527	176.9822	8.4158	176.9822	75.4547	5.0804	75.4547
11	52.1358	4.2290	52.1358	177.2014	8.7504	177.2014	71.6741	5.0115	71.6741
12	53.1237	4.2626	53.1237	114.2594	6.4235	114.2594	71.2285	4.8928	71.2285
13	51.9945	4.2252	51.9945	222.2572	10.2418	222.2572	78.5329	5.2229	78.5329
14	51.4355	4.3067	51.4355	101.8768	6.6959	101.8768	68.1122	4.9280	68.1122
15	53.0715	4.2039	53.0715	73.9104	4.7361	73.9104	58.9758	4.4500	58.9758
16	50.0940	4.1446	50.0940	128.8504	6.9085	128.8504	63.9008	4.6509	63.9008
17	51.9336	4.1856	51.9336	85.4664	5.5621	85.4664	60.2858	4.5806	60.2858
18	49.5030	4.0932	49.5030	228.1845	9.8469	228.1845	74.5213	4.9909	74.5213
19	50.9565	4.1561	50.9565	133.1959	6.3553	133.1959	64.7822	4.6893	64.7822
20	53.2609	4.1785	53.2609	119.5061	6.7494	119.5061	65.2270	4.6874	65.2270
21	49.8306	4.0725	49.8306	98.5360	5.5200	98.5360	62.2994	4.6397	62.2994
22	51.0056	4.0928	51.0056	89.5617	5.3845	89.5617	59.8729	4.4510	59.8729
23	48.8598	4.0290	48.8598	70.3630	5.4039	70.3630	54.0662	4.3382	54.0662
24	48.6760	4.0270	48.6760	91.0560	6.0471	91.0560	61.2138	4.5575	61.2138
25	49.9670	4.1196	49.9670	211.4736	8.7373	211.4736	72.0868	4.8491	72.0868
26	49.4987	4.0941	49.4987	60.9352	4.7098	60.9352	53.6036	4.3052	53.6036
27	49.6195	4.0301	49.6195	92.5138	6.0843	92.5138	62.6861	4.6176	62.6861
28	50.5938	4.1815	50.5938	147.7832	8.0858	147.7832	76.5922	5.1429	76.5922
29	48.0470	3.9784	48.0470	56.7824	4.3651	56.7824	53.3303	4.2410	53.3303
30	48.4530	4.0250	48.4530	85.5283	5.8479	85.5283	57.2499	4.4974	57.2499
31	47.8630	4.0236	47.8630	118.2420	7.3650	118.2420	63.5590	4.7285	63.5590
32	48.7387	4.0011	48.7387	94.7368	5.1850	94.7368	58.3314	4.3577	58.3314
33	47.9810	3.9773	47.9810	70.0725	5.3278	70.0725	54.7212	4.3775	54.7212
34	48.4680	4.0089	48.4680	91.7953	6.2862	91.7953	58.8742	4.4920	58.8742
35	50.9903	4.0529	50.9903	122.8301	6.0747	122.8301	62.5839	4.5162	62.5839
36	54.5942	4.1458	54.5942	129.4594	7.6562	129.4594	80.3274	5.1736	80.3274
37	47.9260	3.9699	47.9260	140.9840	7.1752	140.9840	82.0051	5.1970	82.0051
38	47.6976	3.9501	47.6976	74.2319	5.1455	74.2319	56.8164	4.3951	56.8164
39	47.1324	3.9163	47.1324	63.0333	4.5049	63.0333	52.5580	4.2239	52.5580
40	47.7919	3.9626	47.7919	230.7261	8.6620	230.7261	78.2882	4.9563	78.2882
41	47.2056	3.9470	47.2056	117.0290	7.1578	117.0290	65.2726	4.7025	65.2726
42	47.1374	3.9348	47.1374	96.1536	5.8183	96.1536	59.3219	4.4524	59.3219
43	49.6204	4.0134	49.6204	75.1729	4.9509	75.1729	56.2182	4.2887	56.2182
44	47.1647	3.9215	47.1647	72.3369	5.3070	72.3369	56.8616	4.4331	56.8616
45	47.0268	3.8929	47.0268	66.6268	4.6439	66.6268	54.4056	4.2923	54.4056
46	47.0473	3.9192	47.0473	63.9053	5.2638	63.9053	54.1169	4.3255	54.1169
47	47.0998	3.9655	47.0998	170.0178	8.6505	170.0178	68.2316	4.8229	68.2316
48	48.0218	3.9428	48.0218	86.6912	6.0581	86.6912	58.9787	4.4621	58.9787
49	49.6893	3.9864	49.6893	111.5814	5.8664	111.5814	60.2402	4.4791	60.2402
50	51.4154	4.0561	51.4154	96.5321	5.4730	96.5321	59.9586	4.4440	59.9586
51	49.5793	3.9836	49.5793	79.9183	5.2514	79.9183	59.6053	4.4661	59.6053
52	47.1901	3.9096	47.1901	71.1802	5.2873	71.1802	54.9063	4.3950	54.9063
53	51.3671	4.0860	51.3671	192.9610	7.9291	192.9610	68.5721	4.6642	68.5721
54	47.1543	3.8833	47.1543	76.0842	5.0577	76.0842	55.9999	4.3045	55.9999
55	49.6568	4.0170	49.6568	111.5732	5.7378	111.5732	64.6791	4.6273	64.6791
56	48.7384	3.9435	48.7384	81.6137	5.2302	81.6137	59.6520	4.5130	59.6520
57	48.5364	3.9190	48.5364	63.5911	4.5524	63.5911	53.0808	4.1873	53.0808
58	46.9151	3.8787	46.9151	68.1539	4.7168	68.1539	54.5352	4.2725	54.5352
59	46.6317	3.9220	46.6317	114.0546	7.2356	114.0546	64.2715	4.7509	64.2715
60	48.4548	3.9359	48.4548	62.3966	4.4112	62.3966	53.5036	4.1999	53.5036
61	46.8484	3.9064	46.8484	63.6340	4.7512	63.6340	55.1466	4.3646	55.1466
62	47.3254	3.9080	47.3254	69.4664	4.8575	69.4664	55.1427	4.3333	55.1427
63	46.6638	3.8863	46.6638	111.8509	6.1078	111.8509	62.9089	4.5967	62.9089
