Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-3,4,32,0.170116,8.449385,1.1999998854166667,3524577
1-5,4,30,0.2886,5.223398,1.20000065625,1346268
1-4,4,35,0.2717,22.561197,1.2250006666666666,14930351
1-1,4,34,0.000312,20.677733,1.2031522395833334,9227464
1-2,4,34,0.048318,20.598976,1.2000014895833335,9227464
2-4,4,34,0.121458,8.635621,1.2249947604166669,9227464
2-5,4,28,0.43692,1.886685,1.200000125,514228
2-3,4,27,0.085832,1.15924,1.20416603125,317810
2-1,4,31,0.000208,4.972257,1.1999992812500002,2178308
2-2,4,32,0.024872,7.351581,1.2385441041666665,3524577
3-3,4,35,0.121627,6.499633,1.2833370729166667,14930351
3-2,4,28,0.045452,1.625943,1.22916859375,514228
3-1,4,29,0.000173,1.906166,1.2000006250000002,832039
3-5,4,29,0.194424,1.868871,1.199999739583333,832039
3-4,4,30,0.14842,3.09127,1.2031296250000003,1346268
4-2,4,25,0.023595,0.061105,1.2797489166666667,121392
4-1,4,25,0.000305,0.057937,1.29479259375,121392
4-3,4,35,0.063547,8.933448,1.2833491770833332,14930351
4-4,4,30,0.121245,2.89925,1.2583449479166666,1346268
4-5,4,32,0.157049,6.075156,1.2364564687500001,3524577
5-5,4,25,0.48267,0.335254,1.2291715833333332,121392
5-3,4,27,0.075449,0.689641,1.2291660104166664,317810
5-4,4,28,0.15687,1.189098,1.22916675,514228
5-2,4,31,0.041967,3.617435,1.26354090625,2178308
5-1,4,31,0.000282,3.557936,1.2635401354166669,2178308
6-5,4,34,0.28821,5.719531,1.25729246875,9227464
6-2,4,27,0.036457,0.562599,1.2291665104166667,317810
6-1,4,25,0.000267,0.035972,1.4006739166666666,121392
6-3,4,31,0.051994,4.133094,1.2716093645833333,2178308
6-4,4,30,0.082543,2.760708,1.2291667604166667,1346268
7-1,4,26,0.000236,0.204716,1.3416712708333334,196417
7-3,4,29,0.07835,1.960513,1.2406347604166665,832039
7-2,4,32,0.027411,7.649085,1.2291791354166663,3524577
7-5,4,35,0.257604,17.888287,1.3354165729166667,14930351
7-4,4,34,0.154662,16.61613,1.2996875416666667,9227464
8-1,4,27,0.00031,0.157324,1.34791825,317810
8-5,4,32,0.422154,10.324833,1.2802089687500002,3524577
8-4,4,35,0.370713,23.371261,1.2947901354166667,14930351
