Task ID,Task Number,Start Time (s),End Time (s),Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs),Concurrent Task Count
1-3,10,0.5079,8.619,8.1111,1.3898,26.1889,73.98
1-5,10,0.9127,9.0589,8.1462,1.4359,26.1889,73.98
1-6,10,1.0537,9.0623,8.0086,1.3867,11.7294,106.86
1-1,10,0.1976,9.8266,9.629,1.3509,60.5415,123.3
1-2,10,0.3161,11.3341,11.018,1.3181,57.8413,106.86
1-7,10,1.2112,12.4935,11.2823,1.4013,61.4555,106.86
1-4,10,0.7895,12.5098,11.7203,1.4292,57.8413,106.86
1-8,10,1.2871,12.5024,11.2153,1.4002,57.8413,106.86
1-10,10,1.6258,12.5163,10.8905,1.4427,35.3044,312.36
1-11,10,1.7143,12.8206,11.1063,1.4932,62.6262,131.52
1-9,10,1.4469,12.8625,11.4155,1.5062,35.3044,312.36
2-5,10,0.5363,7.1062,6.5698,1.4031,16.2015,41.1
2-6,10,0.7107,7.5313,6.8206,1.52,16.2015,41.1
2-1,10,0.1643,7.6665,7.5023,1.4082,11.7294,106.86
2-3,10,0.2993,7.7328,7.4335,1.4194,11.7294,106.86
2-2,10,0.2789,8.0787,7.7998,1.4852,26.1889,73.98
2-8,10,0.8436,8.829,7.9854,1.3857,26.1889,73.98
2-4,10,0.4059,9.0735,8.6677,1.5458,61.4555,106.86
2-11,10,1.5345,9.7868,8.2523,1.3967,60.5415,123.3
2-9,10,1.2057,10.307,9.1013,1.5443,60.5415,123.3
2-10,10,1.4175,10.3146,8.897,1.598,35.3044,312.36
2-7,10,0.8592,10.4901,9.6309,1.6319,35.3044,312.36
3-2,10,0.1461,6.7916,6.6456,1.5921,11.7294,106.86
3-6,10,0.6221,7.1826,6.5605,1.4489,16.2015,41.1
3-1,10,0.0195,7.9445,7.925,1.4992,26.1889,73.98
3-7,10,0.9226,10.7219,9.7993,1.5963,61.4555,106.86
3-3,10,0.2431,10.7512,10.5081,1.5097,57.8413,106.86
3-4,10,0.4225,11.0619,10.6395,1.5969,61.4555,106.86
3-5,10,0.5917,11.1218,10.5301,1.5422,35.3044,312.36
3-10,10,1.1736,11.2427,10.0692,1.5515,35.3044,312.36
3-11,10,1.5267,11.4409,9.9142,1.582,61.4555,106.86
3-9,10,1.0812,11.457,10.3758,1.5243,60.5415,123.3
3-8,10,1.0806,11.5857,10.5051,1.4824,35.3044,312.36
4-1,10,0.1425,3.3198,3.1772,1.7006,11.7294,106.86
4-2,10,0.2608,5.1665,4.9057,1.5064,6.8019,82.2
4-8,10,0.9211,5.6885,4.7674,1.5934,6.8019,82.2
4-11,10,1.2204,6.134,4.9136,1.5108,16.2015,41.1
4-10,10,1.0993,6.3951,5.2958,1.4616,11.7294,106.86
4-3,10,0.4504,6.6155,6.1651,1.5139,11.7294,106.86
4-6,10,0.8705,8.7493,7.8788,1.502,57.8413,106.86
4-4,10,0.6028,8.956,8.3532,1.5238,57.8413,106.86
4-5,10,0.7256,9.2305,8.505,1.4716,60.5415,123.3
4-9,10,1.0564,9.2469,8.1905,1.4785,57.8413,106.86
4-7,10,0.8994,9.405,8.5056,1.4563,35.3044,312.36
5-1,10,0.0484,3.1728,3.1243,1.9105,6.8019,82.2
5-8,10,1.1365,6.7717,5.6352,1.489,6.8019,82.2
5-2,10,0.1712,7.7885,7.6173,1.3538,26.1889,73.98
5-5,10,0.5986,8.2512,7.6526,1.4552,11.7294,106.86
5-9,10,1.2981,11.3871,10.089,1.3823,60.5415,123.3
5-7,10,0.9732,11.7475,10.7742,1.5051,35.3044,312.36
5-3,10,0.3501,11.7562,11.4061,1.5062,57.8413,106.86
5-11,10,1.8384,11.8931,10.0547,1.4825,61.4555,106.86
5-4,10,0.467,12.2763,11.8092,1.4737,60.5415,123.3
