Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,2,0.7886,1.771,6.8019,82.2
Existing-2,2,0.9376,1.697,16.2015,41.1
WithNew-1,2,1.4462,1.5405,6.8019,82.2
WithNew-2,2,1.7312,1.4564,16.2015,41.1
WithNew-3,2,3.0554,1.6081,61.4555,106.86
Existing-1,2,2.7927,1.6045,57.8413,106.86
Existing-2,2,2.8012,1.5615,61.4555,106.86
WithNew-3,2,1.3799,1.5004,6.8019,82.2
WithNew-1,2,3.0561,1.5022,57.8413,106.86
WithNew-2,2,3.1679,1.6196,61.4555,106.86
Existing-2,2,1.3936,1.7983,16.2015,41.1
Existing-1,2,2.5646,1.638,57.8413,106.86
WithNew-2,2,1.8459,1.6027,16.2015,41.1
WithNew-3,2,2.971,1.6128,35.3044,312.36
WithNew-1,2,3.0662,1.4712,57.8413,106.86
Existing-2,2,0.9664,1.8311,6.8019,82.2
Existing-1,2,2.3844,1.7826,61.4555,106.86
WithNew-2,2,1.6859,1.7031,6.8019,82.2
WithNew-3,2,1.9449,1.5937,16.2015,41.1
WithNew-1,2,3.3371,1.4751,61.4555,106.86
Existing-2,2,0.8398,2.0008,6.8019,82.2
Existing-1,2,1.5207,1.8059,26.1889,73.98
WithNew-2,2,1.6137,1.9652,6.8019,82.2
WithNew-3,2,1.8443,1.6935,26.1889,73.98
WithNew-1,2,2.1402,1.6247,26.1889,73.98
Existing-2,2,0.7922,1.8593,6.8019,82.2
Existing-1,2,0.8751,1.8418,11.7294,106.86
WithNew-3,2,0.9974,1.5824,6.8019,82.2
WithNew-2,2,0.9982,1.5812,6.8019,82.2
WithNew-1,2,1.2677,1.5527,11.7294,106.86
Existing-2,2,3.0227,1.7037,61.4555,106.86
Existing-1,2,3.0355,1.6877,60.5415,123.3
WithNew-3,2,1.9761,1.7001,16.2015,41.1
WithNew-1,2,3.3149,1.5217,60.5415,123.3
WithNew-2,2,3.3366,1.5729,61.4555,106.86
Existing-1,2,0.7853,1.9022,6.8019,82.2
