Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,2,2.8279,1.5159,60.5415,123.3
Existing-2,2,2.8326,1.5158,61.4555,106.86
WithNew-3,2,3.191,1.5448,35.3044,312.36
WithNew-2,2,3.3156,1.4969,61.4555,106.86
WithNew-1,2,3.4834,1.4865,60.5415,123.3
Existing-2,2,0.9304,1.9381,16.2015,41.1
Existing-1,2,1.0188,1.8089,11.7294,106.86
WithNew-2,2,1.384,1.6641,16.2015,41.1
WithNew-1,2,1.4175,1.6651,11.7294,106.86
WithNew-3,2,1.5525,1.786,16.2015,41.1
Existing-2,2,1.2654,1.8476,16.2015,41.1
Existing-1,2,2.4457,1.8908,60.5415,123.3
WithNew-2,2,1.6963,1.7509,16.2015,41.1
WithNew-3,2,1.8107,1.719,11.7294,106.86
WithNew-1,2,2.9308,1.6389,60.5415,123.3
Existing-1,2,0.927,1.9351,6.8019,82.2
Existing-2,2,2.2689,1.7616,61.4555,106.86
WithNew-1,2,1.4494,1.8238,6.8019,82.2
WithNew-3,2,3.2987,1.6499,60.5415,123.3
WithNew-2,2,3.3095,1.6592,61.4555,106.86
Existing-1,2,1.0103,1.8157,6.8019,82.2
Existing-2,2,2.3553,1.6647,57.8413,106.86
WithNew-1,2,1.1093,1.8542,6.8019,82.2
WithNew-2,2,3.3027,1.6792,57.8413,106.86
WithNew-3,2,3.3041,1.6791,60.5415,123.3
Existing-1,2,1.5859,1.8169,26.1889,73.98
Existing-2,2,2.6354,1.7617,61.4555,106.86
WithNew-1,2,2.4502,1.8054,26.1889,73.98
WithNew-2,2,3.8196,1.7151,61.4555,106.86
WithNew-3,2,3.8237,1.757,61.4555,106.86
Existing-2,2,2.0835,1.7135,35.3044,312.36
Existing-1,2,2.3149,1.6063,60.5415,123.3
WithNew-3,2,1.79,1.6176,11.7294,106.86
WithNew-1,2,3.0142,1.7168,60.5415,123.3
WithNew-2,2,3.103,1.62,35.3044,312.36
Existing-1,2,0.9726,1.8165,16.2015,41.1
Existing-2,2,1.0661,1.8281,11.7294,106.86
WithNew-1,2,1.7981,1.7136,16.2015,41.1
WithNew-2,2,1.8932,1.7266,11.7294,106.86
WithNew-3,2,2.2094,1.6225,26.1889,73.98
Existing-1,2,3.0135,1.6374,60.5415,123.3
Existing-2,2,3.0236,1.7048,57.8413,106.86
WithNew-2,2,4.3934,1.7105,57.8413,106.86
WithNew-1,2,4.4026,1.6818,60.5415,123.3
WithNew-3,2,4.5389,1.6189,60.5415,123.3
Existing-2,2,0.8252,2.0154,6.8019,82.2
Existing-1,2,0.9082,2.089,16.2015,41.1
WithNew-2,2,1.5429,1.6979,6.8019,82.2
WithNew-1,2,1.6946,1.5604,16.2015,41.1
WithNew-3,2,2.2612,1.6849,26.1889,73.98
Existing-1,2,1.2241,1.8363,11.7294,106.86
Existing-2,2,2.4142,1.7386,60.5415,123.3
WithNew-3,2,1.1952,1.5705,6.8019,82.2
WithNew-1,2,1.4182,1.6458,11.7294,106.86
WithNew-2,2,3.0421,1.5594,60.5415,123.3
Existing-1,2,1.1058,1.8166,11.7294,106.86
Existing-2,2,2.6967,1.7658,61.4555,106.86
