Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,2,1.7832,1.7067,26.1889,73.98
Existing-2,2,2.7562,1.7256,60.5415,123.3
WithNew-3,2,1.7704,1.812,16.2015,41.1
WithNew-1,2,2.2851,1.6735,26.1889,73.98
WithNew-2,2,3.3814,1.8148,60.5415,123.3
Existing-1,2,0.6945,2.1508,6.8019,82.2
Existing-2,2,2.5422,1.7369,62.6262,131.52
WithNew-1,2,1.3032,1.6237,6.8019,82.2
WithNew-3,2,1.8778,1.6242,16.2015,41.1
WithNew-2,2,2.9823,1.5794,62.6262,131.52
Existing-1,2,1.0821,1.7446,16.2015,41.1
Existing-2,2,1.1618,1.8053,11.7294,106.86
WithNew-2,2,1.614,1.6326,11.7294,106.86
WithNew-3,2,1.9306,1.5558,26.1889,73.98
WithNew-1,2,1.9507,1.6045,16.2015,41.1
Existing-1,2,2.6864,1.7613,57.8413,106.86
Existing-2,2,3.3161,1.6148,61.4555,106.86
WithNew-3,2,2.4273,1.7186,26.1889,73.98
WithNew-2,2,3.4641,1.6783,61.4555,106.86
WithNew-1,2,3.4687,1.6792,57.8413,106.86
Existing-2,2,0.8971,2.0144,11.7294,106.86
Existing-1,2,1.3397,1.742,26.1889,73.98
WithNew-2,2,1.2045,1.6794,11.7294,106.86
WithNew-1,2,1.7184,1.5384,26.1889,73.98
WithNew-3,2,2.8352,1.5125,60.5415,123.3
Existing-2,2,0.8443,1.794,11.7294,106.86
Existing-1,2,1.5718,1.7146,35.3044,312.36
WithNew-2,2,1.3795,1.8424,11.7294,106.86
WithNew-3,2,1.8157,1.8685,26.1889,73.98
WithNew-1,2,2.3005,1.5792,35.3044,312.36
Existing-2,2,2.6718,1.7622,61.4555,106.86
Existing-1,2,3.1597,1.7459,57.8413,106.86
WithNew-2,2,4.2561,1.5541,61.4555,106.86
WithNew-1,2,4.2657,1.547,57.8413,106.86
WithNew-3,2,4.2765,1.5334,61.4555,106.86
Existing-1,2,1.2196,1.8953,16.2015,41.1
Existing-2,2,2.4317,1.645,62.6262,131.52
