Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
WithNew-1,2,3.4965,1.4374,60.5415,123.3
Existing-1,2,1.4387,1.6592,26.1889,73.98
Existing-2,2,2.426,1.5678,57.8413,106.86
WithNew-1,2,2.6877,1.6392,26.1889,73.98
WithNew-3,2,3.6244,1.6325,57.8413,106.86
WithNew-2,2,3.741,1.6219,57.8413,106.86
Existing-1,2,1.346,1.6652,16.2015,41.1
Existing-2,2,2.5263,1.5535,60.5415,123.3
WithNew-1,2,1.9555,1.6708,16.2015,41.1
WithNew-3,2,1.9552,1.6708,16.2015,41.1
WithNew-2,2,3.0679,1.5595,60.5415,123.3
Existing-1,2,1.0171,1.7946,11.7294,106.86
Existing-2,2,1.2765,1.6668,26.1889,73.98
WithNew-3,2,1.5467,1.6212,6.8019,82.2
WithNew-1,2,1.6688,1.6456,11.7294,106.86
WithNew-2,2,1.9267,1.5406,26.1889,73.98
Existing-1,2,1.6293,1.6501,26.1889,73.98
Existing-2,2,2.8683,1.5282,61.4555,106.86
WithNew-1,2,2.2793,1.4261,26.1889,73.98
WithNew-3,2,2.3085,1.3917,11.7294,106.86
WithNew-2,2,3.5038,1.4553,61.4555,106.86
Existing-1,2,1.5433,1.7282,26.1889,73.98
Existing-2,2,2.8959,1.6563,60.5415,123.3
WithNew-3,2,2.3804,1.5508,26.1889,73.98
WithNew-1,2,2.6313,1.5487,26.1889,73.98
WithNew-2,2,3.725,1.4513,60.5415,123.3
Existing-2,2,0.8006,1.6657,6.8019,82.2
Existing-1,2,1.0329,1.5969,16.2015,41.1
WithNew-2,2,1.5248,1.6412,6.8019,82.2
WithNew-1,2,1.6422,1.5773,16.2015,41.1
WithNew-3,2,1.8658,1.5657,16.2015,41.1
Existing-2,2,3.1974,1.5828,62.6262,131.52
Existing-1,2,3.2101,1.6038,61.4555,106.86
WithNew-2,2,4.662,1.3709,62.6262,131.52
WithNew-3,2,4.6814,1.3656,61.4555,106.86
WithNew-1,2,4.6757,1.3656,61.4555,106.86
Existing-2,2,2.7398,1.5104,57.8413,106.86
Existing-1,2,2.8825,1.5364,62.6262,131.52
WithNew-3,2,1.571,1.4208,16.2015,41.1
WithNew-2,2,3.1501,1.4053,57.8413,106.86
WithNew-1,2,3.5003,1.4396,62.6262,131.52
Existing-2,2,1.0057,1.7698,6.8019,82.2
Existing-1,2,2.3526,1.5063,57.8413,106.86
WithNew-2,2,1.9019,1.4532,6.8019,82.2
WithNew-1,2,3.9893,1.3798,57.8413,106.86
WithNew-3,2,3.9988,1.3793,57.8413,106.86
Existing-2,2,1.6616,1.6385,26.1889,73.98
Existing-1,2,2.4368,1.5199,61.4555,106.86
WithNew-2,2,2.6061,1.4829,26.1889,73.98
WithNew-1,2,4.011,1.4177,61.4555,106.86
WithNew-3,2,4.3681,1.4468,62.6262,131.52
Existing-2,2,1.1177,1.7101,11.7294,106.86
Existing-1,2,2.3518,1.6095,57.8413,106.86
WithNew-2,2,2.0729,1.5016,11.7294,106.86
WithNew-3,2,2.3017,1.4505,26.1889,73.98
WithNew-1,2,3.0908,1.4449,57.8413,106.86
Existing-1,2,1.3863,1.8062,11.7294,106.86
Existing-2,2,2.5009,1.551,62.6262,131.52
WithNew-1,2,1.7604,1.4815,11.7294,106.86
WithNew-3,2,2.7497,1.3969,35.3044,312.36
WithNew-2,2,2.8253,1.4185,62.6262,131.52
Existing-2,2,1.0012,1.7955,6.8019,82.2
Existing-1,2,2.4204,1.5594,60.5415,123.3
WithNew-2,2,1.7395,1.4136,6.8019,82.2
WithNew-3,2,1.7466,1.4166,6.8019,82.2
WithNew-1,2,3.1991,1.3803,60.5415,123.3
Existing-2,2,0.9311,1.8286,6.8019,82.2
Existing-1,2,1.3596,1.7459,26.1889,73.98
WithNew-2,2,2.0514,1.6586,6.8019,82.2
WithNew-1,2,2.3758,1.5031,26.1889,73.98
WithNew-3,2,2.5128,1.5009,26.1889,73.98
Existing-1,2,3.0744,1.5833,62.6262,131.52
Existing-2,2,3.4548,1.6602,61.4555,106.86
WithNew-3,2,4.2878,1.5178,62.6262,131.52
WithNew-1,2,4.2931,1.5111,62.6262,131.52
WithNew-2,2,4.2985,1.5055,61.4555,106.86
Existing-2,2,2.9273,1.5302,57.8413,106.86
Existing-1,2,3.2599,1.5573,62.6262,131.52
WithNew-1,2,4.0806,1.6094,62.6262,131.52
WithNew-2,2,4.0981,1.5668,57.8413,106.86
WithNew-3,2,4.1979,1.703,61.4555,106.86
Existing-2,2,0.6775,1.7511,6.8019,82.2
Existing-1,2,2.3362,1.5646,60.5415,123.3
WithNew-2,2,1.7451,1.6176,6.8019,82.2
WithNew-3,2,2.1379,1.5486,26.1889,73.98
WithNew-1,2,3.3341,1.4469,60.5415,123.3
Existing-1,2,1.3616,1.8823,16.2015,41.1
Existing-2,2,1.5223,1.7541,26.1889,73.98
WithNew-1,2,1.438,1.5929,16.2015,41.1
WithNew-2,2,1.7017,1.5491,26.1889,73.98
WithNew-3,2,2.3802,1.5762,35.3044,312.36
Existing-1,2,0.6983,1.9088,6.8019,82.2
Existing-2,2,0.9455,1.8433,11.7294,106.86
WithNew-3,2,1.5313,1.6323,6.8019,82.2
WithNew-1,2,1.5454,1.6829,6.8019,82.2
WithNew-2,2,1.6825,1.7165,11.7294,106.86
Existing-2,2,2.8523,1.5365,57.8413,106.86
Existing-1,2,3.1402,1.5157,62.6262,131.52
WithNew-3,2,3.2271,1.4062,60.5415,123.3
WithNew-1,2,4.3358,1.4438,62.6262,131.52
WithNew-2,2,4.3498,1.4536,57.8413,106.86
Existing-1,2,0.6905,1.901,6.8019,82.2
Existing-2,2,2.4576,1.5984,61.4555,106.86
WithNew-1,2,1.8215,1.6489,6.8019,82.2
WithNew-2,2,3.1529,1.4593,61.4555,106.86
WithNew-3,2,3.478,1.554,35.3044,312.36
Existing-1,2,1.2488,1.8291,11.7294,106.86
Existing-2,2,2.3499,1.5979,62.6262,131.52
WithNew-3,2,1.4463,1.6343,6.8019,82.2
WithNew-1,2,1.5562,1.6987,11.7294,106.86
WithNew-2,2,2.9742,1.514,62.6262,131.52
Existing-2,2,1.1287,1.6136,11.7294,106.86
Existing-1,2,2.6057,1.4647,60.5415,123.3
WithNew-2,2,2.0261,1.6692,11.7294,106.86
WithNew-1,2,3.4509,1.4417,60.5415,123.3
WithNew-3,2,3.7354,1.4264,61.4555,106.86
Existing-2,2,2.0821,1.6792,35.3044,312.36
Existing-1,2,2.3353,1.6184,60.5415,123.3
WithNew-3,2,2.9402,1.4562,35.3044,312.36
WithNew-1,2,3.0671,1.423,60.5415,123.3
WithNew-2,2,3.0995,1.4718,35.3044,312.36
Existing-2,2,1.5666,1.6856,26.1889,73.98
Existing-1,2,2.6443,1.5823,60.5415,123.3
WithNew-2,2,2.8469,1.4949,26.1889,73.98
WithNew-1,2,4.4254,1.4022,60.5415,123.3
WithNew-3,2,4.4348,1.4026,61.4555,106.86
Existing-2,2,2.9698,1.5126,60.5415,123.3
Existing-1,2,2.9716,1.5126,61.4555,106.86
WithNew-3,2,3.7665,1.4245,57.8413,106.86
WithNew-1,2,3.8924,1.4313,61.4555,106.86
WithNew-2,2,4.0635,1.4166,60.5415,123.3
Existing-1,2,0.8043,1.8492,6.8019,82.2
Existing-2,2,0.9782,1.6916,11.7294,106.86
WithNew-1,2,1.2314,1.649,6.8019,82.2
WithNew-3,2,1.3897,1.6333,11.7294,106.86
WithNew-2,2,1.455,1.5692,11.7294,106.86
Existing-2,2,1.7117,1.7272,26.1889,73.98
Existing-1,2,2.571,1.6094,57.8413,106.86
WithNew-2,2,2.0988,1.5151,26.1889,73.98
WithNew-1,2,3.0375,1.4334,57.8413,106.86
WithNew-3,2,3.073,1.4375,35.3044,312.36
Existing-2,2,2.3716,1.5749,60.5415,123.3
Existing-1,2,2.4873,1.6002,35.3044,312.36
WithNew-3,2,3.2988,1.3632,62.6262,131.52
WithNew-1,2,3.662,1.4267,35.3044,312.36
WithNew-2,2,3.7969,1.3788,60.5415,123.3
Existing-1,2,1.2649,1.7506,11.7294,106.86
Existing-2,2,2.2741,1.5064,61.4555,106.86
WithNew-1,2,1.9292,1.6073,11.7294,106.86
WithNew-3,2,3.2646,1.4938,57.8413,106.86
WithNew-2,2,3.6838,1.4928,61.4555,106.86
Existing-1,2,1.4632,1.7304,26.1889,73.98
Existing-2,2,1.7941,1.6748,35.3044,312.36
WithNew-1,2,2.4754,1.2682,26.1889,73.98
WithNew-3,2,3.5572,1.3052,61.4555,106.86
WithNew-2,2,3.6022,1.3166,35.3044,312.36
Existing-2,2,0.7222,1.9345,6.8019,82.2
Existing-1,2,2.4976,1.5563,60.5415,123.3
WithNew-2,2,1.5435,1.7907,6.8019,82.2
WithNew-3,2,1.9998,1.6929,11.7294,106.86
WithNew-1,2,3.0355,1.5139,60.5415,123.3
Existing-2,2,2.8264,1.6688,57.8413,106.86
Existing-1,2,3.1076,1.6359,62.6262,131.52
WithNew-3,2,1.9791,1.4427,26.1889,73.98
WithNew-2,2,3.5033,1.4225,57.8413,106.86
WithNew-1,2,3.8347,1.45,62.6262,131.52
Existing-2,2,1.3321,1.7396,16.2015,41.1
Existing-1,2,2.7431,1.5683,62.6262,131.52
WithNew-3,2,1.1034,1.5518,11.7294,106.86
WithNew-2,2,1.5847,1.4625,16.2015,41.1
WithNew-1,2,2.9669,1.4667,62.6262,131.52
