Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-2,2,0.9397,1.8604,16.2015,41.1
Existing-1,2,1.8037,1.6219,35.3044,312.36
WithNew-2,2,1.976,1.5588,16.2015,41.1
WithNew-3,2,1.9842,1.6069,16.2015,41.1
WithNew-1,2,2.6528,1.5448,35.3044,312.36
Existing-1,2,1.3935,1.8108,11.7294,106.86
Existing-2,2,2.5076,1.6429,61.4555,106.86
WithNew-1,2,2.2464,1.4436,11.7294,106.86
WithNew-3,2,3.9154,1.6172,62.6262,131.52
WithNew-2,2,3.926,1.6127,61.4555,106.86
Existing-2,2,0.7858,1.9094,6.8019,82.2
Existing-1,2,0.9103,1.8173,16.2015,41.1
WithNew-2,2,1.4403,1.5864,6.8019,82.2
WithNew-1,2,1.642,1.6287,16.2015,41.1
WithNew-3,2,2.8577,1.6698,61.4555,106.86
Existing-2,2,1.6692,1.8782,26.1889,73.98
Existing-1,2,2.7667,1.65,62.6262,131.52
WithNew-2,2,2.5919,1.5875,26.1889,73.98
WithNew-3,2,3.6974,1.6322,60.5415,123.3
WithNew-1,2,3.8511,1.625,62.6262,131.52
Existing-2,2,0.7461,1.8845,6.8019,82.2
Existing-1,2,2.3115,1.651,61.4555,106.86
WithNew-2,2,1.8912,1.7754,6.8019,82.2
WithNew-1,2,3.4392,1.63,61.4555,106.86
WithNew-3,2,3.7167,1.634,62.6262,131.52
Existing-1,2,1.6106,1.5292,26.1889,73.98
Existing-2,2,2.5204,1.5303,61.4555,106.86
WithNew-1,2,2.2289,1.7472,26.1889,73.98
WithNew-3,2,3.4803,1.7061,57.8413,106.86
WithNew-2,2,3.6604,1.7956,61.4555,106.86
Existing-1,2,0.989,1.7541,11.7294,106.86
Existing-2,2,1.6209,1.7243,35.3044,312.36
WithNew-1,2,1.6812,1.6768,11.7294,106.86
WithNew-2,2,2.709,1.6947,35.3044,312.36
WithNew-3,2,2.9321,1.6589,61.4555,106.86
