Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-2,2,1.4253,1.7364,26.1889,73.98
Existing-1,2,1.8487,1.683,35.3044,312.36
WithNew-2,2,2.3576,1.4292,26.1889,73.98
WithNew-3,2,3.5858,1.449,60.5415,123.3
WithNew-1,2,3.7304,1.4664,35.3044,312.36
Existing-1,2,3.1569,1.5594,62.6262,131.52
Existing-2,2,3.1783,1.6487,57.8413,106.86
WithNew-2,2,4.0837,1.4198,57.8413,106.86
WithNew-3,2,4.5115,1.522,60.5415,123.3
WithNew-1,2,4.7643,1.4479,62.6262,131.52
Existing-1,2,1.5802,1.5991,26.1889,73.98
Existing-2,2,2.5775,1.5187,62.6262,131.52
WithNew-3,2,2.5221,1.4006,26.1889,73.98
WithNew-1,2,2.5205,1.4007,26.1889,73.98
WithNew-2,2,3.6404,1.3137,62.6262,131.52
Existing-1,2,1.0412,1.7793,11.7294,106.86
Existing-2,2,2.223,1.6396,61.4555,106.86
WithNew-1,2,1.751,1.571,11.7294,106.86
WithNew-3,2,2.8795,1.471,61.4555,106.86
WithNew-2,2,3.6055,1.4543,61.4555,106.86
Existing-2,2,0.817,1.8167,11.7294,106.86
Existing-1,2,1.5964,1.5271,35.3044,312.36
WithNew-2,2,1.8998,1.654,11.7294,106.86
WithNew-1,2,2.9972,1.4943,35.3044,312.36
WithNew-3,2,3.1154,1.4853,57.8413,106.86
Existing-2,2,0.7592,1.7431,6.8019,82.2
Existing-1,2,1.4221,1.6053,26.1889,73.98
WithNew-3,2,1.8274,1.4644,16.2015,41.1
WithNew-2,2,1.8576,1.4793,6.8019,82.2
WithNew-1,2,2.1574,1.4792,26.1889,73.98
Existing-1,2,1.0317,1.7503,16.2015,41.1
Existing-2,2,2.6444,1.7898,57.8413,106.86
WithNew-1,2,1.9778,1.6877,16.2015,41.1
WithNew-2,2,3.2649,1.679,57.8413,106.86
WithNew-3,2,3.3563,1.5401,35.3044,312.36
Existing-2,2,0.928,1.8573,11.7294,106.86
Existing-1,2,1.8604,1.7589,35.3044,312.36
WithNew-2,2,1.3973,1.552,11.7294,106.86
WithNew-1,2,2.298,1.5083,35.3044,312.36
WithNew-3,2,2.2964,1.5083,35.3044,312.36
Existing-1,2,2.3849,1.6388,57.8413,106.86
Existing-2,2,2.4756,1.6167,35.3044,312.36
