Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,2,2.5711,1.533,57.8413,106.86
Existing-2,2,2.6788,1.5302,35.3044,312.36
WithNew-3,2,3.4309,1.4428,61.4555,106.86
WithNew-1,2,3.8215,1.4708,57.8413,106.86
WithNew-2,2,4.0917,1.4675,35.3044,312.36
Existing-2,2,0.9145,1.6307,6.8019,82.2
Existing-1,2,1.6871,1.488,35.3044,312.36
WithNew-2,2,1.0972,1.6723,6.8019,82.2
WithNew-3,2,2.1114,1.5841,35.3044,312.36
WithNew-1,2,2.2875,1.575,35.3044,312.36
Existing-1,2,0.726,1.9843,6.8019,82.2
Existing-2,2,2.4055,1.5053,62.6262,131.52
WithNew-3,2,1.3209,1.5979,6.8019,82.2
WithNew-1,2,1.3797,1.5344,6.8019,82.2
WithNew-2,2,2.9057,1.4114,62.6262,131.52
Existing-1,2,2.0964,1.7152,35.3044,312.36
Existing-2,2,2.2922,1.6397,61.4555,106.86
WithNew-3,2,1.8257,1.549,16.2015,41.1
WithNew-1,2,2.9369,1.4168,35.3044,312.36
WithNew-2,2,3.142,1.4222,61.4555,106.86
Existing-2,2,1.0687,1.6231,11.7294,106.86
Existing-1,2,1.4693,1.5116,26.1889,73.98
WithNew-2,2,2.0313,1.5031,11.7294,106.86
WithNew-1,2,2.4476,1.5098,26.1889,73.98
WithNew-3,2,3.3741,1.4626,62.6262,131.52
Existing-1,2,0.9945,1.8052,6.8019,82.2
Existing-2,2,2.6673,1.5063,62.6262,131.52
WithNew-1,2,1.4876,1.5656,6.8019,82.2
WithNew-3,2,3.0026,1.4437,35.3044,312.36
WithNew-2,2,3.199,1.4771,62.6262,131.52
Existing-1,2,1.1735,1.6691,11.7294,106.86
Existing-2,2,2.3762,1.5418,57.8413,106.86
WithNew-1,2,1.9623,1.3852,11.7294,106.86
WithNew-2,2,3.587,1.3896,57.8413,106.86
WithNew-3,2,3.7049,1.4439,61.4555,106.86
Existing-1,2,0.8178,1.9183,6.8019,82.2
Existing-2,2,1.4924,1.5542,35.3044,312.36
WithNew-1,2,1.2801,1.6384,6.8019,82.2
WithNew-3,2,2.9119,1.5229,62.6262,131.52
WithNew-2,2,2.8985,1.5247,35.3044,312.36
Existing-1,2,2.8306,1.5497,57.8413,106.86
Existing-2,2,2.8301,1.5497,60.5415,123.3
WithNew-1,2,3.9658,1.5467,57.8413,106.86
WithNew-3,2,4.3896,1.5942,57.8413,106.86
WithNew-2,2,4.6184,1.6752,60.5415,123.3
Existing-2,2,1.0568,1.6766,11.7294,106.86
Existing-1,2,2.2903,1.4365,57.8413,106.86
WithNew-2,2,1.7363,1.8092,11.7294,106.86
WithNew-3,2,2.0247,1.6574,16.2015,41.1
WithNew-1,2,2.8936,1.6251,57.8413,106.86
Existing-2,2,0.9961,1.6327,11.7294,106.86
Existing-1,2,1.1566,1.5308,16.2015,41.1
WithNew-1,2,1.4615,1.4429,16.2015,41.1
WithNew-2,2,1.5475,1.481,11.7294,106.86
WithNew-3,2,1.8612,1.398,26.1889,73.98
Existing-2,2,0.9779,1.7527,11.7294,106.86
Existing-1,2,2.4197,1.5574,62.6262,131.52
WithNew-2,2,2.0657,1.424,11.7294,106.86
WithNew-1,2,3.8142,1.3417,62.6262,131.52
WithNew-3,2,3.838,1.3304,57.8413,106.86
Existing-2,2,1.6083,1.5592,26.1889,73.98
Existing-1,2,2.5913,1.4854,62.6262,131.52
WithNew-2,2,3.0525,1.4412,26.1889,73.98
WithNew-1,2,4.2317,1.4638,62.6262,131.52
WithNew-3,2,4.2556,1.4879,57.8413,106.86
Existing-2,2,1.2346,1.7021,16.2015,41.1
Existing-1,2,2.3726,1.6396,61.4555,106.86
WithNew-2,2,1.6612,1.5641,16.2015,41.1
WithNew-1,2,4.0581,1.447,61.4555,106.86
WithNew-3,2,4.0682,1.4545,57.8413,106.86
Existing-1,2,2.0596,1.4896,35.3044,312.36
Existing-2,2,2.5237,1.4251,62.6262,131.52
WithNew-3,2,3.7179,1.4334,57.8413,106.86
WithNew-2,2,4.0541,1.4907,62.6262,131.52
WithNew-1,2,4.155,1.4818,35.3044,312.36
Existing-1,2,1.3179,1.7282,16.2015,41.1
Existing-2,2,2.5437,1.6605,60.5415,123.3
WithNew-1,2,1.6258,1.5323,16.2015,41.1
WithNew-3,2,2.8741,1.3614,35.3044,312.36
WithNew-2,2,3.0193,1.3792,60.5415,123.3
Existing-1,2,1.0196,1.7731,6.8019,82.2
Existing-2,2,2.3197,1.5615,61.4555,106.86
WithNew-1,2,1.3363,1.5532,6.8019,82.2
WithNew-3,2,1.6442,1.4561,16.2015,41.1
WithNew-2,2,2.8454,1.4851,61.4555,106.86
Existing-1,2,2.4291,1.6218,35.3044,312.36
Existing-2,2,2.6467,1.5256,61.4555,106.86
WithNew-1,2,3.3721,1.4271,35.3044,312.36
WithNew-2,2,3.6664,1.4071,61.4555,106.86
WithNew-3,2,3.9605,1.4188,62.6262,131.52
Existing-1,2,2.8197,1.5482,57.8413,106.86
Existing-2,2,3.0198,1.551,60.5415,123.3
WithNew-3,2,1.7097,1.5771,16.2015,41.1
WithNew-1,2,3.4249,1.4667,57.8413,106.86
WithNew-2,2,3.437,1.447,60.5415,123.3
Existing-1,2,2.1371,1.5108,35.3044,312.36
Existing-2,2,2.5832,1.5114,60.5415,123.3
WithNew-3,2,1.6321,1.6607,6.8019,82.2
WithNew-1,2,3.0013,1.4327,35.3044,312.36
WithNew-2,2,3.1536,1.4511,60.5415,123.3
Existing-1,2,2.8906,1.5959,62.6262,131.52
Existing-2,2,2.8942,1.5959,61.4555,106.86
WithNew-3,2,2.3154,1.4803,16.2015,41.1
WithNew-2,2,3.6749,1.3844,61.4555,106.86
WithNew-1,2,3.986,1.3928,62.6262,131.52
Existing-2,2,0.9125,1.8492,6.8019,82.2
Existing-1,2,2.2313,1.724,61.4555,106.86
WithNew-2,2,1.6774,1.599,6.8019,82.2
WithNew-3,2,3.3227,1.5621,61.4555,106.86
WithNew-1,2,3.3272,1.5621,61.4555,106.86
Existing-1,2,1.564,1.6449,26.1889,73.98
Existing-2,2,2.7314,1.5833,62.6262,131.52
WithNew-1,2,2.1349,1.6047,26.1889,73.98
WithNew-3,2,3.1104,1.6084,35.3044,312.36
WithNew-2,2,3.2144,1.6292,62.6262,131.52
Existing-2,2,0.7166,1.8459,6.8019,82.2
Existing-1,2,0.9892,1.674,16.2015,41.1
WithNew-2,2,1.2939,1.4958,6.8019,82.2
WithNew-1,2,1.5139,1.5235,16.2015,41.1
WithNew-3,2,1.7808,1.4739,26.1889,73.98
Existing-1,2,0.7704,1.8947,6.8019,82.2
Existing-2,2,1.6595,1.7377,35.3044,312.36
WithNew-1,2,1.1818,1.6489,6.8019,82.2
WithNew-3,2,2.1428,1.5053,35.3044,312.36
WithNew-2,2,2.1934,1.5269,35.3044,312.36
Existing-1,2,0.7431,1.8714,6.8019,82.2
Existing-2,2,2.4859,1.6105,62.6262,131.52
WithNew-1,2,1.0556,1.6642,6.8019,82.2
WithNew-3,2,2.3662,1.4758,35.3044,312.36
WithNew-2,2,2.8078,1.4479,62.6262,131.52
Existing-2,2,1.2581,1.7011,11.7294,106.86
Existing-1,2,2.6931,1.4885,60.5415,123.3
WithNew-2,2,1.5383,1.5789,11.7294,106.86
WithNew-1,2,3.1309,1.4382,60.5415,123.3
WithNew-3,2,3.2042,1.5362,35.3044,312.36
Existing-1,2,0.767,1.7427,6.8019,82.2
Existing-2,2,2.6312,1.4719,62.6262,131.52
WithNew-1,2,2.0383,1.4948,6.8019,82.2
WithNew-3,2,3.4618,1.374,57.8413,106.86
WithNew-2,2,4.1773,1.4407,62.6262,131.52
Existing-2,2,0.9614,1.6823,11.7294,106.86
Existing-1,2,2.2899,1.4833,57.8413,106.86
WithNew-2,2,1.7882,1.5866,11.7294,106.86
WithNew-3,2,1.9849,1.5902,16.2015,41.1
WithNew-1,2,3.1355,1.5323,57.8413,106.86
Existing-1,2,0.8291,1.7172,6.8019,82.2
Existing-2,2,0.916,1.6167,11.7294,106.86
WithNew-1,2,1.3308,1.9424,6.8019,82.2
WithNew-2,2,1.5374,1.8448,11.7294,106.86
WithNew-3,2,3.048,1.5542,61.4555,106.86
Existing-2,2,2.337,1.6573,35.3044,312.36
Existing-1,2,2.4427,1.5917,60.5415,123.3
WithNew-2,2,3.1574,1.5083,35.3044,312.36
WithNew-1,2,3.4897,1.5521,60.5415,123.3
WithNew-3,2,3.8043,1.5355,61.4555,106.86
Existing-2,2,2.7657,1.5302,57.8413,106.86
Existing-1,2,3.071,1.5208,62.6262,131.52
WithNew-3,2,1.5298,1.6261,16.2015,41.1
WithNew-2,2,3.8616,1.5233,57.8413,106.86
WithNew-1,2,4.0562,1.5262,62.6262,131.52
Existing-2,2,0.992,1.5917,16.2015,41.1
Existing-1,2,1.0423,1.5969,11.7294,106.86
WithNew-1,2,1.3905,1.5657,11.7294,106.86
WithNew-3,2,1.3935,1.5636,11.7294,106.86
WithNew-2,2,1.5763,1.5771,16.2015,41.1
