Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,2,0.9195,2.0063,6.8019,82.2
Existing-2,2,2.6331,1.7255,62.6262,131.52
WithNew-1,2,1.4633,1.8572,6.8019,82.2
WithNew-3,2,2.8861,1.8052,35.3044,312.36
WithNew-2,2,3.0023,1.8145,62.6262,131.52
Existing-1,2,2.9,1.5353,62.6262,131.52
Existing-2,2,2.9091,1.5222,60.5415,123.3
WithNew-3,2,4.1854,1.6987,60.5415,123.3
WithNew-2,2,4.1901,1.65,60.5415,123.3
WithNew-1,2,4.4339,1.6438,62.6262,131.52
Existing-1,2,2.4019,1.7864,35.3044,312.36
Existing-2,2,2.5859,1.7723,57.8413,106.86
WithNew-2,2,3.7465,1.6948,57.8413,106.86
WithNew-3,2,3.8599,1.8002,62.6262,131.52
WithNew-1,2,4.0299,1.8476,35.3044,312.36
Existing-1,2,2.8893,1.6219,60.5415,123.3
Existing-2,2,2.8992,1.5485,57.8413,106.86
WithNew-3,2,3.708,1.7904,61.4555,106.86
WithNew-2,2,3.7156,1.7748,57.8413,106.86
WithNew-1,2,3.9048,1.7404,60.5415,123.3
Existing-1,2,0.8635,1.7063,6.8019,82.2
Existing-2,2,2.7268,1.6086,62.6262,131.52
WithNew-1,2,1.4952,1.765,6.8019,82.2
WithNew-3,2,2.211,1.5041,26.1889,73.98
WithNew-2,2,3.3051,1.5323,62.6262,131.52
Existing-1,2,2.0061,1.6563,26.1889,73.98
Existing-2,2,2.6844,1.7365,61.4555,106.86
WithNew-1,2,2.7469,1.5577,26.1889,73.98
WithNew-2,2,3.4748,1.5625,61.4555,106.86
WithNew-3,2,4.1123,1.4748,60.5415,123.3
Existing-1,2,0.7403,1.973,6.8019,82.2
Existing-2,2,1.7226,1.6279,35.3044,312.36
WithNew-1,2,1.5502,1.8328,6.8019,82.2
WithNew-3,2,1.7151,1.747,11.7294,106.86
WithNew-2,2,2.2364,1.7394,35.3044,312.36
Existing-1,2,1.2841,1.9227,11.7294,106.86
Existing-2,2,2.3108,1.7581,60.5415,123.3
WithNew-3,2,2.1429,1.7411,16.2015,41.1
WithNew-1,2,2.2812,1.6969,11.7294,106.86
WithNew-2,2,3.2623,1.6319,60.5415,123.3
Existing-2,2,1.1215,1.752,11.7294,106.86
Existing-1,2,1.333,1.612,26.1889,73.98
WithNew-2,2,1.7986,1.5622,11.7294,106.86
WithNew-1,2,2.1919,1.5507,26.1889,73.98
WithNew-3,2,3.4856,1.5923,62.6262,131.52
Existing-2,2,1.9805,1.7648,26.1889,73.98
Existing-1,2,2.9864,1.7386,62.6262,131.52
WithNew-2,2,2.8413,1.7267,26.1889,73.98
WithNew-3,2,4.0407,1.6039,57.8413,106.86
WithNew-1,2,4.2909,1.675,62.6262,131.52
Existing-2,2,0.7247,1.7876,6.8019,82.2
Existing-1,2,2.611,1.6616,62.6262,131.52
WithNew-2,2,1.8366,1.5424,6.8019,82.2
WithNew-1,2,3.6755,1.4959,62.6262,131.52
WithNew-3,2,3.6806,1.5078,62.6262,131.52
Existing-1,2,1.4346,1.8606,11.7294,106.86
Existing-2,2,2.5013,1.5116,60.5415,123.3
WithNew-1,2,1.6401,1.8145,11.7294,106.86
WithNew-3,2,2.538,1.6001,35.3044,312.36
WithNew-2,2,3.0672,1.6547,60.5415,123.3
Existing-2,2,0.7386,1.7805,6.8019,82.2
Existing-1,2,2.4877,1.8042,60.5415,123.3
WithNew-2,2,1.8316,1.8051,6.8019,82.2
WithNew-3,2,3.8933,1.624,62.6262,131.52
WithNew-1,2,3.903,1.5976,60.5415,123.3
Existing-2,2,0.9079,1.6478,6.8019,82.2
Existing-1,2,2.4531,1.5426,62.6262,131.52
WithNew-2,2,1.3802,1.7667,6.8019,82.2
WithNew-3,2,1.5276,1.7541,11.7294,106.86
WithNew-1,2,2.6798,1.75,62.6262,131.52
Existing-1,2,0.755,1.9792,6.8019,82.2
Existing-2,2,1.5088,1.7565,26.1889,73.98
WithNew-1,2,1.4545,1.7401,6.8019,82.2
WithNew-2,2,2.542,1.6767,26.1889,73.98
WithNew-3,2,3.4254,1.8215,57.8413,106.86
Existing-2,2,0.7117,1.8928,6.8019,82.2
Existing-1,2,0.9099,1.8862,11.7294,106.86
WithNew-2,2,1.4865,1.7063,6.8019,82.2
WithNew-1,2,1.7397,1.7747,11.7294,106.86
WithNew-3,2,2.7074,1.664,61.4555,106.86
Existing-1,2,2.0908,1.6532,35.3044,312.36
Existing-2,2,2.5341,1.7059,57.8413,106.86
WithNew-3,2,2.0241,1.8078,11.7294,106.86
WithNew-2,2,2.9575,1.775,57.8413,106.86
WithNew-1,2,3.0287,1.699,35.3044,312.36
Existing-2,2,1.5543,1.8361,26.1889,73.98
Existing-1,2,2.7124,1.8709,61.4555,106.86
WithNew-3,2,1.9079,1.5927,11.7294,106.86
WithNew-2,2,2.0545,1.5947,26.1889,73.98
WithNew-1,2,3.0184,1.7031,61.4555,106.86
Existing-1,2,2.9394,1.6766,57.8413,106.86
Existing-2,2,3.2488,1.7626,62.6262,131.52
WithNew-3,2,1.9309,2.0366,11.7294,106.86
WithNew-1,2,3.6656,1.8937,57.8413,106.86
WithNew-2,2,3.8379,1.8312,62.6262,131.52
Existing-1,2,0.7596,1.8406,6.8019,82.2
Existing-2,2,1.3566,1.6724,26.1889,73.98
WithNew-1,2,1.4872,1.6477,6.8019,82.2
WithNew-2,2,2.0448,1.6047,26.1889,73.98
WithNew-3,2,3.0504,1.6948,60.5415,123.3
Existing-1,2,3.0811,1.7477,61.4555,106.86
Existing-2,2,3.086,1.7542,60.5415,123.3
WithNew-3,2,3.4914,1.6032,35.3044,312.36
WithNew-1,2,3.8661,1.617,61.4555,106.86
WithNew-2,2,3.8926,1.5812,60.5415,123.3
Existing-2,2,3.0881,1.6886,61.4555,106.86
Existing-1,2,3.1029,1.7167,57.8413,106.86
WithNew-3,2,1.3116,1.7956,6.8019,82.2
WithNew-2,2,3.5954,1.6792,61.4555,106.86
WithNew-1,2,3.6127,1.7298,57.8413,106.86
Existing-1,2,2.9537,1.7772,62.6262,131.52
Existing-2,2,2.9492,1.7771,60.5415,123.3
WithNew-2,2,4.0973,1.5914,60.5415,123.3
WithNew-3,2,4.6314,1.6474,61.4555,106.86
WithNew-1,2,4.643,1.5819,62.6262,131.52
Existing-1,2,2.7055,1.8174,57.8413,106.86
Existing-2,2,3.0092,1.7698,62.6262,131.52
WithNew-3,2,1.5033,1.723,6.8019,82.2
WithNew-1,2,3.4627,1.6054,57.8413,106.86
WithNew-2,2,3.6452,1.6173,62.6262,131.52
Existing-2,2,2.29,1.6384,35.3044,312.36
Existing-1,2,2.5025,1.622,61.4555,106.86
WithNew-1,2,3.1089,1.598,61.4555,106.86
WithNew-3,2,3.3548,1.6288,57.8413,106.86
WithNew-2,2,3.5784,1.6499,35.3044,312.36
Existing-2,2,0.7804,1.9449,6.8019,82.2
Existing-1,2,1.683,1.7094,35.3044,312.36
WithNew-2,2,1.1261,1.648,6.8019,82.2
WithNew-3,2,1.1633,1.5251,6.8019,82.2
WithNew-1,2,1.9481,1.5739,35.3044,312.36
Existing-2,2,2.3895,1.6313,35.3044,312.36
Existing-1,2,2.62,1.6032,62.6262,131.52
WithNew-3,2,3.3936,1.5931,60.5415,123.3
WithNew-2,2,3.5407,1.5519,35.3044,312.36
WithNew-1,2,3.7983,1.5979,62.6262,131.52
Existing-2,2,2.3616,1.7302,35.3044,312.36
Existing-1,2,2.833,1.8379,61.4555,106.86
WithNew-3,2,1.9964,1.7908,26.1889,73.98
WithNew-2,2,2.7844,1.7498,35.3044,312.36
WithNew-1,2,3.0149,1.7302,61.4555,106.86
Existing-2,2,0.9682,1.7609,11.7294,106.86
Existing-1,2,1.7114,1.6783,35.3044,312.36
WithNew-2,2,1.4694,1.7156,11.7294,106.86
WithNew-3,2,2.1787,1.7125,35.3044,312.36
WithNew-1,2,2.2538,1.6431,35.3044,312.36
Existing-1,2,1.1063,1.8351,16.2015,41.1
Existing-2,2,1.848,1.7946,35.3044,312.36
WithNew-1,2,1.8411,1.6306,16.2015,41.1
WithNew-2,2,2.8742,1.7155,35.3044,312.36
WithNew-3,2,3.2864,1.6635,62.6262,131.52
Existing-1,2,0.9639,1.7917,11.7294,106.86
Existing-2,2,2.5273,1.7483,62.6262,131.52
WithNew-1,2,1.6854,1.7317,11.7294,106.86
WithNew-3,2,3.4159,1.5237,60.5415,123.3
WithNew-2,2,3.5358,1.5397,62.6262,131.52
Existing-1,2,2.5224,1.7041,57.8413,106.86
Existing-2,2,2.7613,1.7613,35.3044,312.36
WithNew-2,2,3.2496,1.7461,35.3044,312.36
WithNew-3,2,3.9118,1.7865,61.4555,106.86
WithNew-1,2,3.9176,1.7875,57.8413,106.86
Existing-2,2,1.2783,1.8272,16.2015,41.1
Existing-1,2,2.3283,1.7864,61.4555,106.86
WithNew-2,2,2.2991,1.7042,16.2015,41.1
WithNew-3,2,3.6838,1.7263,57.8413,106.86
WithNew-1,2,3.8733,1.6685,61.4555,106.86
Existing-1,2,1.6434,1.7891,26.1889,73.98
Existing-2,2,2.6447,1.845,57.8413,106.86
WithNew-1,2,2.1839,1.7095,26.1889,73.98
WithNew-3,2,3.0051,1.828,35.3044,312.36
WithNew-2,2,3.2621,1.7897,57.8413,106.86
Existing-2,2,2.1342,1.7356,35.3044,312.36
Existing-1,2,2.8364,1.7374,61.4555,106.86
WithNew-3,2,3.1647,1.5243,60.5415,123.3
WithNew-2,2,3.1917,1.6731,35.3044,312.36
WithNew-1,2,3.4606,1.5886,61.4555,106.86
Existing-2,2,0.8481,1.9073,11.7294,106.86
Existing-1,2,2.6757,1.6351,60.5415,123.3
WithNew-2,2,2.1438,1.7292,11.7294,106.86
WithNew-1,2,3.8906,1.6864,60.5415,123.3
WithNew-3,2,3.9024,1.7073,62.6262,131.52
Existing-2,2,1.2043,1.7275,16.2015,41.1
Existing-1,2,1.6031,1.625,26.1889,73.98
WithNew-2,2,2.254,1.8303,16.2015,41.1
WithNew-1,2,2.2554,1.8303,26.1889,73.98
WithNew-3,2,3.6508,1.7827,61.4555,106.86
Existing-2,2,1.0497,1.8427,16.2015,41.1
Existing-1,2,1.851,1.6529,35.3044,312.36
WithNew-2,2,1.5363,1.9039,16.2015,41.1
WithNew-1,2,2.8604,1.6769,35.3044,312.36
WithNew-3,2,3.0205,1.6022,60.5415,123.3
Existing-2,2,3.2867,1.5198,62.6262,131.52
Existing-1,2,3.2982,1.5221,57.8413,106.86
WithNew-1,2,4.6267,1.4823,57.8413,106.86
WithNew-2,2,5.1015,1.7477,62.6262,131.52
WithNew-3,2,5.1142,1.7219,62.6262,131.52
Existing-1,2,0.7701,1.8677,6.8019,82.2
Existing-2,2,2.6898,1.7188,62.6262,131.52
WithNew-1,2,1.841,1.6582,6.8019,82.2
WithNew-3,2,3.6767,1.6366,61.4555,106.86
WithNew-2,2,3.8847,1.5625,62.6262,131.52
Existing-2,2,0.8776,1.9287,6.8019,82.2
Existing-1,2,0.8968,1.8749,11.7294,106.86
WithNew-2,2,1.2768,1.8345,6.8019,82.2
WithNew-3,2,1.3742,1.7473,11.7294,106.86
WithNew-1,2,1.4319,1.7879,11.7294,106.86
Existing-1,2,2.6279,1.8228,57.8413,106.86
Existing-2,2,3.5368,1.8187,62.6262,131.52
WithNew-3,2,2.4029,1.5552,16.2015,41.1
WithNew-2,2,3.8141,1.5379,62.6262,131.52
WithNew-1,2,4.126,1.487,57.8413,106.86
Existing-2,2,1.3693,1.8359,26.1889,73.98
Existing-1,2,1.8008,1.7362,35.3044,312.36
WithNew-2,2,2.198,1.7792,26.1889,73.98
WithNew-1,2,2.6791,1.8657,35.3044,312.36
WithNew-3,2,3.0057,1.7157,35.3044,312.36
Existing-1,2,1.9186,1.8487,26.1889,73.98
Existing-2,2,2.6799,1.8219,57.8413,106.86
WithNew-1,2,2.2763,1.7612,26.1889,73.98
WithNew-3,2,2.412,1.6475,11.7294,106.86
WithNew-2,2,3.5982,1.6583,57.8413,106.86
Existing-2,2,1.3063,1.8716,26.1889,73.98
Existing-1,2,2.0128,1.7677,35.3044,312.36
WithNew-3,2,1.9592,1.7896,11.7294,106.86
WithNew-2,2,2.3159,1.5749,26.1889,73.98
WithNew-1,2,2.9369,1.6416,35.3044,312.36
Existing-1,2,3.0081,1.5079,61.4555,106.86
Existing-2,2,3.0174,1.5083,60.5415,123.3
WithNew-3,2,3.6862,1.7641,35.3044,312.36
WithNew-2,2,3.9127,1.7634,60.5415,123.3
WithNew-1,2,3.9296,1.7892,61.4555,106.86
Existing-1,2,0.7875,1.8031,6.8019,82.2
Existing-2,2,1.5624,1.6875,35.3044,312.36
WithNew-1,2,1.4103,1.7589,6.8019,82.2
WithNew-3,2,1.5682,1.6155,16.2015,41.1
WithNew-2,2,2.2791,1.7069,35.3044,312.36
Existing-1,2,0.6929,1.8532,6.8019,82.2
Existing-2,2,0.8784,1.7724,11.7294,106.86
WithNew-1,2,1.3869,1.5429,6.8019,82.2
WithNew-2,2,1.7144,1.4813,11.7294,106.86
WithNew-3,2,2.7713,1.5129,57.8413,106.86
Existing-2,2,0.9271,1.8725,16.2015,41.1
Existing-1,2,2.5349,1.554,62.6262,131.52
WithNew-2,2,1.9084,1.4958,16.2015,41.1
WithNew-1,2,3.7628,1.4267,62.6262,131.52
WithNew-3,2,3.785,1.4185,62.6262,131.52
Existing-1,2,0.9261,1.8625,11.7294,106.86
Existing-2,2,2.5806,1.6969,60.5415,123.3
WithNew-1,2,1.8675,1.7983,11.7294,106.86
WithNew-3,2,3.7699,1.5762,60.5415,123.3
WithNew-2,2,3.7791,1.5175,60.5415,123.3
Existing-2,2,0.9212,1.9008,6.8019,82.2
Existing-1,2,0.9434,1.8635,11.7294,106.86
WithNew-2,2,1.6014,1.797,6.8019,82.2
WithNew-3,2,1.7877,1.7443,26.1889,73.98
WithNew-1,2,1.8517,1.7063,11.7294,106.86
