round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
1	123.7068	7.0778	123.7068	174.7635	8.1415	174.7635	135.0734	7.4157	135.0734
2	108.2682	6.6108	108.2682	153.8302	7.5411	153.8302	120.8416	6.9112	120.8416
3	101.5526	6.3107	101.5526	145.8922	7.5218	145.8922	109.4949	6.5663	109.4949
4	93.8823	6.1052	93.8823	151.3823	7.3785	151.3823	112.2815	6.6650	112.2815
5	89.0458	5.9593	89.0458	146.0328	8.0546	146.0328	104.1231	6.4306	104.1231
6	86.6951	5.8567	86.6951	116.9761	6.9598	116.9761	97.8902	6.2514	97.8902
7	82.2694	5.7337	82.2694	124.7301	6.9754	124.7301	94.4076	6.1487	94.4076
8	77.0382	5.6423	77.0382	102.2263	6.6758	102.2263	89.8078	6.0760	89.8078
9	75.5330	5.5319	75.5330	87.5922	5.9855	87.5922	82.3813	5.7716	82.3813
10	72.1161	5.4583	72.1161	84.8495	6.0850	84.8495	79.4395	5.7266	79.4395
11	70.0169	5.3619	70.0169	138.0387	8.0346	138.0387	85.3949	5.9078	85.3949
12	67.9352	5.3139	67.9352	109.7157	6.4757	109.7157	83.5331	5.8213	83.5331
13	68.1478	5.3935	68.1478	176.3899	9.4311	176.3899	86.1247	6.0079	86.1247
14	66.7313	5.2823	66.7313	76.6257	5.5694	76.6257	71.0729	5.4225	71.0729
15	63.8580	5.2032	63.8580	117.0226	7.3660	117.0226	76.8773	5.6606	76.8773
16	64.1401	5.1941	64.1401	73.5379	5.4637	73.5379	69.4780	5.3482	69.4780
17	61.8902	5.1283	61.8902	102.9051	6.4945	102.9051	73.1921	5.5270	73.1921
18	63.3726	5.1682	63.3726	112.9141	6.8864	112.9141	75.1884	5.5877	75.1884
19	61.0492	5.1525	61.0492	98.1758	6.6150	98.1758	80.5221	5.8467	80.5221
20	61.6226	5.0944	61.6226	70.5312	5.4417	70.5312	65.7743	5.2415	65.7743
21	58.5133	5.0064	58.5133	83.5821	5.8673	83.5821	70.2957	5.4297	70.2957
22	56.9064	4.9599	56.9064	82.1150	5.9518	82.1150	64.5964	5.2371	64.5964
23	56.7029	4.9150	56.7029	68.8924	5.5140	68.8924	62.9405	5.1602	62.9405
24	55.0614	4.8693	55.0614	72.9466	5.5653	72.9466	64.0791	5.2029	64.0791
25	56.0822	4.8784	56.0822	76.9773	5.5894	76.9773	61.9089	5.0850	61.9089
26	56.4869	4.8746	56.4869	83.4999	5.7391	83.4999	65.1092	5.2021	65.1092
27	53.0252	4.7799	53.0252	65.4172	5.3285	65.4172	59.4076	5.0200	59.4076
28	52.5438	4.7637	52.5438	75.9017	5.7546	75.9017	61.4585	5.1058	61.4585
29	53.3682	4.7674	53.3682	80.5345	5.7631	80.5345	61.0567	5.0619	61.0567
30	53.0952	4.7441	53.0952	69.4307	5.3977	69.4307	59.5184	5.0085	59.5184
31	50.8969	4.7001	50.8969	71.3371	5.6348	71.3371	60.5718	5.0776	60.5718
32	52.1545	4.7421	52.1545	60.4614	5.0264	60.4614	56.6727	4.9222	56.6727
33	50.0204	4.6787	50.0204	67.1409	5.3198	67.1409	56.9501	4.9507	56.9501
34	49.1911	4.6567	49.1911	72.4521	5.6631	72.4521	58.7515	5.0189	58.7515
35	49.9782	4.6759	49.9782	75.5831	5.6555	75.5831	57.0333	4.9631	57.0333
36	53.4016	4.8031	53.4016	103.0256	6.5730	103.0256	65.2304	5.2483	65.2304
37	49.2445	4.6658	49.2445	60.2722	5.0255	60.2722	55.7574	4.9137	55.7574
38	47.7531	4.6239	47.7531	95.1711	6.4790	95.1711	62.1243	5.1933	62.1243
39	47.2193	4.6045	47.2193	78.4690	5.7153	78.4690	58.1286	5.0419	58.1286
40	46.9793	4.5850	46.9793	55.2586	4.9441	55.2586	51.9770	4.7971	51.9770
41	46.9165	4.5869	46.9165	62.9404	5.2708	62.9404	54.6956	4.8986	54.6956
42	46.7236	4.5957	46.7236	60.1752	5.1348	60.1752	54.8753	4.8945	54.8753
43	46.1456	4.5542	46.1456	62.1707	5.2252	62.1707	54.2823	4.8743	54.2823
44	45.8672	4.5239	45.8672	59.7460	5.1416	59.7460	53.4872	4.8357	53.4872
45	47.3540	4.5850	47.3540	68.8900	5.4702	68.8900	54.9609	4.8789	54.9609
46	47.4425	4.5729	47.4425	77.6321	5.6725	77.6321	57.1787	4.9760	57.1787
47	45.6089	4.5397	45.6089	85.0164	5.9756	85.0164	57.1120	4.9841	57.1120
48	46.7580	4.5598	46.7580	77.0153	5.7952	77.0153	59.6683	5.0746	59.6683
49	45.8992	4.5674	45.8992	71.3621	5.4855	71.3621	55.1109	4.9088	55.1109
50	45.0564	4.5335	45.0564	66.4620	5.4364	66.4620	54.0950	4.8885	54.0950
51	44.9636	4.5272	44.9636	61.2171	5.2185	61.2171	53.5587	4.8547	53.5587
52	45.0895	4.5256	45.0895	89.3009	6.1410	89.3009	56.9050	4.9654	56.9050
53	44.5614	4.5159	44.5614	58.4593	4.9533	58.4593	51.5540	4.7778	51.5540
54	45.1468	4.5009	45.1468	59.1863	5.0175	59.1863	51.0507	4.7430	51.0507
55	44.7544	4.4792	44.7544	60.9592	5.1384	60.9592	52.4994	4.8048	52.4994
56	45.1206	4.5264	45.1206	57.8125	5.0818	57.8125	53.5902	4.8656	53.5902
57	45.2825	4.5288	45.2825	52.0064	4.8498	52.0064	51.0224	4.7546	51.0224
58	45.0937	4.5465	45.0937	65.5876	5.2821	65.5876	52.7198	4.8239	52.7198
59	45.4724	4.5413	45.4724	53.6100	4.8856	53.6100	49.9203	4.7171	49.9203
60	45.3562	4.5281	45.3562	76.8561	5.6810	76.8561	53.9021	4.8676	53.9021
61	44.9770	4.5160	44.9770	66.3835	5.4009	66.3835	54.4924	4.8886	54.4924
62	45.6279	4.5251	45.6279	76.7058	5.7636	76.7058	56.2835	4.9516	56.2835
63	45.4614	4.5182	45.4614	70.4277	5.5727	70.4277	55.5923	4.9473	55.5923
64	44.9679	4.5048	44.9679	68.0343	5.5963	68.0343	54.3380	4.9002	54.3380
65	44.1258	4.4744	44.1258	57.2400	4.9359	57.2400	51.7426	4.7641	51.7426
66	43.9259	4.4888	43.9259	53.3291	4.8634	53.3291	50.5844	4.7215	50.5844
67	44.0045	4.4744	44.0045	66.6050	5.3023	66.6050	52.5205	4.7997	52.5205
68	43.9890	4.4848	43.9890	60.9011	5.1608	60.9011	54.5283	4.8731	54.5283
69	43.8219	4.4679	43.8219	78.3857	5.8636	78.3857	55.0329	4.9264	55.0329
70	44.2681	4.4750	44.2681	60.5594	5.1488	60.5594	52.3197	4.7972	52.3197
71	44.3052	4.4717	44.3052	54.6757	4.9230	54.6757	50.3374	4.7180	50.3374
72	44.5839	4.5041	44.5839	60.8549	5.1444	60.8549	54.0189	4.8741	54.0189
73	44.3407	4.4918	44.3407	52.9451	4.8428	52.9451	49.8254	4.7020	49.8254
74	45.0571	4.5178	45.0571	63.7448	5.3567	63.7448	54.6783	4.8924	54.6783
75	45.2778	4.5075	45.2778	55.0341	4.8631	55.0341	51.8706	4.7634	51.8706
76	44.5425	4.4847	44.5425	60.2707	5.1582	60.2707	52.8874	4.8193	52.8874
77	46.1170	4.5397	46.1170	60.0463	5.1529	60.0463	53.1780	4.8254	53.1780
78	45.0736	4.4966	45.0736	68.2086	5.4675	68.2086	56.0394	4.9547	56.0394
79	45.4607	4.4937	45.4607	57.9788	4.9574	57.9788	52.5713	4.8014	52.5713
80	46.1175	4.5253	46.1175	56.1028	4.9291	56.1028	53.2928	4.8527	53.2928
81	45.3636	4.5086	45.3636	55.6427	4.9460	55.6427	51.9105	4.7732	51.9105
82	45.4484	4.5119	45.4484	55.9391	4.9047	55.9391	52.1320	4.7861	52.1320
83	45.8517	4.5432	45.8517	60.0400	5.1156	60.0400	52.9367	4.8112	52.9367
84	47.0588	4.5911	47.0588	73.7732	5.6067	73.7732	57.0467	4.9784	57.0467
85	46.5031	4.5810	46.5031	68.2497	5.4046	68.2497	57.9724	5.0460	57.9724
86	47.0566	4.5869	47.0566	59.3774	5.1856	59.3774	54.4418	4.9060	54.4418
87	48.0995	4.6064	48.0995	67.9457	5.5622	67.9457	55.2830	4.9277	55.2830
88	46.4584	4.5325	46.4584	63.8397	5.3400	63.8397	54.5680	4.8839	54.5680
89	47.1930	4.5896	47.1930	58.3443	5.0543	58.3443	54.4816	4.8853	54.4816
90	47.1842	4.5547	47.1842	76.9018	5.7539	76.9018	55.1331	4.9012	55.1331
91	47.0817	4.5644	47.0817	56.6901	5.0005	56.6901	53.0269	4.8266	53.0269
92	47.8711	4.5781	47.8711	71.2528	5.4503	71.2528	56.3511	4.9422	56.3511
93	46.7359	4.5537	46.7359	60.1026	5.1061	60.1026	53.2828	4.8339	53.2828
94	46.5688	4.5575	46.5688	59.7939	5.1501	59.7939	55.2989	4.9321	55.2989
95	46.5473	4.5375	46.5473	62.5392	5.1952	62.5392	55.6148	4.9247	55.6148
96	45.6802	4.5179	45.6802	63.3338	5.2143	63.3338	54.1141	4.8777	54.1141
97	44.9883	4.5177	44.9883	57.6741	5.0448	57.6741	51.8758	4.7852	51.8758
98	44.5707	4.4785	44.5707	59.2381	5.0103	59.2381	52.0395	4.7851	52.0395
99	44.9164	4.5225	44.9164	60.7725	5.0918	60.7725	52.6207	4.8063	52.6207
100	44.9664	4.4976	44.9664	58.2060	4.9602	58.2060	51.9641	4.7841	51.9641
