round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
30	39.5855	4.1000	39.5855	106.6490	6.7019	106.6490	55.1367	4.7851	55.1367
31	38.6887	4.1026	38.6887	82.4213	6.1232	82.4213	50.2419	4.6080	50.2419
32	39.4913	4.1871	39.4913	58.5314	5.2069	58.5314	44.9272	4.4181	44.9272
33	39.4101	4.1037	39.4101	50.8739	4.5282	50.8739	44.1318	4.3031	44.1318
34	38.9392	4.0797	38.9392	81.2426	5.9224	81.2426	57.2362	4.9177	57.2362
35	38.8529	4.1137	38.8529	58.0053	4.8065	58.0053	47.4731	4.4729	47.4731
36	38.8868	4.0645	38.8868	51.3987	4.7666	51.3987	45.0076	4.3609	45.0076
37	38.1874	4.0577	38.1874	55.9035	4.7825	55.9035	46.4684	4.4346	46.4684
38	40.8728	4.1550	40.8728	65.2618	5.4955	65.2618	49.4690	4.5835	49.4690
39	41.3696	4.1820	41.3696	86.3462	5.9683	86.3462	54.4154	4.7495	54.4154
40	39.6985	4.1038	39.6985	98.1146	6.6980	98.1146	51.3836	4.6552	51.3836
41	37.3127	4.0195	37.3127	56.2342	4.8719	56.2342	44.5758	4.3346	44.5758
42	37.5604	4.0466	37.5604	62.6338	5.0859	62.6338	46.3187	4.4349	46.3187
43	36.5480	4.0099	36.5480	51.1963	4.7341	51.1963	43.8389	4.3169	43.8389
44	37.4102	4.0129	37.4102	63.1776	5.0532	63.1776	48.0054	4.4692	48.0054
45	37.3821	4.0079	37.3821	56.2885	4.8322	56.2885	46.4582	4.4115	46.4582
46	39.7095	4.0807	39.7095	77.2668	5.6500	77.2668	49.8848	4.5338	49.8848
47	36.4943	3.9953	36.4943	132.3133	8.0066	132.3133	63.0614	5.1242	63.0614
48	36.1819	3.9623	36.1819	70.2268	5.6599	70.2268	47.0725	4.4550	47.0725
49	35.7478	3.9301	35.7478	57.3848	4.9206	57.3848	48.1034	4.4567	48.1034
50	36.0323	3.9323	36.0323	62.3818	5.0986	62.3818	44.7947	4.3367	44.7947
51	38.7470	4.0393	38.7470	75.9546	5.9019	75.9546	47.8911	4.4384	47.8911
52	36.2420	3.9285	36.2420	66.3672	5.2422	66.3672	45.4619	4.3331	45.4619
53	38.7573	4.0450	38.7573	120.3614	7.4562	120.3614	56.6301	4.7861	56.6301
54	36.5095	4.0193	36.5095	61.9789	5.6795	61.9789	47.6749	4.6195	47.6749
55	34.7091	3.9017	34.7091	65.1014	5.4217	65.1014	43.9783	4.3193	43.9783
56	35.1333	3.9015	35.1333	51.6001	4.7003	51.6001	42.0387	4.2140	42.0387
57	34.5762	3.8888	34.5762	50.3229	4.7855	50.3229	41.1404	4.1924	41.1404
58	34.4866	3.8655	34.4866	52.0378	4.8819	52.0378	40.9695	4.1982	40.9695
59	33.8266	3.8279	33.8266	53.3030	4.5079	53.3030	42.1666	4.2225	42.1666
60	34.7872	3.8553	34.7872	80.4001	6.0260	80.4001	44.9767	4.3515	44.9767
61	33.7077	3.8197	33.7077	56.5424	4.9715	56.5424	43.0925	4.3075	43.0925
62	33.6306	3.8158	33.6306	47.2262	4.5544	47.2262	41.1164	4.1755	41.1164
63	34.5138	3.8821	34.5138	54.3606	4.8905	54.3606	43.0512	4.3084	43.0512
64	34.5677	3.8752	34.5677	58.3753	4.8393	58.3753	41.5289	4.1931	41.5289
65	32.7142	3.7642	32.7142	69.1378	5.4899	69.1378	45.5901	4.3865	45.5901
66	32.9478	3.8164	32.9478	64.3844	5.3279	64.3844	42.1735	4.2687	42.1735
67	33.4767	3.8231	33.4767	43.8449	4.2654	43.8449	38.9884	4.0779	38.9884
68	33.8663	3.8660	33.8663	62.1468	5.2831	62.1468	45.1942	4.4348	45.1942
69	31.7809	3.7485	31.7809	41.1725	4.1098	41.1725	37.7909	4.0233	37.7909
70	33.5278	3.8510	33.5278	64.7113	5.3572	64.7113	45.1422	4.4045	45.1422
71	31.3564	3.7411	31.3564	40.2101	4.1170	40.2101	36.4041	3.9849	36.4041
72	31.8406	3.7705	31.8406	61.2879	5.0278	61.2879	42.1866	4.2893	42.1866
73	31.7528	3.7602	31.7528	49.2064	4.6363	49.2064	37.5396	4.0466	37.5396
74	32.1349	3.7750	32.1349	52.1731	4.6461	52.1731	38.7156	4.0844	38.7156
75	31.6640	3.7669	31.6640	49.9402	4.7085	49.9402	39.4059	4.1591	39.4059
76	30.8720	3.7180	30.8720	38.7127	4.0502	38.7127	36.4830	3.9792	36.4830
77	30.7323	3.7061	30.7323	51.1732	4.7878	51.1732	37.4465	4.0610	37.4465
78	30.7282	3.7255	30.7282	45.7700	4.4645	45.7700	36.8817	4.0257	36.8817
79	30.1377	3.6819	30.1377	65.5196	5.5854	65.5196	41.0346	4.2427	41.0346
80	31.3402	3.7549	31.3402	67.0052	5.5229	67.0052	39.2106	4.1617	39.2106
81	30.2675	3.6889	30.2675	44.6767	4.4709	44.6767	36.0912	3.9775	36.0912
82	30.0030	3.6816	30.0030	49.4146	4.6522	49.4146	39.3818	4.1324	39.3818
83	31.2327	3.7197	31.2327	100.9070	6.8376	100.9070	44.7127	4.3612	44.7127
84	29.1389	3.6386	29.1389	39.5837	4.2153	39.5837	34.2511	3.8873	34.2511
85	29.9951	3.6790	29.9951	43.4265	4.3390	43.4265	38.2833	4.0697	38.2833
86	30.9215	3.7308	30.9215	66.3637	5.4714	66.3637	39.0539	4.1093	39.0539
87	29.8882	3.6523	29.8882	44.0983	4.3772	44.0983	35.4162	3.9451	35.4162
88	29.8804	3.6683	29.8804	57.2558	5.0572	57.2558	39.7180	4.1633	39.7180
89	29.5758	3.6706	29.5758	45.1723	4.4511	45.1723	36.0095	3.9867	36.0095
90	29.6956	3.6658	29.6956	75.0844	5.7162	75.0844	42.4671	4.2494	42.4671
91	29.9051	3.6642	29.9051	47.1584	4.4704	47.1584	36.8200	4.0035	36.8200
92	30.0039	3.6568	30.0039	67.8861	5.3308	67.8861	40.9423	4.1737	40.9423
93	29.9886	3.6567	29.9886	64.6056	5.3454	64.6056	39.4415	4.1319	39.4415
94	29.8690	3.6466	29.8690	40.9627	4.2318	40.9627	35.3555	3.9323	35.3555
95	29.5286	3.6526	29.5286	40.5658	4.1685	40.5658	35.6572	3.9451	35.6572
96	29.2511	3.6319	29.2511	41.3035	4.2630	41.3035	36.3632	3.9841	36.3632
97	30.3484	3.6521	30.3484	51.1545	4.6805	51.1545	37.1623	4.0155	37.1623
98	29.4467	3.6075	29.4467	40.1953	4.1966	40.1953	35.6535	3.9279	35.6535
99	29.3851	3.6117	29.3851	45.2214	4.3071	45.2214	36.3192	4.0034	36.3192
100	29.0659	3.6030	29.0659	56.7630	4.9854	56.7630	36.8795	3.9994	36.8795
