round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
1	89.2783	6.0971	89.2783	152.0603	8.4576	152.0603	117.2192	6.7501	117.2192
2	74.5921	5.3547	74.5921	104.0396	6.2409	104.0396	85.0951	5.7529	85.0951
3	71.9149	5.3544	71.9149	356.8550	13.9014	356.8550	112.5156	6.5763	112.5156
4	65.1595	4.9447	65.1595	172.0798	9.0154	172.0798	94.7950	6.0420	94.7950
5	62.1417	4.9313	62.1417	108.9791	7.0472	108.9791	78.1777	5.5885	78.1777
6	60.0317	4.8637	60.0317	251.2461	11.2829	251.2461	85.4351	5.7141	85.4351
7	60.9886	4.8144	60.9886	87.5964	5.8636	87.5964	66.7204	5.0234	66.7204
8	54.8602	4.6115	54.8602	127.9904	6.9383	127.9904	76.9753	5.5449	76.9753
9	52.6076	4.5611	52.6076	75.6478	5.6705	75.6478	64.6029	5.0462	64.6029
10	53.8944	4.6279	53.8944	83.0285	5.9356	83.0285	67.1663	5.2266	67.1663
11	53.1904	4.5411	53.1904	66.2242	5.0271	66.2242	58.2061	4.7456	58.2061
12	52.7016	4.5348	52.7016	124.1225	7.2245	124.1225	72.8836	5.3331	72.8836
13	49.5057	4.4158	49.5057	115.7726	6.8372	115.7726	68.4657	5.2240	68.4657
14	49.1466	4.4041	49.1466	172.7662	9.4662	172.7662	72.3863	5.3519	72.3863
15	47.9454	4.3322	47.9454	143.3762	7.6119	143.3762	72.8446	5.3796	72.8446
16	49.3233	4.3924	49.3233	73.1355	5.2873	73.1355	57.5427	4.7479	57.5427
17	47.8951	4.3829	47.8951	203.3280	9.2672	203.3280	70.3372	5.1750	70.3372
18	46.4000	4.3192	46.4000	79.6087	5.9029	79.6087	60.4165	4.9525	60.4165
19	46.9668	4.3408	46.9668	73.2171	5.3125	73.2171	58.0370	4.8331	58.0370
20	45.5482	4.3689	45.5482	79.8471	6.0162	79.8471	54.5304	4.7750	54.5304
21	43.5014	4.2102	43.5014	58.9604	4.8151	58.9604	50.0564	4.5110	50.0564
22	43.4019	4.2761	43.4019	269.6683	11.9402	269.6683	85.1727	5.8463	85.1727
23	43.9060	4.2371	43.9060	74.2417	5.6862	74.2417	48.5171	4.4890	48.5171
24	43.3648	4.3408	43.3648	72.7590	5.7462	72.7590	54.4909	4.8321	54.4909
25	41.2734	4.2109	41.2734	65.6717	5.4966	65.6717	48.1434	4.5061	48.1434
26	43.1471	4.2350	43.1471	84.5083	5.9099	84.5083	50.0199	4.5252	50.0199
27	40.5761	4.1826	40.5761	99.8692	6.7313	99.8692	56.0987	4.8256	56.0987
28	40.0024	4.1796	40.0024	53.5113	4.7586	53.5113	47.5832	4.5191	47.5832
29	40.3145	4.1506	40.3145	64.5449	5.2013	64.5449	47.3859	4.4543	47.3859
