round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
44	3.9974	1.3706	3.9974	6.8058	1.7239	6.8058	5.0558	1.5509	5.0558
45	3.8770	1.3921	3.8770	5.8468	1.8161	5.8468	4.8653	1.5420	4.8653
46	3.7514	1.3920	3.7514	5.2933	1.6168	5.2933	4.6521	1.5196	4.6521
47	3.6244	1.3721	3.6244	5.0757	1.6308	5.0757	4.4147	1.4784	4.4147
48	3.5485	1.3463	3.5485	4.9665	1.6106	4.9665	4.3777	1.4793	4.3777
49	3.5694	1.3651	3.5694	4.7920	1.6266	4.7920	4.2276	1.4697	4.2276
50	3.5391	1.3369	3.5391	5.1316	1.5739	5.1316	4.2675	1.4600	4.2675
51	3.4879	1.3379	3.4879	5.1175	1.5934	5.1175	4.3538	1.4806	4.3538
52	3.4392	1.3179	3.4392	6.0556	1.7004	6.0556	4.2894	1.4654	4.2894
53	3.3753	1.3088	3.3753	4.3169	1.6143	4.3169	4.0448	1.4452	4.0448
54	3.2156	1.2980	3.2156	6.0702	1.9069	6.0702	4.4202	1.5014	4.4202
55	3.2101	1.3077	3.2101	4.6512	1.5696	4.6512	4.1262	1.4552	4.1262
56	3.2824	1.2997	3.2824	4.7682	1.5073	4.7682	4.0599	1.4297	4.0599
57	3.2272	1.2861	3.2272	5.3467	1.6034	5.3467	4.0656	1.4548	4.0656
58	3.1369	1.2900	3.1369	4.1243	1.4497	4.1243	3.6223	1.3705	3.6223
59	3.0638	1.2747	3.0638	4.4326	1.5405	4.4326	3.8774	1.4208	3.8774
60	3.1243	1.2729	3.1243	4.4424	1.4665	4.4424	3.7633	1.3848	3.7633
61	3.1120	1.2367	3.1120	4.6589	1.4811	4.6589	3.9052	1.4001	3.9052
62	3.0817	1.2392	3.0817	5.6963	1.7738	5.6963	4.1981	1.4421	4.1981
63	2.9709	1.2261	2.9709	3.9293	1.4026	3.9293	3.3857	1.3200	3.3857
64	3.0188	1.2060	3.0188	4.2016	1.5278	4.2016	3.6006	1.3451	3.6006
65	2.8258	1.1774	2.8258	4.3357	1.6109	4.3357	3.6084	1.3598	3.6084
66	2.8808	1.1905	2.8808	4.1833	1.4364	4.1833	3.4833	1.3329	3.4833
67	2.8039	1.1701	2.8039	4.5846	1.4611	4.5846	3.5481	1.3337	3.5481
68	2.7474	1.1626	2.7474	4.0019	1.4044	4.0019	3.5642	1.3419	3.5642
69	2.5330	1.1489	2.5330	4.0636	1.3814	4.0636	3.2784	1.2891	3.2784
70	2.9188	1.1718	2.9188	5.1836	1.5588	5.1836	3.5667	1.3129	3.5667
71	2.6303	1.1490	2.6303	4.4128	1.5351	4.4128	3.5159	1.3211	3.5159
72	2.5802	1.1317	2.5802	3.6519	1.3364	3.6519	3.2189	1.2532	3.2189
73	2.5978	1.1169	2.5978	4.0609	1.3579	4.0609	3.2055	1.2408	3.2055
74	2.6110	1.1288	2.6110	4.4278	1.4697	4.4278	3.2925	1.2654	3.2925
75	2.5669	1.1124	2.5669	4.2225	1.4838	4.2225	3.2760	1.2543	3.2760
76	2.4597	1.0850	2.4597	3.7436	1.3110	3.7436	3.0490	1.2084	3.0490
77	2.5216	1.1027	2.5216	5.6305	1.5363	5.6305	3.4502	1.2765	3.4502
78	2.5038	1.0935	2.5038	3.8115	1.3660	3.8115	3.0632	1.1979	3.0632
79	2.5853	1.1018	2.5853	3.8635	1.3562	3.8635	3.1411	1.2119	3.1411
80	2.5730	1.1061	2.5730	6.1489	1.6369	6.1489	3.3145	1.2398	3.3145
81	2.4503	1.0872	2.4503	4.3299	1.4563	4.3299	3.2655	1.2567	3.2655
82	2.4903	1.0868	2.4903	4.5246	1.5115	4.5246	3.1689	1.2190	3.1689
83	2.4401	1.0760	2.4401	3.6318	1.3422	3.6318	3.0678	1.2044	3.0678
84	2.5100	1.0917	2.5100	5.6120	1.5617	5.6120	3.2984	1.2383	3.2984
85	2.4630	1.0868	2.4630	4.2243	1.3953	4.2243	3.1317	1.2161	3.1317
86	2.4475	1.0723	2.4475	4.3507	1.4027	4.3507	3.0211	1.1895	3.0211
87	2.4485	1.0731	2.4485	3.9099	1.3021	3.9099	3.0205	1.2014	3.0205
88	2.3995	1.0543	2.3995	3.8563	1.3242	3.8563	3.0463	1.1801	3.0463
89	2.3766	1.0550	2.3766	3.4642	1.2677	3.4642	2.9004	1.1713	2.9004
90	2.4408	1.0742	2.4408	3.4953	1.2837	3.4953	2.8768	1.1619	2.8768
91	2.3471	1.0551	2.3471	3.9804	1.3473	3.9804	3.0158	1.1727	3.0158
92	2.2649	1.0434	2.2649	4.1371	1.4239	4.1371	2.8761	1.1714	2.8761
93	2.2901	1.0352	2.2901	3.8350	1.3341	3.8350	2.8336	1.1628	2.8336
94	2.2940	1.0430	2.2940	3.9361	1.3582	3.9361	2.8305	1.1544	2.8305
95	2.2682	1.0540	2.2682	3.4438	1.3221	3.4438	2.8720	1.1748	2.8720
96	2.2688	1.0371	2.2688	4.0579	1.3559	4.0579	2.8751	1.1596	2.8751
97	2.1628	1.0142	2.1628	3.3773	1.3142	3.3773	2.7047	1.1488	2.7047
98	2.1815	1.0223	2.1815	4.9692	1.5767	4.9692	2.8002	1.1694	2.8002
99	2.2920	1.0424	2.2920	3.4950	1.3163	3.4950	2.8961	1.1791	2.8961
100	2.2472	1.0408	2.2472	3.4189	1.2690	3.4189	2.8748	1.1560	2.8748
