round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
37	27.2003	3.6648	27.2003	34.5867	4.1121	34.5867	31.6808	3.8818	31.6808
38	27.6356	3.6842	27.6356	36.5656	4.1125	36.5656	32.0290	3.9121	32.0290
39	27.7580	3.6852	27.7580	37.9586	4.1472	37.9586	33.2706	3.9426	33.2706
40	26.8436	3.6464	26.8436	41.7149	4.3503	41.7149	33.1593	3.9606	33.1593
41	26.9716	3.6533	26.9716	34.3407	4.1592	34.3407	30.6055	3.8338	30.6055
42	26.6062	3.6435	26.6062	42.4965	4.4766	42.4965	33.5882	3.9860	33.5882
43	26.7776	3.6617	26.7776	58.5801	5.2997	58.5801	33.9279	4.0105	33.9279
44	27.3424	3.7046	27.3424	34.8807	4.1103	34.8807	30.9593	3.8456	30.9593
45	27.4913	3.6908	27.4913	41.6916	4.2130	41.6916	32.9463	3.9456	32.9463
46	27.6820	3.6663	27.6820	33.3467	3.9822	33.3467	31.1161	3.8378	31.1161
47	26.7595	3.6335	26.7595	36.6088	4.1736	36.6088	31.7398	3.8807	31.7398
48	27.2085	3.6700	27.2085	32.7956	3.9978	32.7956	30.8458	3.8440	30.8458
49	27.8815	3.7120	27.8815	33.9629	4.0677	33.9629	31.9832	3.8988	31.9832
50	26.8576	3.6557	26.8576	38.1494	4.1394	38.1494	31.5327	3.8779	31.5327
51	26.8154	3.6589	26.8154	34.2158	4.0003	34.2158	31.2520	3.8647	31.2520
52	26.6113	3.6378	26.6113	34.9764	4.1040	34.9764	30.7378	3.8431	30.7378
53	26.9545	3.6671	26.9545	37.9927	4.2517	37.9927	31.3747	3.8901	31.3747
54	27.8778	3.7065	27.8778	39.7106	4.3317	39.7106	31.8067	3.9072	31.8067
55	26.1961	3.5968	26.1961	39.0439	4.3980	39.0439	32.1887	3.9160	32.1887
56	26.5998	3.6249	26.5998	35.2498	4.1108	35.2498	30.6596	3.8336	30.6596
57	25.9958	3.5698	25.9958	38.9120	4.3096	38.9120	30.2757	3.7915	30.2757
58	25.8843	3.5834	25.8843	35.2779	4.0595	35.2779	29.9546	3.7785	29.9546
59	26.2572	3.5975	26.2572	33.6977	4.0613	33.6977	30.1417	3.7979	30.1417
60	26.0479	3.5919	26.0479	40.9094	4.4380	40.9094	31.0978	3.8416	31.0978
61	26.0766	3.5820	26.0766	35.5037	4.0592	35.5037	30.1890	3.7972	30.1890
62	25.6579	3.5562	25.6579	33.2621	3.9738	33.2621	29.5112	3.7636	29.5112
63	25.5808	3.5319	25.5808	40.1682	4.3566	40.1682	30.1008	3.7879	30.1008
64	26.4238	3.6116	26.4238	33.7638	3.9785	33.7638	29.4062	3.7469	29.4062
65	26.0336	3.5660	26.0336	36.3159	4.1112	36.3159	30.4032	3.7961	30.4032
66	25.2653	3.5389	25.2653	43.4113	4.5411	43.4113	31.5195	3.8550	31.5195
67	25.2616	3.5071	25.2616	35.1139	4.0785	35.1139	30.4655	3.8087	30.4655
68	25.4906	3.5266	25.4906	36.4222	4.0595	36.4222	30.9842	3.8096	30.9842
69	24.8291	3.5120	24.8291	38.4384	4.2175	38.4384	30.1945	3.8008	30.1945
70	25.0212	3.5161	25.0212	35.6709	4.0338	35.6709	29.1572	3.7333	29.1572
71	24.6643	3.4774	24.6643	35.3417	4.1011	35.3417	29.2466	3.7303	29.2466
72	24.3101	3.4435	24.3101	33.3204	3.9358	33.3204	28.7180	3.7074	28.7180
73	24.4182	3.4613	24.4182	35.2842	3.9341	35.2842	29.1235	3.7198	29.1235
74	24.8067	3.4991	24.8067	32.5670	3.8956	32.5670	28.7568	3.7191	28.7568
75	24.2743	3.4666	24.2743	34.2619	3.9866	34.2619	27.4229	3.6295	27.4229
76	24.5631	3.4746	24.5631	34.1262	4.0192	34.1262	28.7909	3.7135	28.7909
77	24.2961	3.4703	24.2961	42.0190	4.4670	42.0190	29.6820	3.7807	29.6820
78	24.7840	3.4892	24.7840	33.7629	3.9002	33.7629	28.5445	3.6946	28.5445
79	24.8026	3.5200	24.8026	37.5573	4.2207	37.5573	29.7883	3.7773	29.7883
80	24.2745	3.4889	24.2745	33.2199	3.9283	33.2199	28.3243	3.6916	28.3243
81	23.9866	3.4651	23.9866	33.8358	4.0232	33.8358	29.2143	3.7405	29.2143
82	24.8040	3.5015	24.8040	41.0611	4.3220	41.0611	30.5719	3.8220	30.5719
83	24.7323	3.5086	24.7323	31.9547	3.9107	31.9547	28.8914	3.7366	28.8914
84	23.9368	3.4601	23.9368	31.3111	3.8369	31.3111	27.7973	3.6629	27.7973
85	24.2691	3.4811	24.2691	34.6307	4.0096	34.6307	29.0703	3.7269	29.0703
86	23.7992	3.4366	23.7992	34.7466	4.0639	34.7466	28.7130	3.7203	28.7130
87	23.9255	3.4400	23.9255	32.9129	4.0235	32.9129	27.5894	3.6531	27.5894
88	23.7758	3.4518	23.7758	31.8148	3.9008	31.8148	27.5746	3.6584	27.5746
89	24.0157	3.4482	24.0157	31.3903	3.8878	31.3903	27.4570	3.6411	27.4570
90	24.1564	3.4666	24.1564	35.7388	4.0764	35.7388	29.0514	3.7359	29.0514
91	23.9829	3.4683	23.9829	35.8453	4.0391	35.8453	28.4581	3.7098	28.4581
92	23.6491	3.4502	23.6491	30.4516	3.8267	30.4516	27.3581	3.6560	27.3581
93	23.7316	3.4591	23.7316	35.1618	4.0337	35.1618	28.4620	3.6995	28.4620
94	23.9536	3.4701	23.9536	33.7517	4.0337	33.7517	27.9748	3.6759	27.9748
95	23.9288	3.4739	23.9288	35.9988	4.1102	35.9988	27.8763	3.6935	27.8763
96	23.9649	3.4742	23.9649	35.6281	4.0634	35.6281	29.7136	3.7760	29.7136
97	23.4175	3.4519	23.4175	38.7965	4.2662	38.7965	30.8369	3.8524	30.8369
98	23.5146	3.4437	23.5146	37.2881	4.2391	37.2881	28.7254	3.7202	28.7254
99	23.4868	3.4359	23.4868	34.3069	4.1163	34.3069	27.7111	3.6658	27.7111
100	23.7637	3.4622	23.7637	31.8717	3.9341	31.8717	27.6628	3.6662	27.6628
