round	loss of global	MAE of global	MSE of global	Max Loss of client	Max MAE of client	Max MSE of client	Avg Loss of client	Avg MAE of client	Avg MSE of client
1	56.5579	5.0105	56.5579	115.6196	7.3701	115.6196	68.1424	5.4391	68.1424
2	49.5386	4.5996	49.5386	59.5901	5.1596	59.5901	53.9617	4.8111	53.9617
3	45.4597	4.4119	45.4597	92.5759	6.5566	92.5759	60.1713	5.0962	60.1713
4	46.3299	4.4092	46.3299	63.1123	5.1069	63.1123	51.2438	4.6281	51.2438
5	42.0470	4.2159	42.0470	75.0362	5.8249	75.0362	52.6577	4.7337	52.6577
6	40.8304	4.1713	40.8304	57.5513	5.0965	57.5513	48.7823	4.5613	48.7823
7	42.0311	4.2433	42.0311	60.0362	4.8577	60.0362	47.9117	4.5014	47.9117
8	40.5620	4.1675	40.5620	52.5137	4.8431	52.5137	45.5692	4.4264	45.5692
9	37.3232	4.0252	37.3232	55.0973	4.9826	55.0973	46.0946	4.4813	46.0946
10	35.1709	3.9690	35.1709	60.8498	5.1935	60.8498	42.5833	4.3116	42.5833
11	36.2329	4.0029	36.2329	45.7330	4.5136	45.7330	39.6924	4.1937	39.6924
12	34.6300	3.9257	34.6300	58.9870	5.1750	58.9870	40.5097	4.2574	40.5097
13	32.7853	3.8900	32.7853	47.3718	4.7097	47.3718	38.7768	4.1568	38.7768
14	32.7056	3.8548	32.7056	44.5513	4.4398	44.5513	37.5662	4.0935	37.5662
15	32.0477	3.8588	32.0477	44.5100	4.3539	44.5100	37.0532	4.0664	37.0532
16	32.3845	3.8332	32.3845	61.1768	5.2220	61.1768	39.7419	4.2247	39.7419
17	30.9451	3.7825	30.9451	45.9933	4.5974	45.9933	36.4765	4.0648	36.4765
18	30.5542	3.7705	30.5542	44.0933	4.3402	44.0933	35.5283	4.0066	35.5283
19	29.9591	3.7813	29.9591	48.8224	4.9142	48.8224	36.1456	4.0954	36.1456
20	29.8945	3.7814	29.8945	40.0226	4.2533	40.0226	33.9443	3.9558	33.9443
21	29.8761	3.8018	29.8761	41.3824	4.4399	41.3824	34.5988	4.0162	34.5988
22	30.1455	3.7887	30.1455	38.2460	4.1647	38.2460	33.5403	3.9544	33.5403
23	29.0753	3.7677	29.0753	51.7195	4.9164	51.7195	36.6368	4.1302	36.6368
24	30.7625	3.8365	30.7625	41.2308	4.3066	41.2308	34.1729	3.9989	34.1729
25	29.7674	3.7814	29.7674	49.1581	4.6399	49.1581	36.3663	4.0818	36.3663
26	28.9783	3.7660	28.9783	41.2572	4.2816	41.2572	35.3627	4.0514	35.3627
27	29.7821	3.8040	29.7821	34.4871	4.1192	34.4871	32.4830	3.9185	32.4830
28	28.2190	3.7030	28.2190	39.1633	4.1301	39.1633	33.8015	3.9783	33.8015
29	28.9599	3.7452	28.9599	41.3776	4.3245	41.3776	33.6791	3.9741	33.6791
30	28.5373	3.7528	28.5373	46.6232	4.7879	46.6232	35.3956	4.0947	35.3956
31	28.9883	3.7565	28.9883	35.9118	4.0897	35.9118	32.4787	3.9255	32.4787
32	28.1190	3.7268	28.1190	53.9697	4.9252	53.9697	36.3641	4.1190	36.3641
33	28.9196	3.7265	28.9196	36.5291	4.1273	36.5291	32.7944	3.9313	32.7944
34	27.5298	3.6780	27.5298	37.3044	4.1908	37.3044	33.1282	3.9794	33.1282
35	27.8493	3.7049	27.8493	43.6961	4.4809	43.6961	33.4198	3.9896	33.4198
36	27.2628	3.6796	27.2628	33.4420	4.0246	33.4420	31.6031	3.8858	31.6031
