Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-5,6,26,0.208901,1.041472,1.495874677083333,196417
1-3,6,30,0.088096,3.824596,1.5170659895833338,1346268
1-6,6,25,0.25963,0.255595,1.4618471666666664,121392
1-4,6,33,0.128731,8.255298,1.4701556875,5702886
1-7,6,26,0.591817,1.448594,1.384381,196417
1-2,6,32,0.032276,6.842562,1.3765631458333336,3524577
1-1,6,32,0.000312,7.670097,1.4750791458333334,3524577
2-2,6,27,0.030742,0.631881,1.4325276458333331,317810
2-7,6,27,0.213931,1.221938,1.42516721875,317810
2-4,6,26,0.106123,0.90701,1.4061651041666672,196417
2-5,6,27,0.125978,1.295448,1.4810825104166667,317810
2-1,6,31,0.00023,5.275751,1.5340704791666668,2178308
2-3,6,34,0.08169,15.342477,1.4957602916666668,9227464
2-6,6,35,0.172368,16.458249,1.4624088333333336,14930351
3-6,6,31,0.388135,7.225195,1.4700264687499995,2178308
3-7,6,29,0.414139,1.802862,1.614132375,832039
3-4,6,30,0.148744,6.478427,1.4067967708333329,1346268
3-2,6,31,0.039068,9.083867,1.541043,2178308
3-3,6,33,0.135681,14.777766,1.521973,5702886
3-1,6,35,0.000383,22.572997,1.4537473125,14930351
3-5,6,34,0.245469,21.260846,1.4848627187500003,9227464
4-4,6,25,0.187604,0.333452,1.4259902812499998,121392
4-1,6,27,0.000303,0.275958,1.3838702499999997,317810
4-5,6,31,0.248798,6.436475,1.4552594166666666,2178308
4-3,6,31,0.085894,5.92206,1.467653604166667,2178308
4-6,6,32,0.322393,10.913651,1.451003885416667,3524577
4-7,6,34,0.49342,18.234643,1.4153052395833332,9227464
4-2,6,34,0.040038,18.603088,1.4168343958333331,9227464
5-5,6,29,0.382762,1.950753,1.4876511354166666,832039
5-3,6,25,0.065814,0.093748,1.4458878541666667,121392
5-6,6,30,0.449372,2.528582,1.5065162916666668,1346268
5-4,6,31,0.174884,6.575947,1.4083799583333336,2178308
5-2,6,31,0.030109,7.303966,1.4692819687499998,2178308
5-1,6,34,0.000342,13.143882,1.525747125,9227464
5-7,6,34,0.535843,11.736599,1.4901956249999997,9227464
6-6,6,31,0.447916,3.219868,1.3944823020833335,2178308
6-1,6,26,0.000297,0.08178,1.5453291875000001,196417
6-3,6,27,0.077064,1.028405,1.5223481770833331,317810
6-7,6,25,0.478813,0.312067,1.5719487395833331,121392
6-5,6,25,0.263662,0.372865,1.5347967812500003,121392
6-4,6,30,0.227198,2.958826,1.5196863958333333,1346268
6-2,6,31,0.041356,3.406154,1.4533494270833336,2178308
7-3,6,26,0.065322,0.092797,1.4529918229166672,196417
7-7,6,26,0.475246,0.756424,1.4959171354166663,196417
7-5,6,34,0.214561,13.023359,1.5665926875000002,9227464
7-6,6,29,0.357928,2.765527,1.4624377083333335,832039
7-4,6,31,0.121242,8.00821,1.4045944374999997,2178308
7-2,6,32,0.039778,8.253039,1.4093600312499996,3524577
