Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-1,6,26,0.000305,0.111342,1.3053241875000003,196417
1-3,6,28,0.082084,1.642612,1.2605118541666671,514228
1-7,6,31,0.801382,6.657988,1.2958894062500002,2178308
1-2,6,33,0.026048,20.128724,1.2687767395833331,5702886
1-5,6,34,0.225255,25.780813,1.2827590104166666,9227464
1-6,6,35,0.353826,33.029431,1.2890490208333336,14930351
1-4,6,35,0.137907,32.612849,1.3021074166666664,14930351
2-7,6,28,0.415302,1.051606,1.2208685000000001,514228
2-2,6,25,0.036896,0.104408,1.2761007395833335,121392
2-1,6,28,0.000336,1.814728,1.2208631874999998,514228
2-3,6,29,0.118257,2.824101,1.2343571979166668,832039
2-5,6,33,0.302304,12.494532,1.2906741666666668,5702886
2-4,6,34,0.151703,14.708741,1.3937927499999998,9227464
2-6,6,33,0.353922,13.772119,1.2823983125000005,5702886
3-1,6,27,0.000283,0.121807,1.3281907812499998,317810
3-4,6,25,0.160271,0.448235,1.2719050937500003,121392
3-6,6,30,0.287547,5.30322,1.236534041666667,1346268
3-2,6,35,0.035629,29.55241,1.335748427083333,14930351
3-3,6,34,0.129484,23.402624,1.2907559999999998,9227464
3-7,6,34,0.537105,21.685517,1.297979625,9227464
3-5,6,34,0.206263,28.124806,1.3323830104166665,9227464
4-4,6,30,0.123682,1.907541,1.308513572916667,1346268
4-5,6,28,0.168447,1.245204,1.2458748333333334,514228
4-3,6,29,0.079162,1.734171,1.2750510520833336,832039
4-1,6,25,0.000323,0.037356,1.3006001145833337,121392
4-6,6,26,0.204696,0.401852,1.3062384375000002,196417
4-2,6,26,0.037982,0.080406,1.32572428125,196417
4-7,6,25,0.230689,0.258523,1.2834178125,121392
5-3,6,26,0.077156,0.313572,1.2719397500000003,196417
5-2,6,26,0.026312,0.391954,1.2584155729166668,196417
5-7,6,30,0.506068,6.880444,1.2291787499999998,1346268
5-6,6,31,0.460187,8.278472,1.25840465625,2178308
5-5,6,35,0.395904,14.996613,1.2543265625,14930351
5-4,6,32,0.107675,11.313892,1.2292063125000001,3524577
5-1,6,33,0.000206,12.865145,1.2594724479166663,5702886
6-2,6,25,0.039962,0.124508,1.3084290625,121392
6-4,6,34,0.186183,7.104825,1.267735104166667,9227464
6-1,6,27,0.000279,0.180644,1.2625721666666665,317810
6-5,6,26,0.227196,0.577537,1.2292132916666663,196417
6-6,6,28,0.253152,1.16714,1.2292463541666672,514228
