Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-7,6,25,0.749327,0.880744,1.2427302708333334,121392
1-4,6,29,0.158728,4.320636,1.2136148645833336,832039
1-5,6,30,0.306308,5.342225,1.2135506875000002,1346268
1-6,6,30,0.565739,4.929573,1.2135742499999995,1346268
1-2,6,34,0.021435,14.045147,1.2386165000000002,9227464
1-1,6,33,0.000302,13.028814,1.2218754375,5702886
1-3,6,32,0.097695,9.972407,1.2427610208333335,3524577
2-7,6,33,0.511497,5.361675,1.2479309687500002,5702886
2-1,6,25,0.000322,0.036319,1.3872174687499998,121392
2-2,6,27,0.036731,0.213361,1.26466565625,317810
2-4,6,27,0.250153,0.859973,1.2229387708333337,317810
2-6,6,26,0.373203,0.587649,1.2228985937499994,196417
2-3,6,31,0.077967,4.74786,1.2355399062499999,2178308
2-5,6,31,0.301415,4.345781,1.222941552083333,2178308
3-6,6,29,0.410669,2.07293,1.2146939270833337,832039
3-4,6,29,0.13282,1.850736,1.2146262187499999,832039
3-5,6,28,0.295578,3.535494,1.2146488020833335,514228
3-7,6,30,0.995314,5.360522,1.2146361666666665,1346268
3-1,6,31,0.000275,6.740058,1.2291946145833332,2178308
3-2,6,34,0.029025,13.447561,1.2250796770833332,9227464
3-3,6,33,0.095117,12.611683,1.22252125,5702886
4-2,6,34,0.041201,11.503463,1.2250961979166661,9227464
4-1,6,28,0.000269,1.420768,1.2000758124999997,514228
4-6,6,26,0.804318,0.50708,1.2000224270833335,196417
4-5,6,26,0.305602,0.975648,1.205258,196417
4-3,6,29,0.097108,2.399799,1.2000775000000001,832039
4-7,6,32,1.210875,8.359581,1.2000510729166667,3524577
4-4,6,33,0.153058,9.830925,1.2052822500000004,5702886
5-3,6,34,0.103613,7.395072,1.2251175104166667,9227464
5-2,6,25,0.047454,0.240913,1.247955125,121392
5-6,6,26,0.314351,0.639403,1.2000573958333334,196417
5-4,6,28,0.169772,1.409081,1.2001436875000002,514228
5-7,6,29,0.358343,2.670541,1.2000645416666664,832039
5-5,6,31,0.293537,5.413898,1.2253568020833334,2178308
5-1,6,31,0.000291,5.513277,1.22511878125,2178308
6-2,6,28,0.021387,1.995098,1.2271536354166668,514228
6-4,6,29,0.097628,2.514459,1.2489157604166665,832039
6-3,6,29,0.057005,2.552752,1.2482021354166666,832039
6-6,6,25,0.448534,1.175099,1.2270994895833331,121392
6-7,6,33,1.170245,13.438491,1.213530072916667,5702886
6-1,6,35,0.000187,27.132866,1.2423590624999998,14930351
6-5,6,35,0.214663,26.724448,1.226173,14930351
7-3,6,32,0.122082,9.001717,1.22711565625,3524577
7-4,6,27,0.177984,1.790654,1.2271436145833337,317810
7-6,6,28,0.508411,2.789444,1.2272108437499996,514228
7-5,6,35,0.239075,13.245813,1.3605365833333334,14930351
7-1,6,30,0.000311,5.905049,1.2271800104166668,1346268
7-7,6,31,0.89908,7.85809,1.22705178125,2178308
7-2,6,32,0.025546,10.615284,1.252177010416667,3524577
8-4,6,34,0.112344,5.598019,1.2521567604166668,9227464
8-5,6,25,0.198723,0.181105,1.2785240624999998,121392
8-2,6,26,0.030018,0.563876,1.25422025,196417
8-3,6,28,0.051288,1.237404,1.2406515833333336,514228
8-7,6,25,0.492164,0.60598,1.2561071562500004,121392
8-6,6,28,0.285337,1.371737,1.22714009375,514228
8-1,6,31,0.000292,3.876042,1.2521201458333333,2178308
9-3,6,29,0.10619,2.939539,1.2271515937500002,832039
9-7,6,25,0.416522,0.355843,1.2271725312499997,121392
9-1,6,27,0.0003,0.778472,1.2271883645833337,317810
9-4,6,29,0.157169,2.664643,1.227099833333333,832039
9-6,6,31,0.319822,5.419339,1.2272196666666664,2178308
9-2,6,34,0.045158,12.252486,1.2772364999999999,9227464
9-5,6,33,0.197925,11.243807,1.22710178125,5702886
10-6,6,25,0.329485,0.402661,1.2405518437499998,121392
10-5,6,25,0.19242,0.621784,1.2407491562500002,121392
10-7,6,26,0.385442,0.62177,1.2271895937500004,196417
10-4,6,34,0.151564,8.53805,1.2813405,9227464
10-1,6,30,0.000286,3.444996,1.2271502812500001,1346268
10-3,6,30,0.095615,3.672422,1.2271625625000004,1346268
10-2,6,32,0.039592,7.206539,1.2562834270833334,3524577
11-7,6,33,0.37742,9.522367,1.2520460937499998,5702886
11-2,6,25,0.037038,0.058963,1.298819333333333,121392
11-1,6,25,0.000301,0.036461,1.2971882812499997,121392
11-4,6,29,0.122,2.348064,1.2813628333333336,832039
11-5,6,27,0.24513,0.925997,1.2813481354166667,317810
11-3,6,34,0.057677,9.279617,1.2313498541666668,9227464
11-6,6,32,0.276117,9.104492,1.2490910208333332,3524577
12-1,6,25,0.000268,0.0338,1.4355636562499996,121392
12-6,6,28,0.292941,1.964327,1.2834538854166664,514228
12-3,6,30,0.060646,5.431945,1.2833687395833333,1346268
12-4,6,32,0.138417,11.020004,1.2521767187499997,3524577
12-2,6,35,0.034155,21.296108,1.2678425416666663,14930351
12-5,6,33,0.246972,16.425215,1.2271006458333336,5702886
12-7,6,34,0.359187,19.318714,1.28653703125,9227464
13-2,6,27,0.040336,0.180336,1.3168021770833331,317810
13-1,6,35,0.0003,6.116676,1.2793008333333336,14930351
13-3,6,25,0.182538,0.096927,1.2812510625000002,121392
