Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-4,6,34,0.177343,5.167238,1.3136603125,9227464
1-1,6,27,0.0003,0.735285,1.2813087916666668,317810
1-6,6,25,0.403171,0.522602,1.267841770833333,121392
1-5,6,25,0.340934,0.320687,1.2785291770833336,121392
1-2,6,26,0.024812,0.373036,1.2782771770833332,196417
1-7,6,25,0.457819,0.462134,1.2812851666666665,121392
1-3,6,31,0.080766,3.420254,1.3015787604166664,2178308
2-4,6,27,0.101433,0.967108,1.2008334062500003,317810
2-5,6,25,0.200002,0.610196,1.20090484375,121392
2-6,6,29,0.222724,3.174532,1.2506315208333334,832039
2-1,6,34,0.000311,14.223608,1.2541346041666666,9227464
2-2,6,31,0.030164,5.851562,1.2292767812500003,2178308
2-3,6,32,0.060769,9.973779,1.2291047708333331,3524577
2-7,6,33,0.296732,13.103114,1.2291908333333337,5702886
3-1,6,28,0.000306,0.664204,1.229280885416667,514228
3-3,6,26,0.150944,0.521782,1.2291969687499997,196417
3-6,6,28,0.759947,1.13092,1.2291976979166666,514228
3-4,6,31,0.298486,7.718448,1.2583461041666666,2178308
3-5,6,34,0.683291,21.488094,1.3066024270833334,9227464
3-7,6,34,0.812149,21.143664,1.3066755312500007,9227464
3-2,6,34,0.029013,20.231517,1.2583243958333334,9227464
4-7,6,26,0.476985,0.831617,1.28269221875,196417
4-2,6,29,0.041994,2.919626,1.2540990208333336,832039
4-5,6,27,0.202384,1.670143,1.2541852708333334,317810
4-1,6,35,0.000286,13.324185,1.2542025208333332,14930351
4-4,6,31,0.115836,7.570624,1.2720150416666662,2178308
4-3,6,32,0.08636,10.616598,1.3125091354166665,3524577
4-6,6,32,0.32462,9.533112,1.2917063333333334,3524577
5-1,6,27,0.000298,0.442983,1.2917179375000003,317810
5-5,6,27,0.232757,1.078444,1.2293336666666668,317810
5-7,6,29,0.631825,3.570837,1.23028759375,832039
5-4,6,33,0.141076,16.533714,1.2584373958333337,5702886
5-2,6,35,0.029601,26.082574,1.2542298541666663,14930351
5-6,6,34,0.494848,23.706983,1.2343961770833332,9227464
5-3,6,34,0.080503,24.37683,1.2541531666666668,9227464
6-4,6,26,0.169199,0.622837,1.229212375,196417
6-7,6,26,0.667675,0.38508,1.2292393229166667,196417
6-6,6,26,0.428743,1.133313,1.2292424791666665,196417
6-1,6,29,0.000324,2.059509,1.2292225625000002,832039
6-3,6,31,0.103098,5.121823,1.2719416354166666,2178308
6-5,6,34,0.245587,15.546071,1.2348258020833336,9227464
6-2,6,34,0.042064,15.666292,1.236051197916667,9227464
7-1,6,26,0.000287,0.092155,1.24066103125,196417
7-5,6,25,0.159229,0.397329,1.261457135416667,121392
7-3,6,27,0.070151,1.068575,1.2583819791666668,317810
7-4,6,26,0.123246,0.691501,1.2584294687499993,196417
7-7,6,28,0.488276,1.509872,1.229243,514228
7-6,6,30,0.247974,2.507789,1.2667270520833334,1346268
7-2,6,30,0.034458,2.607669,1.2667135833333334,1346268
8-7,6,34,0.604715,3.192282,1.2940480833333337,9227464
8-3,6,26,0.079346,0.220208,1.2396261875,196417
8-1,6,26,0.000201,0.058444,1.2599365208333333,196417
8-2,6,27,0.048795,0.60994,1.268883583333333,317810
8-4,6,27,0.175914,0.869473,1.2396250833333335,317810
8-5,6,28,0.304709,1.233381,1.2465139479166667,514228
8-6,6,28,0.348609,1.188527,1.2438034375000002,514228
9-5,6,28,0.173426,3.341159,1.2292049791666666,514228
9-2,6,29,0.041076,3.76831,1.257620458333333,832039
9-3,6,31,0.081839,8.156594,1.2813755625,2178308
9-4,6,32,0.137697,12.841645,1.257557604166667,3524577
9-6,6,35,0.264799,25.859406,1.3125214166666668,14930351
9-1,6,34,0.000261,23.103654,1.2000334791666665,9227464
9-7,6,34,0.375803,24.183238,1.2542273541666669,9227464
10-2,6,27,0.049386,0.61328,1.3303024791666669,317810
10-6,6,29,0.257848,2.552085,1.2292167604166664,832039
10-1,6,27,0.000304,0.129796,1.2794702395833333,317810
10-5,6,28,0.207051,2.490156,1.2292246458333336,514228
10-7,6,35,0.554577,9.062127,1.3569482291666666,14930351
10-4,6,29,0.16594,3.17257,1.2506130104166664,832039
10-3,6,32,0.120538,6.584016,1.3302753229166666,3524577
11-6,6,28,0.80753,1.209555,1.2720049791666668,514228
11-3,6,29,0.182129,2.960904,1.2426927916666668,832039
11-5,6,31,0.568523,8.409986,1.2583827708333335,2178308
11-7,6,31,1.219441,6.372191,1.2291993541666668,2178308
11-1,6,35,0.000271,25.693037,1.225016197916667,14930351
11-4,6,34,0.507646,22.2114,1.2583003124999999,9227464
11-2,6,34,0.039963,24.340739,1.2843795625,9227464
12-2,6,27,0.036865,0.833797,1.2011152916666668,317810
12-1,6,25,0.000313,0.036507,1.2145956770833335,121392
12-6,6,30,0.295689,3.812591,1.209191104166667,1346268
12-3,6,31,0.052369,6.065347,1.284396927083333,2178308
12-4,6,32,0.124527,9.424775,1.2844788229166664,3524577
12-5,6,34,0.223202,18.780593,1.2866148854166666,9227464
12-7,6,35,0.437902,19.880058,1.3198789270833333,14930351
13-3,6,30,0.131873,2.897322,1.2437500416666665,1346268
13-1,6,30,0.000284,5.685313,1.24383778125,1346268
13-7,6,29,0.614105,4.234519,1.2979263854166667,832039
13-2,6,35,0.045512,19.731538,1.2552059791666668,14930351
13-4,6,32,0.197969,12.926672,1.2302331562500002,3524577
13-5,6,33,0.319785,16.382202,1.2594888854166668,5702886
13-6,6,33,0.461972,17.210743,1.2553056458333334,5702886
14-2,6,35,0.046304,16.447333,1.2781270729166667,14930351
14-4,6,26,0.193734,0.986435,1.2730474270833334,196417
14-7,6,29,0.911494,3.886249,1.2729901875,832039
14-1,6,31,0.000295,9.506457,1.267714260416667,2178308
14-6,6,33,0.682056,18.849202,1.2678355937499999,5702886
14-5,6,35,0.534467,31.091268,1.2542808437500002,14930351
14-3,6,35,0.081926,31.338222,1.2542316041666666,14930351
15-6,6,29,0.56317,3.252897,1.2291786666666669,832039
15-2,6,29,0.024141,2.722154,1.2583058020833335,832039
15-7,6,30,0.679976,5.929029,1.25843296875,1346268
15-4,6,31,0.141076,8.809546,1.2292461666666668,2178308
15-1,6,34,0.00029,16.781176,1.3084111458333332,9227464
15-5,6,35,0.502143,18.496603,1.3083488854166665,14930351
15-3,6,33,0.080083,16.712135,1.3084380000000002,5702886
16-2,6,26,0.02271,0.614264,1.2969456875,196417
16-4,6,27,0.091867,1.394348,1.2584441666666668,317810
16-7,6,29,0.245364,3.118907,1.2583854270833335,832039
16-3,6,30,0.068524,4.613513,1.2452158020833333,1346268
16-5,6,30,0.132689,4.233836,1.2834547395833331,1346268
16-6,6,30,0.198762,4.485491,1.2291822395833334,1346268
16-1,6,30,0.000264,4.601848,1.254279958333333,1346268
17-1,6,26,0.000229,0.129108,1.2573687187499998,196417
17-2,6,26,0.026533,0.326009,1.2511599791666668,196417
17-5,6,27,0.336213,0.544974,1.2729425312499998,317810
17-6,6,25,0.480666,0.432762,1.2593281250000001,121392
17-3,6,27,0.107899,0.87802,1.2584100833333334,317810
17-4,6,33,0.144659,8.625781,1.2833998541666667,5702886
17-7,6,33,0.532251,8.038711,1.2833554895833337,5702886
18-3,6,28,0.146726,1.482107,1.25420478125,514228
18-1,6,27,0.000278,0.648453,1.308279875,317810
18-6,6,28,0.527675,2.441119,1.2292104479166661,514228
18-4,6,31,0.228119,6.642459,1.2250326770833335,2178308
18-5,6,34,0.303943,18.316861,1.2842341458333333,9227464
18-7,6,33,0.624157,13.052398,1.2834844999999997,5702886
18-2,6,34,0.024923,17.844692,1.27130259375,9227464
19-2,6,28,0.03945,2.477943,1.2291733541666665,514228
19-4,6,25,0.207283,0.408162,1.25636234375,121392
19-1,6,32,0.000276,11.560399,1.256284885416667,3524577
19-6,6,31,0.57347,11.108318,1.277307645833333,2178308
19-7,6,34,0.620759,20.378144,1.3967585729166667,9227464
19-5,6,33,0.476712,15.060837,1.29691375,5702886
19-3,6,34,0.075102,20.488183,1.3423436770833335,9227464
20-1,6,26,0.000259,0.075053,1.3333994895833328,196417
20-7,6,25,0.545088,0.306163,1.2594370625000004,121392
20-5,6,25,0.42755,0.44609,1.259200052083333,121392
20-4,6,31,0.131646,6.498889,1.2750014583333333,2178308
20-2,6,33,0.04429,13.218093,1.2323011249999998,5702886
20-6,6,35,0.463229,26.902764,1.243895375,14930351
20-3,6,35,0.069798,27.150792,1.243864989583333,14930351
21-6,6,32,0.303549,7.300237,1.3083320208333336,3524577
21-5,6,30,0.207095,5.801582,1.2541796874999998,1346268
21-4,6,29,0.1155,5.440323,1.2584022500000003,832039
21-1,6,30,0.000301,5.229212,1.2833661458333336,1346268
21-3,6,28,0.054538,1.523194,1.283400375,514228
21-7,6,31,0.399995,5.85364,1.2542525208333335,2178308
21-2,6,31,0.026972,7.019799,1.308376052083333,2178308
