Task ID,Task Number,Fibonacci Size,Relative Start Time (s),Task Latency (s),CPU Freq (GHz),FLOPs
1-4,7,27,0.149903,0.695272,1.4636000416666668,317810
1-6,7,29,0.471564,1.898823,1.508204885416667,832039
1-7,7,33,0.629358,4.570897,1.4781736249999997,5702886
1-2,7,26,0.033271,0.106384,1.6271655729166665,196417
1-5,7,32,0.293117,2.959604,1.5862364479166666,3524577
1-3,7,27,0.063777,0.998994,1.4555214583333334,317810
1-1,7,29,0.000214,2.620253,1.537935885416667,832039
1-8,7,30,1.007836,3.202883,1.5068147395833331,1346268
2-3,7,29,0.088262,2.302243,1.591953416666667,832039
2-8,7,27,0.613618,0.668065,1.5334647916666664,317810
2-7,7,29,0.528234,6.568973,1.4834404687499998,832039
2-1,7,31,0.000306,8.551916,1.398433708333334,2178308
2-2,7,32,0.032258,8.693124,1.450668114583333,3524577
2-5,7,33,0.172384,12.18765,1.5307245104166667,5702886
2-4,7,34,0.111273,20.13393,1.460556427083333,9227464
2-6,7,35,0.26376,19.74069,1.4368171145833333,14930351
3-4,7,27,0.131416,0.828968,1.5286002916666668,317810
3-8,7,34,0.467013,8.592269,1.5229676979166669,9227464
3-2,7,27,0.03478,1.669551,1.5311415625000002,317810
3-7,7,27,0.390522,1.32474,1.403872854166667,317810
3-5,7,29,0.202692,2.408761,1.428731020833333,832039
3-6,7,28,0.339555,2.181083,1.4043252604166672,514228
3-3,7,32,0.065366,6.424989,1.418917427083333,3524577
3-1,7,32,0.000301,7.909191,1.3591759999999997,3524577
4-7,7,27,1.041064,0.802549,1.4841978854166666,317810
4-6,7,28,0.929398,4.154179,1.3631047395833331,514228
4-3,7,33,0.080066,14.907023,1.40428234375,5702886
4-8,7,30,1.178044,4.194625,1.3752301354166665,1346268
4-5,7,31,0.390452,9.663221,1.4838423020833336,2178308
4-4,7,32,0.141084,13.000795,1.4007181250000003,3524577
4-1,7,32,0.000289,11.574223,1.4401775208333336,3524577
4-2,7,33,0.044391,14.661571,1.4364791458333332,5702886
5-7,7,31,0.47016,5.037354,1.45856353125,2178308
5-1,7,28,0.000279,0.755032,1.4083742083333335,514228
5-3,7,26,0.095473,0.740911,1.2818093229166665,196417
5-4,7,25,0.166666,0.298188,1.3545414374999998,121392
5-2,7,26,0.039515,0.266834,1.4022424791666666,196417
5-6,7,33,0.398523,13.257968,1.4880613854166669,5702886
5-8,7,34,0.593761,14.386278,1.600767447916667,9227464
5-5,7,33,0.306444,13.734735,1.5102050312499997,5702886
6-3,7,25,0.076746,0.126759,1.5495734583333334,121392
6-4,7,29,0.168266,0.712944,1.4947496770833333,832039
6-2,7,27,0.041108,0.983759,1.4110394687500003,317810
6-8,7,34,0.677355,13.921066,1.3944237812499998,9227464
6-6,7,31,0.473399,7.312225,1.4657425833333328,2178308
6-1,7,31,0.000289,9.783838,1.51985753125,2178308
6-7,7,35,0.611008,25.188358,1.4260479479166663,14930351
6-5,7,35,0.219017,26.165189,1.4634847916666665,14930351
7-4,7,28,0.225087,2.021092,1.4493475833333334,514228
7-3,7,34,0.153916,8.536441,1.4346102187499998,9227464
7-6,7,26,0.494791,0.514721,1.3890831562499997,196417
7-8,7,27,0.76929,1.430766,1.4428107395833334,317810
7-1,7,29,0.000334,2.135566,1.4731213645833334,832039
7-7,7,29,0.576038,2.978454,1.3386772083333334,832039
7-5,7,29,0.413505,3.638689,1.4095767395833336,832039
7-2,7,32,0.042062,7.166376,1.4672720104166668,3524577
8-8,7,26,1.656003,0.896366,1.3504205104166669,196417
8-2,7,26,0.029412,0.391376,1.4105437916666668,196417
8-6,7,26,0.574346,1.260983,1.31841115625,196417
8-3,7,29,0.074863,3.527826,1.320323791666667,832039
8-1,7,32,0.000271,10.119821,1.3754742083333333,3524577
8-7,7,35,0.610703,21.02989,1.3013976354166668,14930351
8-4,7,33,0.120728,16.216463,1.3963635729166666,5702886
8-5,7,34,0.420873,19.67902,1.3851875729166667,9227464
9-1,7,29,0.000197,1.600581,1.4355090729166666,832039
9-3,7,25,0.080026,0.335954,1.4228991979166667,121392
9-2,7,25,0.034241,0.202857,1.401685739583333,121392
9-7,7,25,0.518542,1.154763,1.4372771770833332,121392
9-4,7,29,0.146132,2.695274,1.4187079479166667,832039
9-6,7,31,0.349565,6.467953,1.4014146249999997,2178308
9-8,7,35,0.552611,16.888418,1.30059215625,14930351
9-5,7,34,0.197107,15.777107,1.5071671458333333,9227464
10-1,7,25,0.00033,0.035468,1.3999230416666661,121392
10-7,7,29,0.280017,2.745384,1.4178077604166668,832039
10-5,7,27,0.16804,0.806711,1.4385988750000003,317810
10-4,7,26,0.111834,0.243666,1.4160007812499997,196417
10-3,7,30,0.081154,2.71266,1.4151610104166668,1346268
10-8,7,33,0.336142,8.139372,1.4865708854166662,5702886
10-6,7,30,0.219061,4.313149,1.3867713229166667,1346268
10-2,7,33,0.040359,7.894232,1.4145727812500002,5702886
11-3,7,29,0.08133,3.126173,1.5186604895833336,832039
11-5,7,30,0.198375,5.85604,1.5249704270833333,1346268
11-4,7,30,0.142349,5.59278,1.5347001562500002,1346268
11-1,7,27,0.000215,0.571674,1.4736266354166667,317810
11-2,7,31,0.030598,9.270482,1.4933474270833333,2178308
11-6,7,33,0.345623,9.055951,1.5310833020833332,5702886
11-8,7,34,0.587486,13.360385,1.482286041666667,9227464
11-7,7,33,0.533827,12.184314,1.6956687812499995,5702886
12-6,7,33,0.359814,9.710669,1.4877889062499998,5702886
12-4,7,28,0.15236,2.50809,1.4931297291666663,514228
12-8,7,33,0.416398,12.707983,1.6344908541666663,5702886
12-7,7,28,0.375596,1.550034,1.505917760416667,514228
12-5,7,25,0.217668,0.712216,1.5470912291666663,121392
12-2,7,32,0.035404,13.317455,1.5717742916666668,3524577
12-3,7,33,0.086261,13.386789,1.62254940625,5702886
12-1,7,35,0.000318,16.308319,1.6735540729166662,14930351
13-2,7,28,0.042534,0.597574,1.4114831770833332,514228
13-4,7,29,0.204352,2.152078,1.4908459687499998,832039
13-1,7,27,0.000287,0.178362,1.4992470833333333,317810
13-7,7,29,0.611575,3.764888,1.5905335000000005,832039
13-3,7,33,0.12384,14.487749,1.5826092395833329,5702886
13-5,7,34,0.265803,20.793531,1.5211523124999997,9227464
13-8,7,34,0.716906,15.757267,1.4697813333333332,9227464
13-6,7,34,0.296578,20.413356,1.4986325416666668,9227464
14-4,7,25,0.106515,0.27568,1.4704299062500001,121392
14-1,7,28,0.000243,1.559358,1.4206502083333337,514228
14-6,7,27,0.304729,1.342775,1.4072540000000007,317810
14-8,7,30,0.406116,4.699431,1.5352685000000004,1346268
14-2,7,32,0.02502,5.944792,1.5084006562499999,3524577
