Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,3,1.6037,1.6953,16.2015,41.1
Existing-3,3,2.0991,1.6635,26.1889,73.98
Existing-2,3,3.0305,1.7714,62.6262,131.52
WithNew-4,3,3.0175,1.5954,16.2015,41.1
WithNew-1,3,3.0565,1.4917,16.2015,41.1
WithNew-3,3,3.5448,1.6125,26.1889,73.98
WithNew-2,3,4.7636,1.5655,62.6262,131.52
Existing-3,3,1.7673,1.7095,6.8019,82.2
Existing-1,3,2.1094,1.6739,16.2015,41.1
Existing-2,3,3.3797,1.7282,62.6262,131.52
WithNew-3,3,2.7124,1.718,6.8019,82.2
WithNew-1,3,2.8363,1.6937,16.2015,41.1
WithNew-2,3,4.4989,1.8245,62.6262,131.52
WithNew-4,3,4.8288,1.7499,61.4555,106.86
Existing-1,3,1.8854,1.7904,6.8019,82.2
Existing-3,3,3.3992,1.8439,35.3044,312.36
Existing-2,3,3.5119,1.7444,62.6262,131.52
WithNew-1,3,2.4247,1.5357,6.8019,82.2
WithNew-3,3,4.2945,1.7533,35.3044,312.36
WithNew-2,3,4.5184,1.7944,62.6262,131.52
WithNew-4,3,4.5235,1.7822,60.5415,123.3
Existing-3,3,1.8584,1.714,6.8019,82.2
Existing-1,3,3.5252,1.7431,61.4555,106.86
Existing-2,3,3.7655,1.7083,57.8413,106.86
WithNew-3,3,2.5793,1.5744,6.8019,82.2
WithNew-4,3,3.0342,1.6323,11.7294,106.86
WithNew-2,3,4.4433,1.6678,57.8413,106.86
WithNew-1,3,4.6196,1.7428,61.4555,106.86
Existing-2,3,1.724,1.7448,6.8019,82.2
Existing-3,3,3.7172,1.7011,57.8413,106.86
Existing-1,3,3.712,1.6725,62.6262,131.52
WithNew-2,3,1.9014,1.7112,6.8019,82.2
WithNew-3,3,4.9086,1.6723,57.8413,106.86
WithNew-4,3,5.1565,1.7006,62.6262,131.52
WithNew-1,3,5.2919,1.6486,62.6262,131.52
Existing-3,3,1.6674,1.7336,6.8019,82.2
Existing-1,3,2.9355,1.7603,35.3044,312.36
Existing-2,3,3.4074,1.6606,62.6262,131.52
WithNew-3,3,1.8412,1.6188,6.8019,82.2
WithNew-4,3,2.0035,1.5882,6.8019,82.2
WithNew-1,3,2.8956,1.5622,35.3044,312.36
WithNew-2,3,3.3444,1.6002,62.6262,131.52
Existing-1,3,1.6136,1.8231,11.7294,106.86
Existing-3,3,2.1031,1.7073,26.1889,73.98
Existing-2,3,2.9255,1.7853,57.8413,106.86
WithNew-1,3,2.5352,1.6833,11.7294,106.86
WithNew-3,3,2.8433,1.553,26.1889,73.98
WithNew-4,3,4.1323,1.6312,61.4555,106.86
WithNew-2,3,4.1393,1.6312,57.8413,106.86
Existing-1,3,1.9141,1.7302,11.7294,106.86
Existing-3,3,2.7615,1.6845,57.8413,106.86
Existing-2,3,2.9176,1.7354,35.3044,312.36
WithNew-4,3,2.0255,1.6681,6.8019,82.2
WithNew-1,3,2.609,1.6021,11.7294,106.86
WithNew-3,3,3.492,1.567,57.8413,106.86
WithNew-2,3,3.7511,1.5448,35.3044,312.36
Existing-2,3,1.8582,1.7808,11.7294,106.86
Existing-1,3,3.2107,1.7404,60.5415,123.3
Existing-3,3,3.4974,1.5782,62.6262,131.52
WithNew-2,3,2.9973,1.6912,11.7294,106.86
WithNew-4,3,3.2628,1.6731,26.1889,73.98
WithNew-1,3,4.2451,1.6225,60.5415,123.3
WithNew-3,3,4.5415,1.7133,62.6262,131.52
Existing-2,3,1.5768,1.6248,6.8019,82.2
Existing-1,3,2.8852,1.4957,35.3044,312.36
Existing-3,3,3.0803,1.4761,60.5415,123.3
WithNew-2,3,1.795,1.8089,6.8019,82.2
WithNew-1,3,3.2621,1.5435,35.3044,312.36
WithNew-3,3,3.4373,1.5673,60.5415,123.3
WithNew-4,3,3.5192,1.5239,35.3044,312.36
Existing-3,3,1.9774,1.7363,16.2015,41.1
Existing-1,3,2.105,1.7264,26.1889,73.98
Existing-2,3,3.0189,1.6808,57.8413,106.86
WithNew-3,3,1.9512,1.756,16.2015,41.1
WithNew-4,3,2.1908,1.68,11.7294,106.86
WithNew-1,3,2.6722,1.739,26.1889,73.98
WithNew-2,3,3.5681,1.7586,57.8413,106.86
Existing-2,3,2.5066,1.7709,26.1889,73.98
Existing-1,3,3.2745,1.5553,35.3044,312.36
Existing-3,3,3.4432,1.5844,61.4555,106.86
WithNew-4,3,2.8246,1.732,11.7294,106.86
WithNew-2,3,2.9039,1.6283,26.1889,73.98
WithNew-1,3,3.6896,1.6751,35.3044,312.36
WithNew-3,3,3.8639,1.7633,61.4555,106.86
Existing-3,3,2.992,1.7624,35.3044,312.36
