Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,3,2.2472,1.5383,11.7294,106.86
Existing-3,3,3.8419,1.6649,57.8413,106.86
Existing-2,3,4.05,1.6558,62.6262,131.52
WithNew-1,3,2.8514,1.7084,11.7294,106.86
WithNew-3,3,4.7737,1.4337,57.8413,106.86
WithNew-4,3,4.7659,1.4709,61.4555,106.86
WithNew-2,3,4.7814,1.4613,62.6262,131.52
Existing-1,3,2.3862,1.7396,26.1889,73.98
Existing-2,3,3.3636,1.7303,57.8413,106.86
Existing-3,3,3.4516,1.7636,35.3044,312.36
WithNew-1,3,3.4542,1.5756,26.1889,73.98
WithNew-2,3,4.8803,1.5072,57.8413,106.86
WithNew-4,3,4.8874,1.5164,60.5415,123.3
WithNew-3,3,4.8981,1.4962,35.3044,312.36
Existing-2,3,1.6636,1.6297,26.1889,73.98
Existing-1,3,1.7632,1.6333,11.7294,106.86
Existing-3,3,2.5901,1.4136,35.3044,312.36
WithNew-2,3,2.0763,1.3711,26.1889,73.98
WithNew-1,3,2.1368,1.4317,11.7294,106.86
WithNew-4,3,2.1488,1.4579,11.7294,106.86
WithNew-3,3,2.9102,1.434,35.3044,312.36
Existing-3,3,1.8051,1.6311,6.8019,82.2
Existing-1,3,2.3924,1.4496,26.1889,73.98
Existing-2,3,3.2705,1.573,61.4555,106.86
WithNew-4,3,2.1907,1.6197,16.2015,41.1
WithNew-3,3,2.3494,1.5467,6.8019,82.2
WithNew-1,3,2.9452,1.6153,26.1889,73.98
WithNew-2,3,4.1116,1.5654,61.4555,106.86
Existing-2,3,1.4378,1.7937,11.7294,106.86
Existing-3,3,2.0279,1.7471,26.1889,73.98
Existing-1,3,3.0337,1.6968,57.8413,106.86
WithNew-2,3,2.5105,1.6651,11.7294,106.86
WithNew-4,3,2.6927,1.5822,16.2015,41.1
WithNew-3,3,3.1051,1.5485,26.1889,73.98
WithNew-1,3,4.0516,1.5457,57.8413,106.86
Existing-2,3,1.8232,1.6657,16.2015,41.1
Existing-1,3,2.9819,1.5422,57.8413,106.86
Existing-3,3,3.9375,1.594,62.6262,131.52
WithNew-2,3,2.9509,1.5071,16.2015,41.1
WithNew-4,3,4.6658,1.5782,35.3044,312.36
WithNew-3,3,4.8438,1.54,62.6262,131.52
WithNew-1,3,4.8691,1.5325,57.8413,106.86
Existing-2,3,1.5533,1.5894,6.8019,82.2
Existing-1,3,2.1314,1.4357,26.1889,73.98
Existing-3,3,3.1604,1.4997,62.6262,131.52
WithNew-2,3,2.6452,1.4593,6.8019,82.2
WithNew-4,3,3.5013,1.4356,26.1889,73.98
WithNew-1,3,3.5114,1.4271,26.1889,73.98
WithNew-3,3,4.5579,1.3636,62.6262,131.52
Existing-2,3,4.2967,1.524,57.8413,106.86
Existing-1,3,4.5041,1.562,61.4555,106.86
Existing-3,3,4.4999,1.562,60.5415,123.3
WithNew-4,3,3.7159,1.4875,26.1889,73.98
WithNew-2,3,5.2443,1.5445,57.8413,106.86
