Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,3,1.4628,1.6125,11.7294,106.86
Existing-3,3,3.005,1.6667,61.4555,106.86
Existing-2,3,3.3605,1.6749,62.6262,131.52
WithNew-4,3,2.2565,1.5149,11.7294,106.86
WithNew-1,3,2.5245,1.5777,11.7294,106.86
WithNew-2,3,4.1811,1.6261,62.6262,131.52
WithNew-3,3,4.1942,1.6064,61.4555,106.86
Existing-2,3,1.2542,1.6177,6.8019,82.2
Existing-1,3,1.4016,1.7222,16.2015,41.1
Existing-3,3,1.5048,1.7489,11.7294,106.86
WithNew-2,3,2.25,1.675,6.8019,82.2
WithNew-3,3,2.2758,1.6719,11.7294,106.86
WithNew-1,3,2.5438,1.6419,16.2015,41.1
WithNew-4,3,3.8147,1.6239,61.4555,106.86
Existing-2,3,1.4414,1.7109,6.8019,82.2
Existing-3,3,1.7917,1.7691,16.2015,41.1
Existing-1,3,3.1375,1.7129,62.6262,131.52
WithNew-2,3,2.3063,1.4833,6.8019,82.2
WithNew-3,3,2.5666,1.5002,16.2015,41.1
WithNew-4,3,3.9716,1.7027,61.4555,106.86
WithNew-1,3,4.3305,1.5827,62.6262,131.52
Existing-2,3,1.6243,1.69,11.7294,106.86
Existing-1,3,3.1009,1.7846,57.8413,106.86
Existing-3,3,3.3646,1.7743,62.6262,131.52
WithNew-2,3,2.2563,1.8694,11.7294,106.86
WithNew-3,3,5.0003,1.5821,62.6262,131.52
WithNew-1,3,5.0145,1.5522,57.8413,106.86
WithNew-4,3,5.0216,1.5749,61.4555,106.86
Existing-1,3,3.7663,1.7938,61.4555,106.86
Existing-3,3,4.2711,1.7408,57.8413,106.86
Existing-2,3,4.6017,1.6839,62.6262,131.52
WithNew-1,3,4.6762,1.5223,61.4555,106.86
WithNew-2,3,5.1687,1.4804,62.6262,131.52
WithNew-3,3,5.4464,1.5562,57.8413,106.86
WithNew-4,3,5.7725,1.7227,62.6262,131.52
Existing-1,3,2.1173,1.5373,26.1889,73.98
Existing-3,3,3.0075,1.5,61.4555,106.86
Existing-2,3,3.0837,1.5449,35.3044,312.36
WithNew-1,3,2.7017,1.6119,26.1889,73.98
WithNew-4,3,2.8778,1.607,26.1889,73.98
WithNew-3,3,3.9364,1.5662,61.4555,106.86
WithNew-2,3,4.0817,1.5562,35.3044,312.36
Existing-1,3,1.5111,1.6272,16.2015,41.1
Existing-3,3,2.8054,1.557,35.3044,312.36
Existing-2,3,2.894,1.7074,60.5415,123.3
WithNew-1,3,2.5103,1.5879,16.2015,41.1
WithNew-4,3,3.94,1.6403,61.4555,106.86
WithNew-2,3,3.944,1.6422,60.5415,123.3
WithNew-3,3,4.1854,1.7501,35.3044,312.36
Existing-2,3,2.0478,1.7657,26.1889,73.98
Existing-1,3,2.0479,1.7657,16.2015,41.1
Existing-3,3,2.6808,1.779,35.3044,312.36
WithNew-1,3,2.3108,1.55,16.2015,41.1
WithNew-2,3,2.8141,1.4531,26.1889,73.98
WithNew-3,3,3.5939,1.7007,35.3044,312.36
WithNew-4,3,3.8537,1.6459,61.4555,106.86
Existing-1,3,1.5328,1.6641,16.2015,41.1
Existing-3,3,3.0222,1.8161,60.5415,123.3
Existing-2,3,3.3228,1.7288,62.6262,131.52
WithNew-1,3,2.3432,1.5041,16.2015,41.1
WithNew-4,3,2.855,1.5427,26.1889,73.98
WithNew-3,3,4.0948,1.6099,60.5415,123.3
WithNew-2,3,4.2406,1.5202,62.6262,131.52
Existing-2,3,3.8121,1.6708,60.5415,123.3
Existing-1,3,3.9251,1.7382,35.3044,312.36
Existing-3,3,4.002,1.777,62.6262,131.52
WithNew-3,3,4.7838,1.597,62.6262,131.52
WithNew-1,3,4.7793,1.5984,35.3044,312.36
WithNew-4,3,4.7917,1.5927,61.4555,106.86
WithNew-2,3,4.806,1.5931,60.5415,123.3
Existing-3,3,1.477,1.85,6.8019,82.2
Existing-2,3,3.5366,1.748,60.5415,123.3
Existing-1,3,3.5456,1.7515,61.4555,106.86
WithNew-3,3,2.1839,1.7211,6.8019,82.2
WithNew-1,3,3.9306,1.7792,61.4555,106.86
WithNew-2,3,4.021,1.7603,60.5415,123.3
WithNew-4,3,4.2026,1.803,35.3044,312.36
Existing-2,3,1.8414,1.5833,11.7294,106.86
Existing-1,3,2.3012,1.6762,26.1889,73.98
Existing-3,3,3.1018,1.6595,60.5415,123.3
WithNew-2,3,2.1946,1.5886,11.7294,106.86
WithNew-4,3,2.3017,1.5771,16.2015,41.1
WithNew-1,3,2.6175,1.56,26.1889,73.98
WithNew-3,3,3.5258,1.6127,60.5415,123.3
Existing-2,3,2.4701,1.8048,26.1889,73.98
Existing-3,3,3.6012,1.6371,57.8413,106.86
Existing-1,3,3.8347,1.6959,60.5415,123.3
WithNew-2,3,3.431,1.6303,26.1889,73.98
WithNew-1,3,4.5471,1.7144,60.5415,123.3
WithNew-3,3,4.769,1.7234,57.8413,106.86
WithNew-4,3,5.3784,1.774,62.6262,131.52
Existing-3,3,1.4067,1.9277,11.7294,106.86
Existing-1,3,1.6005,1.8151,26.1889,73.98
Existing-2,3,2.229,1.692,35.3044,312.36
WithNew-4,3,2.3862,1.565,6.8019,82.2
WithNew-3,3,2.5605,1.6062,11.7294,106.86
WithNew-1,3,2.8113,1.4807,26.1889,73.98
WithNew-2,3,3.4703,1.5063,35.3044,312.36
Existing-2,3,1.6843,1.699,11.7294,106.86
Existing-1,3,2.3233,1.749,35.3044,312.36
Existing-3,3,2.7445,1.6979,60.5415,123.3
WithNew-2,3,2.3347,1.5004,11.7294,106.86
WithNew-3,3,3.7541,1.6695,60.5415,123.3
WithNew-1,3,4.1078,1.5959,35.3044,312.36
WithNew-4,3,4.3042,1.6519,57.8413,106.86
Existing-1,3,1.8375,1.7016,11.7294,106.86
Existing-2,3,3.3976,1.6266,61.4555,106.86
Existing-3,3,3.4109,1.6305,62.6262,131.52
WithNew-1,3,2.3364,1.5588,11.7294,106.86
WithNew-2,3,4.578,1.5645,61.4555,106.86
WithNew-3,3,4.8991,1.6801,62.6262,131.52
WithNew-4,3,4.9047,1.6796,61.4555,106.86
Existing-1,3,1.6168,1.5169,6.8019,82.2
Existing-2,3,3.3748,1.5802,61.4555,106.86
Existing-3,3,3.3833,1.56,57.8413,106.86
WithNew-1,3,1.7798,1.5552,6.8019,82.2
WithNew-4,3,4.5606,1.5428,57.8413,106.86
WithNew-3,3,4.8055,1.6397,57.8413,106.86
WithNew-2,3,4.9566,1.6138,61.4555,106.86
Existing-1,3,2.009,1.7135,16.2015,41.1
Existing-2,3,2.4041,1.7111,26.1889,73.98
Existing-3,3,3.0739,1.6852,35.3044,312.36
WithNew-1,3,2.5591,1.6386,16.2015,41.1
WithNew-2,3,2.8409,1.6505,26.1889,73.98
WithNew-4,3,3.7137,1.5786,62.6262,131.52
WithNew-3,3,3.926,1.5381,35.3044,312.36
Existing-1,3,1.728,1.7209,6.8019,82.2
Existing-3,3,2.955,1.5712,60.5415,123.3
Existing-2,3,3.238,1.6414,35.3044,312.36
WithNew-1,3,2.3787,1.7076,6.8019,82.2
WithNew-3,3,3.841,1.5988,60.5415,123.3
WithNew-4,3,3.9409,1.6281,35.3044,312.36
WithNew-2,3,3.969,1.6934,35.3044,312.36
Existing-2,3,2.0046,1.5959,16.2015,41.1
Existing-3,3,2.8441,1.6768,35.3044,312.36
Existing-1,3,3.333,1.7226,62.6262,131.52
WithNew-2,3,3.0159,1.5678,16.2015,41.1
WithNew-4,3,3.0141,1.5626,26.1889,73.98
WithNew-1,3,4.2972,1.6114,62.6262,131.52
WithNew-3,3,4.5292,1.6406,35.3044,312.36
Existing-1,3,1.5531,1.7756,11.7294,106.86
Existing-2,3,2.5352,1.6481,35.3044,312.36
Existing-3,3,2.9481,1.677,57.8413,106.86
WithNew-1,3,2.6043,1.6406,11.7294,106.86
WithNew-3,3,4.0258,1.5352,57.8413,106.86
WithNew-2,3,4.2623,1.5578,35.3044,312.36
WithNew-4,3,4.4387,1.6036,62.6262,131.52
Existing-1,3,1.5962,1.6125,6.8019,82.2
Existing-3,3,1.7897,1.6776,16.2015,41.1
Existing-2,3,1.9517,1.6485,26.1889,73.98
WithNew-3,3,1.5125,1.5946,16.2015,41.1
WithNew-1,3,2.3183,1.6034,6.8019,82.2
WithNew-2,3,2.822,1.6065,26.1889,73.98
WithNew-4,3,3.86,1.6501,60.5415,123.3
Existing-3,3,2.287,1.7203,11.7294,106.86
Existing-1,3,3.645,1.6605,60.5415,123.3
Existing-2,3,3.6501,1.6594,62.6262,131.52
WithNew-4,3,2.4431,1.6233,16.2015,41.1
WithNew-3,3,2.536,1.6229,11.7294,106.86
WithNew-2,3,3.8988,1.6532,62.6262,131.52
WithNew-1,3,4.2045,1.6834,60.5415,123.3
Existing-1,3,1.767,1.7674,6.8019,82.2
Existing-2,3,3.3992,1.7703,57.8413,106.86
Existing-3,3,3.5703,1.6948,60.5415,123.3
