Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
WithNew-1,3,2.2432,1.5974,6.8019,82.2
WithNew-4,3,2.6819,1.6085,11.7294,106.86
WithNew-2,3,4.3609,1.5959,57.8413,106.86
WithNew-3,3,4.3601,1.5958,60.5415,123.3
Existing-3,3,1.7566,1.5542,11.7294,106.86
Existing-2,3,2.2313,1.4342,26.1889,73.98
Existing-1,3,3.0687,1.5271,57.8413,106.86
WithNew-4,3,2.4291,1.6399,6.8019,82.2
WithNew-3,3,2.942,1.6931,11.7294,106.86
WithNew-2,3,3.2709,1.6222,26.1889,73.98
WithNew-1,3,4.1105,1.5576,57.8413,106.86
Existing-2,3,2.2341,1.6981,26.1889,73.98
Existing-3,3,3.3988,1.681,60.5415,123.3
Existing-1,3,3.5532,1.7109,61.4555,106.86
WithNew-2,3,3.0673,1.6233,26.1889,73.98
WithNew-4,3,4.7737,1.6854,60.5415,123.3
WithNew-3,3,5.0401,1.6148,60.5415,123.3
WithNew-1,3,5.0546,1.5882,61.4555,106.86
Existing-2,3,2.3057,1.7455,26.1889,73.98
Existing-1,3,3.3047,1.6382,57.8413,106.86
Existing-3,3,3.616,1.626,61.4555,106.86
WithNew-4,3,2.3989,1.7065,6.8019,82.2
WithNew-2,3,2.72,1.6373,26.1889,73.98
WithNew-1,3,3.9381,1.6009,57.8413,106.86
WithNew-3,3,4.1994,1.5977,61.4555,106.86
Existing-1,3,1.9041,1.7748,6.8019,82.2
Existing-3,3,3.5932,1.6244,62.6262,131.52
Existing-2,3,3.7594,1.6042,61.4555,106.86
WithNew-1,3,2.3469,1.594,6.8019,82.2
WithNew-2,3,5.1212,1.6547,61.4555,106.86
WithNew-4,3,5.1295,1.6357,61.4555,106.86
WithNew-3,3,5.1417,1.6694,62.6262,131.52
Existing-2,3,1.6495,1.6781,11.7294,106.86
Existing-3,3,2.6209,1.6295,35.3044,312.36
Existing-1,3,2.9904,1.6212,62.6262,131.52
WithNew-2,3,2.7603,1.7005,11.7294,106.86
WithNew-4,3,2.9781,1.663,26.1889,73.98
WithNew-1,3,3.9208,1.5437,62.6262,131.52
WithNew-3,3,4.0025,1.5157,35.3044,312.36
Existing-2,3,1.3822,1.6771,6.8019,82.2
Existing-1,3,1.6052,1.6207,16.2015,41.1
Existing-3,3,2.8774,1.6521,61.4555,106.86
WithNew-2,3,2.302,1.5312,6.8019,82.2
WithNew-1,3,2.4148,1.55,16.2015,41.1
WithNew-4,3,3.6725,1.5133,35.3044,312.36
WithNew-3,3,3.681,1.5244,61.4555,106.86
Existing-2,3,1.3665,1.6907,6.8019,82.2
Existing-3,3,2.0098,1.6786,26.1889,73.98
Existing-1,3,2.7554,1.6884,61.4555,106.86
WithNew-2,3,2.3327,1.5712,6.8019,82.2
WithNew-3,3,3.1303,1.6323,26.1889,73.98
WithNew-4,3,3.6026,1.5834,35.3044,312.36
WithNew-1,3,4.1272,1.6355,61.4555,106.86
Existing-1,3,1.8437,1.6813,16.2015,41.1
Existing-2,3,2.9005,1.6321,35.3044,312.36
Existing-3,3,3.0193,1.6954,57.8413,106.86
WithNew-4,3,1.6971,1.569,6.8019,82.2
WithNew-1,3,1.9941,1.5714,16.2015,41.1
WithNew-3,3,3.387,1.6139,57.8413,106.86
WithNew-2,3,3.5983,1.6217,35.3044,312.36
Existing-1,3,1.3174,1.5989,6.8019,82.2
Existing-3,3,2.7935,1.7012,35.3044,312.36
Existing-2,3,2.9339,1.7125,62.6262,131.52
WithNew-1,3,2.0468,1.5012,6.8019,82.2
WithNew-4,3,3.1969,1.6542,35.3044,312.36
WithNew-3,3,3.2281,1.6852,35.3044,312.36
WithNew-2,3,3.3812,1.7058,62.6262,131.52
Existing-1,3,2.3701,1.8295,16.2015,41.1
Existing-2,3,4.1482,1.6139,57.8413,106.86
Existing-3,3,4.1709,1.6175,61.4555,106.86
WithNew-1,3,2.8516,1.4762,16.2015,41.1
WithNew-2,3,4.0308,1.557,57.8413,106.86
WithNew-3,3,5.1315,1.6163,61.4555,106.86
WithNew-4,3,5.1418,1.5746,60.5415,123.3
Existing-1,3,1.6713,1.6167,6.8019,82.2
Existing-3,3,3.6011,1.6386,60.5415,123.3
Existing-2,3,3.6071,1.6342,62.6262,131.52
WithNew-1,3,2.4561,1.4883,6.8019,82.2
WithNew-4,3,3.2328,1.4972,26.1889,73.98
WithNew-3,3,4.3991,1.6232,60.5415,123.3
WithNew-2,3,4.6573,1.5782,62.6262,131.52
Existing-2,3,1.4641,1.6763,11.7294,106.86
Existing-1,3,1.6537,1.6479,16.2015,41.1
Existing-3,3,2.9042,1.5614,57.8413,106.86
WithNew-4,3,1.8446,1.5675,6.8019,82.2
WithNew-1,3,2.1655,1.499,16.2015,41.1
WithNew-2,3,2.21,1.5249,11.7294,106.86
WithNew-3,3,3.2731,1.6042,57.8413,106.86
Existing-3,3,1.7818,1.5901,16.2015,41.1
Existing-1,3,3.5992,1.5355,61.4555,106.86
Existing-2,3,3.6042,1.5354,62.6262,131.52
WithNew-3,3,2.3288,1.6208,16.2015,41.1
WithNew-4,3,3.913,1.4375,57.8413,106.86
WithNew-1,3,4.6795,1.576,61.4555,106.86
WithNew-2,3,4.6846,1.5767,62.6262,131.52
Existing-2,3,2.2534,1.7204,26.1889,73.98
Existing-3,3,3.6316,1.686,57.8413,106.86
Existing-1,3,3.6401,1.6795,60.5415,123.3
WithNew-2,3,2.6483,1.8148,26.1889,73.98
WithNew-3,3,3.7256,1.6909,57.8413,106.86
WithNew-4,3,4.0413,1.7363,35.3044,312.36
WithNew-1,3,4.4576,1.6828,60.5415,123.3
Existing-1,3,1.101,1.7271,6.8019,82.2
Existing-2,3,1.5826,1.7472,16.2015,41.1
Existing-3,3,1.9611,1.7041,26.1889,73.98
WithNew-2,3,2.2683,1.6458,16.2015,41.1
WithNew-1,3,2.3231,1.624,6.8019,82.2
WithNew-3,3,2.8698,1.7807,26.1889,73.98
WithNew-4,3,3.4575,1.6906,35.3044,312.36
Existing-1,3,3.8939,1.6748,57.8413,106.86
Existing-3,3,3.9237,1.7493,35.3044,312.36
Existing-2,3,3.907,1.6896,61.4555,106.86
WithNew-4,3,5.166,1.6562,62.6262,131.52
WithNew-2,3,5.4622,1.6646,61.4555,106.86
WithNew-1,3,5.4794,1.6461,57.8413,106.86
WithNew-3,3,5.6228,1.6337,35.3044,312.36
Existing-2,3,1.3943,1.785,6.8019,82.2
Existing-3,3,3.0336,1.7632,60.5415,123.3
Existing-1,3,3.1665,1.7332,62.6262,131.52
WithNew-2,3,1.7772,1.7478,6.8019,82.2
WithNew-3,3,4.8018,1.6636,60.5415,123.3
WithNew-4,3,5.036,1.7308,62.6262,131.52
WithNew-1,3,5.1608,1.6989,62.6262,131.52
Existing-3,3,1.641,1.7334,11.7294,106.86
Existing-1,3,3.3364,1.7579,60.5415,123.3
Existing-2,3,3.3408,1.7455,57.8413,106.86
WithNew-3,3,2.9517,1.6064,11.7294,106.86
WithNew-4,3,4.77,1.5872,57.8413,106.86
WithNew-2,3,5.2261,1.7683,57.8413,106.86
WithNew-1,3,5.2348,1.7161,60.5415,123.3
Existing-1,3,2.1229,1.6511,11.7294,106.86
Existing-3,3,2.2875,1.6803,26.1889,73.98
Existing-2,3,2.869,1.6737,35.3044,312.36
WithNew-1,3,2.1276,1.6745,11.7294,106.86
WithNew-3,3,2.8873,1.7406,26.1889,73.98
WithNew-2,3,3.6359,1.7105,35.3044,312.36
WithNew-4,3,3.8048,1.6042,57.8413,106.86
Existing-3,3,1.8143,1.8026,16.2015,41.1
Existing-1,3,2.7239,1.7021,57.8413,106.86
Existing-2,3,2.9568,1.7312,35.3044,312.36
WithNew-4,3,2.1019,1.4877,16.2015,41.1
WithNew-3,3,2.5857,1.5196,16.2015,41.1
WithNew-1,3,3.6211,1.4801,57.8413,106.86
WithNew-2,3,3.7424,1.566,35.3044,312.36
Existing-1,3,1.3033,1.5996,6.8019,82.2
Existing-3,3,2.5124,1.5095,35.3044,312.36
Existing-2,3,2.6722,1.4563,61.4555,106.86
WithNew-1,3,2.466,1.5564,6.8019,82.2
WithNew-3,3,4.1074,1.5893,35.3044,312.36
WithNew-4,3,4.8557,1.538,62.6262,131.52
WithNew-2,3,4.8622,1.5374,61.4555,106.86
Existing-3,3,1.8906,1.6515,16.2015,41.1
Existing-2,3,2.0066,1.7483,26.1889,73.98
Existing-1,3,2.6376,1.7156,35.3044,312.36
WithNew-3,3,2.5903,1.6366,16.2015,41.1
WithNew-2,3,2.8372,1.5404,26.1889,73.98
WithNew-4,3,3.527,1.7163,35.3044,312.36
WithNew-1,3,3.6958,1.6379,35.3044,312.36
Existing-3,3,1.8405,1.8109,11.7294,106.86
Existing-1,3,3.9746,1.7828,62.6262,131.52
Existing-2,3,3.9787,1.7881,61.4555,106.86
WithNew-3,3,2.7906,1.5855,11.7294,106.86
WithNew-4,3,2.8871,1.6911,11.7294,106.86
WithNew-2,3,4.0427,1.725,61.4555,106.86
WithNew-1,3,4.3512,1.6802,62.6262,131.52
Existing-2,3,1.7215,1.9192,6.8019,82.2
Existing-1,3,1.9458,1.8116,11.7294,106.86
Existing-3,3,2.8176,1.5479,60.5415,123.3
WithNew-2,3,2.3656,1.4921,6.8019,82.2
WithNew-1,3,2.8137,1.4994,11.7294,106.86
WithNew-4,3,3.9087,1.5709,61.4555,106.86
WithNew-3,3,4.2236,1.5917,60.5415,123.3
Existing-1,3,1.4711,1.7356,6.8019,82.2
Existing-2,3,1.7621,1.7706,16.2015,41.1
Existing-3,3,1.9136,1.6771,26.1889,73.98
WithNew-1,3,2.3797,1.6406,6.8019,82.2
WithNew-2,3,2.8493,1.6052,16.2015,41.1
WithNew-3,3,3.0066,1.6305,26.1889,73.98
WithNew-4,3,4.2304,1.5365,60.5415,123.3
Existing-3,3,2.0008,1.5707,11.7294,106.86
Existing-2,3,3.6263,1.5638,60.5415,123.3
Existing-1,3,3.634,1.5701,57.8413,106.86
WithNew-3,3,2.6744,1.5737,11.7294,106.86
WithNew-2,3,4.9413,1.5368,60.5415,123.3
WithNew-1,3,4.9566,1.5574,57.8413,106.86
WithNew-4,3,5.1269,1.5197,62.6262,131.52
Existing-2,3,1.8538,1.7168,11.7294,106.86
Existing-1,3,2.7933,1.6974,35.3044,312.36
Existing-3,3,2.9675,1.6229,62.6262,131.52
WithNew-2,3,2.6329,1.6635,11.7294,106.86
WithNew-4,3,2.725,1.7812,11.7294,106.86
WithNew-1,3,3.6601,1.5907,35.3044,312.36
WithNew-3,3,3.8668,1.56,62.6262,131.52
