Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-2,3,2.0831,1.6688,16.2015,41.1
Existing-1,3,3.6405,1.5396,57.8413,106.86
Existing-3,3,3.9675,1.5975,62.6262,131.52
WithNew-2,3,1.8778,1.7524,16.2015,41.1
WithNew-4,3,2.3794,1.6999,11.7294,106.86
WithNew-3,3,3.9335,1.7045,62.6262,131.52
WithNew-1,3,3.9444,1.7072,57.8413,106.86
Existing-1,3,1.4388,1.6807,11.7294,106.86
Existing-3,3,1.6785,1.5874,16.2015,41.1
Existing-2,3,2.4767,1.5801,35.3044,312.36
WithNew-3,3,1.9639,1.5844,16.2015,41.1
WithNew-1,3,2.2057,1.5973,11.7294,106.86
WithNew-4,3,2.2384,1.7119,11.7294,106.86
WithNew-2,3,3.0255,1.5137,35.3044,312.36
Existing-2,3,2.147,1.6755,16.2015,41.1
Existing-1,3,3.6128,1.5343,61.4555,106.86
Existing-3,3,3.9735,1.57,60.5415,123.3
WithNew-4,3,1.9342,1.5737,6.8019,82.2
WithNew-2,3,2.5656,1.6842,16.2015,41.1
WithNew-1,3,3.83,1.5361,61.4555,106.86
WithNew-3,3,4.1092,1.5865,60.5415,123.3
Existing-3,3,1.7287,1.7104,16.2015,41.1
Existing-2,3,3.4776,1.8008,61.4555,106.86
Existing-1,3,3.4879,1.8062,62.6262,131.52
WithNew-3,3,2.0684,1.611,16.2015,41.1
WithNew-4,3,2.3064,1.6403,16.2015,41.1
WithNew-2,3,3.9012,1.5965,61.4555,106.86
WithNew-1,3,4.1518,1.5458,62.6262,131.52
Existing-1,3,1.325,1.6821,6.8019,82.2
Existing-3,3,1.5713,1.6542,11.7294,106.86
Existing-2,3,2.7354,1.687,60.5415,123.3
WithNew-1,3,2.0236,1.8326,6.8019,82.2
WithNew-3,3,2.2863,1.8396,11.7294,106.86
WithNew-4,3,2.7956,1.7427,26.1889,73.98
WithNew-2,3,3.501,1.7624,60.5415,123.3
Existing-3,3,1.8406,1.6484,11.7294,106.86
Existing-2,3,3.3709,1.7003,57.8413,106.86
Existing-1,3,3.3797,1.6866,60.5415,123.3
WithNew-3,3,2.352,1.838,11.7294,106.86
WithNew-4,3,4.3517,1.6121,57.8413,106.86
WithNew-2,3,4.8633,1.6042,57.8413,106.86
WithNew-1,3,4.8772,1.6277,60.5415,123.3
Existing-3,3,2.2753,1.7126,11.7294,106.86
Existing-2,3,3.7415,1.4755,61.4555,106.86
Existing-1,3,3.7688,1.504,60.5415,123.3
WithNew-4,3,2.3256,1.6751,16.2015,41.1
WithNew-3,3,2.9408,1.6405,11.7294,106.86
WithNew-2,3,4.3481,1.6941,61.4555,106.86
WithNew-1,3,4.3529,1.6844,60.5415,123.3
Existing-2,3,1.4314,1.6597,6.8019,82.2
Existing-1,3,2.4723,1.7076,35.3044,312.36
Existing-3,3,2.8674,1.6891,57.8413,106.86
WithNew-2,3,2.3967,1.7578,6.8019,82.2
WithNew-3,3,4.3168,1.6241,57.8413,106.86
WithNew-1,3,4.3804,1.5974,35.3044,312.36
WithNew-4,3,4.5439,1.6042,62.6262,131.52
Existing-2,3,1.6925,1.8659,11.7294,106.86
Existing-3,3,3.1609,1.6164,60.5415,123.3
Existing-1,3,3.2292,1.6994,35.3044,312.36
WithNew-2,3,2.9495,1.773,11.7294,106.86
WithNew-4,3,3.9135,1.7901,35.3044,312.36
WithNew-3,3,4.1235,1.6469,60.5415,123.3
WithNew-1,3,4.1651,1.6343,35.3044,312.36
Existing-2,3,1.4137,1.7558,6.8019,82.2
Existing-3,3,1.6205,1.8103,11.7294,106.86
Existing-1,3,2.9405,1.7688,61.4555,106.86
WithNew-2,3,2.3641,1.7004,6.8019,82.2
WithNew-3,3,2.4658,1.7227,11.7294,106.86
WithNew-4,3,2.6131,1.635,11.7294,106.86
WithNew-1,3,3.541,1.5771,61.4555,106.86
Existing-3,3,2.2648,1.801,26.1889,73.98
Existing-2,3,4.2659,1.771,60.5415,123.3
Existing-1,3,4.2774,1.7763,57.8413,106.86
WithNew-3,3,3.1887,1.6144,26.1889,73.98
WithNew-2,3,5.103,1.6696,60.5415,123.3
WithNew-1,3,5.0991,1.6682,57.8413,106.86
WithNew-4,3,5.1206,1.5965,62.6262,131.52
Existing-1,3,4.1851,1.7049,60.5415,123.3
Existing-3,3,4.1908,1.6978,57.8413,106.86
Existing-2,3,4.5151,1.6149,62.6262,131.52
WithNew-4,3,2.3707,1.4812,16.2015,41.1
WithNew-3,3,4.3721,1.5881,57.8413,106.86
WithNew-2,3,4.5801,1.5156,62.6262,131.52
WithNew-1,3,4.8904,1.5783,60.5415,123.3
Existing-1,3,4.1797,1.7347,61.4555,106.86
Existing-3,3,4.6724,1.6939,57.8413,106.86
Existing-2,3,4.6782,1.6938,60.5415,123.3
WithNew-3,3,4.5826,1.7443,57.8413,106.86
WithNew-1,3,4.7283,1.617,61.4555,106.86
WithNew-4,3,4.8818,1.6359,35.3044,312.36
WithNew-2,3,5.4339,1.6928,60.5415,123.3
Existing-1,3,2.032,1.8355,16.2015,41.1
Existing-2,3,2.0308,1.8356,26.1889,73.98
Existing-3,3,3.2705,1.7705,62.6262,131.52
WithNew-1,3,2.1403,1.4751,16.2015,41.1
WithNew-4,3,2.4071,1.5612,11.7294,106.86
WithNew-2,3,2.9309,1.5863,26.1889,73.98
WithNew-3,3,3.7265,1.733,62.6262,131.52
Existing-3,3,1.7511,1.6968,11.7294,106.86
Existing-1,3,3.106,1.7334,57.8413,106.86
Existing-2,3,3.1114,1.7053,61.4555,106.86
WithNew-3,3,2.6061,1.5802,11.7294,106.86
WithNew-4,3,3.2793,1.6021,26.1889,73.98
WithNew-2,3,4.4921,1.6885,61.4555,106.86
WithNew-1,3,4.4982,1.6541,57.8413,106.86
Existing-1,3,2.3645,1.6896,26.1889,73.98
Existing-3,3,3.3389,1.7604,35.3044,312.36
Existing-2,3,3.4822,1.6001,60.5415,123.3
WithNew-1,3,3.1172,1.6733,26.1889,73.98
WithNew-2,3,4.1736,1.6122,60.5415,123.3
WithNew-4,3,4.3117,1.6915,35.3044,312.36
WithNew-3,3,4.5029,1.7578,35.3044,312.36
Existing-3,3,1.7134,1.5472,6.8019,82.2
Existing-1,3,3.376,1.5913,57.8413,106.86
Existing-2,3,3.576,1.5796,61.4555,106.86
WithNew-3,3,2.6893,1.7542,6.8019,82.2
WithNew-2,3,4.4432,1.6364,61.4555,106.86
WithNew-4,3,4.7902,1.648,60.5415,123.3
WithNew-1,3,4.9006,1.6456,57.8413,106.86
Existing-2,3,1.5164,1.7439,16.2015,41.1
Existing-3,3,2.7563,1.5722,35.3044,312.36
Existing-1,3,2.9151,1.551,62.6262,131.52
WithNew-2,3,2.5935,1.6073,16.2015,41.1
WithNew-4,3,4.0227,1.614,57.8413,106.86
WithNew-1,3,4.3803,1.595,62.6262,131.52
WithNew-3,3,4.4442,1.5551,35.3044,312.36
Existing-2,3,1.1176,1.6545,6.8019,82.2
Existing-1,3,2.128,1.628,26.1889,73.98
Existing-3,3,3.1079,1.5846,57.8413,106.86
WithNew-2,3,1.8045,1.702,6.8019,82.2
WithNew-1,3,2.5971,1.5912,26.1889,73.98
WithNew-3,3,4.1783,1.7671,57.8413,106.86
WithNew-4,3,4.189,1.789,57.8413,106.86
Existing-1,3,2.2629,1.6313,26.1889,73.98
Existing-2,3,2.7619,1.5702,35.3044,312.36
Existing-3,3,3.3974,1.6095,62.6262,131.52
WithNew-1,3,2.6479,1.5573,26.1889,73.98
WithNew-3,3,3.9701,1.5812,62.6262,131.52
WithNew-2,3,4.1584,1.589,35.3044,312.36
WithNew-4,3,4.2966,1.5739,35.3044,312.36
Existing-2,3,1.8402,1.7115,6.8019,82.2
Existing-3,3,2.0786,1.6802,16.2015,41.1
Existing-1,3,3.447,1.7271,62.6262,131.52
WithNew-2,3,1.8582,1.5304,6.8019,82.2
WithNew-3,3,2.5033,1.6188,16.2015,41.1
WithNew-4,3,3.6139,1.665,61.4555,106.86
WithNew-1,3,4.1639,1.5928,62.6262,131.52
Existing-3,3,1.6636,1.764,16.2015,41.1
Existing-1,3,1.8653,1.7775,11.7294,106.86
Existing-2,3,2.879,1.727,57.8413,106.86
WithNew-3,3,2.4264,1.6441,16.2015,41.1
WithNew-1,3,2.4432,1.6803,11.7294,106.86
WithNew-4,3,2.9725,1.6406,26.1889,73.98
WithNew-2,3,3.816,1.7313,57.8413,106.86
Existing-2,3,1.4462,1.5443,6.8019,82.2
Existing-3,3,1.6762,1.6206,11.7294,106.86
Existing-1,3,2.872,1.4896,57.8413,106.86
WithNew-2,3,2.6844,1.616,6.8019,82.2
WithNew-3,3,2.9867,1.7002,11.7294,106.86
WithNew-1,3,4.2316,1.6155,57.8413,106.86
WithNew-4,3,4.4786,1.552,62.6262,131.52
Existing-3,3,1.7846,1.729,11.7294,106.86
Existing-1,3,2.0401,1.6641,26.1889,73.98
Existing-2,3,2.485,1.7911,35.3044,312.36
WithNew-1,3,2.7329,1.6043,26.1889,73.98
WithNew-3,3,2.9122,1.6258,11.7294,106.86
WithNew-4,3,4.1408,1.5445,57.8413,106.86
WithNew-2,3,4.2822,1.5729,35.3044,312.36
Existing-3,3,1.8198,1.8437,6.8019,82.2
Existing-2,3,2.4149,1.7761,26.1889,73.98
Existing-1,3,3.4575,1.7406,62.6262,131.52
WithNew-3,3,2.0357,1.7287,6.8019,82.2
WithNew-2,3,2.7761,1.6782,26.1889,73.98
WithNew-4,3,3.8488,1.5415,60.5415,123.3
WithNew-1,3,4.1423,1.5327,62.6262,131.52
Existing-3,3,1.8667,1.8617,11.7294,106.86
Existing-2,3,3.3044,1.7324,35.3044,312.36
Existing-1,3,3.5273,1.7197,62.6262,131.52
WithNew-3,3,2.5378,1.6522,11.7294,106.86
WithNew-4,3,2.5416,1.6437,11.7294,106.86
WithNew-2,3,3.5429,1.733,35.3044,312.36
WithNew-1,3,3.7207,1.6874,62.6262,131.52
Existing-3,3,2.1218,1.8337,16.2015,41.1
Existing-1,3,3.4237,1.6578,61.4555,106.86
Existing-2,3,3.5777,1.5677,35.3044,312.36
WithNew-3,3,2.2824,1.6508,16.2015,41.1
WithNew-2,3,4.316,1.574,35.3044,312.36
WithNew-4,3,4.5362,1.6001,57.8413,106.86
WithNew-1,3,4.5449,1.6219,61.4555,106.86
Existing-3,3,1.7558,1.7808,11.7294,106.86
Existing-1,3,2.1756,1.6124,26.1889,73.98
Existing-2,3,3.3338,1.6009,60.5415,123.3
WithNew-3,3,2.7337,1.594,11.7294,106.86
WithNew-4,3,2.9895,1.6973,11.7294,106.86
WithNew-1,3,3.3159,1.5583,26.1889,73.98
WithNew-2,3,4.1938,1.4625,60.5415,123.3
Existing-3,3,2.7808,1.8921,26.1889,73.98
Existing-2,3,4.0825,1.6312,60.5415,123.3
Existing-1,3,4.087,1.6312,57.8413,106.86
WithNew-3,3,3.4264,1.4354,26.1889,73.98
WithNew-4,3,4.2167,1.6062,35.3044,312.36
WithNew-1,3,4.4098,1.631,57.8413,106.86
WithNew-2,3,4.4036,1.6306,60.5415,123.3
Existing-2,3,1.4755,1.6739,11.7294,106.86
Existing-3,3,1.8316,1.6681,16.2015,41.1
Existing-1,3,2.9674,1.6877,57.8413,106.86
WithNew-2,3,2.5778,1.7491,11.7294,106.86
WithNew-3,3,2.7052,1.7179,16.2015,41.1
WithNew-1,3,4.0131,1.5962,57.8413,106.86
WithNew-4,3,4.4371,1.6693,61.4555,106.86
Existing-1,3,1.9829,1.8041,11.7294,106.86
Existing-3,3,3.0741,1.5927,62.6262,131.52
Existing-2,3,3.1841,1.6877,35.3044,312.36
WithNew-1,3,2.1691,1.552,11.7294,106.86
WithNew-4,3,2.1726,1.5537,11.7294,106.86
WithNew-2,3,3.0165,1.7062,35.3044,312.36
WithNew-3,3,3.2931,1.6668,62.6262,131.52
Existing-3,3,2.193,1.564,26.1889,73.98
Existing-2,3,3.1602,1.5296,60.5415,123.3
Existing-1,3,3.2702,1.4719,35.3044,312.36
WithNew-3,3,2.6331,1.6907,26.1889,73.98
WithNew-1,3,3.8883,1.7388,35.3044,312.36
WithNew-2,3,3.9866,1.6015,60.5415,123.3
WithNew-4,3,3.9782,1.6159,35.3044,312.36
Existing-1,3,1.0093,1.6691,6.8019,82.2
Existing-3,3,2.5395,1.5984,35.3044,312.36
Existing-2,3,2.8359,1.6031,60.5415,123.3
WithNew-1,3,2.6907,1.6209,6.8019,82.2
WithNew-2,3,3.7616,1.6625,60.5415,123.3
WithNew-3,3,3.7831,1.6482,35.3044,312.36
WithNew-4,3,4.4054,1.724,62.6262,131.52
Existing-1,3,1.7571,1.7148,6.8019,82.2
Existing-3,3,2.0888,1.6834,16.2015,41.1
Existing-2,3,3.2389,1.6914,62.6262,131.52
WithNew-1,3,2.0535,1.6275,6.8019,82.2
WithNew-3,3,2.3976,1.5536,16.2015,41.1
WithNew-2,3,4.0384,1.6478,62.6262,131.52
WithNew-4,3,4.038,1.6498,61.4555,106.86
Existing-1,3,1.8307,1.6229,16.2015,41.1
Existing-3,3,3.0127,1.5708,35.3044,312.36
Existing-2,3,3.1746,1.5988,57.8413,106.86
WithNew-1,3,2.5101,1.575,16.2015,41.1
WithNew-4,3,3.9898,1.6191,60.5415,123.3
WithNew-3,3,4.0763,1.5909,35.3044,312.36
WithNew-2,3,4.2178,1.6458,57.8413,106.86
Existing-3,3,2.226,1.667,26.1889,73.98
Existing-1,3,2.8538,1.6167,35.3044,312.36
Existing-2,3,3.2868,1.7179,60.5415,123.3
WithNew-3,3,2.6681,1.5593,26.1889,73.98
WithNew-4,3,2.8899,1.5589,16.2015,41.1
WithNew-2,3,3.9359,1.6035,60.5415,123.3
WithNew-1,3,4.1127,1.5452,35.3044,312.36
Existing-2,3,1.392,1.6187,6.8019,82.2
Existing-1,3,3.1897,1.6248,57.8413,106.86
Existing-3,3,3.6344,1.5583,61.4555,106.86
WithNew-2,3,2.2377,1.7952,6.8019,82.2
WithNew-3,3,3.9984,1.6501,61.4555,106.86
WithNew-4,3,4.6988,1.682,62.6262,131.52
WithNew-1,3,4.7239,1.608,57.8413,106.86
Existing-2,3,3.9484,1.559,61.4555,106.86
Existing-1,3,4.1681,1.5549,62.6262,131.52
Existing-3,3,4.1734,1.5662,57.8413,106.86
WithNew-2,3,4.9256,1.7538,61.4555,106.86
WithNew-4,3,5.2683,1.8557,61.4555,106.86
WithNew-3,3,5.6207,1.7765,57.8413,106.86
WithNew-1,3,5.9367,1.7715,62.6262,131.52
Existing-2,3,1.3932,1.7083,11.7294,106.86
Existing-3,3,1.4013,1.6959,6.8019,82.2
Existing-1,3,2.7422,1.6782,61.4555,106.86
WithNew-3,3,1.461,1.7,6.8019,82.2
WithNew-2,3,1.7522,1.5927,11.7294,106.86
WithNew-1,3,3.0701,1.5391,61.4555,106.86
WithNew-4,3,3.3679,1.6219,60.5415,123.3
Existing-3,3,1.4739,1.6158,6.8019,82.2
Existing-1,3,1.6248,1.6264,11.7294,106.86
Existing-2,3,3.0139,1.645,61.4555,106.86
WithNew-3,3,1.9947,1.5828,6.8019,82.2
WithNew-1,3,2.0613,1.6809,11.7294,106.86
WithNew-4,3,3.724,1.6076,57.8413,106.86
WithNew-2,3,3.8961,1.5552,61.4555,106.86
Existing-2,3,1.5707,1.5806,6.8019,82.2
Existing-1,3,2.2399,1.6296,26.1889,73.98
Existing-3,3,3.3439,1.7593,62.6262,131.52
WithNew-2,3,2.3905,1.6739,6.8019,82.2
WithNew-1,3,3.1744,1.7604,26.1889,73.98
WithNew-4,3,4.6857,1.7678,61.4555,106.86
WithNew-3,3,5.0096,1.6951,62.6262,131.52
Existing-3,3,1.7895,1.8183,6.8019,82.2
Existing-2,3,2.0002,1.7464,26.1889,73.98
Existing-1,3,3.323,1.7846,60.5415,123.3
WithNew-3,3,2.1124,1.5145,6.8019,82.2
WithNew-2,3,2.8191,1.5444,26.1889,73.98
WithNew-1,3,4.1295,1.6824,60.5415,123.3
WithNew-4,3,4.2591,1.6702,35.3044,312.36
Existing-3,3,2.985,1.7253,26.1889,73.98
Existing-2,3,4.1521,1.6303,57.8413,106.86
Existing-1,3,4.4566,1.6105,62.6262,131.52
WithNew-3,3,3.4561,1.678,26.1889,73.98
WithNew-4,3,4.3114,1.6562,35.3044,312.36
WithNew-2,3,4.4344,1.5694,57.8413,106.86
WithNew-1,3,4.9843,1.5486,62.6262,131.52
Existing-2,3,1.5875,1.5789,11.7294,106.86
Existing-1,3,3.3156,1.5699,60.5415,123.3
Existing-3,3,3.4928,1.7025,62.6262,131.52
WithNew-2,3,3.3077,1.6572,11.7294,106.86
WithNew-1,3,4.7709,1.512,60.5415,123.3
WithNew-4,3,5.1944,1.5323,57.8413,106.86
WithNew-3,3,5.7289,1.4045,62.6262,131.52
