Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
WithNew-4,3,4.8033,1.5591,60.5415,123.3
WithNew-2,3,5.2272,1.5104,57.8413,106.86
WithNew-3,3,5.3635,1.5251,62.6262,131.52
Existing-2,3,2.2169,1.7761,26.1889,73.98
Existing-3,3,2.7555,1.7395,35.3044,312.36
Existing-1,3,3.314,1.6517,62.6262,131.52
WithNew-2,3,2.8881,1.7569,26.1889,73.98
WithNew-4,3,3.041,1.6958,11.7294,106.86
WithNew-3,3,3.7937,1.7698,35.3044,312.36
WithNew-1,3,4.334,1.7215,62.6262,131.52
Existing-2,3,1.8286,1.7268,11.7294,106.86
Existing-1,3,2.3014,1.7928,26.1889,73.98
Existing-3,3,3.1785,1.7553,57.8413,106.86
WithNew-1,3,2.4439,1.6032,26.1889,73.98
WithNew-4,3,2.4604,1.6011,16.2015,41.1
WithNew-2,3,2.6138,1.6322,11.7294,106.86
WithNew-3,3,3.8077,1.5437,57.8413,106.86
Existing-2,3,1.8692,1.8803,6.8019,82.2
Existing-1,3,2.4257,1.7607,26.1889,73.98
Existing-3,3,3.5251,1.7167,62.6262,131.52
WithNew-2,3,2.4645,1.6371,6.8019,82.2
WithNew-1,3,3.2778,1.5707,26.1889,73.98
WithNew-4,3,4.4746,1.6314,62.6262,131.52
WithNew-3,3,4.8595,1.6981,62.6262,131.52
Existing-1,3,2.2191,1.8822,16.2015,41.1
Existing-2,3,2.452,1.8087,26.1889,73.98
Existing-3,3,3.5173,1.7907,61.4555,106.86
WithNew-1,3,2.6601,1.5656,16.2015,41.1
WithNew-4,3,2.6976,1.6054,11.7294,106.86
WithNew-2,3,3.1609,1.5683,26.1889,73.98
WithNew-3,3,4.2032,1.5927,61.4555,106.86
Existing-1,3,1.6999,1.6692,11.7294,106.86
Existing-2,3,3.4634,1.7899,62.6262,131.52
Existing-3,3,3.473,1.6952,60.5415,123.3
WithNew-1,3,2.7694,1.5395,11.7294,106.86
WithNew-2,3,4.7387,1.6681,62.6262,131.52
WithNew-4,3,4.912,1.6299,62.6262,131.52
WithNew-3,3,4.9364,1.5788,60.5415,123.3
Existing-1,3,1.4958,1.7086,11.7294,106.86
Existing-3,3,1.6004,1.6081,16.2015,41.1
Existing-2,3,2.7321,1.5771,57.8413,106.86
WithNew-1,3,2.8583,1.9148,11.7294,106.86
WithNew-3,3,3.0768,1.7383,16.2015,41.1
WithNew-2,3,4.6264,1.7342,57.8413,106.86
WithNew-4,3,4.9226,1.6771,62.6262,131.52
Existing-3,3,1.845,1.5018,16.2015,41.1
Existing-2,3,1.9735,1.5678,11.7294,106.86
Existing-1,3,3.0763,1.5905,61.4555,106.86
WithNew-3,3,2.6291,1.678,16.2015,41.1
WithNew-2,3,2.9733,1.7625,11.7294,106.86
WithNew-4,3,3.8652,1.669,35.3044,312.36
WithNew-1,3,4.1077,1.6465,61.4555,106.86
Existing-3,3,1.7735,1.7115,16.2015,41.1
Existing-1,3,2.2255,1.6428,26.1889,73.98
Existing-2,3,3.0801,1.6267,61.4555,106.86
WithNew-4,3,2.1305,1.7028,11.7294,106.86
WithNew-1,3,2.5172,1.6729,26.1889,73.98
WithNew-3,3,2.5184,1.6741,16.2015,41.1
WithNew-2,3,3.8953,1.7177,61.4555,106.86
Existing-3,3,1.846,1.7479,6.8019,82.2
Existing-2,3,2.1418,1.6835,26.1889,73.98
Existing-1,3,3.0945,1.6755,60.5415,123.3
WithNew-3,3,2.1138,1.7035,6.8019,82.2
WithNew-2,3,3.2085,1.6102,26.1889,73.98
WithNew-4,3,4.7007,1.7257,61.4555,106.86
WithNew-1,3,4.6997,1.7242,60.5415,123.3
Existing-1,3,1.8883,1.6164,16.2015,41.1
Existing-3,3,4.2639,1.5216,62.6262,131.52
Existing-2,3,4.2899,1.577,61.4555,106.86
WithNew-1,3,2.6845,1.5365,16.2015,41.1
WithNew-4,3,4.8915,1.7269,60.5415,123.3
WithNew-2,3,4.8861,1.6626,61.4555,106.86
WithNew-3,3,4.8975,1.7269,62.6262,131.52
Existing-1,3,1.8808,1.7754,11.7294,106.86
Existing-3,3,3.3936,1.6948,61.4555,106.86
Existing-2,3,3.4,1.6754,57.8413,106.86
WithNew-1,3,2.7803,1.6334,11.7294,106.86
WithNew-2,3,5.2077,1.5011,57.8413,106.86
WithNew-3,3,5.2143,1.5653,61.4555,106.86
WithNew-4,3,5.2271,1.5766,57.8413,106.86
Existing-3,3,1.3666,1.499,6.8019,82.2
Existing-1,3,1.4558,1.5667,11.7294,106.86
Existing-2,3,2.7827,1.5606,60.5415,123.3
WithNew-3,3,1.8783,1.6151,6.8019,82.2
WithNew-1,3,2.3368,1.6162,11.7294,106.86
WithNew-4,3,2.6367,1.6803,26.1889,73.98
WithNew-2,3,3.4531,1.6499,60.5415,123.3
Existing-1,3,1.9148,1.4878,16.2015,41.1
Existing-3,3,2.2639,1.5688,26.1889,73.98
Existing-2,3,3.1633,1.6019,57.8413,106.86
WithNew-1,3,2.4063,1.4853,16.2015,41.1
WithNew-3,3,3.1182,1.6192,26.1889,73.98
WithNew-2,3,4.1342,1.6448,57.8413,106.86
WithNew-4,3,4.2952,1.4511,57.8413,106.86
Existing-2,3,2.5653,1.8498,26.1889,73.98
Existing-3,3,3.4971,1.8263,57.8413,106.86
Existing-1,3,3.8147,1.8439,62.6262,131.52
WithNew-2,3,2.8578,1.7408,26.1889,73.98
WithNew-3,3,4.7298,1.629,57.8413,106.86
WithNew-4,3,4.7412,1.6291,57.8413,106.86
WithNew-1,3,5.1488,1.5406,62.6262,131.52
Existing-2,3,1.2915,1.6626,6.8019,82.2
Existing-1,3,1.5312,1.7396,16.2015,41.1
Existing-3,3,1.7914,1.6625,26.1889,73.98
WithNew-2,3,1.6806,1.61,6.8019,82.2
WithNew-4,3,1.758,1.6645,6.8019,82.2
WithNew-1,3,1.9793,1.5875,16.2015,41.1
WithNew-3,3,2.2811,1.673,26.1889,73.98
Existing-3,3,1.6139,1.966,11.7294,106.86
Existing-1,3,1.9729,1.9156,26.1889,73.98
Existing-2,3,2.8755,1.773,57.8413,106.86
WithNew-3,3,2.0026,1.6529,11.7294,106.86
WithNew-1,3,2.7851,1.7077,26.1889,73.98
WithNew-2,3,3.7748,1.6176,57.8413,106.86
WithNew-4,3,3.9405,1.6626,62.6262,131.52
Existing-2,3,2.4643,1.6895,26.1889,73.98
Existing-3,3,3.2925,1.7955,57.8413,106.86
Existing-1,3,3.4432,1.7507,62.6262,131.52
WithNew-2,3,3.0416,1.6428,26.1889,73.98
WithNew-3,3,4.6864,1.6154,57.8413,106.86
WithNew-4,3,4.8703,1.6718,60.5415,123.3
WithNew-1,3,4.8914,1.7493,62.6262,131.52
Existing-1,3,2.0305,1.8319,26.1889,73.98
Existing-3,3,2.7112,1.8652,35.3044,312.36
Existing-2,3,2.8108,1.8125,57.8413,106.86
WithNew-1,3,2.8337,1.7784,26.1889,73.98
WithNew-2,3,3.8469,1.7229,57.8413,106.86
WithNew-4,3,3.8486,1.7229,61.4555,106.86
WithNew-3,3,4.0675,1.7553,35.3044,312.36
Existing-3,3,3.2319,1.7734,35.3044,312.36
Existing-2,3,3.4205,1.7519,61.4555,106.86
Existing-1,3,3.5917,1.6997,62.6262,131.52
WithNew-4,3,2.1799,1.7542,11.7294,106.86
WithNew-3,3,3.9212,1.5517,35.3044,312.36
WithNew-1,3,4.333,1.6331,62.6262,131.52
WithNew-2,3,4.3462,1.639,61.4555,106.86
Existing-1,3,3.8817,1.4813,61.4555,106.86
Existing-2,3,3.8897,1.5177,60.5415,123.3
Existing-3,3,4.2875,1.5917,62.6262,131.52
WithNew-4,3,2.9208,1.6219,11.7294,106.86
WithNew-2,3,5.0691,1.7209,60.5415,123.3
WithNew-1,3,5.0849,1.674,61.4555,106.86
WithNew-3,3,5.0933,1.6615,62.6262,131.52
Existing-1,3,2.0979,1.7094,16.2015,41.1
Existing-3,3,3.6346,1.7032,57.8413,106.86
Existing-2,3,3.9947,1.6875,60.5415,123.3
WithNew-1,3,2.2881,1.4749,16.2015,41.1
WithNew-4,3,2.641,1.6103,11.7294,106.86
WithNew-3,3,4.5178,1.5759,57.8413,106.86
WithNew-2,3,4.5149,1.5747,60.5415,123.3
Existing-1,3,1.7939,1.7655,11.7294,106.86
Existing-2,3,2.1491,1.7027,26.1889,73.98
Existing-3,3,3.2417,1.7053,60.5415,123.3
WithNew-1,3,2.3194,1.6937,11.7294,106.86
WithNew-2,3,2.4341,1.675,26.1889,73.98
WithNew-4,3,2.4924,1.602,11.7294,106.86
WithNew-3,3,3.4789,1.6276,60.5415,123.3
Existing-2,3,1.9932,1.766,16.2015,41.1
Existing-3,3,3.1788,1.7713,57.8413,106.86
Existing-1,3,3.4841,1.6739,62.6262,131.52
WithNew-2,3,2.3696,1.624,16.2015,41.1
WithNew-3,3,4.2472,1.6527,57.8413,106.86
WithNew-1,3,4.7834,1.7005,62.6262,131.52
WithNew-4,3,4.7861,1.7015,61.4555,106.86
Existing-1,3,1.4269,1.7882,6.8019,82.2
Existing-2,3,3.5489,1.689,60.5415,123.3
Existing-3,3,3.7481,1.7036,62.6262,131.52
WithNew-1,3,2.1338,1.8261,6.8019,82.2
WithNew-3,3,4.249,1.6698,62.6262,131.52
WithNew-2,3,4.2604,1.6419,60.5415,123.3
WithNew-4,3,4.3889,1.6214,57.8413,106.86
Existing-1,3,1.6818,1.7325,6.8019,82.2
Existing-2,3,3.4585,1.6815,57.8413,106.86
Existing-3,3,3.6142,1.6996,61.4555,106.86
WithNew-1,3,2.1311,1.6041,6.8019,82.2
WithNew-4,3,2.2567,1.675,11.7294,106.86
WithNew-3,3,3.6353,1.5694,61.4555,106.86
WithNew-2,3,3.6586,1.5729,57.8413,106.86
Existing-2,3,1.6396,1.7749,11.7294,106.86
Existing-3,3,3.3817,1.5553,61.4555,106.86
Existing-1,3,3.5936,1.6144,60.5415,123.3
WithNew-2,3,2.4762,1.4375,11.7294,106.86
WithNew-4,3,2.6574,1.5647,11.7294,106.86
WithNew-1,3,4.1285,1.6198,60.5415,123.3
WithNew-3,3,4.1356,1.6219,61.4555,106.86
Existing-2,3,1.308,1.6532,6.8019,82.2
Existing-3,3,1.4165,1.6117,16.2015,41.1
Existing-1,3,1.6708,1.66,26.1889,73.98
WithNew-2,3,1.805,1.6139,6.8019,82.2
WithNew-4,3,1.8108,1.6245,6.8019,82.2
WithNew-3,3,2.0288,1.6497,16.2015,41.1
WithNew-1,3,2.2993,1.7032,26.1889,73.98
Existing-3,3,3.2675,1.6437,57.8413,106.86
Existing-1,3,3.2732,1.6417,60.5415,123.3
Existing-2,3,3.4964,1.7,35.3044,312.36
WithNew-4,3,1.9762,1.6949,11.7294,106.86
WithNew-2,3,3.4015,1.7278,35.3044,312.36
WithNew-3,3,3.7706,1.6912,57.8413,106.86
WithNew-1,3,3.8541,1.7305,60.5415,123.3
Existing-1,3,1.9395,1.7649,16.2015,41.1
Existing-2,3,1.9972,1.7872,11.7294,106.86
Existing-3,3,2.1487,1.7618,26.1889,73.98
WithNew-1,3,2.4209,1.7159,16.2015,41.1
WithNew-2,3,2.507,1.624,11.7294,106.86
WithNew-4,3,2.8338,1.6383,26.1889,73.98
WithNew-3,3,3.0217,1.6453,26.1889,73.98
