Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-3,3,2.4721,1.598,26.1889,73.98
Existing-1,3,3.5533,1.658,60.5415,123.3
Existing-2,3,3.8383,1.5984,61.4555,106.86
WithNew-3,3,3.314,1.6271,26.1889,73.98
WithNew-4,3,3.3159,1.6257,26.1889,73.98
WithNew-2,3,4.9492,1.5536,61.4555,106.86
WithNew-1,3,4.9629,1.564,60.5415,123.3
Existing-2,3,1.8431,1.4936,11.7294,106.86
Existing-1,3,2.0797,1.5198,26.1889,73.98
Existing-3,3,3.1511,1.532,62.6262,131.52
WithNew-2,3,2.2937,1.6135,11.7294,106.86
WithNew-1,3,2.6064,1.6033,26.1889,73.98
WithNew-4,3,3.8458,1.5965,35.3044,312.36
WithNew-3,3,4.1196,1.5921,62.6262,131.52
Existing-2,3,4.7263,1.5385,60.5415,123.3
Existing-3,3,4.7432,1.6587,57.8413,106.86
Existing-1,3,4.9545,1.6344,61.4555,106.86
WithNew-3,3,5.6852,1.6641,57.8413,106.86
WithNew-1,3,6.2065,1.6654,61.4555,106.86
WithNew-2,3,6.2119,1.7032,60.5415,123.3
WithNew-4,3,6.3612,1.7419,60.5415,123.3
Existing-2,3,1.9003,1.8103,16.2015,41.1
Existing-3,3,2.0404,1.8308,11.7294,106.86
Existing-1,3,3.2409,1.6946,62.6262,131.52
WithNew-2,3,2.0885,1.7083,16.2015,41.1
WithNew-3,3,2.2722,1.7403,11.7294,106.86
WithNew-4,3,2.6544,1.7105,16.2015,41.1
WithNew-1,3,3.9892,1.6551,62.6262,131.52
Existing-2,3,2.0065,1.6113,11.7294,106.86
Existing-3,3,3.7724,1.6584,60.5415,123.3
Existing-1,3,3.7815,1.6594,61.4555,106.86
WithNew-2,3,2.5598,1.7423,11.7294,106.86
WithNew-4,3,5.2197,1.6991,57.8413,106.86
WithNew-3,3,5.2402,1.6812,60.5415,123.3
WithNew-1,3,5.2337,1.6812,61.4555,106.86
Existing-1,3,2.3841,1.7847,26.1889,73.98
Existing-2,3,3.9977,1.8271,60.5415,123.3
Existing-3,3,4.3832,1.8044,61.4555,106.86
WithNew-4,3,1.9953,1.6896,6.8019,82.2
WithNew-1,3,3.2225,1.5667,26.1889,73.98
WithNew-3,3,4.6379,1.4886,61.4555,106.86
WithNew-2,3,4.6475,1.496,60.5415,123.3
Existing-1,3,2.0379,1.6618,11.7294,106.86
Existing-2,3,2.8665,1.6832,35.3044,312.36
Existing-3,3,3.3461,1.6291,62.6262,131.52
WithNew-1,3,2.5972,1.745,11.7294,106.86
WithNew-2,3,3.6687,1.7357,35.3044,312.36
WithNew-3,3,3.9987,1.7682,62.6262,131.52
WithNew-4,3,4.0084,1.751,60.5415,123.3
Existing-3,3,2.0981,1.7325,16.2015,41.1
Existing-2,3,2.6834,1.7736,26.1889,73.98
Existing-1,3,3.3594,1.8348,57.8413,106.86
WithNew-3,3,2.7059,1.5146,16.2015,41.1
WithNew-2,3,3.2362,1.6271,26.1889,73.98
WithNew-1,3,4.3105,1.6062,57.8413,106.86
WithNew-4,3,4.645,1.6035,62.6262,131.52
Existing-1,3,1.6529,1.723,16.2015,41.1
Existing-3,3,1.7086,1.7554,6.8019,82.2
Existing-2,3,3.2657,1.7834,60.5415,123.3
WithNew-3,3,2.0383,1.4959,6.8019,82.2
WithNew-1,3,2.2099,1.5864,16.2015,41.1
WithNew-2,3,4.0491,1.8376,60.5415,123.3
WithNew-4,3,4.0461,1.8376,61.4555,106.86
Existing-3,3,1.5989,1.7421,6.8019,82.2
Existing-2,3,1.9261,1.7148,11.7294,106.86
Existing-1,3,3.0423,1.802,57.8413,106.86
WithNew-3,3,2.2396,1.6718,6.8019,82.2
WithNew-2,3,2.7047,1.7425,11.7294,106.86
WithNew-1,3,3.7555,1.7136,57.8413,106.86
WithNew-4,3,4.2442,1.7244,62.6262,131.52
Existing-3,3,1.5156,1.8439,6.8019,82.2
Existing-1,3,1.6683,1.8444,11.7294,106.86
Existing-2,3,3.0459,1.8412,60.5415,123.3
WithNew-3,3,1.9082,1.5643,6.8019,82.2
WithNew-1,3,2.1931,1.6396,11.7294,106.86
WithNew-2,3,3.8679,1.7675,60.5415,123.3
WithNew-4,3,3.8714,1.7973,60.5415,123.3
Existing-2,3,1.8286,1.8235,6.8019,82.2
Existing-3,3,2.0205,1.8144,26.1889,73.98
Existing-1,3,2.6584,1.7941,35.3044,312.36
WithNew-2,3,2.2466,1.7358,6.8019,82.2
WithNew-4,3,2.3813,1.5937,16.2015,41.1
WithNew-3,3,2.6664,1.6947,26.1889,73.98
WithNew-1,3,3.3825,1.6719,35.3044,312.36
Existing-2,3,2.0953,1.7224,11.7294,106.86
Existing-1,3,3.5328,1.7526,62.6262,131.52
Existing-3,3,3.5374,1.7438,60.5415,123.3
WithNew-2,3,2.623,1.5448,11.7294,106.86
WithNew-3,3,5.2019,1.5647,60.5415,123.3
WithNew-1,3,5.183,1.505,62.6262,131.52
WithNew-4,3,5.1918,1.5533,60.5415,123.3
Existing-1,3,1.9145,1.5812,16.2015,41.1
Existing-3,3,2.0294,1.5653,11.7294,106.86
Existing-2,3,3.3144,1.5301,62.6262,131.52
WithNew-3,3,2.5118,1.7614,11.7294,106.86
WithNew-1,3,2.7497,1.6646,16.2015,41.1
WithNew-2,3,4.0548,1.6533,62.6262,131.52
WithNew-4,3,4.2652,1.6901,61.4555,106.86
Existing-2,3,1.5721,1.6269,11.7294,106.86
Existing-3,3,3.3057,1.5459,57.8413,106.86
Existing-1,3,3.3115,1.547,60.5415,123.3
WithNew-2,3,2.2961,1.5755,11.7294,106.86
WithNew-3,3,3.7085,1.6092,57.8413,106.86
WithNew-4,3,3.8135,1.6985,35.3044,312.36
WithNew-1,3,4.0725,1.6408,60.5415,123.3
Existing-1,3,1.5339,1.7438,6.8019,82.2
Existing-3,3,1.8568,1.6791,16.2015,41.1
Existing-2,3,3.0792,1.5549,60.5415,123.3
WithNew-3,3,1.8264,1.4789,16.2015,41.1
WithNew-1,3,2.071,1.5752,6.8019,82.2
WithNew-4,3,2.7576,1.7678,35.3044,312.36
WithNew-2,3,3.2305,1.6976,60.5415,123.3
Existing-3,3,1.6663,1.5448,16.2015,41.1
Existing-1,3,2.346,1.5657,26.1889,73.98
Existing-2,3,3.3901,1.7569,57.8413,106.86
WithNew-3,3,3.0537,1.5024,16.2015,41.1
WithNew-1,3,3.5042,1.5822,26.1889,73.98
WithNew-2,3,4.4184,1.6184,57.8413,106.86
WithNew-4,3,4.749,1.6691,35.3044,312.36
Existing-1,3,1.5433,1.8574,6.8019,82.2
Existing-2,3,1.7325,1.7768,11.7294,106.86
Existing-3,3,2.5498,1.6718,35.3044,312.36
WithNew-1,3,1.8681,1.7636,6.8019,82.2
WithNew-2,3,2.0643,1.7137,11.7294,106.86
WithNew-4,3,2.0619,1.6926,11.7294,106.86
WithNew-3,3,2.9084,1.8071,35.3044,312.36
Existing-1,3,1.4362,1.6916,11.7294,106.86
Existing-2,3,1.6357,1.6535,6.8019,82.2
Existing-3,3,2.8739,1.4969,60.5415,123.3
WithNew-2,3,2.1347,1.6813,6.8019,82.2
WithNew-1,3,2.3523,1.6442,11.7294,106.86
WithNew-4,3,2.3571,1.6444,11.7294,106.86
WithNew-3,3,3.3906,1.6502,60.5415,123.3
Existing-2,3,2.0831,1.8097,16.2015,41.1
Existing-3,3,2.8159,1.9015,35.3044,312.36
Existing-1,3,3.4417,1.7678,62.6262,131.52
WithNew-2,3,2.0868,1.4417,16.2015,41.1
WithNew-3,3,3.4309,1.6801,35.3044,312.36
WithNew-4,3,3.8071,1.502,61.4555,106.86
WithNew-1,3,3.9765,1.5675,62.6262,131.52
Existing-3,3,2.1282,1.6635,16.2015,41.1
Existing-1,3,2.6175,1.724,26.1889,73.98
Existing-2,3,3.5155,1.6831,60.5415,123.3
WithNew-4,3,2.2689,1.5227,11.7294,106.86
WithNew-3,3,2.6863,1.5113,16.2015,41.1
WithNew-1,3,3.1005,1.6958,26.1889,73.98
WithNew-2,3,4.0128,1.8152,60.5415,123.3
Existing-1,3,2.8171,1.7176,26.1889,73.98
Existing-2,3,4.1037,1.6989,57.8413,106.86
Existing-3,3,4.4036,1.6792,62.6262,131.52
WithNew-1,3,3.1816,1.5584,26.1889,73.98
