Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-3,3,2.1307,1.6911,16.2015,41.1
Existing-1,3,3.8194,1.5771,61.4555,106.86
Existing-2,3,3.9858,1.5606,57.8413,106.86
WithNew-3,3,2.3618,1.4881,16.2015,41.1
WithNew-4,3,3.4077,1.5363,26.1889,73.98
WithNew-1,3,4.6422,1.5219,61.4555,106.86
WithNew-2,3,4.6503,1.4775,57.8413,106.86
Existing-2,3,1.8583,1.8541,6.8019,82.2
Existing-3,3,1.9946,1.8102,26.1889,73.98
Existing-1,3,2.6901,1.6552,35.3044,312.36
WithNew-2,3,2.2341,1.6687,6.8019,82.2
WithNew-3,3,2.5972,1.6617,26.1889,73.98
WithNew-1,3,3.4519,1.6376,35.3044,312.36
WithNew-4,3,3.5741,1.6625,62.6262,131.52
Existing-2,3,1.7542,1.6334,11.7294,106.86
Existing-1,3,3.5554,1.6073,60.5415,123.3
Existing-3,3,3.9317,1.6021,62.6262,131.52
WithNew-2,3,2.5724,1.5621,11.7294,106.86
WithNew-4,3,2.873,1.5226,16.2015,41.1
WithNew-3,3,4.3941,1.7907,62.6262,131.52
WithNew-1,3,4.5528,1.6527,60.5415,123.3
Existing-1,3,1.5565,1.8627,6.8019,82.2
Existing-2,3,1.7161,1.7938,16.2015,41.1
Existing-3,3,2.2942,1.6824,35.3044,312.36
WithNew-1,3,2.1153,1.6167,6.8019,82.2
WithNew-2,3,2.2769,1.6336,16.2015,41.1
WithNew-4,3,3.3062,1.6727,35.3044,312.36
WithNew-3,3,3.3497,1.7497,35.3044,312.36
Existing-2,3,1.4605,1.5733,16.2015,41.1
Existing-3,3,2.7468,1.6469,35.3044,312.36
Existing-1,3,3.1707,1.6354,62.6262,131.52
WithNew-2,3,2.6973,1.7044,16.2015,41.1
WithNew-4,3,4.376,1.5855,60.5415,123.3
WithNew-1,3,5.09,1.6173,62.6262,131.52
WithNew-3,3,5.1439,1.6488,35.3044,312.36
Existing-1,3,2.0565,1.7009,16.2015,41.1
Existing-2,3,3.7325,1.7886,62.6262,131.52
Existing-3,3,3.7371,1.7823,57.8413,106.86
WithNew-4,3,1.7947,1.6415,16.2015,41.1
WithNew-1,3,2.2062,1.6362,16.2015,41.1
WithNew-2,3,4.2664,1.5806,62.6262,131.52
WithNew-3,3,4.2684,1.5929,57.8413,106.86
Existing-3,3,3.3159,1.6276,26.1889,73.98
Existing-2,3,4.7668,1.6844,62.6262,131.52
