Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
WithNew-1,3,5.3885,1.7084,60.5415,123.3
Existing-3,3,1.9209,1.5266,16.2015,41.1
Existing-1,3,2.2699,1.5479,26.1889,73.98
Existing-2,3,3.1684,1.6195,60.5415,123.3
WithNew-3,3,2.7165,1.597,16.2015,41.1
WithNew-1,3,3.719,1.6052,26.1889,73.98
WithNew-2,3,5.1675,1.5625,60.5415,123.3
WithNew-4,3,5.1771,1.5822,60.5415,123.3
Existing-2,3,2.1374,1.7781,26.1889,73.98
Existing-3,3,3.0265,1.6407,57.8413,106.86
Existing-1,3,3.0333,1.6166,35.3044,312.36
WithNew-2,3,3.5412,1.5896,26.1889,73.98
WithNew-1,3,4.5655,1.649,35.3044,312.36
WithNew-4,3,4.8988,1.6612,60.5415,123.3
WithNew-3,3,4.9152,1.7172,57.8413,106.86
Existing-2,3,1.7933,1.7781,26.1889,73.98
Existing-3,3,2.8812,1.6757,35.3044,312.36
Existing-1,3,3.0821,1.652,61.4555,106.86
WithNew-4,3,2.0185,1.7603,6.8019,82.2
WithNew-2,3,2.9393,1.8167,26.1889,73.98
WithNew-3,3,3.3167,1.7799,35.3044,312.36
WithNew-1,3,3.8916,1.8202,61.4555,106.86
Existing-3,3,2.178,1.7203,26.1889,73.98
Existing-1,3,2.8788,1.7296,35.3044,312.36
Existing-2,3,3.0631,1.6583,62.6262,131.52
WithNew-4,3,2.4516,1.5958,11.7294,106.86
WithNew-3,3,2.6353,1.6148,26.1889,73.98
WithNew-2,3,3.8112,1.6872,62.6262,131.52
WithNew-1,3,3.8375,1.6924,35.3044,312.36
Existing-1,3,1.4322,1.8454,11.7294,106.86
Existing-2,3,2.4648,1.826,35.3044,312.36
Existing-3,3,3.0392,1.7208,62.6262,131.52
WithNew-4,3,2.0196,1.6333,16.2015,41.1
WithNew-1,3,2.2112,1.5705,11.7294,106.86
WithNew-2,3,3.3495,1.587,35.3044,312.36
WithNew-3,3,3.463,1.6206,62.6262,131.52
Existing-2,3,1.6223,1.7973,11.7294,106.86
Existing-1,3,2.4075,1.7406,35.3044,312.36
Existing-3,3,2.8293,1.7011,61.4555,106.86
WithNew-4,3,2.2842,1.649,16.2015,41.1
WithNew-2,3,2.4034,1.6463,11.7294,106.86
WithNew-3,3,3.3696,1.7239,61.4555,106.86
WithNew-1,3,3.4556,1.746,35.3044,312.36
Existing-1,3,1.8641,1.6577,16.2015,41.1
Existing-2,3,2.0844,1.5865,26.1889,73.98
Existing-3,3,3.1099,1.6718,61.4555,106.86
WithNew-1,3,2.0509,1.7817,16.2015,41.1
WithNew-4,3,2.2881,1.6862,11.7294,106.86
WithNew-2,3,2.6853,1.7524,26.1889,73.98
WithNew-3,3,3.6658,1.6083,61.4555,106.86
Existing-3,3,1.445,1.5095,11.7294,106.86
Existing-1,3,2.5071,1.4733,35.3044,312.36
Existing-2,3,2.6463,1.5561,57.8413,106.86
WithNew-3,3,1.919,1.6969,11.7294,106.86
WithNew-4,3,2.4164,1.8158,16.2015,41.1
WithNew-1,3,3.4612,1.8343,35.3044,312.36
WithNew-2,3,3.5592,1.8459,57.8413,106.86
Existing-2,3,2.5967,1.8629,26.1889,73.98
Existing-3,3,3.1692,1.8396,35.3044,312.36
Existing-1,3,3.645,1.7251,60.5415,123.3
WithNew-4,3,2.0394,1.6167,6.8019,82.2
WithNew-2,3,2.8036,1.6016,26.1889,73.98
WithNew-3,3,3.2337,1.6174,35.3044,312.36
WithNew-1,3,3.4226,1.6271,60.5415,123.3
Existing-2,3,1.6424,1.7306,16.2015,41.1
Existing-1,3,3.2267,1.7989,61.4555,106.86
Existing-3,3,3.53,1.7662,62.6262,131.52
WithNew-2,3,2.2707,1.6667,16.2015,41.1
WithNew-4,3,2.5306,1.7123,11.7294,106.86
WithNew-1,3,4.3657,1.7049,61.4555,106.86
WithNew-3,3,4.3671,1.6979,62.6262,131.52
Existing-3,3,1.3703,1.8448,6.8019,82.2
Existing-1,3,1.5679,1.8645,16.2015,41.1
Existing-2,3,2.2427,1.526,35.3044,312.36
WithNew-3,3,2.0374,1.7951,6.8019,82.2
WithNew-1,3,2.2726,1.7671,16.2015,41.1
WithNew-2,3,3.5387,1.6509,35.3044,312.36
WithNew-4,3,3.6084,1.6597,61.4555,106.86
Existing-1,3,1.3211,1.7125,6.8019,82.2
Existing-3,3,3.1185,1.5823,61.4555,106.86
Existing-2,3,3.5622,1.6022,62.6262,131.52
WithNew-1,3,2.2919,1.6879,6.8019,82.2
WithNew-3,3,4.5238,1.5532,61.4555,106.86
WithNew-4,3,4.7216,1.6122,61.4555,106.86
WithNew-2,3,4.9594,1.6751,62.6262,131.52
Existing-3,3,1.6985,1.898,16.2015,41.1
Existing-1,3,1.8947,1.7906,26.1889,73.98
Existing-2,3,3.0026,1.6937,60.5415,123.3
WithNew-3,3,2.6034,1.5792,16.2015,41.1
WithNew-1,3,2.7872,1.5659,26.1889,73.98
WithNew-4,3,3.8637,1.6019,62.6262,131.52
WithNew-2,3,4.2763,1.7287,60.5415,123.3
Existing-1,3,2.5437,1.7011,26.1889,73.98
Existing-3,3,3.5318,1.665,57.8413,106.86
Existing-2,3,3.8881,1.6192,62.6262,131.52
WithNew-1,3,3.0202,1.5485,26.1889,73.98
WithNew-4,3,4.3822,1.5336,57.8413,106.86
WithNew-2,3,4.9041,1.5854,62.6262,131.52
WithNew-3,3,4.9157,1.5708,57.8413,106.86
Existing-2,3,1.7057,1.7153,11.7294,106.86
Existing-3,3,3.3873,1.6885,61.4555,106.86
Existing-1,3,3.4893,1.698,62.6262,131.52
WithNew-2,3,2.2317,1.7589,11.7294,106.86
WithNew-3,3,4.6655,1.7127,61.4555,106.86
WithNew-4,3,4.6685,1.7127,60.5415,123.3
WithNew-1,3,4.6872,1.7335,62.6262,131.52
Existing-1,3,1.8068,1.5416,16.2015,41.1
Existing-3,3,1.9025,1.5322,11.7294,106.86
Existing-2,3,2.1151,1.5785,26.1889,73.98
WithNew-1,3,2.7041,1.6885,16.2015,41.1
WithNew-3,3,2.8537,1.652,11.7294,106.86
WithNew-2,3,3.0669,1.5726,26.1889,73.98
WithNew-4,3,4.1865,1.6979,61.4555,106.86
Existing-2,3,2.0764,1.774,11.7294,106.86
Existing-1,3,3.1928,1.8301,35.3044,312.36
Existing-3,3,3.2779,1.7403,61.4555,106.86
WithNew-2,3,3.0069,1.5516,11.7294,106.86
WithNew-4,3,4.5673,1.679,57.8413,106.86
WithNew-3,3,4.8792,1.7289,61.4555,106.86
WithNew-1,3,4.9551,1.7043,35.3044,312.36
Existing-2,3,3.5113,1.7098,57.8413,106.86
Existing-1,3,3.784,1.6748,35.3044,312.36
Existing-3,3,3.9356,1.7347,60.5415,123.3
WithNew-1,3,4.7151,1.6761,35.3044,312.36
WithNew-4,3,5.3298,1.6948,57.8413,106.86
WithNew-3,3,5.3446,1.6977,60.5415,123.3
WithNew-2,3,5.3584,1.739,57.8413,106.86
Existing-2,3,3.1035,1.6335,26.1889,73.98
Existing-3,3,4.4826,1.5386,62.6262,131.52
Existing-1,3,4.4932,1.5385,60.5415,123.3
WithNew-4,3,2.7539,1.6173,11.7294,106.86
WithNew-2,3,3.5146,1.6372,26.1889,73.98
WithNew-1,3,4.9504,1.6695,60.5415,123.3
WithNew-3,3,5.1093,1.6653,62.6262,131.52
Existing-3,3,1.7143,1.6131,11.7294,106.86
Existing-1,3,1.84,1.6666,16.2015,41.1
Existing-2,3,2.1641,1.6159,26.1889,73.98
WithNew-3,3,2.5396,1.6049,11.7294,106.86
WithNew-1,3,2.8646,1.5095,16.2015,41.1
WithNew-2,3,2.8811,1.5095,26.1889,73.98
WithNew-4,3,4.2396,1.6039,57.8413,106.86
Existing-3,3,2.4387,1.6705,16.2015,41.1
Existing-1,3,2.7907,1.6561,26.1889,73.98
Existing-2,3,3.7812,1.7392,61.4555,106.86
WithNew-4,3,2.4558,1.4968,16.2015,41.1
WithNew-3,3,2.9668,1.5866,16.2015,41.1
WithNew-1,3,2.9714,1.5875,26.1889,73.98
WithNew-2,3,4.4104,1.6511,61.4555,106.86
Existing-2,3,3.9538,1.6748,61.4555,106.86
Existing-3,3,4.1546,1.7154,57.8413,106.86
Existing-1,3,4.3414,1.8702,35.3044,312.36
WithNew-4,3,4.672,1.5641,57.8413,106.86
WithNew-3,3,4.7209,1.5691,57.8413,106.86
WithNew-1,3,4.9897,1.6062,35.3044,312.36
WithNew-2,3,5.1226,1.5699,61.4555,106.86
Existing-3,3,2.0563,1.7873,11.7294,106.86
Existing-2,3,2.2735,1.7763,26.1889,73.98
Existing-1,3,3.1679,1.7083,57.8413,106.86
WithNew-3,3,2.5464,1.7793,11.7294,106.86
WithNew-2,3,2.8135,1.6237,26.1889,73.98
WithNew-4,3,2.8193,1.6268,26.1889,73.98
WithNew-1,3,3.8812,1.5791,57.8413,106.86
Existing-2,3,1.3964,1.7896,6.8019,82.2
Existing-3,3,1.8515,1.8325,11.7294,106.86
Existing-1,3,3.0654,1.7938,62.6262,131.52
WithNew-2,3,2.2674,1.6751,6.8019,82.2
WithNew-3,3,2.5627,1.697,11.7294,106.86
WithNew-4,3,3.3459,1.7781,35.3044,312.36
WithNew-1,3,3.7764,1.6989,62.6262,131.52
Existing-1,3,1.3688,1.665,16.2015,41.1
Existing-3,3,1.5311,1.7167,6.8019,82.2
Existing-2,3,3.007,1.7181,61.4555,106.86
WithNew-3,3,2.2128,1.4245,6.8019,82.2
WithNew-1,3,2.4532,1.4076,16.2015,41.1
WithNew-2,3,4.4248,1.4744,61.4555,106.86
WithNew-4,3,4.5326,1.5473,61.4555,106.86
Existing-3,3,1.8816,1.846,16.2015,41.1
Existing-1,3,3.4534,1.6864,60.5415,123.3
Existing-2,3,3.5953,1.7586,61.4555,106.86
WithNew-3,3,2.9165,1.5187,16.2015,41.1
WithNew-4,3,4.4981,1.587,60.5415,123.3
WithNew-1,3,4.4956,1.5871,60.5415,123.3
WithNew-2,3,4.8574,1.5646,61.4555,106.86
Existing-2,3,3.3472,1.6845,61.4555,106.86
Existing-3,3,3.833,1.7129,62.6262,131.52
Existing-1,3,3.8394,1.7129,57.8413,106.86
WithNew-4,3,2.1353,1.6459,16.2015,41.1
WithNew-1,3,4.0715,1.6314,57.8413,106.86
WithNew-2,3,4.4437,1.5469,61.4555,106.86
WithNew-3,3,4.4563,1.5116,62.6262,131.52
Existing-2,3,1.6683,1.6396,16.2015,41.1
Existing-1,3,2.1189,1.5585,26.1889,73.98
Existing-3,3,2.6779,1.5855,35.3044,312.36
WithNew-4,3,1.8384,1.702,6.8019,82.2
WithNew-2,3,1.9748,1.5979,16.2015,41.1
WithNew-1,3,2.2691,1.6677,26.1889,73.98
WithNew-3,3,2.7443,1.6917,35.3044,312.36
Existing-2,3,1.4397,1.7634,6.8019,82.2
Existing-1,3,3.5998,1.6572,62.6262,131.52
Existing-3,3,3.6052,1.6648,61.4555,106.86
WithNew-2,3,2.351,1.5975,6.8019,82.2
WithNew-1,3,4.7583,1.7426,62.6262,131.52
WithNew-3,3,4.8033,1.678,61.4555,106.86
WithNew-4,3,5.151,1.5957,62.6262,131.52
Existing-3,3,1.1262,1.7067,6.8019,82.2
Existing-1,3,1.8041,1.6501,26.1889,73.98
Existing-2,3,2.2399,1.6857,35.3044,312.36
WithNew-3,3,1.5745,1.623,6.8019,82.2
WithNew-4,3,1.9998,1.6706,11.7294,106.86
WithNew-1,3,2.1503,1.7366,26.1889,73.98
WithNew-2,3,2.6428,1.6406,35.3044,312.36
Existing-1,3,1.7559,1.8304,6.8019,82.2
Existing-3,3,3.6073,1.7115,60.5415,123.3
Existing-2,3,3.6179,1.7384,62.6262,131.52
WithNew-1,3,2.3888,1.7105,6.8019,82.2
WithNew-4,3,2.8413,1.6518,16.2015,41.1
WithNew-3,3,4.2589,1.6781,60.5415,123.3
WithNew-2,3,4.6246,1.698,62.6262,131.52
Existing-1,3,1.6646,1.6604,11.7294,106.86
Existing-2,3,3.3194,1.6292,57.8413,106.86
Existing-3,3,3.3296,1.609,60.5415,123.3
WithNew-1,3,2.4723,1.5793,11.7294,106.86
WithNew-4,3,4.4921,1.5958,57.8413,106.86
WithNew-3,3,4.4773,1.5979,60.5415,123.3
WithNew-2,3,4.4888,1.5958,57.8413,106.86
Existing-2,3,2.2483,1.7189,11.7294,106.86
Existing-1,3,3.7848,1.5072,60.5415,123.3
Existing-3,3,3.7992,1.5167,57.8413,106.86
WithNew-2,3,2.2232,1.7628,11.7294,106.86
WithNew-4,3,3.5578,1.6027,35.3044,312.36
WithNew-3,3,3.6568,1.5684,57.8413,106.86
WithNew-1,3,3.7835,1.5773,60.5415,123.3
Existing-2,3,1.5398,1.7553,11.7294,106.86
Existing-3,3,1.8827,1.7771,6.8019,82.2
Existing-1,3,3.0914,1.7458,57.8413,106.86
WithNew-3,3,2.4545,1.6688,6.8019,82.2
WithNew-2,3,2.6048,1.7732,11.7294,106.86
WithNew-4,3,2.8041,1.6957,26.1889,73.98
WithNew-1,3,3.8189,1.5863,57.8413,106.86
Existing-1,3,2.2369,1.6438,26.1889,73.98
Existing-3,3,3.4887,1.7669,61.4555,106.86
Existing-2,3,4.0132,1.6146,60.5415,123.3
WithNew-4,3,2.5406,1.7329,16.2015,41.1
WithNew-1,3,3.3911,1.6765,26.1889,73.98
WithNew-2,3,4.5439,1.705,60.5415,123.3
WithNew-3,3,4.7715,1.79,61.4555,106.86
