Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
WithNew-2,3,4.6249,1.6405,60.5415,123.3
Existing-2,3,1.9751,1.6322,16.2015,41.1
Existing-3,3,2.2011,1.6342,11.7294,106.86
Existing-1,3,3.0804,1.4511,62.6262,131.52
WithNew-3,3,2.123,1.8354,11.7294,106.86
WithNew-2,3,2.5149,1.5947,16.2015,41.1
WithNew-4,3,4.2131,1.5029,62.6262,131.52
WithNew-1,3,4.2249,1.5357,62.6262,131.52
Existing-3,3,2.1618,1.7167,16.2015,41.1
Existing-2,3,3.6645,1.6608,60.5415,123.3
Existing-1,3,3.9582,1.4932,62.6262,131.52
WithNew-3,3,2.4959,1.6073,16.2015,41.1
WithNew-2,3,4.3693,1.7047,60.5415,123.3
WithNew-4,3,4.4193,1.7127,61.4555,106.86
WithNew-1,3,4.7354,1.5943,62.6262,131.52
Existing-3,3,3.3561,1.5362,57.8413,106.86
Existing-1,3,3.4762,1.427,62.6262,131.52
Existing-2,3,3.651,1.6007,35.3044,312.36
WithNew-4,3,2.8043,1.6162,16.2015,41.1
WithNew-2,3,4.0809,1.563,35.3044,312.36
WithNew-3,3,4.2506,1.5427,57.8413,106.86
WithNew-1,3,4.5571,1.5531,62.6262,131.52
Existing-2,3,1.5457,1.5883,11.7294,106.86
Existing-3,3,1.5605,1.6243,16.2015,41.1
Existing-1,3,3.0459,1.5514,57.8413,106.86
WithNew-3,3,2.6978,1.6118,16.2015,41.1
WithNew-2,3,2.699,1.6151,11.7294,106.86
WithNew-4,3,3.6634,1.5042,57.8413,106.86
WithNew-1,3,3.995,1.5746,57.8413,106.86
Existing-2,3,1.5458,1.5448,11.7294,106.86
Existing-1,3,1.875,1.5139,26.1889,73.98
Existing-3,3,2.3142,1.4896,35.3044,312.36
WithNew-2,3,1.8298,1.7834,11.7294,106.86
WithNew-4,3,1.8776,1.7859,11.7294,106.86
WithNew-1,3,2.2378,1.6046,26.1889,73.98
WithNew-3,3,2.8539,1.6315,35.3044,312.36
Existing-2,3,1.5239,1.4705,6.8019,82.2
Existing-1,3,2.1596,1.5783,26.1889,73.98
Existing-3,3,3.0292,1.601,57.8413,106.86
WithNew-2,3,1.7408,1.4823,6.8019,82.2
WithNew-1,3,2.7727,1.5823,26.1889,73.98
WithNew-3,3,3.4949,1.5885,57.8413,106.86
WithNew-4,3,3.8011,1.6425,60.5415,123.3
Existing-2,3,1.83,1.6032,11.7294,106.86
Existing-3,3,3.4103,1.4642,57.8413,106.86
Existing-1,3,3.4201,1.4977,61.4555,106.86
WithNew-2,3,2.343,1.6252,11.7294,106.86
WithNew-1,3,4.2531,1.4813,61.4555,106.86
WithNew-3,3,4.2591,1.5302,57.8413,106.86
WithNew-4,3,4.392,1.5428,35.3044,312.36
Existing-3,3,3.4549,1.6405,62.6262,131.52
Existing-2,3,3.4664,1.7136,61.4555,106.86
Existing-1,3,3.6169,1.6283,35.3044,312.36
WithNew-2,3,4.2771,1.5111,61.4555,106.86
WithNew-1,3,4.5535,1.4554,35.3044,312.36
WithNew-4,3,4.658,1.503,57.8413,106.86
WithNew-3,3,4.8613,1.4403,62.6262,131.52
Existing-3,3,1.7454,1.4701,16.2015,41.1
Existing-1,3,2.0367,1.5735,26.1889,73.98
Existing-2,3,2.4879,1.5887,35.3044,312.36
WithNew-3,3,2.3102,1.5773,16.2015,41.1
WithNew-4,3,2.3124,1.578,16.2015,41.1
WithNew-1,3,2.6226,1.5099,26.1889,73.98
WithNew-2,3,3.1901,1.66,35.3044,312.36
Existing-2,3,1.414,1.7069,6.8019,82.2
Existing-1,3,1.6258,1.7262,16.2015,41.1
Existing-3,3,2.9099,1.7657,62.6262,131.52
WithNew-2,3,2.0317,1.6802,6.8019,82.2
WithNew-1,3,2.1832,1.5778,16.2015,41.1
WithNew-3,3,3.5226,1.6193,62.6262,131.52
WithNew-4,3,3.815,1.5732,60.5415,123.3
Existing-2,3,1.4959,1.5358,16.2015,41.1
Existing-1,3,3.3164,1.5053,62.6262,131.52
Existing-3,3,3.3285,1.5012,61.4555,106.86
WithNew-2,3,2.2002,1.4279,16.2015,41.1
WithNew-3,3,4.3508,1.4882,61.4555,106.86
WithNew-4,3,4.5048,1.5046,60.5415,123.3
WithNew-1,3,4.7414,1.5554,62.6262,131.52
Existing-1,3,1.4859,1.7646,16.2015,41.1
Existing-3,3,2.7161,1.8506,35.3044,312.36
Existing-2,3,2.8609,1.7583,60.5415,123.3
WithNew-4,3,2.2351,1.6741,11.7294,106.86
WithNew-1,3,2.5832,1.5966,16.2015,41.1
WithNew-3,3,3.542,1.6311,35.3044,312.36
WithNew-2,3,4.0164,1.6561,60.5415,123.3
Existing-3,3,1.6909,1.725,6.8019,82.2
Existing-2,3,2.9919,1.5693,35.3044,312.36
Existing-1,3,3.1852,1.6428,57.8413,106.86
WithNew-3,3,2.3651,1.5777,6.8019,82.2
WithNew-4,3,2.7719,1.5929,26.1889,73.98
WithNew-1,3,3.8194,1.4645,57.8413,106.86
WithNew-2,3,4.0506,1.5313,35.3044,312.36
Existing-2,3,2.3398,1.6657,26.1889,73.98
Existing-3,3,2.988,1.6966,61.4555,106.86
Existing-1,3,3.0105,1.6728,35.3044,312.36
WithNew-4,3,2.0836,1.6839,11.7294,106.86
WithNew-2,3,2.6099,1.6224,26.1889,73.98
WithNew-1,3,3.6989,1.6497,35.3044,312.36
WithNew-3,3,3.7911,1.5883,61.4555,106.86
Existing-1,3,2.1759,1.8246,16.2015,41.1
Existing-2,3,3.4116,1.5714,61.4555,106.86
Existing-3,3,3.5006,1.575,35.3044,312.36
WithNew-1,3,2.6563,1.7657,16.2015,41.1
WithNew-2,3,4.0096,1.5303,61.4555,106.86
WithNew-3,3,4.2806,1.5948,35.3044,312.36
WithNew-4,3,4.4199,1.5229,60.5415,123.3
Existing-1,3,1.5172,1.7539,11.7294,106.86
Existing-2,3,1.5413,1.6782,6.8019,82.2
Existing-3,3,2.9859,1.6302,60.5415,123.3
WithNew-2,3,2.0414,1.461,6.8019,82.2
WithNew-1,3,2.6293,1.5885,11.7294,106.86
WithNew-3,3,4.2598,1.5733,60.5415,123.3
WithNew-4,3,4.2675,1.5432,57.8413,106.86
Existing-3,3,1.7106,1.727,16.2015,41.1
Existing-2,3,2.0802,1.624,26.1889,73.98
Existing-1,3,3.4236,1.5229,61.4555,106.86
WithNew-3,3,2.2586,1.4959,16.2015,41.1
WithNew-2,3,2.7471,1.7256,26.1889,73.98
WithNew-1,3,3.6234,1.6452,61.4555,106.86
WithNew-4,3,3.7614,1.6318,35.3044,312.36
Existing-1,3,1.3313,1.8093,16.2015,41.1
Existing-3,3,1.5853,1.7824,11.7294,106.86
Existing-2,3,2.4343,1.6887,35.3044,312.36
WithNew-1,3,2.1101,1.5522,16.2015,41.1
WithNew-3,3,2.2021,1.5927,11.7294,106.86
WithNew-4,3,2.3599,1.5291,26.1889,73.98
WithNew-2,3,3.0076,1.5333,35.3044,312.36
Existing-3,3,1.4924,1.7796,6.8019,82.2
Existing-2,3,1.495,1.7797,16.2015,41.1
Existing-1,3,2.3114,1.6681,35.3044,312.36
WithNew-4,3,2.1333,1.4896,16.2015,41.1
WithNew-3,3,2.2266,1.5725,6.8019,82.2
WithNew-2,3,2.4583,1.5173,16.2015,41.1
WithNew-1,3,3.348,1.5347,35.3044,312.36
Existing-2,3,2.0509,1.8389,6.8019,82.2
Existing-1,3,2.3015,1.7487,26.1889,73.98
Existing-3,3,3.2746,1.5313,57.8413,106.86
WithNew-2,3,1.9963,1.4478,6.8019,82.2
WithNew-4,3,2.0949,1.5611,6.8019,82.2
WithNew-1,3,2.7186,1.4872,26.1889,73.98
WithNew-3,3,3.5457,1.4435,57.8413,106.86
Existing-2,3,1.4338,1.4843,6.8019,82.2
Existing-1,3,1.5361,1.4697,16.2015,41.1
Existing-3,3,1.6282,1.477,11.7294,106.86
WithNew-2,3,2.1951,1.538,6.8019,82.2
WithNew-1,3,2.5094,1.5164,16.2015,41.1
WithNew-3,3,2.6469,1.4932,11.7294,106.86
WithNew-4,3,3.8942,1.6116,60.5415,123.3
Existing-3,3,2.1273,1.8129,11.7294,106.86
Existing-1,3,3.1147,1.6911,61.4555,106.86
Existing-2,3,3.4618,1.6358,57.8413,106.86
WithNew-3,3,2.6331,1.4687,11.7294,106.86
WithNew-2,3,4.0969,1.4973,57.8413,106.86
WithNew-4,3,4.3334,1.4969,62.6262,131.52
WithNew-1,3,4.5376,1.5469,61.4555,106.86
Existing-3,3,2.0597,1.6342,16.2015,41.1
Existing-1,3,2.3775,1.7254,26.1889,73.98
Existing-2,3,2.7175,1.5752,35.3044,312.36
WithNew-3,3,2.6048,1.5108,16.2015,41.1
WithNew-1,3,3.0194,1.4149,26.1889,73.98
WithNew-2,3,3.9104,1.5858,35.3044,312.36
WithNew-4,3,4.1284,1.4819,62.6262,131.52
Existing-2,3,1.5672,1.5411,16.2015,41.1
Existing-1,3,2.0819,1.5724,26.1889,73.98
Existing-3,3,3.091,1.5439,60.5415,123.3
WithNew-2,3,2.387,1.6666,16.2015,41.1
WithNew-1,3,3.3015,1.5929,26.1889,73.98
WithNew-4,3,4.408,1.6293,60.5415,123.3
WithNew-3,3,4.4059,1.6283,60.5415,123.3
Existing-1,3,1.8096,1.6028,11.7294,106.86
Existing-2,3,1.8232,1.5719,26.1889,73.98
Existing-3,3,3.0264,1.697,60.5415,123.3
WithNew-1,3,2.6117,1.6017,11.7294,106.86
WithNew-2,3,3.1511,1.7429,26.1889,73.98
WithNew-4,3,4.3613,1.3736,57.8413,106.86
WithNew-3,3,4.6227,1.448,60.5415,123.3
Existing-3,3,1.529,1.7407,6.8019,82.2
Existing-1,3,1.544,1.718,16.2015,41.1
Existing-2,3,3.2635,1.5401,62.6262,131.52
WithNew-3,3,2.2289,1.6508,6.8019,82.2
WithNew-1,3,2.4159,1.6391,16.2015,41.1
WithNew-4,3,2.5703,1.5754,11.7294,106.86
WithNew-2,3,3.5705,1.5682,62.6262,131.52
Existing-3,3,1.7301,1.8557,6.8019,82.2
Existing-2,3,3.4664,1.533,57.8413,106.86
Existing-1,3,3.8205,1.5704,62.6262,131.52
WithNew-3,3,2.2527,1.6905,6.8019,82.2
WithNew-4,3,2.5065,1.5579,16.2015,41.1
WithNew-1,3,4.3263,1.5995,62.6262,131.52
WithNew-2,3,4.3369,1.621,57.8413,106.86
Existing-2,3,1.6355,1.4998,11.7294,106.86
Existing-3,3,3.0241,1.5599,62.6262,131.52
Existing-1,3,3.3174,1.3882,60.5415,123.3
WithNew-2,3,1.7133,1.5395,11.7294,106.86
WithNew-4,3,1.874,1.5119,6.8019,82.2
WithNew-1,3,3.6743,1.628,60.5415,123.3
WithNew-3,3,3.9048,1.5244,62.6262,131.52
Existing-3,3,1.8792,1.597,16.2015,41.1
Existing-1,3,3.2062,1.5732,60.5415,123.3
Existing-2,3,3.4123,1.5524,62.6262,131.52
WithNew-3,3,2.6475,1.3209,16.2015,41.1
WithNew-1,3,4.1857,1.4654,60.5415,123.3
WithNew-2,3,4.8003,1.3159,62.6262,131.52
WithNew-4,3,4.8102,1.372,62.6262,131.52
Existing-2,3,2.1765,1.5381,16.2015,41.1
Existing-1,3,3.5937,1.522,61.4555,106.86
Existing-3,3,3.5975,1.5219,60.5415,123.3
WithNew-2,3,2.0749,1.4999,16.2015,41.1
WithNew-4,3,2.4263,1.5573,6.8019,82.2
WithNew-3,3,3.8434,1.4915,60.5415,123.3
WithNew-1,3,4.1718,1.5,61.4555,106.86
Existing-1,3,1.0698,1.5802,6.8019,82.2
Existing-3,3,1.7316,1.5385,26.1889,73.98
Existing-2,3,2.7979,1.4373,62.6262,131.52
WithNew-1,3,2.0276,1.4892,6.8019,82.2
WithNew-3,3,2.9675,1.4388,26.1889,73.98
WithNew-2,3,4.1754,1.3983,62.6262,131.52
WithNew-4,3,4.1749,1.3983,60.5415,123.3
Existing-2,3,2.1621,1.881,26.1889,73.98
Existing-3,3,3.0414,1.6336,35.3044,312.36
Existing-1,3,3.2851,1.6616,57.8413,106.86
WithNew-2,3,3.0876,1.5282,26.1889,73.98
WithNew-3,3,4.1508,1.5552,35.3044,312.36
WithNew-4,3,4.2285,1.5524,60.5415,123.3
WithNew-1,3,4.364,1.5677,57.8413,106.86
Existing-2,3,1.6937,1.5962,11.7294,106.86
Existing-3,3,2.1176,1.5502,26.1889,73.98
Existing-1,3,3.0239,1.5427,62.6262,131.52
WithNew-2,3,2.3441,1.4485,11.7294,106.86
WithNew-3,3,2.9506,1.5025,26.1889,73.98
WithNew-1,3,3.8716,1.4427,62.6262,131.52
WithNew-4,3,3.8784,1.4151,57.8413,106.86
Existing-1,3,1.3872,1.642,6.8019,82.2
Existing-3,3,1.6619,1.5385,16.2015,41.1
Existing-2,3,2.8001,1.5421,57.8413,106.86
WithNew-1,3,1.7154,1.5778,6.8019,82.2
WithNew-4,3,1.793,1.706,6.8019,82.2
WithNew-3,3,2.0497,1.5435,16.2015,41.1
WithNew-2,3,3.1477,1.6098,57.8413,106.86
Existing-1,3,1.8238,1.5567,16.2015,41.1
Existing-2,3,3.2835,1.5981,57.8413,106.86
Existing-3,3,3.4347,1.5542,61.4555,106.86
WithNew-1,3,2.4378,1.5454,16.2015,41.1
WithNew-4,3,2.6389,1.4844,16.2015,41.1
WithNew-2,3,4.1014,1.5321,57.8413,106.86
WithNew-3,3,4.1115,1.5581,61.4555,106.86
