Task ID,Task Number,Task Latency (s),CPU Freq (GHz),Total Data Size (MB),Total FLOPs (GFLOPs)
Existing-1,3,2.0525,1.471,26.1889,73.98
Existing-3,3,2.8901,1.5243,61.4555,106.86
Existing-2,3,3.033,1.6219,35.3044,312.36
WithNew-1,3,3.1674,1.4891,26.1889,73.98
WithNew-3,3,3.9524,1.4468,61.4555,106.86
WithNew-4,3,4.3148,1.554,57.8413,106.86
WithNew-2,3,4.4437,1.5219,35.3044,312.36
Existing-3,3,1.8196,1.6844,6.8019,82.2
Existing-2,3,1.9922,1.6688,16.2015,41.1
Existing-1,3,3.2679,1.473,61.4555,106.86
WithNew-3,3,2.3921,1.6497,6.8019,82.2
WithNew-2,3,2.5401,1.6637,16.2015,41.1
WithNew-4,3,3.9668,1.6285,57.8413,106.86
WithNew-1,3,4.1118,1.489,61.4555,106.86
Existing-2,3,1.6232,1.7148,11.7294,106.86
Existing-3,3,1.9063,1.689,26.1889,73.98
Existing-1,3,3.0166,1.5898,62.6262,131.52
WithNew-2,3,2.5689,1.642,11.7294,106.86
WithNew-3,3,2.8499,1.6956,26.1889,73.98
WithNew-1,3,4.0317,1.4905,62.6262,131.52
WithNew-4,3,4.0256,1.4937,61.4555,106.86
Existing-3,3,2.2938,1.7873,16.2015,41.1
Existing-2,3,3.2969,1.6874,61.4555,106.86
Existing-1,3,3.5002,1.8724,35.3044,312.36
WithNew-3,3,1.9907,1.4692,16.2015,41.1
WithNew-2,3,3.8525,1.556,61.4555,106.86
WithNew-1,3,3.9105,1.4939,35.3044,312.36
WithNew-4,3,4.0648,1.5093,35.3044,312.36
Existing-1,3,1.7011,1.6282,16.2015,41.1
Existing-2,3,2.4416,1.7282,26.1889,73.98
Existing-3,3,3.413,1.4889,62.6262,131.52
WithNew-1,3,2.6354,1.575,16.2015,41.1
WithNew-2,3,3.1117,1.5963,26.1889,73.98
WithNew-3,3,3.9629,1.4594,62.6262,131.52
WithNew-4,3,3.9795,1.5121,35.3044,312.36
Existing-2,3,1.295,1.6646,6.8019,82.2
Existing-3,3,1.6796,1.626,11.7294,106.86
Existing-1,3,2.628,1.635,61.4555,106.86
WithNew-2,3,2.047,1.5514,6.8019,82.2
WithNew-4,3,2.0761,1.6612,11.7294,106.86
WithNew-3,3,2.1324,1.6085,11.7294,106.86
WithNew-1,3,3.0665,1.4271,61.4555,106.86
Existing-3,3,2.3855,1.5926,26.1889,73.98
Existing-1,3,3.1625,1.601,57.8413,106.86
Existing-2,3,3.3022,1.4947,61.4555,106.86
WithNew-4,3,2.5613,1.6244,11.7294,106.86
WithNew-3,3,3.4909,1.6791,26.1889,73.98
WithNew-2,3,4.8499,1.6203,61.4555,106.86
WithNew-1,3,4.864,1.6915,57.8413,106.86
Existing-1,3,1.6845,1.6447,6.8019,82.2
Existing-2,3,1.8989,1.7365,16.2015,41.1
Existing-3,3,3.2314,1.4782,62.6262,131.52
WithNew-1,3,2.2792,1.5139,6.8019,82.2
WithNew-2,3,2.6856,1.3458,16.2015,41.1
WithNew-4,3,4.2158,1.4521,57.8413,106.86
WithNew-3,3,4.4471,1.5263,62.6262,131.52
Existing-3,3,2.9932,1.5715,26.1889,73.98
Existing-1,3,3.6826,1.5611,57.8413,106.86
Existing-2,3,3.9675,1.5136,61.4555,106.86
WithNew-3,3,2.1971,1.6563,26.1889,73.98
WithNew-1,3,3.6205,1.5388,57.8413,106.86
WithNew-2,3,4.2706,1.5599,61.4555,106.86
WithNew-4,3,4.5977,1.4815,60.5415,123.3
Existing-3,3,1.489,1.6785,6.8019,82.2
Existing-1,3,1.8271,1.6029,11.7294,106.86
Existing-2,3,2.0779,1.649,26.1889,73.98
WithNew-3,3,2.0619,1.5511,6.8019,82.2
WithNew-1,3,2.5681,1.5931,11.7294,106.86
WithNew-2,3,2.737,1.4468,26.1889,73.98
WithNew-4,3,3.7466,1.4869,62.6262,131.52
Existing-3,3,1.8572,1.7713,6.8019,82.2
Existing-2,3,3.2724,1.6563,35.3044,312.36
Existing-1,3,3.4743,1.5546,62.6262,131.52
WithNew-3,3,2.3027,1.7184,6.8019,82.2
WithNew-4,3,2.9632,1.4878,26.1889,73.98
WithNew-2,3,3.8394,1.6056,35.3044,312.36
WithNew-1,3,3.9657,1.5967,62.6262,131.52
Existing-2,3,1.8925,1.6604,11.7294,106.86
Existing-3,3,2.689,1.6442,60.5415,123.3
Existing-1,3,2.8906,1.5135,35.3044,312.36
WithNew-2,3,2.6623,1.4034,11.7294,106.86
WithNew-3,3,4.2841,1.3498,60.5415,123.3
WithNew-4,3,4.2938,1.3749,61.4555,106.86
WithNew-1,3,4.4261,1.4968,35.3044,312.36
Existing-1,3,2.0384,1.5935,16.2015,41.1
Existing-3,3,2.1785,1.504,11.7294,106.86
Existing-2,3,3.3584,1.6377,61.4555,106.86
WithNew-3,3,3.005,1.449,11.7294,106.86
WithNew-1,3,3.0139,1.4334,16.2015,41.1
WithNew-2,3,4.7407,1.4828,61.4555,106.86
WithNew-4,3,4.7454,1.4834,61.4555,106.86
Existing-1,3,1.5253,1.5594,6.8019,82.2
Existing-3,3,1.6023,1.6791,11.7294,106.86
Existing-2,3,2.964,1.4867,62.6262,131.52
WithNew-4,3,1.8711,1.6032,6.8019,82.2
WithNew-1,3,1.9968,1.5762,6.8019,82.2
WithNew-3,3,2.2912,1.6354,11.7294,106.86
WithNew-2,3,3.5771,1.5973,62.6262,131.52
Existing-2,3,2.1834,1.7896,16.2015,41.1
Existing-1,3,3.141,1.6753,61.4555,106.86
Existing-3,3,3.2697,1.7319,35.3044,312.36
WithNew-2,3,2.6639,1.6244,16.2015,41.1
WithNew-4,3,3.1346,1.6762,26.1889,73.98
WithNew-1,3,3.9245,1.5614,61.4555,106.86
WithNew-3,3,3.9855,1.5508,35.3044,312.36
Existing-1,3,2.4385,1.6665,26.1889,73.98
Existing-3,3,3.1272,1.635,60.5415,123.3
Existing-2,3,3.2397,1.6541,35.3044,312.36
WithNew-1,3,3.1656,1.3369,26.1889,73.98
WithNew-4,3,4.4643,1.4113,62.6262,131.52
WithNew-2,3,4.5453,1.3694,35.3044,312.36
WithNew-3,3,4.8393,1.3886,60.5415,123.3
Existing-1,3,1.8945,1.9277,26.1889,73.98
Existing-3,3,2.9817,1.6804,35.3044,312.36
Existing-2,3,3.1067,1.6926,61.4555,106.86
WithNew-1,3,2.7115,1.4115,26.1889,73.98
WithNew-3,3,3.9942,1.4879,35.3044,312.36
WithNew-2,3,4.2762,1.5129,61.4555,106.86
WithNew-4,3,4.2892,1.6336,60.5415,123.3
Existing-3,3,1.3502,1.6849,11.7294,106.86
Existing-2,3,1.559,1.5057,16.2015,41.1
Existing-1,3,2.7899,1.5267,60.5415,123.3
WithNew-2,3,1.7243,1.5611,16.2015,41.1
WithNew-3,3,2.0469,1.4189,11.7294,106.86
WithNew-4,3,2.5925,1.5574,26.1889,73.98
WithNew-1,3,3.465,1.4531,60.5415,123.3
Existing-3,3,2.537,1.5445,26.1889,73.98
Existing-1,3,3.738,1.5038,61.4555,106.86
Existing-2,3,3.9562,1.7238,62.6262,131.52
WithNew-3,3,2.7057,1.5495,26.1889,73.98
WithNew-4,3,2.8587,1.6174,11.7294,106.86
WithNew-1,3,4.2802,1.4458,61.4555,106.86
WithNew-2,3,4.3836,1.4351,62.6262,131.52
Existing-3,3,1.4432,1.6476,6.8019,82.2
